,FIPS,NAME,STATE,longitude,latitude,death
47,1095,Marshall,Alabama,-86.306636969,34.3669621021,418.7042414244376
48,1097,Mobile,Alabama,-88.1975233535,30.6851516211,319.2878785793523
49,1099,Monroe,Alabama,-87.3654375115,31.5708340246,432.5829250657656
50,1101,Montgomery,Alabama,-86.2076142923,32.2202579876,459.4081165961256
51,1103,Morgan,Alabama,-86.8529215684,34.453472028,161.58760259240364
52,1105,Perry,Alabama,-87.2944007854,32.6384656558,488.1740922308774
53,1107,Pickens,Alabama,-88.0886925942,33.2808768859,363.83058110167855
54,1109,Pike,Alabama,-85.9409081483,31.8027084904,368.9661074945983
55,1111,Randolph,Alabama,-85.4590701568,33.2937873448,487.2461714112964
56,1113,Russell,Alabama,-85.1849624464,32.2883800156,421.68953972984497
57,1115,St.,Alabama,,,
58,1117,Shelby,Alabama,-86.6606484037,33.2642770248,187.2204247740785
59,1119,Sumter,Alabama,-88.1987896089,32.5910175308,317.6500157869008
60,1121,Talladega,Alabama,-86.1659036872,33.3800616097,194.3220286493492
61,1123,Tallapoosa,Alabama,-85.7975022448,32.8624049426,214.96334182957435
62,1125,Tuscaloosa,Alabama,-87.525029952,33.2895498464,198.97760404313422
63,1127,Walker,Alabama,-87.2973573971,33.8033347429,374.8767367309707
64,1129,Washington,Alabama,-88.2078768076,31.4076037932,380.3057768928245
65,1131,Wilcox,Alabama,-87.3082017869,31.9892401922,419.268275451008
66,1133,Winston,Alabama,-87.3736834128,34.1492251125,153.45013934366068
67,2013,Aleutians,Alaska,,,
68,2016,Aleutians,Alaska,,,
69,2020,"Anchorage,",Alaska,,,
70,2050,Bethel,Alaska,-160.195267975,60.8490903436,133.8441936489981
71,2060,Bristol,Alaska,,,
72,2068,Denali,Alaska,-150.011714676,63.6716419513,177.42437091009492
73,2070,Dillingham,Alaska,-158.348270189,59.7139951133,136.33717986775412
74,2090,Fairbanks,Alaska,,,
75,2100,Haines,Alaska,-135.470092205,59.0758951471,156.50802009348456
76,2105,Hoonah–Angoon,Alaska,,,
77,2110,"Juneau,",Alaska,,,
78,2122,Kenai,Alaska,,,
79,2130,Ketchikan,Alaska,,,
80,2150,Kodiak,Alaska,,,
81,2158,Kusilvak,Alaska,-163.525464784,62.160012711,317.3155015521235
82,2164,Lake,Alaska,,,
83,2170,Matanuska-Susitna,Alaska,-149.580200458,62.3046703274,359.3859955177895
84,2180,Nome,Alaska,-164.244322616,64.8354505226,297.80432522249464
85,2185,North,Alaska,,,
86,2188,Northwest,Alaska,,,
87,2195,Petersburg,Alaska,-133.002459292,57.1140130761,293.08205108764594
88,2198,Prince,Alaska,,,
89,2220,"Sitka,",Alaska,,,
90,2230,"Skagway,",Alaska,,,
91,2240,Southeast,Alaska,,,
92,2261,Valdez–Cordova,Alaska,,,
93,2275,"Wrangell,",Alaska,,,
94,2282,"Yakutat,",Alaska,,,
95,2290,Yukon–Koyukuk,Alaska,,,
96,60010,Eastern,American Samoa,-170.627332642,-14.2674550886,106.3642424938188
97,60020,Manu'a,American Samoa,-169.53673492,-14.2084357923,360.22180648924257
98,60030,Rose,American Samoa,,,
99,60040,Swain's,American Samoa,,,
100,60050,Western,American Samoa,-170.784527256,-14.3355554126,149.0302362076742
101,4001,Apache,Arizona,-109.488828707,35.3955080611,249.23715904245148
102,4003,Cochise,Arizona,-109.751263137,31.8796370864,330.86766769870655
103,4005,Coconino,Arizona,-111.770512718,35.8386956734,102.94078470486963
104,4007,Gila,Arizona,-110.811737097,33.7997498678,171.9536246355682
105,4009,Graham,Arizona,-109.887451628,32.9326627045,175.38346061846966
106,4011,Greenlee,Arizona,-109.240355413,33.2154016682,154.69484922667812
107,4012,La,Arizona,,,
108,4013,Maricopa,Arizona,-112.491486812,33.3489778227,470.23544852072973
109,4015,Mohave,Arizona,-113.757910618,35.7040584995,403.0646378835979
110,4017,Navajo,Arizona,-110.321396004,35.3995733714,377.4584432748025
111,4019,Pima,Arizona,-111.789863499,32.097399026,241.61796810752375
112,4021,Pinal,Arizona,-111.344739896,32.9043665122,242.1028831754388
113,4023,Santa,Arizona,,,
114,4025,Yavapai,Arizona,-112.553944833,34.5998564246,458.2664827767253
115,4027,Yuma,Arizona,-113.905618757,32.7696188927,349.59305116235305
116,5001,Arkansas,Arkansas,-91.3749047506,34.2908080523,191.54815480676672
117,5003,Ashley,Arkansas,-91.7684475565,33.1912219797,225.0163039583737
118,5005,Baxter,Arkansas,-92.3369721117,36.2871782318,482.6543925857566
119,5007,Benton,Arkansas,-94.2561015344,36.3387382969,451.4142405906508
120,5009,Boone,Arkansas,-93.0915633723,36.3085986469,486.18340740645596
121,5011,Bradley,Arkansas,-92.1624016443,33.4664224376,114.40303868856655
122,5013,Calhoun,Arkansas,-92.5030441645,33.5580341574,431.2276107452402
123,5015,Carroll,Arkansas,-93.5381811083,36.3410829938,161.9820349127757
124,5017,Chicot,Arkansas,-91.2939728213,33.2672553197,405.749441702064
125,5019,Clark,Arkansas,-93.1763674899,34.0509558643,396.23119006849004
126,5021,Clay,Arkansas,-90.4173835629,36.3683942057,366.40460749415485
127,5023,Cleburne,Arkansas,-92.0267180322,35.5381064958,147.10958152885107
128,5025,Cleveland,Arkansas,-92.1851454385,33.8983618624,402.82736985680623
129,5027,Columbia,Arkansas,-93.227308885,33.2142871374,346.1532532112523
130,5029,Conway,Arkansas,-92.7013072101,35.2622207059,490.3403812853742
131,5031,Craighead,Arkansas,-90.632841255,35.8307887047,164.1911308984246
132,5033,Crawford,Arkansas,-94.2429568096,35.5884840734,290.25413777726783
133,5035,Crittenden,Arkansas,-90.3088719897,35.2079371348,181.65813441603012
134,5037,Cross,Arkansas,-90.771226853,35.2957261162,455.65700408367945
135,5039,Dallas,Arkansas,-92.6544402046,33.9698311293,130.6860414008458
136,5041,Desha,Arkansas,-91.2539442656,33.8333331807,339.40402578878667
137,5043,Drew,Arkansas,-91.720023319,33.5894557062,352.7498023778668
138,5045,Faulkner,Arkansas,-92.332041157,35.1469781265,116.3081354189374
139,5047,Franklin,Arkansas,-93.8906143781,35.5123637272,285.4247576315106
140,5049,Fulton,Arkansas,-91.8182352994,36.3816695474,307.882402776964
141,5051,Garland,Arkansas,-93.150399652,34.5767017575,178.002127818203
142,5053,Grant,Arkansas,-92.4235830486,34.2900177408,281.9061539076911
143,5055,Greene,Arkansas,-90.5590717273,36.117697723,259.3194997766399
144,5057,Hempstead,Arkansas,-93.6684431539,33.7353045888,215.48156697926328
145,5059,Hot,Arkansas,,,
146,5061,Howard,Arkansas,-93.9934933573,34.0887429323,397.8704439898747
147,5063,Independence,Arkansas,-91.5697116529,35.7415534129,243.40411364963296
148,5065,Izard,Arkansas,-91.9134102959,36.0948699143,310.8410602198147
149,5067,Jackson,Arkansas,-91.2145376687,35.5992402368,327.1967076337854
150,5069,Jefferson,Arkansas,-91.9315146225,34.2687844437,117.78232233569773
151,5071,Johnson,Arkansas,-93.4598811569,35.5701227411,312.4950437880026
152,5073,Lafayette,Arkansas,-93.6070389924,33.2409810885,188.89723166467755
153,5075,Lawrence,Arkansas,-91.1070801351,36.0412452465,457.97440767471085
154,5077,Lee,Arkansas,-90.7820673213,34.7806229431,150.2063219691338
155,5079,Lincoln,Arkansas,-91.7333211971,33.9574736745,327.7939681513278
156,5081,Little,Arkansas,,,
157,5083,Logan,Arkansas,-93.7162169926,35.2153385104,242.21286570579014
158,5085,Lonoke,Arkansas,-91.8887898981,34.7542368128,409.7737543395336
159,5087,Madison,Arkansas,-93.7245618667,36.0109653302,206.83377941563302
160,5089,Marion,Arkansas,-92.6842202167,36.2683474959,340.8429594065933
161,5091,Miller,Arkansas,-93.8915614277,33.3121471783,189.89498620246374
162,5093,Mississippi,Arkansas,-90.0541660119,35.7639016515,365.81439690137233
163,5095,Monroe,Arkansas,-91.2038921969,34.6778362856,120.53481544338644
164,5097,Montgomery,Arkansas,-93.6595529416,34.5387970384,487.8840815129272
165,5099,Nevada,Arkansas,-93.3071433023,33.6639660687,262.99076884761075
166,5101,Newton,Arkansas,-93.2178669264,35.9199743544,338.6062650374788
167,5103,Ouachita,Arkansas,-92.8819343531,33.5933550412,418.7208325518117
168,5105,Perry,Arkansas,-92.9314699116,34.9473737476,379.64611601933177
169,5107,Phillips,Arkansas,-90.8480221032,34.42829125,449.65725289755994
170,5109,Pike,Arkansas,-93.6563416658,34.1634980417,170.0701006099095
171,5111,Poinsett,Arkansas,-90.6629400421,35.5740321244,473.474071912034
172,5113,Polk,Arkansas,-94.2280604373,34.4858849277,156.2371734656972
173,5115,Pope,Arkansas,-93.0341542751,35.447636026,347.5106488889895
174,5117,Prairie,Arkansas,-91.5527759528,34.8297827954,213.15143730836445
175,5119,Pulaski,Arkansas,-92.3119257562,34.7699753373,375.12519207416256
176,5121,Randolph,Arkansas,-91.0277165202,36.341483312,276.30084844224376
177,5123,St.,Arkansas,,,
178,5125,Saline,Arkansas,-92.676575561,34.6466183905,263.6142577641526
179,5127,Scott,Arkansas,-94.0632792993,34.8607684689,374.53096737548907
180,5129,Searcy,Arkansas,-92.6995245166,35.9109060184,292.1098206035046
181,5131,Sebastian,Arkansas,-94.2741206259,35.1993218755,357.5963713825155
182,5133,Sevier,Arkansas,-94.2412727038,33.9972551652,404.65084370216255
183,5135,Sharp,Arkansas,-91.4798585278,36.1611646374,317.5121373264707
184,5137,Stone,Arkansas,-92.1567129536,35.8598655553,200.57137044466026
185,5139,Union,Arkansas,-92.5972913761,33.171357538,481.91208202730945
186,5141,Van,Arkansas,,,
187,5143,Washington,Arkansas,-94.2155848036,35.9790563044,436.0036742630013
188,5145,White,Arkansas,-91.7455472673,35.2562753346,183.34573480949626
189,5147,Woodruff,Arkansas,-91.2430822004,35.1863303424,339.1246351710094
190,5149,Yell,Arkansas,-93.4112514229,35.0025779761,209.73476309683366
191,6001,Alameda,California,-121.917998966,37.6504930265,388.0884437368112
192,6003,Alpine,California,-119.82065303,38.5972506332,337.4217591269046
193,6005,Amador,California,-120.651115621,38.446389504,379.2949148634008
194,6007,Butte,California,-121.600671735,39.6669293633,310.0683643272541
195,6009,Calaveras,California,-120.554132098,38.204606803,463.27065765439943
196,6011,Colusa,California,-122.237029616,39.177573113,94.22410350882251
197,6013,Contra,California,,,
198,6015,Del,California,,,
199,6017,El,California,,,
200,6019,Fresno,California,-119.649322632,36.7581801263,95.52999298586127
201,6021,Glenn,California,-122.392206808,39.5984047698,427.34432290658185
202,6023,Humboldt,California,-123.915819446,40.7050090829,111.34229399908791
203,6025,Imperial,California,-115.365336962,33.0395904342,481.0533468905732
204,6027,Inyo,California,-117.410789686,36.5111268089,144.66713763176617
205,6029,Kern,California,-118.729900424,35.3428473738,163.4523309992452
206,6031,Kings,California,-119.815502709,36.0753604529,86.3016730599515
207,6033,Lake,California,-122.753183909,39.0996453445,464.72194711215604
208,6035,Lassen,California,-120.594332834,40.6735903894,444.9613349727424
209,6037,Los,California,,,
210,6039,Madera,California,-119.762644507,37.2180440575,288.80191049566093
211,6041,Marin,California,-122.748858563,38.05518334,268.44395403364194
212,6043,Mariposa,California,-119.905517029,37.5815223099,277.0135026326273
213,6045,Mendocino,California,-123.431553907,39.4336238198,461.88420492066064
214,6047,Merced,California,-120.717688,37.191870471,214.21104651155923
215,6049,Modoc,California,-120.725028959,41.5898335739,151.39477779208994
216,6051,Mono,California,-118.886709262,37.938990343,162.9282953922028
217,6053,Monterey,California,-121.308901554,36.2397743956,454.5786948773245
218,6055,Napa,California,-122.330538465,38.5064964441,279.6551420218498
219,6057,Nevada,California,-120.768752113,39.301369579,329.74734368618607
220,6059,Orange,California,-117.776142822,33.6769134328,479.77195794001074
221,6061,Placer,California,-120.717645936,39.0634313879,393.4458754068006
222,6063,Plumas,California,-120.838597596,40.0046824769,384.18366240257376
223,6065,Riverside,California,-115.993845895,33.7436800499,295.8213386064137
224,6067,Sacramento,California,-121.344253814,38.4493208547,389.96331191472854
225,6069,San,California,,,
226,6071,San,California,,,
227,6073,San,California,,,
228,6075,San,California,,,
229,6077,San,California,,,
230,6079,San,California,,,
231,6081,San,California,,,
232,6083,Santa,California,,,
233,6085,Santa,California,,,
234,6087,Santa,California,,,
235,6089,Shasta,California,-122.040521531,40.7637666014,308.10630425446413
236,6091,Sierra,California,-120.515996378,39.5804001016,295.1804095640992
237,6093,Siskiyou,California,-122.540367763,41.5926866339,298.0613602860228
238,6095,Solano,California,-121.940024418,38.2669127871,203.5603203579824
239,6097,Sonoma,California,-122.922544658,38.525292575,332.1531790922419
240,6099,Stanislaus,California,-120.997682895,37.5591374435,153.84331573467801
241,6101,Sutter,California,-121.694849665,39.0345595213,284.6197458768777
242,6103,Tehama,California,-122.233884853,40.1257361849,477.7180314776204
243,6105,Trinity,California,-123.112627727,40.6506935615,207.28304906113067
244,6107,Tulare,California,-118.80047248,36.220156659,215.81039854466079
245,6109,Tuolumne,California,-119.95475358,38.0276014047,369.08262039133064
246,6111,Ventura,California,-119.126027193,34.3575285169,385.10264169552204
247,6113,Yolo,California,-121.90161702,38.6866603948,105.66841311120288
248,6115,Yuba,California,-121.351262732,39.2690076722,366.5523580503372
249,8001,Adams,Colorado,-104.337801716,39.8736400746,99.3927700603512
250,8003,Alamosa,Colorado,-105.788288197,37.5728931402,416.02991970385625
251,8005,Arapahoe,Colorado,-104.339234024,39.6497752303,177.18701362024947
252,8007,Archuleta,Colorado,-107.048288324,37.1936094363,215.29611091765713
253,8009,Baca,Colorado,-102.560476646,37.3191787991,485.3176794190781
254,8011,Bent,Colorado,-103.071704571,37.9550855775,291.4998211291162
255,8013,Boulder,Colorado,-105.35770567,40.0924597674,399.1967076708105
256,8014,"Broomfield,",Colorado,,,
257,8015,Chaffee,Colorado,-106.194066665,38.7469030854,391.7548278091953
258,8017,Cheyenne,Colorado,-102.603395824,38.8279397207,367.454303096825
259,8019,Clear,Colorado,,,
260,8021,Conejos,Colorado,-106.191627951,37.2006875346,305.11822145023297
261,8023,Costilla,Colorado,-105.428249706,37.2779522735,124.03099769518502
262,8025,Crowley,Colorado,-103.784825661,38.326661062,421.50969964903123
263,8027,Custer,Colorado,-105.367471778,38.1086779015,437.40390571996073
264,8029,Delta,Colorado,-107.862876811,38.8613737904,376.23376889862107
265,8031,"Denver,",Colorado,,,
266,8033,Dolores,Colorado,-108.517265273,37.7516108062,196.08933912713638
267,8035,Douglas,Colorado,-104.929559461,39.3297243092,470.6068950549452
268,8037,Eagle,Colorado,-106.695299259,39.6278256159,342.13822937539294
269,8039,Elbert,Colorado,-104.13588983,39.2865595002,182.65158397414302
270,8041,El,Colorado,,,
271,8043,Fremont,Colorado,-105.439657054,38.4729724659,490.14473518495805
272,8045,Garfield,Colorado,-107.903956154,39.599307179,370.0817879355964
273,8047,Gilpin,Colorado,-105.522621196,39.8575436237,295.35543703443557
274,8049,Grand,Colorado,-106.118358313,40.102614944,208.69846654709835
275,8051,Gunnison,Colorado,-107.031700114,38.6667977063,368.60436346438615
276,8053,Hinsdale,Colorado,-107.300311758,37.8213415755,394.39735028553696
277,8055,Huerfano,Colorado,-104.960584534,37.6846796381,258.6163551554327
278,8057,Jackson,Colorado,-106.342794688,40.6664326842,374.2136577327939
279,8059,Jefferson,Colorado,-105.250466793,39.5864284092,421.5916414993434
280,8061,Kiowa,Colorado,-102.740340455,38.4326851414,432.4910454945823
281,8063,Kit,Colorado,,,
282,8065,Lake,Colorado,-106.344837734,39.2023794705,486.4708288806996
283,8067,La,Colorado,,,
284,8069,Larimer,Colorado,-105.461144451,40.6664172232,111.49915332670432
285,8071,Las,Colorado,,,
286,8073,Lincoln,Colorado,-103.513965366,38.9880685587,148.41215799515498
287,8075,Logan,Colorado,-103.110095731,40.7246687188,435.5802785756107
288,8077,Mesa,Colorado,-108.466440182,39.0182904955,313.44416302724306
289,8079,Mineral,Colorado,-106.924094646,37.6689956825,177.106560969954
290,8081,Moffat,Colorado,-108.207290604,40.61842222,125.29816370675556
291,8083,Montezuma,Colorado,-108.596669828,37.3384339705,124.01835123574298
292,8085,Montrose,Colorado,-108.269451135,38.4021560325,293.2477246021024
293,8087,Morgan,Colorado,-103.809822237,40.2627443761,439.63714549855644
294,8089,Otero,Colorado,-103.716445685,37.9027017254,125.96148263771906
295,8091,Ouray,Colorado,-107.76931682,38.1554971802,104.62552714070769
296,8093,Park,Colorado,-105.717174716,39.1193028617,449.78453433569535
297,8095,Phillips,Colorado,-102.357579601,40.5938843197,180.91512484893948
298,8097,Pitkin,Colorado,-106.916577749,39.2171057452,107.36885051443141
299,8099,Prowers,Colorado,-102.393348977,37.9551831858,472.88116996897
300,8101,Pueblo,Colorado,-104.512845555,38.1734202345,303.4935537368218
301,8103,Rio,Colorado,,,
302,8105,Rio,Colorado,,,
303,8107,Routt,Colorado,-106.991193187,40.4850679408,305.7147978919569
304,8109,Saguache,Colorado,-106.281555562,38.0805527548,170.9695203173284
305,8111,San,Colorado,,,
306,8113,San,Colorado,,,
307,8115,Sedgwick,Colorado,-102.351791195,40.8759049641,143.38998269946907
308,8117,Summit,Colorado,-106.116379137,39.634170806,155.84699970052253
309,8119,Teller,Colorado,-105.161826391,38.8821720468,130.77909798048375
310,8121,Washington,Colorado,-103.201252881,39.9710617874,124.39459197255061
311,8123,Weld,Colorado,-104.392531357,40.5548298977,458.86879858419064
312,8125,Yuma,Colorado,-102.424226323,40.0028993432,176.75997128866663
313,9001,Fairfield,Connecticut,-73.3712046145,41.2249600832,524.7483020035704
314,9003,Hartford,Connecticut,-72.7328122495,41.8064287933,235.02517118188672
315,9005,Litchfield,Connecticut,-73.2453207905,41.7924983178,275.0561212818219
316,9007,Middlesex,Connecticut,-72.5231194296,41.4353818043,474.0161009386032
317,9009,New,Connecticut,,,
318,9011,New,Connecticut,,,
319,9013,Tolland,Connecticut,-72.3365016791,41.855065982,142.8018027290429
320,9015,Windham,Connecticut,-71.9874782796,41.8300455104,507.0391127929278
321,10001,Kent,Delaware,-75.5046137018,39.0959545402,344.47181112669546
322,10003,New,Delaware,,,
323,10005,Sussex,Delaware,-75.3395417153,38.6832973547,229.96597811914387
324,11001,District,District of Columbia,,,
325,12001,Alachua,Florida,-82.3577015483,29.6747549911,363.40528055222234
326,12003,Baker,Florida,-82.2845872684,30.331070985,311.6855085765107
327,12005,Bay,Florida,-85.6326228076,30.237646533,413.294687115298
328,12007,Bradford,Florida,-82.1687777662,29.9499595746,349.8220743060861
329,12009,Brevard,Florida,-80.7012054832,28.300314142,143.1054305412039
330,12011,Broward,Florida,-80.4558842537,26.1518560378,199.1723115731794
331,12013,Calhoun,Florida,-85.1972071433,30.4060343343,503.98118979763126
332,12015,Charlotte,Florida,-81.9503159678,26.8998432654,322.58303950963193
333,12017,Citrus,Florida,-82.5201067311,28.8475696914,157.64559114454102
334,12019,Clay,Florida,-81.8578845259,29.9830664456,156.35241018863525
335,12021,Collier,Florida,-81.3809730552,26.0992389901,407.4203207486271
336,12023,Columbia,Florida,-82.6215388925,30.2242399397,268.9337853369741
337,12027,DeSoto,Florida,-81.8094429515,27.1863023348,181.08855628091288
338,12029,Dixie,Florida,-83.1870324531,29.5812415277,238.94194646721405
339,12031,Duval,Florida,-81.6480093213,30.3354403303,504.9021827761914
340,12033,Escambia,Florida,-87.3413643298,30.6143960313,394.3974443535763
341,12035,Flagler,Florida,-81.2929913884,29.4711426482,358.55426851264315
342,12037,Franklin,Florida,-84.8004565948,29.8116835857,254.5692143336987
343,12039,Gadsden,Florida,-84.6135993294,30.5794688821,240.98343256749646
344,12041,Gilchrist,Florida,-82.8003665306,29.7258227162,498.3701529491406
345,12043,Glades,Florida,-81.1890293853,26.9564459351,511.37267937101177
346,12045,Gulf,Florida,-85.2610062794,29.9086211231,465.86095924712447
347,12047,Hamilton,Florida,-82.9479591393,30.4964266893,162.0987079019957
348,12049,Hardee,Florida,-81.8100059395,27.4927094815,407.2835778574754
349,12051,Hendry,Florida,-81.1659012496,26.5534898513,201.52103374777738
350,12053,Hernando,Florida,-82.4684895116,28.5561708513,253.15431011241492
351,12055,Highlands,Florida,-81.3410379056,27.3433797347,135.74685129148318
352,12057,Hillsborough,Florida,-82.346916153,27.9062278359,468.5333658471073
353,12059,Holmes,Florida,-85.8141023534,30.8678906078,318.73167666618053
354,12061,Indian,Florida,,,
355,12063,Jackson,Florida,-85.2154596916,30.7953911236,180.66031817961033
356,12065,Jefferson,Florida,-83.9004744786,30.4234582107,195.68115644319602
357,12067,Lafayette,Florida,-83.1810673054,29.9855183221,171.02672233655014
358,12069,Lake,Florida,-81.7113031676,28.7614688332,282.1050799465814
359,12071,Lee,Florida,-81.9154527285,26.5756896561,208.03963939374478
360,12073,Leon,Florida,-84.2778815189,30.458037893,265.04253656801495
361,12075,Levy,Florida,-82.7886132018,29.2822055783,172.5144416473023
362,12077,Liberty,Florida,-84.8829111582,30.2413631478,195.50163659518142
363,12079,Madison,Florida,-83.4701228264,30.4441430277,172.80291828864762
364,12081,Manatee,Florida,-82.3575458711,27.4775188749,295.484659024866
365,12083,Marion,Florida,-82.0566756823,29.2102022904,408.1078578535297
366,12085,Martin,Florida,-80.3984639525,27.0816164392,464.178973780776
367,12086,Miami-Dade,Florida,-80.4986673175,25.6089674858,154.16553600621492
368,12087,Monroe,Florida,-81.1856924179,25.0467803277,356.80559240343433
369,12089,Nassau,Florida,-81.7714179132,30.6105780997,182.73215247344515
370,12091,Okaloosa,Florida,-86.5921750794,30.6650297247,355.34113943117944
371,12093,Okeechobee,Florida,-80.888585011,27.3863036127,284.82477462636865
372,12095,Orange,Florida,-81.3234735281,28.5144162588,451.3784466919269
373,12097,Osceola,Florida,-81.1494997552,28.0626646156,421.52948143646375
374,12099,Palm,Florida,,,
375,12101,Pasco,Florida,-82.438869799,28.3067419076,133.52847465854032
376,12103,Pinellas,Florida,-82.7395539464,27.9026762041,452.63018094003235
377,12105,Polk,Florida,-81.6976853961,27.9488714857,394.1716578960617
378,12107,Putnam,Florida,-81.7443041288,29.6086348479,375.09662997523117
379,12109,St.,Florida,,,
380,12111,St.,Florida,,,
381,12113,Santa,Florida,,,
382,12115,Sarasota,Florida,-82.3649735213,27.1824778115,395.72277185878227
383,12117,Seminole,Florida,-81.2363275276,28.7169755783,412.8083151832392
384,12119,Sumter,Florida,-82.0809953636,28.7048225353,146.62936361316753
385,12121,Suwannee,Florida,-82.9914923725,30.1956117481,274.1113416526529
386,12123,Taylor,Florida,-83.6189726465,30.0195666061,462.55493881964753
387,12125,Union,Florida,-82.3714410129,30.0438391148,229.7712483783575
388,12127,Volusia,Florida,-81.1485743573,29.0634475051,208.10561113332383
389,12129,Wakulla,Florida,-84.3756074885,30.1477719789,496.90640732352296
390,12131,Walton,Florida,-86.1715163089,30.6184688458,497.93199144365974
391,12133,Washington,Florida,-85.6653287163,30.6105923313,299.15255898885846
392,13001,Appling,Georgia,-82.288983582,31.7492803518,257.32263327233113
393,13003,Atkinson,Georgia,-82.8799928978,31.2971083422,498.81856136798575
394,13005,Bacon,Georgia,-82.4526850982,31.5536748311,308.690063077201
395,13007,Baker,Georgia,-84.4446694741,31.326183927,288.3469231255427
396,13009,Baldwin,Georgia,-83.2495906334,33.0692757535,444.0318482455782
397,13011,Banks,Georgia,-83.4973801652,34.3541370113,175.60152050099208
398,13013,Barrow,Georgia,-83.7127549805,33.9931962064,373.58892425218244
399,13015,Bartow,Georgia,-84.8403384771,34.2376620909,410.7181142666975
400,13017,Ben,Georgia,,,
401,13019,Berrien,Georgia,-83.229622,31.2760599041,181.82903620040366
402,13021,Bibb,Georgia,-83.6974200138,32.8064982238,167.91300706484867
403,13023,Bleckley,Georgia,-83.3278388255,32.4344414462,234.47837379847613
404,13025,Brantley,Georgia,-81.9818955745,31.1968761426,410.90982523918495
405,13027,Brooks,Georgia,-83.5802119065,30.8419677363,224.5632604289351
406,13029,Bryan,Georgia,-81.4424722248,32.013224335,216.70946783499582
407,13031,Bulloch,Georgia,-81.7431781429,32.3968141786,163.5793657905607
408,13033,Burke,Georgia,-82.0007811537,33.0611535027,283.08707245814225
409,13035,Butts,Georgia,-83.9571695116,33.2878507429,182.87665565420804
410,13037,Calhoun,Georgia,-84.6245076946,31.5291972743,506.46458667369313
