price,odometer,age
33590.0,57923.0,7
0.0,44616.0,8
44995.0,70316.0,4
68995.0,68326.0,4
0.0,107727.0,4
29990.0,59613.0,8
34990.0,34425.0,5
24995.0,117740.0,8
54995.0,71127.0,7
25990.0,15575.0,7
31990.0,9261.0,1
25999.0,118000.0,21
0.0,92503.0,4
32950.0,78853.0,15
29950.0,117288.0,14
30000.0,99100.0,17
10500.0,109370.0,10
15900.0,175000.0,13
34590.0,13970.0,4
29990.0,26460.0,5
33590.0,55251.0,7
27788.0,90010.0,4
0.0,72965.0,7
13495.0,101314.0,13
19990.0,6054.0,4
11975.0,164000.0,10
2600.0,69000.0,47
0.0,75948.0,8
0.0,53045.0,4
32950.0,83708.0,23
0.0,71665.0,4
7975.0,147000.0,13
10999.0,112512.0,15
34999.0,74885.0,5
34799.0,93650.0,7
20999.0,117527.0,6
34999.0,30620.0,2
27995.0,117219.0,7
20999.0,117133.0,5
17498.0,83280.0,7
37995.0,5295.0,2
21995.0,102719.0,8
6000.0,115000.0,9
0.0,75708.0,3
3800.0,47408.0,47
0.0,49482.0,4
6500.0,115000.0,10
6975.0,161000.0,12
0.0,65684.0,8
0.0,99594.0,6
26990.0,41335.0,4
18590.0,13110.0,3
23990.0,83754.0,8
29590.0,32833.0,3
30590.0,19673.0,3
24590.0,60987.0,7
36590.0,7619.0,2
5675.0,115800.0,10
36990.0,5471.0,2
8975.0,121000.0,14
29900.0,113006.0,10
17999.0,108000.0,13
16000.0,109813.0,20
12399.0,53000.0,5
9999.0,35000.0,8
15399.0,67000.0,6
0.0,20827.0,2
14499.0,84000.0,7
25999.0,79000.0,7
16799.0,69000.0,6
2950.0,257000.0,26
4975.0,139000.0,10
5900.0,164035.0,20
32000.0,2000.0,0
8000.0,214000.0,17
15500.0,53522.0,7
25950.0,42001.0,31
45950.0,143909.0,7
52950.0,106554.0,6
35950.0,113869.0,3
33950.0,82790.0,10
21950.0,112081.0,6
35950.0,157159.0,10
49950.0,124119.0,6
46950.0,94550.0,11
20950.0,192825.0,3
35950.0,106874.0,3
35950.0,102365.0,3
24950.0,153801.0,8
24950.0,130375.0,14
7975.0,157000.0,7
6975.0,142000.0,15
8500.0,206000.0,25
66995.0,39326.0,5
36999.0,97747.0,6
20950.0,117996.0,10
25997.0,112215.0,15
3900.0,200000.0,14
12950.0,148947.0,18
8995.0,120469.0,4
10495.0,156612.0,10
8995.0,162740.0,12
5995.0,123998.0,8
8995.0,160618.0,11
6995.0,139675.0,8
6700.0,94204.0,14
42995.0,61897.0,3
32999.0,124821.0,7
0.0,7.0,9
3700.0,155000.0,34
27999.0,55999.0,9
24995.0,88000.0,4
57995.0,15114.0,1
43995.0,52582.0,6
62995.0,30478.0,2
34395.0,15174.0,2
8975.0,144000.0,5
39950.0,86351.0,6
0.0,94108.0,8
49997.0,58476.0,3
42995.0,42141.0,5
8997.0,164000.0,10
27999.0,14260.0,9
8997.0,164000.0,10
1500.0,100000.0,44
13975.0,161000.0,8
44995.0,69897.0,6
36590.0,79156.0,8
17000.0,94000.0,6
31990.0,52733.0,3
24590.0,40784.0,4
31590.0,2195.0,1
28990.0,12567.0,1
31990.0,34729.0,5
25990.0,10572.0,3
0.0,40816.0,4
22590.0,10667.0,1
28990.0,70703.0,9
35990.0,2600.0,0
2700.0,189000.0,19
31590.0,27440.0,5
48990.0,68024.0,10
19990.0,79396.0,8
19990.0,57181.0,8
0.0,62197.0,3
0.0,133742.0,10
19990.0,62039.0,8
25990.0,21480.0,2
69990.0,1353.0,2
30990.0,41124.0,4
27500.0,216000.0,7
0.0,102479.0,4
9000.0,100000.0,44
46995.0,94472.0,8
29990.0,19374.0,5
49495.0,54955.0,3
15000.0,175000.0,15
14500.0,99999.0,72
0.0,34336.0,2
59990.0,19102.0,2
4499.0,177400.0,14
0.0,47287.0,7
23995.0,74000.0,10
78995.0,61965.0,2
29600.0,19000.0,2
89995.0,3313.0,0
6998.0,139011.0,12
5998.0,181954.0,14
13998.0,92543.0,8
14998.0,70417.0,6
16393.0,150057.0,11
16884.0,122345.0,7
16029.0,131604.0,5
13220.0,68817.0,6
0.0,55750.0,4
12432.0,82808.0,5
7000.0,140342.0,14
7900.0,109000.0,13
45995.0,51712.0,5
0.0,55985.0,3
32995.0,89268.0,7
32995.0,89268.0,7
13500.0,267000.0,36
94995.0,15566.0,2
5500.0,21.0,49
3900.0,160879.0,14
14800.0,198000.0,25
77995.0,6050.0,1
0.0,30243.0,1
0.0,43794.0,5
0.0,52396.0,5
39900.0,197334.0,8
11000.0,78000.0,4
4900.0,151370.0,15
13250.0,61000.0,6
28900.0,110854.0,7
31900.0,130410.0,7
4000.0,190000.0,24
6000.0,372000.0,22
32990.0,40405.0,7
34990.0,27451.0,4
29990.0,25196.0,4
35590.0,4265.0,2
19590.0,83600.0,8
35990.0,40831.0,3
