price,odometer,age
48995.0,64417.0,6.0
71895.0,30500.0,4.0
14500.0,94000.0,19.0
36988.0,22424.0,3.0
19990.0,11951.0,4.0
34990.0,22272.0,3.0
35995.0,62000.0,6.0
25590.0,38282.0,5.0
27990.0,61445.0,10.0
24990.0,14043.0,2.0
33990.0,1000.0,1.0
59995.0,58106.0,4.0
38000.0,1400.0,66.0
35395.0,49425.0,3.0
36995.0,65284.0,5.0
68000.0,640626.0,7.0
2500.0,238347.0,25.0
31995.0,99000.0,6.0
45000.0,39000.0,5.0
12000.0,159400.0,13.0
6000.0,200676.0,32.0
12500.0,1000.0,48.0
6975.0,128000.0,7.0
8500.0,138764.0,14.0
36900.0,21517.0,4.0
4200.0,130000.0,21.0
13795.0,120210.0,8.0
2000.0,168000.0,19.0
8500.0,128000.0,13.0
7000.0,118000.0,19.0
8500.0,1.0,64.0
39999.0,89125.0,3.0
36250.0,92687.0,7.0
31990.0,56909.0,2.0
20000.0,100000.0,4.0
24990.0,5334.0,2.0
24590.0,42253.0,4.0
6500.0,151000.0,35.0
22590.0,20346.0,6.0
34990.0,3464.0,4.0
36885.0,61400.0,4.0
29990.0,19699.0,2.0
38590.0,26539.0,4.0
14500.0,146200.0,13.0
17900.0,176000.0,8.0
9000.0,58000.0,22.0
17900.0,291000.0,5.0
22990.0,34443.0,4.0
31990.0,4108.0,1.0
23590.0,36070.0,3.0
29990.0,30727.0,4.0
5500.0,237000.0,15.0
34590.0,29073.0,4.0
27590.0,10592.0,2.0
3700.0,163671.0,15.0
16590.0,42749.0,3.0
33590.0,33424.0,2.0
19990.0,29254.0,4.0
35590.0,19458.0,3.0
15000.0,115532.0,16.0
11000.0,120000.0,11.0
12500.0,108000.0,21.0
5600.0,80000.0,9.0
14500.0,95000.0,25.0
13500.0,187000.0,17.0
9250.0,64556.0,59.0
7500.0,101000.0,9.0
9597.0,145789.0,7.0
13351.0,59491.0,6.0
9663.0,106992.0,5.0
12208.0,62095.0,9.0
6950.0,175000.0,14.0
8997.0,164000.0,10.0
3000.0,250000.0,21.0
82000.0,6100.0,2.0
3900.0,196000.0,21.0
69995.0,51431.0,3.0
44995.0,50847.0,3.0
33590.0,57923.0,7.0
44995.0,70316.0,4.0
68995.0,68326.0,4.0
29990.0,59613.0,8.0
34990.0,34425.0,5.0
24995.0,117740.0,8.0
54995.0,71127.0,7.0
25990.0,15575.0,7.0
31990.0,9261.0,1.0
25999.0,118000.0,21.0
32950.0,78853.0,15.0
29950.0,117288.0,14.0
30000.0,99100.0,17.0
10500.0,109370.0,10.0
15900.0,175000.0,13.0
34590.0,13970.0,4.0
29990.0,26460.0,5.0
33590.0,55251.0,7.0
27788.0,90010.0,4.0
13495.0,101314.0,13.0
19990.0,6054.0,4.0
11975.0,164000.0,10.0
2600.0,69000.0,47.0
32950.0,83708.0,23.0
7975.0,147000.0,13.0
10999.0,112512.0,15.0
34999.0,74885.0,5.0
34799.0,93650.0,7.0
20999.0,117527.0,6.0
34999.0,30620.0,2.0
27995.0,117219.0,7.0
20999.0,117133.0,5.0
17498.0,83280.0,7.0
37995.0,5295.0,2.0
21995.0,102719.0,8.0
6000.0,115000.0,9.0
3800.0,47408.0,47.0
6500.0,115000.0,10.0
6975.0,161000.0,12.0
26990.0,41335.0,4.0
18590.0,13110.0,3.0
23990.0,83754.0,8.0
29590.0,32833.0,3.0
30590.0,19673.0,3.0
24590.0,60987.0,7.0
36590.0,7619.0,2.0
5675.0,115800.0,10.0
36990.0,5471.0,2.0
8975.0,121000.0,14.0
29900.0,113006.0,10.0
17999.0,108000.0,13.0
16000.0,109813.0,20.0
12399.0,53000.0,5.0
9999.0,35000.0,8.0
15399.0,67000.0,6.0
14499.0,84000.0,7.0
25999.0,79000.0,7.0
16799.0,69000.0,6.0
2950.0,257000.0,26.0
4975.0,139000.0,10.0
5900.0,164035.0,20.0
32000.0,2000.0,0.0
8000.0,214000.0,17.0
15500.0,53522.0,7.0
25950.0,42001.0,31.0
45950.0,143909.0,7.0
52950.0,106554.0,6.0
35950.0,113869.0,3.0
33950.0,82790.0,10.0
21950.0,112081.0,6.0
35950.0,157159.0,10.0
49950.0,124119.0,6.0
46950.0,94550.0,11.0
20950.0,192825.0,3.0
35950.0,106874.0,3.0
35950.0,102365.0,3.0
24950.0,153801.0,8.0
24950.0,130375.0,14.0
7975.0,157000.0,7.0
6975.0,142000.0,15.0
8500.0,206000.0,25.0
66995.0,39326.0,5.0
36999.0,97747.0,6.0
20950.0,117996.0,10.0
25997.0,112215.0,15.0
3900.0,200000.0,14.0
12950.0,148947.0,18.0
8995.0,120469.0,4.0
10495.0,156612.0,10.0
8995.0,162740.0,12.0
5995.0,123998.0,8.0
8995.0,160618.0,11.0
6995.0,139675.0,8.0
6700.0,94204.0,14.0
42995.0,61897.0,3.0
32999.0,124821.0,7.0
3700.0,155000.0,34.0
27999.0,55999.0,9.0
24995.0,88000.0,4.0
57995.0,15114.0,1.0
43995.0,52582.0,6.0
62995.0,30478.0,2.0
34395.0,15174.0,2.0
8975.0,144000.0,5.0
39950.0,86351.0,6.0
49997.0,58476.0,3.0
42995.0,42141.0,5.0
8997.0,164000.0,10.0
27999.0,14260.0,9.0
8997.0,164000.0,10.0
1500.0,100000.0,44.0
13975.0,161000.0,8.0
44995.0,69897.0,6.0
36590.0,79156.0,8.0
17000.0,94000.0,6.0
31990.0,52733.0,3.0
24590.0,40784.0,4.0
31590.0,2195.0,1.0
28990.0,12567.0,1.0
31990.0,34729.0,5.0
25990.0,10572.0,3.0
22590.0,10667.0,1.0
28990.0,70703.0,9.0
35990.0,2600.0,0.0
2700.0,189000.0,19.0
31590.0,27440.0,5.0
48990.0,68024.0,10.0
19990.0,79396.0,8.0
19990.0,57181.0,8.0
19990.0,62039.0,8.0
25990.0,21480.0,2.0
69990.0,1353.0,2.0
30990.0,41124.0,4.0
27500.0,216000.0,7.0
9000.0,100000.0,44.0
46995.0,94472.0,8.0
29990.0,19374.0,5.0
49495.0,54955.0,3.0
15000.0,175000.0,15.0
14500.0,99999.0,72.0
59990.0,19102.0,2.0
4499.0,177400.0,14.0
23995.0,74000.0,10.0
78995.0,61965.0,2.0
29600.0,19000.0,2.0
89995.0,3313.0,0.0
6998.0,139011.0,12.0
5998.0,181954.0,14.0
13998.0,92543.0,8.0
14998.0,70417.0,6.0
16393.0,150057.0,11.0
16884.0,122345.0,7.0
16029.0,131604.0,5.0
13220.0,68817.0,6.0
12432.0,82808.0,5.0
7000.0,140342.0,14.0
7900.0,109000.0,13.0
45995.0,51712.0,5.0
32995.0,89268.0,7.0
32995.0,89268.0,7.0
13500.0,267000.0,36.0
94995.0,15566.0,2.0
5500.0,21.0,49.0
3900.0,160879.0,14.0
14800.0,198000.0,25.0
77995.0,6050.0,1.0
39900.0,197334.0,8.0
11000.0,78000.0,4.0
4900.0,151370.0,15.0
13250.0,61000.0,6.0
28900.0,110854.0,7.0
31900.0,130410.0,7.0
4000.0,190000.0,24.0
6000.0,372000.0,22.0
32990.0,40405.0,7.0
34990.0,27451.0,4.0
29990.0,25196.0,4.0
35590.0,4265.0,2.0
19590.0,83600.0,8.0
35990.0,40831.0,3.0
16590.0,39649.0,6.0
33990.0,23963.0,2.0
34990.0,29936.0,3.0
31990.0,27479.0,2.0
21990.0,39647.0,5.0
39990.0,44054.0,3.0
25990.0,61419.0,7.0
19590.0,63904.0,9.0
15990.0,66732.0,6.0
15990.0,33200.0,3.0
32990.0,15588.0,1.0
19950.0,163388.0,18.0
55500.0,37200.0,6.0
14500.0,41000.0,10.0
8997.0,164000.0,10.0
13500.0,1.0,32.0
49995.0,35396.0,2.0
10000.0,76850.0,25.0
26000.0,1.0,1.0
42995.0,10.0,2.0
10900.0,163222.0,8.0
16500.0,1.0,55.0
40995.0,64030.0,3.0
34990.0,5220.0,8.0
31990.0,6537.0,8.0
29990.0,40321.0,9.0
36990.0,31152.0,9.0
58990.0,12.0,2.0
59990.0,74894.0,9.0
44990.0,66126.0,8.0
44990.0,21.0,2.0
15990.0,86408.0,15.0
31990.0,137855.0,9.0
49995.0,38437.0,7.0
25000.0,162000.0,13.0
2950.0,250000.0,21.0
24997.0,109562.0,16.0
49995.0,66879.0,3.0
35000.0,123200.0,20.0
49995.0,118018.0,8.0
5000.0,265298.0,34.0
50995.0,696.0,9.0
2300.0,183000.0,22.0
6495.0,134705.0,13.0
51950.0,27519.0,2.0
59950.0,5726.0,2.0
54900.0,68570.0,8.0
31900.0,114156.0,10.0
34995.0,75484.0,9.0
39900.0,118401.0,9.0
31900.0,140395.0,6.0
34900.0,164279.0,9.0
49900.0,62845.0,2.0
27995.0,109771.0,9.0
26995.0,119865.0,8.0
48995.0,38393.0,6.0
15995.0,67732.0,5.0
35995.0,52283.0,12.0
51995.0,88840.0,5.0
46998.0,2200.0,1.0
72995.0,48479.0,3.0
42998.0,24733.0,3.0
46998.0,11920.0,3.0
68998.0,1390.0,0.0
46977.0,31456.0,2.0
68777.0,1375.0,1.0
29777.0,34040.0,3.0
37888.0,23707.0,3.0
8675.0,136324.0,14.0
20950.0,146347.0,6.0
34950.0,116677.0,11.0
9500.0,240300.0,15.0
8997.0,164000.0,10.0
5600.0,160000.0,18.0
29997.0,144071.0,6.0
3800.0,280000.0,38.0
26500.0,1.0,31.0
4500.0,100000.0,55.0
5999.0,198789.0,17.0
4999.0,131975.0,10.0
13800.0,28000.0,6.0
14995.0,99600.0,11.0
5600.0,14000.0,19.0
56900.0,229000.0,9.0
28900.0,28900.0,10.0
35000.0,64289.0,6.0
1500.0,135000.0,32.0
48990.0,15812.0,9.0
29990.0,31657.0,1.0
30990.0,25811.0,3.0
58990.0,22177.0,3.0
58990.0,12.0,2.0
31990.0,8242.0,2.0
44990.0,21.0,2.0
26990.0,15000.0,2.0
15990.0,86408.0,15.0
15990.0,84995.0,15.0
79900.0,360000.0,8.0
59000.0,274632.0,7.0
3500.0,140000.0,16.0
4500.0,148000.0,17.0
4300.0,140000.0,14.0
5900.0,103000.0,11.0
6900.0,91000.0,9.0
4200.0,159000.0,17.0
9500.0,108000.0,13.0
7500.0,143000.0,13.0
31900.0,268000.0,9.0
11500.0,57300.0,61.0
315.0,91551.0,5.0
3995.0,146842.0,13.0
3995.0,157681.0,19.0
4995.0,144230.0,14.0
6995.0,172784.0,18.0
4995.0,238712.0,18.0
4995.0,139947.0,17.0
3995.0,119856.0,19.0
7995.0,197798.0,16.0
5995.0,162221.0,22.0
7995.0,297611.0,24.0
3995.0,160083.0,16.0
3995.0,136298.0,23.0
3995.0,176321.0,19.0
3995.0,221137.0,13.0
3995.0,183816.0,17.0
12995.0,174270.0,30.0
31900.0,268000.0,8.0
4700.0,210000.0,7.0
34900.0,196980.0,4.0
18495.0,93999.0,12.0
20999.0,117527.0,6.0
19498.0,124287.0,3.0
14999.0,74056.0,7.0
34900.0,196980.0,4.0
20999.0,102909.0,8.0
13499.0,101505.0,8.0
10999.0,100865.0,7.0
22998.0,87567.0,6.0
19999.0,86696.0,9.0
21498.0,90928.0,8.0
18995.0,64425.0,4.0
11498.0,64112.0,6.0
9998.0,126125.0,7.0
9500.0,300000.0,20.0
10000.0,999999.0,56.0
33995.0,70000.0,8.0
18500.0,55000.0,19.0
39995.0,37085.0,4.0
38777.0,19000.0,9.0
30995.0,93000.0,8.0
55000.0,13000.0,1.0
16590.0,60044.0,4.0
21590.0,14775.0,3.0
34590.0,1029.0,1.0
18590.0,14317.0,4.0
39590.0,9220.0,2.0
21590.0,14934.0,4.0
28990.0,23551.0,4.0
17990.0,20854.0,2.0
18590.0,69748.0,7.0
30590.0,22049.0,4.0
29990.0,50037.0,3.0
39590.0,36682.0,6.0
16590.0,20989.0,8.0
26990.0,37618.0,3.0
15590.0,5470.0,3.0
26990.0,21088.0,3.0
17500.0,1300.0,90.0
24950.0,169744.0,16.0
6000.0,128000.0,18.0
13950.0,152819.0,17.0
29950.0,97192.0,14.0
10950.0,137668.0,20.0
46995.0,103790.0,8.0
29950.0,172769.0,4.0
15900.0,87000.0,7.0
4800.0,111000.0,51.0
49995.0,111600.0,6.0
58995.0,56749.0,5.0
50995.0,79630.0,5.0
19997.0,102174.0,8.0
54995.0,108735.0,4.0
68995.0,65120.0,4.0
64995.0,67340.0,4.0
25950.0,145935.0,13.0
32950.0,157771.0,6.0
7975.0,157000.0,8.0
49997.0,58476.0,3.0
9975.0,159000.0,9.0
49995.0,40136.0,4.0
65995.0,69524.0,3.0
80000.0,3500.0,0.0
4000.0,240000.0,21.0
13500.0,34000.0,6.0
7975.0,139000.0,8.0
11975.0,169000.0,12.0
6500.0,99295.0,22.0
8997.0,164000.0,10.0
25000.0,82294.0,12.0
8997.0,164000.0,10.0
47995.0,22525.0,6.0
35000.0,41277.0,15.0
14975.0,182000.0,13.0
39995.0,38642.0,1.0
32995.0,138709.0,6.0
3650.0,169000.0,18.0
49995.0,96161.0,5.0
27990.0,30791.0,3.0
52995.0,53523.0,4.0
3100.0,270000.0,26.0
30590.0,2667.0,2.0
30590.0,10005.0,1.0
2800.0,200000.0,15.0
29990.0,13859.0,3.0
19590.0,33686.0,4.0
70995.0,1040.0,1.0
12995.0,59325.0,3.0
34999.0,30620.0,2.0
12999.0,126291.0,5.0
10999.0,120900.0,9.0
27995.0,117219.0,7.0
20999.0,117133.0,5.0
17498.0,83280.0,7.0
11998.0,135374.0,10.0
21500.0,100611.0,9.0
28590.0,16249.0,3.0
36990.0,23190.0,5.0
17590.0,20181.0,8.0
34990.0,34139.0,2.0
25990.0,12302.0,2.0
26990.0,41147.0,4.0
28950.0,34500.0,3.0
4500.0,123456.0,58.0
8900.0,82859.0,9.0
55995.0,39284.0,4.0
13500.0,146340.0,17.0
68900.0,338772.0,4.0
26990.0,24062.0,4.0
25990.0,55783.0,6.0
18990.0,42043.0,4.0
16590.0,80007.0,9.0
15590.0,7076.0,5.0
33990.0,20713.0,4.0
23950.0,180329.0,6.0
73999.0,3235.0,3.0
8400.0,143120.0,4.0
6100.0,213000.0,21.0
26000.0,104000.0,8.0
35999.0,131541.0,4.0
39950.0,54977.0,18.0
14995.0,98872.0,17.0
28999.0,147073.0,7.0
9600.0,228000.0,9.0
29995.0,46944.0,12.0
35900.0,201746.0,7.0
44995.0,98409.0,6.0
31990.0,92946.0,5.0
80000.0,4123.0,2.0
14500.0,352722.0,24.0
62990.0,10143.0,1.0
16000.0,124000.0,16.0
57990.0,498.0,0.0
7000.0,125000.0,12.0
15900.0,130000.0,14.0
8900.0,67000.0,5.0
41995.0,12947.0,1.0
34995.0,101089.0,3.0
32995.0,94097.0,5.0
42995.0,39337.0,6.0
9750.0,196000.0,10.0
19990.0,40345.0,7.0
27500.0,102257.0,9.0
86900.0,470000.0,8.0
42895.0,57193.0,3.0
8500.0,127151.0,9.0
8997.0,164000.0,10.0
9500.0,204000.0,22.0
39990.0,8373.0,2.0
24990.0,6380.0,2.0
15990.0,45728.0,6.0
20590.0,13523.0,4.0
51995.0,55686.0,4.0
15000.0,68000.0,50.0
7800.0,195250.0,14.0
36990.0,3734.0,3.0
25990.0,42045.0,8.0
55995.0,38929.0,5.0
18700.0,17117.0,5.0
45995.0,121741.0,3.0
50988.0,71308.0,6.0
35995.0,62000.0,6.0
11999.0,70625.0,8.0
10995.0,110410.0,5.0
10999.0,118661.0,7.0
9999.0,80620.0,7.0
13999.0,82487.0,6.0
18998.0,84890.0,8.0
10995.0,142402.0,13.0
25590.0,54047.0,6.0
15590.0,35326.0,7.0
48995.0,127900.0,6.0
4000.0,75000.0,12.0
20990.0,1625.0,3.0
19990.0,56987.0,7.0
10000.0,23500.0,15.0
39995.0,35000.0,5.0
3500.0,115000.0,22.0
24990.0,44934.0,2.0
20990.0,6131.0,2.0
9500.0,114258.0,9.0
36990.0,12324.0,1.0
6200.0,100125.0,8.0
24990.0,42421.0,4.0
37990.0,8350.0,2.0
26590.0,47267.0,4.0
13500.0,123000.0,21.0
2000.0,101086.0,13.0
41000.0,29288.0,2.0
7999.0,134250.0,10.0
22500.0,35000.0,16.0
21950.0,217224.0,18.0
5000.0,136000.0,12.0
277.0,71211.0,4.0
10000.0,100000.0,21.0
38000.0,57000.0,53.0
219.0,53901.0,3.0
2700.0,236500.0,16.0
252.0,27230.0,1.0
27990.0,22120.0,4.0
34990.0,1112.0,7.0
7500.0,184000.0,12.0
36990.0,51677.0,6.0
38990.0,6000.0,2.0
3999.0,192393.0,15.0
34590.0,7711.0,2.0
33990.0,33408.0,5.0
34590.0,2527.0,2.0
27590.0,20395.0,3.0
33590.0,27365.0,3.0
16590.0,43430.0,5.0
6000.0,220000.0,13.0
240.0,61900.0,8.0
25590.0,19151.0,3.0
17990.0,54419.0,8.0
27990.0,10688.0,1.0
17990.0,51482.0,6.0
10000.0,135000.0,10.0
17990.0,93185.0,9.0
20590.0,32072.0,4.0
29950.0,90598.0,14.0
5500.0,69645.0,19.0
26764.0,144764.0,6.0
16897.0,123095.0,6.0
30999.0,185417.0,4.0
2595.0,149055.0,18.0
8997.0,164000.0,10.0
43995.0,45426.0,3.0
42995.0,98213.0,4.0
29900.0,207407.0,10.0
8999.0,173000.0,7.0
60895.0,44803.0,5.0
54900.0,38780.0,2.0
57995.0,54759.0,4.0
4975.0,167000.0,11.0
68950.0,50357.0,4.0
11500.0,194000.0,15.0
31950.0,65465.0,5.0
2800.0,1.0,21.0
55950.0,8365.0,1.0
16500.0,168000.0,15.0
24990.0,72999.0,4.0
27990.0,96740.0,6.0
20999.0,102909.0,8.0
13999.0,112645.0,8.0
21498.0,90928.0,8.0
13998.0,101675.0,8.0
10999.0,112512.0,15.0
25999.0,39859.0,7.0
25990.0,42082.0,4.0
45995.0,2193.0,2.0
7000.0,120100.0,32.0
29990.0,20624.0,3.0
39990.0,6495.0,1.0
18990.0,83015.0,8.0
31990.0,23401.0,4.0
62990.0,11546.0,2.0
20990.0,5856.0,5.0
27990.0,17805.0,7.0
28000.0,219000.0,5.0
50995.0,8572.0,3.0
8000.0,214000.0,17.0
3500.0,38275.0,3.0
27500.0,120000.0,57.0
11000.0,106000.0,11.0
27000.0,7800.0,1.0
4000.0,300.0,32.0
37990.0,7823.0,1.0
18590.0,38460.0,4.0
37990.0,31408.0,3.0
29590.0,70760.0,4.0
38990.0,15520.0,2.0
37990.0,30179.0,2.0
24990.0,70559.0,8.0
22590.0,13672.0,4.0
44950.0,161823.0,6.0
46950.0,90971.0,9.0
44950.0,113058.0,7.0
40950.0,19367.0,3.0
34950.0,107601.0,16.0
29950.0,155019.0,4.0
15950.0,256843.0,22.0
29950.0,193095.0,6.0
24950.0,223370.0,16.0
11500.0,185000.0,15.0
13997.0,116553.0,7.0
20997.0,115836.0,8.0
8997.0,175814.0,11.0
11597.0,125270.0,7.0
12000.0,31000.0,84.0
1.0,200000.0,22.0
3200.0,150430.0,18.0
3800.0,177000.0,18.0
2800.0,245000.0,23.0
25950.0,112429.0,16.0
34950.0,78300.0,13.0
39950.0,155797.0,4.0
38950.0,41153.0,14.0
40000.0,55406.0,10.0
6900.0,126931.0,7.0
18495.0,130945.0,13.0
10995.0,215000.0,10.0
4000.0,126915.0,9.0
5500.0,141000.0,19.0
16998.0,60389.0,4.0
18977.0,35073.0,3.0
42998.0,24733.0,3.0
46998.0,11920.0,3.0
46977.0,31456.0,2.0
25777.0,26043.0,3.0
25777.0,29711.0,4.0
68777.0,1375.0,1.0
46998.0,10765.0,1.0
12998.0,118247.0,6.0
22998.0,60587.0,4.0
29777.0,34040.0,3.0
29777.0,40789.0,5.0
15998.0,77567.0,7.0
25777.0,99030.0,4.0
37888.0,23707.0,3.0
22590.0,14169.0,8.0
34990.0,13992.0,3.0
32990.0,20832.0,6.0
13500.0,119037.0,6.0
24990.0,26460.0,9.0
26990.0,14230.0,5.0
36990.0,15898.0,2.0
21590.0,35391.0,5.0
5900.0,250000.0,16.0
30999.0,5431.0,2.0
14999.0,43634.0,5.0
14999.0,32600.0,5.0
13499.0,101505.0,8.0
20999.0,117527.0,6.0
10999.0,100865.0,7.0
27995.0,117219.0,7.0
19498.0,124287.0,3.0
17498.0,93456.0,8.0
14999.0,74056.0,7.0
26426.0,116495.0,6.0
17498.0,83280.0,7.0
17995.0,64425.0,4.0
13498.0,112850.0,9.0
13995.0,108687.0,9.0
9998.0,126125.0,7.0
8498.0,115482.0,9.0
28590.0,37218.0,4.0
19950.0,206620.0,25.0
26950.0,244056.0,14.0
22590.0,64742.0,10.0
38990.0,51525.0,8.0
31990.0,2408.0,1.0
19800.0,44000.0,4.0
9600.0,120000.0,11.0
26590.0,14170.0,2.0
37590.0,25846.0,4.0
8500.0,122000.0,11.0
32000.0,250000.0,8.0
32000.0,250000.0,8.0
35990.0,10685.0,1.0
22590.0,40723.0,5.0
38990.0,11877.0,2.0
37990.0,22869.0,3.0
26950.0,125733.0,16.0
34950.0,104889.0,4.0
36950.0,202611.0,5.0
31950.0,99771.0,7.0
23456.0,100000.0,33.0
44997.0,44141.0,4.0
29988.0,19912.0,8.0
8000.0,185000.0,19.0
27999.0,188122.0,6.0
23997.0,165417.0,9.0
26785.0,162140.0,12.0
5950.0,220420.0,15.0
22500.0,66000.0,5.0
17500.0,101000.0,5.0
24995.0,76268.0,14.0
7975.0,160000.0,10.0
61995.0,10573.0,3.0
74997.0,57269.0,3.0
41995.0,102110.0,9.0
30000.0,51800.0,9.0
70895.0,25854.0,2.0
45995.0,87722.0,4.0
23500.0,44950.0,19.0
8450.0,64000.0,9.0
35000.0,28000.0,54.0
51995.0,53538.0,3.0
42995.0,4913.0,2.0
58950.0,86492.0,5.0
63950.0,40294.0,5.0
28990.0,71428.0,8.0
22590.0,21389.0,3.0
30990.0,48315.0,7.0
73895.0,24765.0,4.0
14995.0,47308.0,20.0
19590.0,51687.0,5.0
15590.0,17322.0,10.0
33590.0,18274.0,3.0
24990.0,29335.0,3.0
17990.0,30678.0,5.0
23590.0,48933.0,3.0
18590.0,48638.0,3.0
27990.0,28364.0,3.0
32590.0,39505.0,3.0
38590.0,6330.0,1.0
15995.0,115549.0,10.0
950.0,1.0,16.0
34990.0,17277.0,1.0
22590.0,21574.0,3.0
17500.0,1300.0,90.0
34590.0,14470.0,1.0
27590.0,44781.0,7.0
38588.0,55840.0,4.0
67995.0,68700.0,4.0
11500.0,119000.0,12.0
47997.0,38512.0,3.0
3500.0,150000.0,15.0
4975.0,191000.0,14.0
19200.0,291000.0,5.0
42997.0,79355.0,6.0
9700.0,141000.0,9.0
40995.0,25774.0,3.0
13995.0,90200.0,8.0
31990.0,6537.0,8.0
29990.0,40321.0,9.0
36990.0,31152.0,9.0
58990.0,22177.0,3.0
58990.0,15.0,2.0
44990.0,66126.0,8.0
27990.0,82248.0,13.0
15990.0,84995.0,15.0
42990.0,41928.0,13.0
35990.0,88970.0,14.0
1500.0,120000.0,38.0
86995.0,3041.0,1.0
43995.0,78252.0,4.0
35995.0,24838.0,4.0
14998.0,47225.0,8.0
19998.0,90604.0,3.0
33998.0,161814.0,7.0
6726.0,95017.0,11.0
27367.0,154398.0,6.0
19862.0,132560.0,11.0
17800.0,58890.0,4.0
20267.0,65353.0,4.0
12537.0,62510.0,4.0
10995.0,81199.0,15.0
6975.0,155000.0,8.0
8997.0,164000.0,10.0
58995.0,420.0,0.0
44900.0,55230.0,6.0
36999.0,75382.0,6.0
32995.0,12848.0,2.0
26995.0,89078.0,13.0
32995.0,30061.0,3.0
1500.0,274000.0,17.0
32990.0,13893.0,3.0
29900.0,87436.0,6.0
39900.0,109459.0,3.0
16990.0,22904.0,3.0
32990.0,30135.0,4.0
31777.0,33000.0,10.0
35995.0,29626.0,5.0
32990.0,30678.0,3.0
19990.0,14010.0,2.0
2500.0,1000.0,51.0
15995.0,115549.0,10.0
17990.0,24370.0,2.0
30990.0,25361.0,4.0
27495.0,47000.0,7.0
16500.0,62000.0,20.0
23990.0,3905.0,1.0
24590.0,3836.0,1.0
73995.0,20970.0,3.0
39995.0,29000.0,5.0
27990.0,30363.0,3.0
26990.0,34054.0,3.0
28990.0,40218.0,4.0
33590.0,81739.0,4.0
37590.0,60560.0,4.0
29590.0,14357.0,3.0
56995.0,66000.0,20.0
39990.0,57403.0,3.0
26590.0,47234.0,4.0
32950.0,51979.0,16.0
38950.0,48503.0,6.0
8500.0,111.0,66.0
25997.0,155503.0,17.0
22997.0,163867.0,15.0
38500.0,50000.0,57.0
31788.0,69286.0,8.0
42995.0,126625.0,10.0
60995.0,76378.0,5.0
58995.0,57069.0,5.0
27999.0,172187.0,6.0
78000.0,13600.0,5.0
16500.0,23500.0,16.0
25997.0,143616.0,11.0
44997.0,25053.0,3.0
8000.0,214000.0,17.0
4500.0,187700.0,15.0
21995.0,102719.0,8.0
27999.0,56694.0,12.0
21995.0,110794.0,18.0
59000.0,3223.0,10.0
49495.0,19399.0,3.0
57995.0,84056.0,4.0
53997.0,41638.0,3.0
34900.0,471780.0,7.0
9900.0,140000.0,15.0
13997.0,105000.0,11.0
55995.0,26260.0,2.0
40995.0,132995.0,8.0
18500.0,51693.0,12.0
79995.0,7922.0,1.0
36990.0,42913.0,3.0
35590.0,14628.0,1.0
26990.0,30386.0,3.0
7495.0,148073.0,11.0
28995.0,43782.0,12.0
33900.0,511133.0,5.0
28590.0,22703.0,3.0
31590.0,48667.0,3.0
5700.0,146000.0,12.0
36588.0,35849.0,3.0
68998.0,1390.0,0.0
46977.0,31456.0,2.0
68777.0,1375.0,1.0
12998.0,118247.0,6.0
29777.0,34040.0,3.0
25777.0,99030.0,4.0
37888.0,23707.0,3.0
18990.0,48359.0,2.0
21990.0,29239.0,7.0
3500.0,161000.0,12.0
