,Unnamed: 0.1,Unnamed: 0,xDom,yDom,class
102,102.0,102.0,28.6093089497,8.882940594,Slashead
103,103.0,103.0,99.744999993,44.3735768774,Zlale
104,104.0,104.0,95.0477110425,51.0308303415,Slashead
105,105.0,105.0,39.164541305,37.5133466661,Zlale
106,106.0,106.0,22.0462645992,44.349214124,Slashead
107,107.0,107.0,23.5236695489,-3.9388106629,Slashead
108,108.0,108.0,27.5760259006,-2.4180063945,Slashead
109,109.0,109.0,78.6281581473,25.2852261263,Kepdon
110,110.0,110.0,18.3690763122,57.2897552964,Slashead
111,111.0,111.0,48.9332857557,102.9634448456,Zlale
112,112.0,112.0,88.987678437,55.9876409456,Zlale
113,113.0,113.0,70.2888338417,60.6747596598,Kepdon
114,114.0,114.0,39.2306983448,88.4406651322,Zlale
115,115.0,115.0,85.8272256702,31.64737817,Zlale
116,116.0,116.0,86.6228733357,55.6521357135,Kepdon
117,117.0,117.0,44.6286841721,-2.8951896498,Slashead
118,118.0,118.0,44.4166185219,92.739751382,Kepdon
119,119.0,119.0,108.6458000014,28.5451032589,Zlale
120,120.0,120.0,85.3567468672,29.0711195662,Slashead
121,121.0,121.0,42.7966270871,113.4805170271,Zlale
122,122.0,122.0,70.1669112908,23.1514132167,Kepdon
123,123.0,123.0,55.063599795,53.1378736666,Kepdon
124,124.0,124.0,51.7459632636,113.3702945379,Slashead
125,125.0,125.0,7.1620121533,47.3417587887,Slashead
126,126.0,126.0,24.5605556628,2.1791869699,Kepdon
127,127.0,127.0,99.0472848516,38.8218024119,Zlale
128,128.0,128.0,37.6667172077,79.4058082799,Kepdon
129,129.0,129.0,40.2219883299,92.6689522568,Kepdon
130,130.0,130.0,26.8335264711,92.6142945775,Kepdon
131,131.0,131.0,42.3229864472,-3.0005888543,Slashead
132,132.0,132.0,50.8157169673,0.5828281575,Kepdon
133,133.0,133.0,6.7207521864,49.3740925494,Slashead
134,134.0,134.0,57.1853675246,99.2274238044,Slashead
135,135.0,135.0,34.3294679983,1.0982691959,Kepdon
136,136.0,136.0,28.9375506068,108.9583523752,Kepdon
137,137.0,137.0,53.8982554379,35.5237181502,Slashead
138,138.0,138.0,8.5462634944,23.1167199182,Slashead
139,139.0,139.0,85.8343206071,54.5609557509,Zlale
140,140.0,140.0,26.5971982003,12.7004759151,Zlale
141,141.0,141.0,14.1045624875,87.5686033873,Kepdon
142,142.0,142.0,36.7653800655,11.8843292957,Slashead
143,143.0,143.0,24.4898183287,65.1794855822,Kepdon
144,144.0,144.0,77.5071565844,77.9025417115,Kepdon
145,145.0,145.0,23.6771145183,98.5523554228,Kepdon
146,146.0,146.0,48.5934758171,51.9517933368,Kepdon
147,147.0,147.0,66.5072592097,85.458723357,Kepdon
148,148.0,148.0,88.6208455555,49.8026012839,Zlale
149,149.0,149.0,60.8815319665,91.275372336,Kepdon
150,150.0,150.0,67.2139054599,85.851042056,Kepdon
151,151.0,151.0,116.0869625326,21.9526767674,Slashead
152,152.0,152.0,48.886973771,46.0093789675,Slashead
153,153.0,153.0,22.959809749,69.6740014569,Kepdon
154,154.0,154.0,28.6278719061,64.0770394411,Slashead
155,155.0,155.0,13.3266000065,56.0567302906,Kepdon
156,156.0,156.0,90.6048318842,42.2536628848,Kepdon
157,157.0,157.0,39.4157817368,99.2636376152,Kepdon
158,158.0,158.0,20.0995951841,-8.3623564959,Zlale
159,159.0,159.0,36.2977187985,109.9835454554,Slashead
160,160.0,160.0,99.2654905914,42.7453117713,Zlale
161,161.0,161.0,5.7242889292,17.3508567829,Slashead
162,162.0,162.0,65.3415103415,35.9432473787,Kepdon
163,163.0,163.0,33.6198342857,16.4656960689,Slashead
164,164.0,164.0,94.9323031688,45.2901657012,Zlale
165,165.0,165.0,3.5881342612,41.5526221129,Zlale
166,166.0,166.0,71.2817709376,43.6670349221,Zlale
167,167.0,167.0,89.4135691768,57.0263507499,Kepdon
168,168.0,168.0,27.3298153884,26.2621225822,Slashead
169,169.0,169.0,113.7178804744,16.1938322248,Slashead
170,170.0,170.0,57.5000801934,72.9346861878,Kepdon
171,171.0,171.0,73.4762601986,96.2326340834,Kepdon
172,172.0,172.0,-0.0315487727,39.1789527675,Slashead
173,173.0,173.0,14.6937103841,-2.6630939714,Slashead
174,174.0,174.0,95.0789454022,47.438613748,Zlale
175,175.0,175.0,80.7389930893,36.1689627756,Zlale
176,176.0,176.0,66.4791739794,29.8593108469,Zlale
177,177.0,177.0,62.3459300266,53.6034961152,Kepdon
178,178.0,178.0,96.51376166,12.6689791268,Zlale
179,179.0,179.0,60.1316934168,116.9015425124,Kepdon
180,180.0,180.0,66.6214498406,76.9159886229,Slashead
181,181.0,181.0,18.9035846882,56.9589617118,Slashead
182,182.0,182.0,84.4933998429,38.5111059512,Kepdon
183,183.0,183.0,4.1786733904,1.7341712818,Slashead
184,184.0,184.0,33.8094111093,26.3574913858,Slashead
185,185.0,185.0,26.6915166771,95.6842560917,Kepdon
186,186.0,186.0,100.2868711305,52.8941871188,Kepdon
187,187.0,187.0,21.631499644,53.2093336979,Slashead
188,188.0,188.0,93.5963825983,19.331200279,Zlale
189,189.0,189.0,39.1923350357,16.8820002289,Slashead
190,190.0,190.0,38.7575616606,55.2891274297,Kepdon
191,191.0,191.0,36.2646666363,104.7310036731,Slashead
192,192.0,192.0,93.5658009154,8.5130558589,Zlale
193,193.0,193.0,83.8293917306,51.2153068,Kepdon
194,194.0,194.0,81.5038434625,100.2396063121,Kepdon
195,195.0,195.0,114.8930501587,21.2258338459,Slashead
196,196.0,196.0,45.5852771068,94.6865686343,Kepdon
197,197.0,197.0,40.9979869274,41.8774443666,Slashead
198,198.0,198.0,103.8497266496,6.1406743811,Slashead
199,199.0,199.0,40.3217848327,24.2056575495,Slashead
200,200.0,200.0,3.8265557932,8.8610293344,Slashead
201,201.0,201.0,-1.8432931635,22.3455648476,Slashead
202,202.0,202.0,50.0356209261,29.4607904204,Zlale
203,203.0,203.0,0.5368866443,36.5097037806,Slashead
204,204.0,204.0,82.9372061615,38.7128963221,Slashead
205,205.0,205.0,53.9793703535,69.0187480694,Kepdon
206,206.0,206.0,30.6531140738,16.392240094,Slashead
207,207.0,207.0,33.532645487,5.1616572726,Slashead
208,208.0,208.0,31.770147607,43.2249459694,Slashead
209,209.0,209.0,69.859268988,111.7499579947,Kepdon
210,210.0,210.0,42.5409673877,1.6814217344,Slashead
211,211.0,211.0,7.9854951234,9.3044982576,Slashead
212,212.0,212.0,92.0696616458,44.5645119271,Zlale
213,213.0,213.0,13.954000303,13.5160356564,Slashead
214,214.0,214.0,-4.4225875246,28.4686703903,Zlale
215,215.0,215.0,70.4578828672,85.5034270891,Kepdon
216,216.0,216.0,102.5558366817,10.9388133754,Kepdon
217,217.0,217.0,37.6334057084,35.6273441849,Slashead
218,218.0,218.0,32.4047163099,9.7251264701,Zlale
219,219.0,219.0,27.6350909999,65.7169440958,Kepdon
220,220.0,220.0,82.7976283754,77.5988680639,Kepdon
221,221.0,221.0,99.6247227109,19.0544609726,Zlale
222,222.0,222.0,105.757394838,12.1069376846,Slashead
223,223.0,223.0,73.3358345801,75.7869166985,Kepdon
224,224.0,224.0,48.1083999334,100.4398624701,Kepdon
225,225.0,225.0,31.0439532015,93.2708307449,Kepdon
226,226.0,226.0,25.2357039489,38.6710171681,Slashead
227,227.0,227.0,41.0403567437,48.2987372214,Slashead
228,228.0,228.0,79.0041260982,30.9037196201,Zlale
229,229.0,229.0,22.8276501977,66.6489193583,Kepdon
230,230.0,230.0,29.0813690243,15.2389036022,Kepdon
231,231.0,231.0,-2.0221849133,25.363463338,Slashead
232,232.0,232.0,20.0347049313,-2.6274044877,Slashead
233,233.0,233.0,43.3423263961,76.8294273504,Slashead
234,234.0,234.0,18.2086730025,21.1509103982,Kepdon
235,235.0,235.0,36.5171832801,104.2984395515,Kepdon
236,236.0,236.0,91.6380534406,6.5730340674,Zlale
237,237.0,237.0,23.1636867955,98.5290549309,Kepdon
238,238.0,238.0,81.2172132671,11.1590468843,Slashead
239,239.0,239.0,81.8572496616,20.5281829778,Zlale
240,240.0,240.0,42.1523267085,50.5521757245,Zlale
241,241.0,241.0,22.9976380048,72.5555038365,Kepdon
242,242.0,242.0,18.1083028793,78.149106675,Kepdon
243,243.0,243.0,17.7783199093,54.806830749,Slashead
244,244.0,244.0,60.1707335756,51.7840041269,Zlale
245,245.0,245.0,77.7904854762,19.4131607268,Slashead
246,246.0,246.0,47.2857161501,98.7107608816,Kepdon
247,247.0,247.0,106.0957236423,41.9681369209,Kepdon
248,248.0,248.0,46.0685184886,12.4921637665,Slashead
249,249.0,249.0,30.0509027983,102.3482115636,Kepdon
250,250.0,250.0,27.2655242518,1.3654059315,Zlale
251,251.0,251.0,86.5344956744,7.3387910311,Kepdon
252,252.0,252.0,103.4225313559,18.3179498406,Kepdon
253,253.0,253.0,80.1866289841,29.4737631981,Zlale
254,254.0,254.0,24.9235680992,61.1280954414,Kepdon
255,255.0,255.0,72.0966574165,111.400783338,Kepdon
256,256.0,256.0,47.8336299868,63.4732859388,Kepdon
257,257.0,257.0,98.6627244555,40.8573677584,Slashead
258,258.0,258.0,42.8649278782,52.4359701958,Kepdon
259,259.0,259.0,15.7653062026,29.0279201036,Slashead
260,260.0,260.0,0.1848226155,5.1295923946,Slashead
261,261.0,261.0,92.4655618052,23.3836137605,Kepdon
262,262.0,262.0,25.5994939035,34.822258602,Slashead
263,263.0,263.0,34.8869426258,22.6671008451,Slashead
264,264.0,264.0,47.8962276567,1.8327351749,Slashead
265,265.0,265.0,66.8109626428,65.6242602529,Kepdon
266,266.0,266.0,26.4895899011,25.8259617191,Kepdon
267,267.0,267.0,31.9922565878,27.3695137012,Slashead
268,268.0,268.0,29.4188094428,37.8654836249,Kepdon
269,269.0,269.0,103.9312341433,25.5023400614,Kepdon
270,270.0,270.0,78.4612718373,47.2677548048,Kepdon
271,271.0,271.0,25.8626788102,49.8282743334,Zlale
272,272.0,272.0,54.4873749314,100.2221114081,Kepdon
273,273.0,273.0,39.788623583,77.7178801028,Kepdon
274,274.0,274.0,37.9561722672,71.1836450286,Slashead
275,275.0,275.0,48.3026697072,2.9603975841,Slashead
276,276.0,276.0,114.6800961051,40.4411542155,Zlale
277,277.0,277.0,70.5755767102,106.5207642155,Kepdon
278,278.0,278.0,90.3648696313,18.2514650229,Slashead
279,279.0,279.0,23.4172897723,-9.1611897483,Zlale
280,280.0,280.0,98.4134634697,36.2464282125,Zlale
281,281.0,281.0,23.2674226804,69.0635854678,Kepdon
282,282.0,282.0,12.1403267544,54.0043811758,Slashead
283,283.0,283.0,51.8365858133,117.3106260005,Zlale
284,284.0,284.0,84.0168377517,32.4550203237,Slashead
285,285.0,285.0,22.9569929603,67.6628745561,Kepdon
286,286.0,286.0,38.9005197512,89.2730851458,Kepdon
287,287.0,287.0,86.3233423937,31.5145732045,Kepdon
288,288.0,288.0,81.2464247737,76.3869032974,Kepdon
289,289.0,289.0,47.3458670255,103.4325172049,Kepdon
290,290.0,290.0,89.7505184559,24.2826160294,Kepdon
291,291.0,291.0,54.1187445703,18.5918549738,Slashead
292,292.0,292.0,-5.423803896,25.980716815,Slashead
293,293.0,293.0,47.2848143551,35.9066319667,Slashead
294,294.0,294.0,26.0647407115,90.3558503206,Kepdon
295,295.0,295.0,82.1443537583,42.9885580433,Zlale
296,296.0,296.0,57.4826692017,102.7866425353,Kepdon
297,297.0,297.0,67.9341299134,23.190642411,Slashead
298,298.0,298.0,66.2836760788,15.638512407,Kepdon
299,299.0,299.0,24.7005702165,6.129084619,Kepdon
300,300.0,300.0,82.0821296297,38.7288184463,Kepdon
301,301.0,301.0,24.0636831462,74.1287446198,Kepdon
302,302.0,302.0,46.2304246719,90.0600043976,Kepdon
303,303.0,303.0,40.2867378646,70.1870153408,Kepdon
304,304.0,304.0,69.267741572,70.5962108707,Zlale
305,305.0,305.0,19.692841779,16.1718982259,Kepdon
306,306.0,306.0,23.1563064632,19.2657764599,Slashead
307,307.0,307.0,64.0759748627,105.6245641481,Kepdon
308,308.0,308.0,83.99028835,73.8607196891,Kepdon
309,309.0,309.0,49.1922219966,32.3539932996,Kepdon
310,310.0,310.0,19.6768305105,36.5695075448,Kepdon
311,311.0,311.0,87.3662540251,57.7399268877,Zlale
312,312.0,312.0,106.5322519087,25.7115375087,Zlale
313,313.0,313.0,75.3203339606,87.4679391323,Kepdon
314,314.0,314.0,104.080626975,32.1771430221,Kepdon
315,315.0,315.0,46.3064862058,18.2804137371,Zlale
316,316.0,316.0,65.9962940943,82.6791537056,Kepdon
317,317.0,317.0,84.7703832083,30.5679125422,Zlale
318,318.0,318.0,26.7720579831,56.1293771073,Kepdon
319,319.0,319.0,90.5545227615,2.9205520953,Zlale
320,320.0,320.0,32.6216074189,32.8651673121,Slashead
321,321.0,321.0,108.1967295229,10.3132169065,Zlale
322,322.0,322.0,116.4584120611,36.7019439013,Zlale
323,323.0,323.0,70.3291660452,48.1421147203,Zlale
324,324.0,324.0,97.7212728614,53.6827411083,Zlale
325,325.0,325.0,18.2196277137,3.8079621974,Kepdon
326,326.0,326.0,35.4322210428,11.1833381097,Slashead
327,327.0,327.0,31.3386900254,30.8278613444,Slashead
328,328.0,328.0,49.6616942489,41.3546710652,Slashead
329,329.0,329.0,78.7699070844,106.1371926033,Kepdon
330,330.0,330.0,19.0449478289,25.8745008559,Slashead
331,331.0,331.0,29.9132068084,49.5745767394,Slashead
332,332.0,332.0,87.7295843871,22.1916135388,Kepdon
333,333.0,333.0,20.2687125311,22.6698306896,Slashead
334,334.0,334.0,51.5391010352,46.7653705797,Slashead
335,335.0,335.0,103.0584233579,25.1965303487,Zlale
336,336.0,336.0,63.2127916917,113.8104784375,Kepdon
337,337.0,337.0,26.7143429039,55.7281054419,Slashead
338,338.0,338.0,64.6137347926,32.1346692674,Zlale
339,339.0,339.0,90.3476822328,42.1574104039,Zlale
340,340.0,340.0,32.3806357659,13.0919814995,Slashead
341,341.0,341.0,34.060700231,-0.8935651408,Slashead
342,342.0,342.0,80.9004797961,56.2357649806,Zlale
343,343.0,343.0,63.9075905294,81.0814758657,Kepdon
344,344.0,344.0,33.3892035427,60.4816619806,Zlale
345,345.0,345.0,107.6930350465,18.6320789691,Zlale
346,346.0,346.0,87.9021259085,48.5827787396,Slashead
347,347.0,347.0,69.6913697121,21.8396104346,Kepdon
348,348.0,348.0,74.1731119846,89.3936605396,Kepdon
349,349.0,349.0,36.5524794218,93.2339862763,Kepdon
350,350.0,350.0,27.5088654193,64.6480946146,Kepdon
351,351.0,351.0,100.8616028267,28.1119701599,Kepdon
352,352.0,352.0,-4.7133832499,28.5360409425,Slashead
353,353.0,353.0,98.1147620923,28.7208112052,Slashead
354,354.0,354.0,54.6509818711,13.3363921896,Slashead
355,355.0,355.0,91.7468744597,35.6581515057,Zlale
356,356.0,356.0,50.5178523283,12.7792645556,Slashead
357,357.0,357.0,36.3335359579,35.8217839801,Kepdon
358,358.0,358.0,9.1244358264,-3.4891031569,Slashead
359,359.0,359.0,31.4976647737,95.2844928483,Kepdon
360,360.0,360.0,67.222519567,113.4920943702,Kepdon
361,361.0,361.0,80.4223645865,12.6558252684,Zlale
362,362.0,362.0,29.8910123273,100.7373120014,Kepdon
363,363.0,363.0,92.978124422,35.4935989312,Zlale
364,364.0,364.0,34.0968781416,65.2522933099,Kepdon
365,365.0,365.0,109.1895057505,48.5310355864,Kepdon
366,366.0,366.0,26.5330797939,43.091704383,Slashead
367,367.0,367.0,38.6606019699,2.6875627109,Slashead
368,368.0,368.0,59.3840153932,109.7719334125,Kepdon
369,369.0,369.0,57.6633752203,37.8940511847,Zlale
370,370.0,370.0,31.1706795754,-0.1248454025,Kepdon
371,371.0,371.0,90.980041354,23.8568624917,Zlale
372,372.0,372.0,112.9661213362,21.0739884692,Kepdon
373,373.0,373.0,74.1264986749,47.9743253518,Kepdon
374,374.0,374.0,100.572425801,25.0642141557,Zlale
375,375.0,375.0,34.8394805593,52.5484887662,Kepdon
376,376.0,376.0,6.3144481629,16.8930214285,Slashead
377,377.0,377.0,16.2318714849,-7.8713914786,Slashead
378,378.0,378.0,32.173864331,30.7982607961,Slashead
379,379.0,379.0,75.8047220956,72.8328893912,Kepdon
380,380.0,380.0,53.0804379324,101.732002403,Kepdon
381,381.0,381.0,52.7003689843,17.6335606798,Slashead
382,382.0,382.0,78.1015551745,24.853068935,Slashead
383,383.0,383.0,-0.0730362226,15.6119847545,Slashead
384,384.0,384.0,73.5182556454,12.648210978,Zlale
385,385.0,385.0,56.2240876811,86.6309918715,Kepdon
386,386.0,386.0,25.2446744919,3.1675209223,Slashead
387,387.0,387.0,69.7009504653,44.5583933201,Kepdon
388,388.0,388.0,14.9775528174,41.726067626,Slashead
389,389.0,389.0,65.2073697178,69.7739833433,Kepdon
390,390.0,390.0,54.3333873461,15.0552616669,Slashead
391,391.0,391.0,71.0953552728,97.9446771409,Zlale
392,392.0,392.0,17.5961657183,13.5894960929,Zlale
393,393.0,393.0,3.7568687861,20.2019326123,Slashead
394,394.0,394.0,78.9249016205,14.2147924255,Kepdon
395,395.0,395.0,87.4940865659,42.32608617,Kepdon
396,396.0,396.0,22.6344550553,-8.9409583061,Slashead
397,397.0,397.0,40.9331298092,0.0415351661,Slashead
398,398.0,398.0,92.9599867349,5.7865288369,Zlale
399,399.0,399.0,43.2049779145,8.6476070423,Zlale
400,400.0,400.0,62.5178564123,94.1039758247,Kepdon
401,401.0,401.0,49.5069094197,96.6242799337,Kepdon
402,402.0,402.0,14.53850421,46.7667197158,Zlale
403,403.0,403.0,80.5462441482,69.206697191,Kepdon
404,404.0,404.0,58.0523338045,9.0518412265,Kepdon
405,405.0,405.0,36.5382209749,63.5991902831,Slashead
406,406.0,406.0,81.1908176685,39.4498454341,Zlale
407,407.0,407.0,54.2604747938,78.5002256908,Kepdon
408,408.0,408.0,19.090715603,90.6268356622,Kepdon
409,409.0,409.0,8.286876132,45.4380337158,Slashead
410,410.0,410.0,109.7234084127,13.7178619193,Zlale
411,411.0,411.0,93.1888018468,10.3913673763,Zlale
412,412.0,412.0,44.8494520596,66.6847022212,Kepdon
413,413.0,413.0,40.6973306948,75.9877319414,Kepdon
414,414.0,414.0,55.0026986795,39.4958336895,Slashead
415,415.0,415.0,63.1899372414,115.0688860124,Kepdon
416,416.0,416.0,19.7259191746,70.4650778763,Kepdon
417,417.0,417.0,59.661182673,91.2372352357,Zlale
418,418.0,418.0,56.4449204452,60.7127431791,Kepdon
419,419.0,419.0,79.9825744648,45.4708398969,Zlale
420,420.0,420.0,67.7157812826,105.7652151347,Kepdon
421,421.0,421.0,34.7018061346,116.9369794356,Kepdon
422,422.0,422.0,-4.4060861377,11.8739560897,Kepdon
423,423.0,423.0,34.6444464832,117.3655833484,Kepdon
424,424.0,424.0,33.3143399564,38.1251536059,Slashead
425,425.0,425.0,15.4811185523,8.1174725235,Slashead
426,426.0,426.0,31.5772653493,59.5347938443,Slashead
427,427.0,427.0,49.3151995543,74.9791342675,Kepdon
428,428.0,428.0,43.5265288544,71.4061027044,Kepdon
429,429.0,429.0,28.7733934831,91.4150623909,Kepdon
430,430.0,430.0,54.5026779021,30.9017813505,Kepdon
431,431.0,431.0,114.3164323775,23.7309787799,Slashead
432,432.0,432.0,85.3077015862,43.0475689101,Kepdon
433,433.0,433.0,102.0951999877,37.0833600364,Zlale
434,434.0,434.0,61.7449745634,102.7311547642,Kepdon
435,435.0,435.0,103.915322986,7.3934761185,Zlale
436,436.0,436.0,21.6868119407,65.778752704,Kepdon
437,437.0,437.0,31.8371187944,95.1433651555,Kepdon
438,438.0,438.0,71.2307770455,46.041818837,Zlale
439,439.0,439.0,32.3399624107,86.5455556942,Kepdon
440,440.0,440.0,-3.9780528492,23.3075102585,Slashead
441,441.0,441.0,70.0986341439,83.6158319815,Kepdon
442,442.0,442.0,83.3103430581,40.9839616314,Slashead
443,443.0,443.0,66.8821365908,25.403480515,Zlale
444,444.0,444.0,99.7935724134,21.14172929,Zlale
445,445.0,445.0,72.2862050658,96.829899748,Kepdon
446,446.0,446.0,50.2472510006,24.8903536611,Zlale
447,447.0,447.0,53.9502587742,38.9313430578,Slashead
448,448.0,448.0,71.8345873399,44.990840197,Zlale
449,449.0,449.0,66.5026144998,19.5175066335,Slashead
450,450.0,450.0,33.0586048909,19.8034817658,Slashead
451,451.0,451.0,64.0433921752,31.4142941558,Zlale
452,452.0,452.0,89.2768668301,36.1987294651,Slashead
453,453.0,453.0,73.2897523543,26.8975310598,Zlale
454,454.0,454.0,57.8507987376,109.8679959108,Kepdon
455,455.0,455.0,5.3275087494,35.5329746626,Slashead
456,456.0,456.0,56.2714504192,5.866330964,Zlale
457,457.0,457.0,-5.2980459376,31.9615794042,Zlale
458,458.0,458.0,24.5104182769,48.0411908937,Slashead
459,459.0,459.0,101.57986713,8.1032863682,Slashead
460,460.0,460.0,25.2314925562,98.0925303954,Kepdon
461,461.0,461.0,0.9161233225,30.6604902661,Slashead
462,462.0,462.0,14.3286839086,86.9964421423,Kepdon
463,463.0,463.0,25.6269564328,76.448984756,Kepdon
464,464.0,464.0,59.8282119423,61.4518077728,Kepdon
465,465.0,465.0,62.93894129,84.4678963793,Kepdon
466,466.0,466.0,103.693406047,23.382126326,Zlale
467,467.0,467.0,13.2345254018,28.3271717147,Slashead
468,468.0,468.0,75.1124083355,9.6076524853,Zlale
469,469.0,469.0,27.9890533897,52.5084436889,Kepdon
470,470.0,470.0,55.9787319678,77.9670630807,Kepdon
471,471.0,471.0,47.2350864039,57.1939531068,Kepdon
472,472.0,472.0,32.7868279284,52.6725127174,Slashead
473,473.0,473.0,28.128182135,19.1388409525,Slashead
474,474.0,474.0,41.3784637822,87.3120765936,Kepdon
