,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,X,Y,class
31,31,31,31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,96.72718163065396,52.61035548992364,class1
32,32,32,32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,75.76708153281838,38.03774696516138,class1
33,33,33,33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,115.34810758792153,56.405752654794505,class1
34,34,34,34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,96.27818546697091,42.79727841074031,class1
35,35,35,35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,88.18257419455077,54.71657834211872,class1
36,36,36,36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,89.5930949338085,57.04515801918804,class1
37,37,37,37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,101.5367946960076,62.16069753952277,class1
38,38,38,38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,99.09647564159678,73.93937086632559,class1
39,39,39,39,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,87.01020001140135,59.81990571596977,class1
40,40,40,40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,93.59698319056929,51.162502908617455,class1
41,41,41,41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,90.9426157351867,38.52259563603067,class1
42,42,42,42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,101.32690667550474,61.31283800478271,class1
43,43,43,43,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,108.37396856104822,54.08383255343408,class1
44,44,44,44,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,89.15991167557745,53.120290859637535,class1
45,45,45,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,85.60117153518007,45.89640543264872,class1
46,46,46,46,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,111.56459642262337,59.478293343285905,class1
47,47,47,47,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,89.58140560446189,53.13272369838162,class1
48,48,48,48,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,104.47924564015277,54.52412487928833,class1
49,49,49,49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,97.57271795961594,50.19194471559649,class1
50,50,50,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,90.78812090808033,40.7543983764726,class1
51,51,51,51,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,107.77885674706194,50.32914328347133,class1
52,52,52,52,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,94.5485380968726,36.89861803185018,class1
53,53,53,53,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,106.75540383887144,47.54354173867605,class1
54,54,54,54,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,87.73513027681587,65.610489905471,class1
55,55,55,55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,91.9085331481062,22.573087891033023,class1
56,56,56,56,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,102.19595346214636,47.56153530128795,class1
57,57,57,57,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,92.0669266675159,64.3366156100733,class1
58,58,58,58,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,112.39238724281377,58.07177426759396,class1
59,59,59,59,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,90.26288310671231,44.622883395976245,class1
60,60,60,60,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,98.47748737079752,50.74839324850624,class1
61,61,61,61,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,120.41226047047603,59.01290459247967,class1
62,62,62,62,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,86.87708586215726,54.01087805466052,class1
63,63,63,63,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,97.63511283634082,59.34943423481766,class1
64,64,64,64,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,94.23292621709719,65.27881081890702,class1
65,65,65,65,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,88.67415909907876,55.59484754945372,class1
66,66,66,66,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,95.75924010772687,57.972971069318184,class1
67,67,67,67,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,100.24023357238669,47.99600584988389,class1
68,68,68,68,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,95.39065366721836,55.33526558865179,class1
69,69,69,69,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,115.35767894925573,55.70521974295282,class1
70,70,70,70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,75.0103422054926,59.330029177034184,class1
71,71,71,71,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,87.5499365226662,58.61689838987925,class1
72,72,72,72,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,92.65037616170441,47.19223283447341,class1
73,73,73,73,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,117.7445679178265,51.554599079814906,class1
74,74,74,74,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,98.75784647195243,40.63722688086983,class1
75,75,75,75,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,99.53861473673898,44.04411546615938,class1
76,76,76,76,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,107.04296360933425,53.78027432838429,class1
77,77,77,77,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,95.21275324990728,54.42216819295629,class1
78,78,78,78,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,103.2689773332811,44.419969513775186,class1
79,79,79,79,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,103.40692975508914,57.3493832139972,class1
80,80,80,80,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,93.94126588714252,63.89600435971829,class1
81,81,81,81,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,86.07830690456181,47.00997846342386,class1
82,82,82,82,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,91.5299116208859,48.95431179926507,class1
83,83,83,83,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,103.83571393001394,50.85507636188626,class1
84,84,84,84,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,92.3678173856476,44.32955147589729,class1
85,85,85,85,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,114.29556896991943,57.01017069287583,class1
86,86,86,86,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,115.73643609517893,53.38922170350989,class1
87,87,87,87,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,105.72920878550815,51.80893401153101,class1
88,88,88,88,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,100.84856090556629,47.59093211238458,class1
89,89,89,89,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.92506605417778,64.74890848631712,class1
90,90,90,90,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,100.8501660912569,56.034841563071865,class1
91,91,91,91,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,87.88565377189374,63.77499925795608,class1
92,92,92,92,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,90.36736008838909,44.17672478865796,class1
93,93,93,93,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,96.52006669039316,53.48321367082386,class1
94,94,94,94,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,97.87132668957511,42.637881810876834,class1
95,95,95,95,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,90.66266102675456,55.66636261662726,class1
96,96,96,96,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,91.8862329788124,34.96071128230125,class1
97,97,97,97,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,100.39810396686526,45.29109289071798,class1
98,98,98,98,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,113.30681081756292,50.007180819670225,class1
99,99,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,96.00530447632421,50.96825833111637,class1
100,100,100,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.75795577305442,56.05250072316387,class1
101,101,101,101,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,90.79551423759528,52.45461469372075,class1
102,102,102,102,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,103.3919772493928,44.97943440289115,class1
103,103,103,103,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,110.50771610292654,61.02095667460393,class1
104,104,104,104,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,105.15451670398019,50.93388306447281,class1
105,105,105,105,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.9303645518367,52.08970507842437,class1
106,106,106,106,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,95.22847295484439,46.664949156214156,class1
107,107,107,107,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.08838278922418,47.391832053503,class1
108,108,108,108,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,100.15724426948762,39.37808324154496,class1
109,109,109,109,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,97.54920583354416,52.921233343983346,class1
110,110,110,110,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,86.60101009465072,62.10262551182011,class1
111,111,111,111,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,97.36259657605572,52.43652228290476,class1
112,112,112,112,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,88.40154210762438,47.87807416933939,class1
113,113,113,113,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,98.42901133006924,48.85260379143635,class1
114,114,114,114,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,96.35979873713082,65.6360604608539,class1
115,115,115,115,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,88.00911567273972,56.431195440178286,class1
116,116,116,116,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,86.06529036654337,48.47653668321151,class1
117,117,117,117,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,96.96254791770443,62.20787960751164,class1
118,118,118,118,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,97.45114298123771,58.41483820220316,class1
119,119,119,119,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,95.26029071409457,47.08269343368626,class1
120,120,120,120,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,102.34934415613708,45.53393505951137,class1
121,121,121,121,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,112.17103445266491,44.983484426852165,class1
122,122,122,122,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,86.16371218734523,57.97951597944064,class1
123,123,123,123,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,84.4920778799576,61.345123717327866,class1
124,124,124,124,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,107.06239142706322,42.65789908244861,class1
125,125,125,125,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,102.65895313229909,41.88177644814162,class1
126,126,126,126,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,91.22568795251314,48.76147325707603,class1
127,127,127,127,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,82.5737264446601,38.28476736599137,class1
128,128,128,128,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,112.27905584340544,41.29832424336618,class1
129,129,129,129,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,100.96930579516447,68.48637359626377,class1
130,130,130,130,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,90.31419401304133,52.669030681367154,class1
131,131,131,131,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,110.6724071409731,44.45593371494749,class1
132,132,132,132,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,101.20131049888164,64.9342521383695,class1
133,133,133,133,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,90.75872955114282,62.47380365083861,class1
134,134,134,134,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,99.43094936457523,55.64613425507181,class1
135,135,135,135,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,107.62459944166109,45.52913873254181,class1
136,136,136,136,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,80.0974743427692,52.56596584706085,class1
137,137,137,137,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,122.78220022859847,47.264661265584024,class1
138,138,138,138,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,113.45608186858013,53.41046651645277,class1
139,139,139,139,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,107.19883541834716,46.30618930883461,class1
140,140,140,140,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,110.17523794803931,47.876419862644525,class1
141,141,141,141,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,92.42486443010594,41.23223858977406,class1
142,142,142,142,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,86.17959974129921,68.07967126957006,class1
143,143,143,143,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,94.13316586713476,51.78921446623272,class1
144,144,144,144,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,91.64965624835446,54.09042772318088,class1
145,145,145,145,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,89.4923807437811,36.00928265296646,class1
146,146,146,146,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,100.21142132066804,47.42459778019957,class1
147,147,147,147,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,111.7529590520712,67.28779438682668,class1
148,148,148,148,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,97.8671763147267,47.45180034133859,class1
149,149,149,149,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,95.11473924699331,47.46466589893379,class1
150,150,150,150,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,76.38040636845912,39.42660353191435,class1
151,151,151,151,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,98.68451139665204,42.8000458954847,class1
152,152,152,152,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,105.07959269143547,54.51752968373161,class1
153,153,153,153,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,95.6279955415663,46.18911728027676,class1
154,154,154,154,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,84.9140259002688,38.954331869785136,class1
155,155,155,155,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,104.78500457314097,62.8937709923281,class1
156,156,156,156,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,91.71740642342402,44.78639877155763,class1
157,157,157,157,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,105.7704710761711,68.86367791324297,class1
158,158,158,158,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,102.32397958164344,61.87975099549355,class1
159,159,159,159,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,98.9316108481968,43.65101595985379,class1
160,160,160,160,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,87.51403063065246,46.77342533799762,class1
161,161,161,161,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,89.32244995053352,43.455593977874926,class1
162,162,162,162,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,110.06495830046067,45.21356972916067,class1
163,163,163,163,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,90.93707393666602,49.52472586511534,class1
164,164,164,164,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,102.11954342897059,41.92348628661609,class1
165,165,165,165,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,107.91797005551838,58.38970932037145,class1
166,166,166,166,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,99.69623411210411,50.75971020131159,class1
167,167,167,167,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,102.8764848788109,62.917576044191954,class1
168,168,168,168,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,102.01110307231279,40.26939633628917,class1
169,169,169,169,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,95.44549074690326,41.9465485991934,class1
170,170,170,170,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,99.00599029899288,45.245438044746265,class1
171,171,171,171,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,118.09863583468115,52.663648417851796,class1
172,172,172,172,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,105.15638081867768,59.41675114365705,class1
173,173,173,173,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,93.63973905595128,53.27802061614669,class1
174,174,174,174,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,86.57672341373859,60.10592667932647,class1
175,175,175,175,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,91.40317952319845,53.76997421858029,class1
176,176,176,176,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,103.33379929670566,37.0268223332885,class1
177,177,177,177,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,78.93585897462515,50.86384446568823,class1
178,178,178,178,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,81.37939064407445,44.338805313787624,class1
179,179,179,179,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,98.77925861650687,43.26568875502115,class1
180,180,180,180,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,116.07381001321764,35.42605082065865,class1
181,181,181,181,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,96.4133867387181,60.32134636829574,class1
182,182,182,182,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,101.00730262846228,44.14583957644726,class1
183,183,183,183,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,102.20490702212275,57.45730535686248,class1
184,184,184,184,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,90.7405941003653,69.39071921579561,class1
185,185,185,185,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,105.93694364494945,63.737313095954114,class1
186,186,186,186,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,91.51334136789205,62.249529422037696,class1
187,187,187,187,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,88.60987014945144,58.264756577848075,class1
188,188,188,188,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,85.202793455607,39.55914797324173,class1
189,189,189,189,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,111.08409839146348,45.702250071009765,class1
190,190,190,190,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,86.65291084624653,49.64841859065944,class1
191,191,191,191,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,110.65146716177206,56.41563086142672,class1
192,192,192,192,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,100.77085386403486,42.28171519786799,class1
193,193,193,193,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,99.8430364784749,56.46488986631984,class1
194,194,194,194,194.0,194.0,194.0,194.0,194.0,194.0,194.0,194.0,109.2721295822218,39.72892905792415,class1
195,195,195,195,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,88.91320468199788,46.39477117610097,class1
196,196,196,196,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,98.9993090117613,32.92087225864413,class1
197,197,197,197,197.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,96.34048803685272,50.182819030409064,class1
198,198,198,198,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,95.75054585425231,61.23518021887838,class1
199,199,199,199,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,101.05755870922374,35.64436401336666,class1
200,200,200,200,200.0,200.0,200.0,,,,,,100.06651110631074,41.58670124221242,class1
201,201,201,201,201.0,201.0,201.0,,,,,,89.01353485507434,39.57352091258669,class1
202,202,202,202,202.0,202.0,202.0,,,,,,97.02445705789617,52.61578067841594,class1
203,203,203,203,203.0,203.0,203.0,,,,,,96.69944027922556,48.74115677141677,class1
204,204,204,204,204.0,204.0,204.0,,,,,,103.90603517928876,46.49644973360983,class1
205,205,205,205,205.0,205.0,205.0,,,,,,92.31094377350095,64.23265181651487,class1
206,206,206,206,206.0,206.0,206.0,,,,,,101.79596748591412,45.81248209099775,class1
207,207,207,207,207.0,207.0,207.0,,,,,,112.0292064673657,49.27766610495539,class1
208,208,208,208,208.0,208.0,208.0,,,,,,96.71677641986267,54.02173894761346,class1
209,209,209,209,209.0,209.0,209.0,,,,,,101.19965823836124,42.291806673364874,class1
210,210,210,210,210.0,210.0,210.0,,,,,,91.98567285242592,50.43603600811478,class1
211,211,211,211,211.0,211.0,211.0,,,,,,96.94007091026259,65.69433501935004,class1
212,212,212,212,212.0,212.0,212.0,,,,,,112.69442770469354,50.52691137186032,class1
213,213,213,213,213.0,213.0,213.0,,,,,,105.3540186765186,51.63527490237465,class1
214,214,214,214,214.0,214.0,214.0,,,,,,109.6668454460149,37.021250803157635,class1
215,215,215,215,215.0,215.0,215.0,,,,,,97.03086183568193,51.42854791296946,class1
216,216,216,216,216.0,216.0,216.0,,,,,,110.97856893589538,45.59189141957323,class1
217,217,217,217,217.0,217.0,217.0,,,,,,101.33171031775059,56.1939039380787,class1
218,218,218,218,218.0,218.0,218.0,,,,,,86.07178314521036,56.389467027137854,class1
219,219,219,219,219.0,219.0,219.0,,,,,,93.63175681220076,56.58823474936566,class1
220,220,220,220,220.0,220.0,220.0,,,,,,101.19243047211961,54.27148501296569,class1
221,221,221,221,221.0,221.0,221.0,,,,,,80.79981030234347,51.10259139888359,class1
222,222,222,222,222.0,222.0,222.0,,,,,,92.2303589100446,65.38277775375028,class1
223,223,223,223,223.0,223.0,223.0,,,,,,91.171355492471,45.79290042735474,class1
224,224,224,224,224.0,224.0,224.0,,,,,,80.7573669752367,53.52629806128915,class1
225,225,225,225,225.0,225.0,225.0,,,,,,97.98592276779141,60.71722675474848,class1
226,226,226,226,226.0,226.0,226.0,,,,,,107.58805063374277,45.42876053324731,class1
227,227,227,227,227.0,227.0,227.0,,,,,,102.61205951794996,56.2511183480344,class1
228,228,228,228,228.0,228.0,228.0,,,,,,89.70271843327737,55.27015118406851,class1
229,229,229,229,229.0,229.0,229.0,,,,,,97.17196744124637,55.55312506962428,class1
230,230,230,230,230.0,230.0,230.0,,,,,,102.57821254570462,41.75426236530847,class1
231,231,231,231,231.0,231.0,231.0,,,,,,97.17566522549356,49.06682851854191,class1
232,232,232,232,232.0,232.0,232.0,,,,,,106.63829551960701,58.095370379141436,class1
233,233,233,233,233.0,233.0,233.0,,,,,,101.91647380274941,80.23440974872771,class1
234,234,234,234,234.0,234.0,234.0,,,,,,100.97431970264388,39.594078288792666,class1
235,235,235,235,235.0,235.0,235.0,,,,,,84.82989310537832,43.6779258180458,class1
236,236,236,236,236.0,236.0,236.0,,,,,,94.2944716832806,55.8562274871787,class1
237,237,237,237,237.0,237.0,237.0,,,,,,96.94229234341726,41.09602271053913,class1
238,238,238,238,238.0,238.0,238.0,,,,,,98.19874500632767,46.70226622314339,class1
239,239,239,239,239.0,239.0,239.0,,,,,,102.95224070967072,64.3148294493754,class1
240,240,240,240,240.0,240.0,240.0,,,,,,86.98651703772663,41.1929631738154,class1
241,241,241,241,241.0,241.0,241.0,,,,,,100.59650219088932,55.751250429687836,class1
242,242,242,242,242.0,242.0,242.0,,,,,,100.62411094580831,33.01133664931638,class1
243,243,243,243,243.0,243.0,243.0,,,,,,103.85848742002312,50.75231201909065,class1
