,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,temp,longitude,latitude,cat
44,44.0,44.0,44.0,9.907841383536214,-119.75776551326642,48.93594216875124,hot
45,45.0,45.0,45.0,4.726545490840415,-118.05968704411302,46.11385951334558,hot
46,46.0,46.0,46.0,6.947422858148197,-123.10967075324233,45.003361174147294,hot
47,47.0,47.0,47.0,9.245456947773953,-117.96426347801147,47.1847358593628,hot
48,48.0,48.0,48.0,1.2578041203263934,-116.72401343226092,49.8797858679155,hot
49,49.0,49.0,49.0,9.194210759235194,-120.34607194350914,42.968173774455,hot
50,50.0,50.0,,4.621437847248008,-122.62516578099682,39.95649153448568,hot
51,51.0,51.0,,1.8338620015386828,-122.31537264694032,36.56988138171924,hot
52,52.0,52.0,,4.091125822482702,-120.18650518022092,38.10716524427923,hot
53,53.0,53.0,,9.132609267546032,-123.3151958266064,37.26489440397238,hot
54,54.0,54.0,,4.016279607155603,-123.70022678509082,35.43614240788786,hot
55,55.0,55.0,,3.2494108883671178,-123.93944147114138,39.70397682226216,hot
56,56.0,56.0,,3.173916136243011,-120.6680128143398,35.80091549775163,hot
57,57.0,57.0,,7.2622691867052,-122.93871807453516,35.46886907557184,hot
58,58.0,58.0,,5.42959567902736,-123.56578390640502,39.630235403212666,hot
59,59.0,59.0,,5.439405132199532,-122.21053299114996,38.48349764587863,hot
60,60.0,,,5.962119058980959,-106.39772926822198,39.09051527031416,hot
61,61.0,,,5.477360907136423,-104.5992401487472,41.789818576785706,hot
62,62.0,,,2.280286603212467,-107.0275081356205,40.9520037456423,hot
63,63.0,,,3.4047487796504647,-104.90422773055722,44.85953798277703,hot
64,64.0,,,4.794921026549298,-108.8810674794235,39.80652287773664,hot
65,65.0,,,2.556303187027994,-106.15221439067948,44.00433350165298,hot
66,66.0,,,2.3494186918193405,-109.7666441300577,42.01396209772317,hot
67,67.0,,,1.0669487424846555,-109.24978062700868,44.55507360131944,hot
68,68.0,,,4.209387359632183,-109.52807961979596,41.84201577552509,hot
69,69.0,,,1.8694075763225984,-108.10784873998928,37.68202617820128,hot
70,,,,3.302966186370383,-91.70740673105477,38.906097884172326,cold
71,,,,2.4431902328861597,-91.37566656215444,37.24799998388817,cold
72,,,,4.335155567482083,-91.8537096280673,41.08097648279543,cold
73,,,,4.812522350808107,-97.6322698157984,33.329222687159444,cold
74,,,,3.3062981559697127,-92.01430903813275,36.3353285110709,cold
75,,,,3.9846718220462356,-93.36222793384393,43.642707725040225,cold
76,,,,7.785907327440726,-94.2590543116649,38.191679616948015,cold
77,,,,7.186500455532942,-99.63383981369937,33.253672479782374,cold
78,,,,3.795104627776035,-92.50055891408888,40.83795078194008,cold
79,,,,2.094905113117805,-93.15647088253398,38.2403118041538,cold
80,,,,3.0084981186739226,-93.51473352262198,44.61378014462819,cold
81,,,,7.267567803137863,-93.80588381640027,44.642128131909004,cold
82,,,,3.8440652211655917,-93.20635472936758,40.63901956598545,cold
83,,,,7.116870296417864,-96.97132551982378,37.4173776664334,cold
84,,,,1.9615661157534179,-93.08580391727975,42.632273295125046,cold
85,,,,3.225314382319209,-91.17420035861183,40.798168766458524,cold
86,,,,7.115824581853266,-90.3577479014259,39.930540436403334,cold
87,,,,1.4897806681332217,-92.53887883834658,34.02361432115785,cold
88,,,,2.4130139333353697,-94.1905840948978,33.52679860481942,cold
89,,,,4.204922408097228,-92.34723199716902,43.39651924240631,cold
90,,,,2.48055653049565,-93.60597045288291,40.81658798810824,cold
91,,,,4.959045626355735,-98.09280463270302,34.59450180143685,cold
92,,,,1.9276264152574343,-92.55177381999064,35.36145579416501,cold
93,,,,1.4903935102913912,-98.12871388082374,44.74616241868742,cold
94,,,,5.739643957393661,-91.65115236102534,38.691188578316485,cold
95,,,,1.9205002484519873,-92.83099710962418,38.50809925628902,cold
96,,,,3.6394186130471047,-95.1159811269457,32.278872608124985,cold
97,,,,7.4851161197434655,-97.16711767684276,44.656094521529994,cold
98,,,,2.106356692148157,-92.7338508312089,38.58590807204806,cold
99,,,,1.4361567441928045,-92.94562783718399,34.56162796813528,cold
100,,,,2.7034163471079045,-90.47601884851218,40.787288474295366,cold
101,,,,7.645465252012871,-90.19652082412263,39.2630379240509,cold
102,,,,6.981542991469222,-96.77179792100691,44.270465033858876,cold
103,,,,4.295012782466012,-90.33160597415092,40.88994740017213,cold
104,,,,4.3973792509112,-93.77525459355954,41.24686844923398,cold
105,,,,1.2063861618739509,-95.65642019340027,38.54017017431159,cold
106,,,,6.018334487737088,-97.75367345522119,44.253578329028436,cold
107,,,,1.9231284264585904,-93.91675862335357,43.52500373134035,cold
108,,,,4.845259145246182,-92.56782944560689,40.74306934903438,cold
109,,,,3.695148084177214,-97.50732697195919,37.778240801237516,cold
110,,,,1.7806951162342102,-98.0905883598318,42.318140584859584,cold
111,,,,5.2251222614507995,-98.46206050214829,33.66973183128634,cold
112,,,,1.998215472390451,-99.56222622747742,37.59428190414475,cold
113,,,,4.005284686122669,-92.60965387961556,39.223799310827154,cold
114,,,,3.3412623571920665,-98.08564433314355,44.73042405651819,cold
115,,,,1.5745230035176725,-98.98634322348447,34.97129912625073,cold
116,,,,4.3058771504989135,-94.9174284991509,35.687311202021064,cold
117,,,,5.9445372153944875,-93.3736041628475,44.44313332139753,cold
118,,,,1.3551242270466002,-96.0831002369561,35.86161009596078,cold
119,,,,3.7489008523050322,-98.94103493832387,39.7207144572256,cold
120,,,,1.108864292542155,-98.10130451974709,35.005364046187744,cold
121,,,,2.2811061912891484,-93.90309893781522,41.56986919179129,cold
122,,,,6.829507095489366,-90.09262030951254,41.289013619375964,cold
123,,,,6.0627779533330965,-93.17822917409322,32.57920768219245,cold
124,,,,4.7329319743099605,-93.57555518262595,32.10128486345971,cold
125,,,,7.037555741518949,-93.94816875686568,32.86076134888235,cold
126,,,,7.576708015260002,-99.9709423293219,43.63116020806958,cold
127,,,,4.88809853018758,-94.7288415138491,38.084154761487696,cold
128,,,,1.6814446766497508,-98.57313181213283,40.21821766423464,cold
129,,,,1.820158594953059,-96.46723314783713,39.03922722725628,cold
