,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIPS,NAME,STATE,longitude,latitude,death
102,102,102,102,102,4003,Cochise,Arizona,-109.751263137,31.8796370864,75.31201636595921
103,103,103,103,103,4005,Coconino,Arizona,-111.770512718,35.8386956734,143.80885007334427
104,104,104,104,104,4007,Gila,Arizona,-110.811737097,33.7997498678,94.59633329045509
105,105,105,105,105,4009,Graham,Arizona,-109.887451628,32.9326627045,183.82526011558593
106,106,106,106,106,4011,Greenlee,Arizona,-109.240355413,33.2154016682,107.03517116757875
107,107,107,107,107,4012,La,Arizona,,,
108,108,108,108,108,4013,Maricopa,Arizona,-112.491486812,33.3489778227,186.3274192506103
109,109,109,109,109,4015,Mohave,Arizona,-113.757910618,35.7040584995,213.37428174186667
110,110,110,110,110,4017,Navajo,Arizona,-110.321396004,35.3995733714,124.06280787608307
111,111,111,111,111,4019,Pima,Arizona,-111.789863499,32.097399026,96.22946503312632
112,112,112,112,112,4021,Pinal,Arizona,-111.344739896,32.9043665122,130.11030621221192
113,113,113,113,113,4023,Santa,Arizona,,,
114,114,114,114,114,4025,Yavapai,Arizona,-112.553944833,34.5998564246,73.90335241606908
115,115,115,115,115,4027,Yuma,Arizona,-113.905618757,32.7696188927,213.49973032001182
116,116,116,116,116,5001,Arkansas,Arkansas,-91.3749047506,34.2908080523,232.56242796626555
117,117,117,117,117,5003,Ashley,Arkansas,-91.7684475565,33.1912219797,67.90678811860809
118,118,118,118,118,5005,Baxter,Arkansas,-92.3369721117,36.2871782318,172.46356328355216
119,119,119,119,119,5007,Benton,Arkansas,-94.2561015344,36.3387382969,104.94546410953524
120,120,120,120,120,5009,Boone,Arkansas,-93.0915633723,36.3085986469,220.0429635497812
121,121,121,121,121,5011,Bradley,Arkansas,-92.1624016443,33.4664224376,209.71763982327005
122,122,122,122,122,5013,Calhoun,Arkansas,-92.5030441645,33.5580341574,142.5625542146301
123,123,123,123,123,5015,Carroll,Arkansas,-93.5381811083,36.3410829938,156.4553045692429
124,124,124,124,124,5017,Chicot,Arkansas,-91.2939728213,33.2672553197,233.95662670548063
125,125,125,125,125,5019,Clark,Arkansas,-93.1763674899,34.0509558643,220.06006032565986
126,126,126,126,126,5021,Clay,Arkansas,-90.4173835629,36.3683942057,123.58825927461204
127,127,127,127,127,5023,Cleburne,Arkansas,-92.0267180322,35.5381064958,96.44999514551608
128,128,128,128,128,5025,Cleveland,Arkansas,-92.1851454385,33.8983618624,75.77712374326076
129,129,129,129,129,5027,Columbia,Arkansas,-93.227308885,33.2142871374,125.98095113621844
130,130,130,130,130,5029,Conway,Arkansas,-92.7013072101,35.2622207059,66.34908075773966
131,131,131,131,131,5031,Craighead,Arkansas,-90.632841255,35.8307887047,73.85343367111471
132,132,132,132,132,5033,Crawford,Arkansas,-94.2429568096,35.5884840734,240.9325526074668
133,133,133,133,133,5035,Crittenden,Arkansas,-90.3088719897,35.2079371348,98.49829081017705
134,134,134,134,134,5037,Cross,Arkansas,-90.771226853,35.2957261162,224.15601494951062
135,135,135,135,135,5039,Dallas,Arkansas,-92.6544402046,33.9698311293,72.78002857916728
136,136,136,136,136,5041,Desha,Arkansas,-91.2539442656,33.8333331807,244.98328700167406
137,137,137,137,137,5043,Drew,Arkansas,-91.720023319,33.5894557062,149.30616273867025
138,138,138,138,138,5045,Faulkner,Arkansas,-92.332041157,35.1469781265,107.08140257556752
139,139,139,139,139,5047,Franklin,Arkansas,-93.8906143781,35.5123637272,106.5768093534077
140,140,140,140,140,5049,Fulton,Arkansas,-91.8182352994,36.3816695474,109.09133972180086
141,141,141,141,141,5051,Garland,Arkansas,-93.150399652,34.5767017575,89.71423550411846
142,142,142,142,142,5053,Grant,Arkansas,-92.4235830486,34.2900177408,251.35465838903778
143,143,143,143,143,5055,Greene,Arkansas,-90.5590717273,36.117697723,91.4048279485666
144,144,144,144,144,5057,Hempstead,Arkansas,-93.6684431539,33.7353045888,234.51852901949331
145,145,145,145,145,5059,Hot,Arkansas,,,
146,146,146,146,146,5061,Howard,Arkansas,-93.9934933573,34.0887429323,98.6528107090682
147,147,147,147,147,5063,Independence,Arkansas,-91.5697116529,35.7415534129,221.33876748566286
148,148,148,148,148,5065,Izard,Arkansas,-91.9134102959,36.0948699143,101.38310253368806
149,149,149,149,149,5067,Jackson,Arkansas,-91.2145376687,35.5992402368,195.42020029933565
150,150,150,150,150,5069,Jefferson,Arkansas,-91.9315146225,34.2687844437,150.05623760766275
151,151,151,151,151,5071,Johnson,Arkansas,-93.4598811569,35.5701227411,54.649881553457114
152,152,152,152,152,5073,Lafayette,Arkansas,-93.6070389924,33.2409810885,100.7238683330848
153,153,153,153,153,5075,Lawrence,Arkansas,-91.1070801351,36.0412452465,76.45502681093113
154,154,154,154,154,5077,Lee,Arkansas,-90.7820673213,34.7806229431,159.95433261680682
155,155,155,155,155,5079,Lincoln,Arkansas,-91.7333211971,33.9574736745,144.61708595077533
156,156,156,156,156,5081,Little,Arkansas,,,
157,157,157,157,157,5083,Logan,Arkansas,-93.7162169926,35.2153385104,196.1869453480427
158,158,158,158,158,5085,Lonoke,Arkansas,-91.8887898981,34.7542368128,192.22313231597676
159,159,159,159,159,5087,Madison,Arkansas,-93.7245618667,36.0109653302,67.60022188627819
160,160,160,160,160,5089,Marion,Arkansas,-92.6842202167,36.2683474959,80.77527286286444
161,161,161,161,161,5091,Miller,Arkansas,-93.8915614277,33.3121471783,164.47610455897308
162,162,162,162,162,5093,Mississippi,Arkansas,-90.0541660119,35.7639016515,138.1236832722495
163,163,163,163,163,5095,Monroe,Arkansas,-91.2038921969,34.6778362856,135.54911770613342
164,164,164,164,164,5097,Montgomery,Arkansas,-93.6595529416,34.5387970384,155.2493498328938
165,165,165,165,165,5099,Nevada,Arkansas,-93.3071433023,33.6639660687,224.92432930113927
166,166,166,166,166,5101,Newton,Arkansas,-93.2178669264,35.9199743544,213.08565626851842
167,167,167,167,167,5103,Ouachita,Arkansas,-92.8819343531,33.5933550412,164.187850542839
168,168,168,168,168,5105,Perry,Arkansas,-92.9314699116,34.9473737476,178.0947131532708
169,169,169,169,169,5107,Phillips,Arkansas,-90.8480221032,34.42829125,111.70740966401019
170,170,170,170,170,5109,Pike,Arkansas,-93.6563416658,34.1634980417,213.90464605875772
171,171,171,171,171,5111,Poinsett,Arkansas,-90.6629400421,35.5740321244,140.79564955504415
172,172,172,172,172,5113,Polk,Arkansas,-94.2280604373,34.4858849277,128.58790630948494
173,173,173,173,173,5115,Pope,Arkansas,-93.0341542751,35.447636026,62.6997259423413
174,174,174,174,174,5117,Prairie,Arkansas,-91.5527759528,34.8297827954,139.8270371302093
175,175,175,175,175,5119,Pulaski,Arkansas,-92.3119257562,34.7699753373,160.8527718838825
176,176,176,176,176,5121,Randolph,Arkansas,-91.0277165202,36.341483312,148.99321014515652
177,177,177,177,177,5123,St.,Arkansas,,,
178,178,178,178,178,5125,Saline,Arkansas,-92.676575561,34.6466183905,175.31426304583727
179,179,179,179,179,5127,Scott,Arkansas,-94.0632792993,34.8607684689,219.27120548361992
180,180,180,180,180,5129,Searcy,Arkansas,-92.6995245166,35.9109060184,247.74330058510319
181,181,181,181,181,5131,Sebastian,Arkansas,-94.2741206259,35.1993218755,53.59037756685342
182,182,182,182,182,5133,Sevier,Arkansas,-94.2412727038,33.9972551652,146.56981730502247
183,183,183,183,183,5135,Sharp,Arkansas,-91.4798585278,36.1611646374,151.03166528700189
184,184,184,184,184,5137,Stone,Arkansas,-92.1567129536,35.8598655553,102.0793355685075
185,185,185,185,185,5139,Union,Arkansas,-92.5972913761,33.171357538,146.07367437321884
186,186,186,186,186,5141,Van,Arkansas,,,
187,187,187,187,187,5143,Washington,Arkansas,-94.2155848036,35.9790563044,95.83912451609561
188,188,188,188,188,5145,White,Arkansas,-91.7455472673,35.2562753346,175.59637280541898
189,189,189,189,189,5147,Woodruff,Arkansas,-91.2430822004,35.1863303424,101.91372208751037
190,190,190,190,190,5149,Yell,Arkansas,-93.4112514229,35.0025779761,165.42380308748847
191,191,191,191,191,6001,Alameda,California,-121.917998966,37.6504930265,141.43747542264634
192,192,192,192,192,6003,Alpine,California,-119.82065303,38.5972506332,29.826558545741257
193,193,193,193,193,6005,Amador,California,-120.651115621,38.446389504,47.03457340869668
194,194,194,194,194,6007,Butte,California,-121.600671735,39.6669293633,184.86530799445913
195,195,195,195,195,6009,Calaveras,California,-120.554132098,38.204606803,186.85609741806167
196,196,196,196,196,6011,Colusa,California,-122.237029616,39.177573113,37.80109029785093
197,197,197,197,197,6013,Contra,California,,,
198,198,198,198,198,6015,Del,California,,,
199,199,199,199,199,6017,El,California,,,
200,200,200,200,200,6019,Fresno,California,-119.649322632,36.7581801263,77.12501287546642
201,201,201,201,201,6021,Glenn,California,-122.392206808,39.5984047698,36.232364332838884
202,202,202,202,202,6023,Humboldt,California,-123.915819446,40.7050090829,147.75333378524476
203,203,203,203,203,6025,Imperial,California,-115.365336962,33.0395904342,65.12591927043975
204,204,204,204,204,6027,Inyo,California,-117.410789686,36.5111268089,185.55422337702535
205,205,205,205,205,6029,Kern,California,-118.729900424,35.3428473738,161.69625249183616
206,206,206,206,206,6031,Kings,California,-119.815502709,36.0753604529,166.45821612940006
207,207,207,207,207,6033,Lake,California,-122.753183909,39.0996453445,53.789274060034536
208,208,208,208,208,6035,Lassen,California,-120.594332834,40.6735903894,189.04629381942758
209,209,209,209,209,6037,Los,California,,,
210,210,210,210,210,6039,Madera,California,-119.762644507,37.2180440575,174.158343853538
211,211,211,211,211,6041,Marin,California,-122.748858563,38.05518334,13.378416932546997
212,212,212,212,212,6043,Mariposa,California,-119.905517029,37.5815223099,116.77627991914407
213,213,213,213,213,6045,Mendocino,California,-123.431553907,39.4336238198,39.29634572673536
214,214,214,214,214,6047,Merced,California,-120.717688,37.191870471,192.04376710190724
215,215,215,215,215,6049,Modoc,California,-120.725028959,41.5898335739,198.46117650211752
216,216,216,216,216,6051,Mono,California,-118.886709262,37.938990343,38.55140713035406
217,217,217,217,217,6053,Monterey,California,-121.308901554,36.2397743956,72.20536955227921
218,218,218,218,218,6055,Napa,California,-122.330538465,38.5064964441,28.27518826434906
219,219,219,219,219,6057,Nevada,California,-120.768752113,39.301369579,87.67729038011291
220,220,220,220,220,6059,Orange,California,-117.776142822,33.6769134328,168.87908487450713
221,221,221,221,221,6061,Placer,California,-120.717645936,39.0634313879,167.49302463806103
222,222,222,222,222,6063,Plumas,California,-120.838597596,40.0046824769,190.6931010665144
223,223,223,223,223,6065,Riverside,California,-115.993845895,33.7436800499,46.38398297016623
224,224,224,224,224,6067,Sacramento,California,-121.344253814,38.4493208547,164.13044300940044
225,225,225,225,225,6069,San,California,,,
226,226,226,226,226,6071,San,California,,,
227,227,227,227,227,6073,San,California,,,
228,228,228,228,228,6075,San,California,,,
229,229,229,229,229,6077,San,California,,,
230,230,230,230,230,6079,San,California,,,
231,231,231,231,231,6081,San,California,,,
232,232,232,232,232,6083,Santa,California,,,
233,233,233,233,233,6085,Santa,California,,,
234,234,234,234,234,6087,Santa,California,,,
235,235,235,235,235,6089,Shasta,California,-122.040521531,40.7637666014,44.01805402693061
236,236,236,236,236,6091,Sierra,California,-120.515996378,39.5804001016,106.53553885639178
237,237,237,237,237,6093,Siskiyou,California,-122.540367763,41.5926866339,149.01260128
238,238,238,238,238,6095,Solano,California,-121.940024418,38.2669127871,182.80799883450504
239,239,239,239,239,6097,Sonoma,California,-122.922544658,38.525292575,177.82103409180903
240,240,240,240,240,6099,Stanislaus,California,-120.997682895,37.5591374435,58.13294197244649
241,241,241,241,241,6101,Sutter,California,-121.694849665,39.0345595213,46.22731176985402
242,242,242,242,242,6103,Tehama,California,-122.233884853,40.1257361849,26.129230318069155
243,243,243,243,243,6105,Trinity,California,-123.112627727,40.6506935615,168.54565361726262
244,244,244,244,244,6107,Tulare,California,-118.80047248,36.220156659,79.50999386039264
245,245,245,245,245,6109,Tuolumne,California,-119.95475358,38.0276014047,68.22639254397775
246,246,246,246,246,6111,Ventura,California,-119.126027193,34.3575285169,13.811830760481174
247,247,247,247,247,6113,Yolo,California,-121.90161702,38.6866603948,155.1695739491521
248,248,248,248,248,6115,Yuba,California,-121.351262732,39.2690076722,7.326807500102987
249,249,249,249,249,8001,Adams,Colorado,-104.337801716,39.8736400746,212.05500610750775
250,250,250,250,250,8003,Alamosa,Colorado,-105.788288197,37.5728931402,64.04159343098283
251,251,251,251,251,8005,Arapahoe,Colorado,-104.339234024,39.6497752303,127.1942781609887
252,252,252,252,252,8007,Archuleta,Colorado,-107.048288324,37.1936094363,131.91133168779305
253,253,253,253,253,8009,Baca,Colorado,-102.560476646,37.3191787991,114.22312249401995
254,254,254,254,254,8011,Bent,Colorado,-103.071704571,37.9550855775,138.94221698505237
255,255,255,255,255,8013,Boulder,Colorado,-105.35770567,40.0924597674,227.54810843875958
256,256,256,256,256,8014,"Broomfield,",Colorado,,,
257,257,257,257,257,8015,Chaffee,Colorado,-106.194066665,38.7469030854,62.73712136275711
258,258,258,258,258,8017,Cheyenne,Colorado,-102.603395824,38.8279397207,235.7617311998676
259,259,259,259,259,8019,Clear,Colorado,,,
260,260,260,260,260,8021,Conejos,Colorado,-106.191627951,37.2006875346,46.58554023686604
261,261,261,261,261,8023,Costilla,Colorado,-105.428249706,37.2779522735,132.07697468263422
262,262,262,262,262,8025,Crowley,Colorado,-103.784825661,38.326661062,167.39433694509282
263,263,263,263,263,8027,Custer,Colorado,-105.367471778,38.1086779015,140.79121884978912
264,264,264,264,264,8029,Delta,Colorado,-107.862876811,38.8613737904,211.10724422438753
265,265,265,265,265,8031,"Denver,",Colorado,,,
266,266,266,266,266,8033,Dolores,Colorado,-108.517265273,37.7516108062,186.37948733493815
267,267,267,267,267,8035,Douglas,Colorado,-104.929559461,39.3297243092,63.231960524569814
268,268,268,268,268,8037,Eagle,Colorado,-106.695299259,39.6278256159,176.2034608312861
269,269,269,269,269,8039,Elbert,Colorado,-104.13588983,39.2865595002,123.2311497654977
270,270,270,270,270,8041,El,Colorado,,,
271,271,271,271,271,8043,Fremont,Colorado,-105.439657054,38.4729724659,218.9413378972841
272,272,272,272,272,8045,Garfield,Colorado,-107.903956154,39.599307179,99.0643988214713
273,273,273,273,273,8047,Gilpin,Colorado,-105.522621196,39.8575436237,52.972118631257814
274,274,274,274,274,8049,Grand,Colorado,-106.118358313,40.102614944,219.11355551664295
275,275,275,275,275,8051,Gunnison,Colorado,-107.031700114,38.6667977063,100.73122077333667
276,276,276,276,276,8053,Hinsdale,Colorado,-107.300311758,37.8213415755,100.73338539452332
277,277,277,277,277,8055,Huerfano,Colorado,-104.960584534,37.6846796381,184.26928044210914
278,278,278,278,278,8057,Jackson,Colorado,-106.342794688,40.6664326842,32.92666773851122
279,279,279,279,279,8059,Jefferson,Colorado,-105.250466793,39.5864284092,103.46850899814315
280,280,280,280,280,8061,Kiowa,Colorado,-102.740340455,38.4326851414,54.53792884939364
281,281,281,281,281,8063,Kit,Colorado,,,
282,282,282,282,282,8065,Lake,Colorado,-106.344837734,39.2023794705,106.7725824379824
283,283,283,283,283,8067,La,Colorado,,,
284,284,284,284,284,8069,Larimer,Colorado,-105.461144451,40.6664172232,214.69920667551958
285,285,285,285,285,8071,Las,Colorado,,,
286,286,286,286,286,8073,Lincoln,Colorado,-103.513965366,38.9880685587,106.94699182058766
287,287,287,287,287,8075,Logan,Colorado,-103.110095731,40.7246687188,160.8545633133072
288,288,288,288,288,8077,Mesa,Colorado,-108.466440182,39.0182904955,41.28368843843819
289,289,289,289,289,8079,Mineral,Colorado,-106.924094646,37.6689956825,38.860002282916966
290,290,290,290,290,8081,Moffat,Colorado,-108.207290604,40.61842222,226.3475874198666
291,291,291,291,291,8083,Montezuma,Colorado,-108.596669828,37.3384339705,138.27638563338394
292,292,292,292,292,8085,Montrose,Colorado,-108.269451135,38.4021560325,54.03177223592116
293,293,293,293,293,8087,Morgan,Colorado,-103.809822237,40.2627443761,107.89981102530987
294,294,294,294,294,8089,Otero,Colorado,-103.716445685,37.9027017254,167.44114606320392
295,295,295,295,295,8091,Ouray,Colorado,-107.76931682,38.1554971802,225.3205893223475
296,296,296,296,296,8093,Park,Colorado,-105.717174716,39.1193028617,33.52806489162185
297,297,297,297,297,8095,Phillips,Colorado,-102.357579601,40.5938843197,57.02155626114386
298,298,298,298,298,8097,Pitkin,Colorado,-106.916577749,39.2171057452,36.113900686531096
299,299,299,299,299,8099,Prowers,Colorado,-102.393348977,37.9551831858,99.21988983454659
300,300,300,300,300,8101,Pueblo,Colorado,-104.512845555,38.1734202345,52.02902196239846
301,301,301,301,301,8103,Rio,Colorado,,,
302,302,302,302,302,8105,Rio,Colorado,,,
303,303,303,303,303,8107,Routt,Colorado,-106.991193187,40.4850679408,87.26225082149057
304,304,304,304,304,8109,Saguache,Colorado,-106.281555562,38.0805527548,71.61330509138389
305,305,305,305,305,8111,San,Colorado,,,
306,306,306,306,306,8113,San,Colorado,,,
307,307,307,307,307,8115,Sedgwick,Colorado,-102.351791195,40.8759049641,230.75349439777378
308,308,308,308,308,8117,Summit,Colorado,-106.116379137,39.634170806,72.80703159364353
309,309,309,309,309,8119,Teller,Colorado,-105.161826391,38.8821720468,152.76286473796395
310,310,310,310,310,8121,Washington,Colorado,-103.201252881,39.9710617874,185.39178021366507
311,311,311,311,311,8123,Weld,Colorado,-104.392531357,40.5548298977,186.67173948063004
312,312,312,312,312,8125,Yuma,Colorado,-102.424226323,40.0028993432,140.895329161165
313,313,313,313,313,9001,Fairfield,Connecticut,-73.3712046145,41.2249600832,268.0321865479867
314,314,314,314,314,9003,Hartford,Connecticut,-72.7328122495,41.8064287933,161.6634197616628
315,315,315,315,315,9005,Litchfield,Connecticut,-73.2453207905,41.7924983178,282.16496040466734
316,316,316,316,316,9007,Middlesex,Connecticut,-72.5231194296,41.4353818043,107.19833088650998
317,317,317,317,317,9009,New,Connecticut,,,
318,318,318,318,318,9011,New,Connecticut,,,
319,319,319,319,319,9013,Tolland,Connecticut,-72.3365016791,41.855065982,108.84036060783617
320,320,320,320,320,9015,Windham,Connecticut,-71.9874782796,41.8300455104,143.82834099558184
321,321,321,321,321,10001,Kent,Delaware,-75.5046137018,39.0959545402,269.4184894413417
322,322,322,322,322,10003,New,Delaware,,,
323,323,323,323,323,10005,Sussex,Delaware,-75.3395417153,38.6832973547,135.22167820549993
324,324,324,324,324,11001,District,District of Columbia,,,
325,325,325,325,325,12001,Alachua,Florida,-82.3577015483,29.6747549911,267.07312843555087
326,326,326,326,326,12003,Baker,Florida,-82.2845872684,30.331070985,178.04947726308325
327,327,327,327,327,12005,Bay,Florida,-85.6326228076,30.237646533,258.7560905362316
328,328,328,328,328,12007,Bradford,Florida,-82.1687777662,29.9499595746,86.86802519146748
329,329,329,329,329,12009,Brevard,Florida,-80.7012054832,28.300314142,163.95876429546826
330,330,330,330,330,12011,Broward,Florida,-80.4558842537,26.1518560378,152.25902195641186
331,331,331,331,331,12013,Calhoun,Florida,-85.1972071433,30.4060343343,75.86708087888752
332,332,332,332,332,12015,Charlotte,Florida,-81.9503159678,26.8998432654,108.97428377711094
