FIPS,NAME,STATE,longitude,latitude,precipitation
1101,Montgomery,Alabama,-86.2076142923,32.2202579876,599.983860194644
1103,Morgan,Alabama,-86.8529215684,34.453472028,564.7821277253160
1105,Perry,Alabama,-87.2944007854,32.6384656558,546.6523629616030
1107,Pickens,Alabama,-88.0886925942,33.2808768859,596.4949840136130
1109,Pike,Alabama,-85.9409081483,31.8027084904,592.9194791515370
1111,Randolph,Alabama,-85.4590701568,33.2937873448,526.7326737530750
1113,Russell,Alabama,-85.1849624464,32.2883800156,516.3702269991710
1115,St.,Alabama,,,154.1919330677820
1117,Shelby,Alabama,-86.6606484037,33.2642770248,507.5974866548120
1119,Sumter,Alabama,-88.1987896089,32.5910175308,549.099093288686
1121,Talladega,Alabama,-86.1659036872,33.3800616097,539.7853166653990
1123,Tallapoosa,Alabama,-85.7975022448,32.8624049426,515.4069355419270
1125,Tuscaloosa,Alabama,-87.525029952,33.2895498464,541.2769700194870
1127,Walker,Alabama,-87.2973573971,33.8033347429,553.7497598040490
1129,Washington,Alabama,-88.2078768076,31.4076037932,595.216393329507
1131,Wilcox,Alabama,-87.3082017869,31.9892401922,581.546973614849
1133,Winston,Alabama,-87.3736834128,34.1492251125,587.9606897375350
2013,Aleutians,Alaska,,,125.44540554667900
2016,Aleutians,Alaska,,,188.4258679194710
2020,"Anchorage,",Alaska,,,125.28156576445900
2050,Bethel,Alaska,-160.195267975,60.8490903436,119.46809506273000
2060,Bristol,Alaska,,,109.38500783481600
2068,Denali,Alaska,-150.011714676,63.6716419513,181.23728659187900
2070,Dillingham,Alaska,-158.348270189,59.7139951133,136.25300795028400
2090,Fairbanks,Alaska,,,143.4855283732910
2100,Haines,Alaska,-135.470092205,59.0758951471,175.46254118504300
2105,Hoonah–Angoon,Alaska,,,174.8553545467970
2110,"Juneau,",Alaska,,,172.51700891946200
2122,Kenai,Alaska,,,168.86218279442300
2130,Ketchikan,Alaska,,,144.27995694118200
2150,Kodiak,Alaska,,,103.60038937169900
2158,Kusilvak,Alaska,-163.525464784,62.160012711,176.15807769736100
2164,Lake,Alaska,,,106.22647203015900
2170,Matanuska-Susitna,Alaska,-149.580200458,62.3046703274,141.60068587564800
2180,Nome,Alaska,-164.244322616,64.8354505226,143.2125333737850
2185,North,Alaska,,,133.0389273503020
2188,Northwest,Alaska,,,132.77892139120600
2195,Petersburg,Alaska,-133.002459292,57.1140130761,108.83462735251500
2198,Prince,Alaska,,,126.7747942591100
2220,"Sitka,",Alaska,,,103.43893328579700
2230,"Skagway,",Alaska,,,151.44670892122600
2240,Southeast,Alaska,,,112.78837247424800
2261,Valdez–Cordova,Alaska,,,172.91517363113600
2275,"Wrangell,",Alaska,,,116.09934008045700
2282,"Yakutat,",Alaska,,,147.95969710519100
2290,Yukon–Koyukuk,Alaska,,,192.43288906858400
60010,Eastern,American Samoa,-170.627332642,-14.2674550886,198.2373104682610
60020,Manu'a,American Samoa,-169.53673492,-14.2084357923,173.62277443876900
60030,Rose,American Samoa,,,119.18865625104600
60040,Swain's,American Samoa,,,136.5721012868070
60050,Western,American Samoa,-170.784527256,-14.3355554126,121.6557719259380
4001,Apache,Arizona,-109.488828707,35.3955080611,25.899965422983800
4003,Cochise,Arizona,-109.751263137,31.8796370864,5.060115866436140
4005,Coconino,Arizona,-111.770512718,35.8386956734,24.608536224698400
4007,Gila,Arizona,-110.811737097,33.7997498678,27.735906269436500
4009,Graham,Arizona,-109.887451628,32.9326627045,18.034056364483300
4011,Greenlee,Arizona,-109.240355413,33.2154016682,5.24702618692525
4012,La,Arizona,,,197.90733857115000
4013,Maricopa,Arizona,-112.491486812,33.3489778227,19.587321297396400
4015,Mohave,Arizona,-113.757910618,35.7040584995,136.75017415717100
4017,Navajo,Arizona,-110.321396004,35.3995733714,15.62998665292340
4019,Pima,Arizona,-111.789863499,32.097399026,1.8973380412275000
4021,Pinal,Arizona,-111.344739896,32.9043665122,6.063555806509490
4023,Santa,Arizona,,,188.15136876598800
4025,Yavapai,Arizona,-112.553944833,34.5998564246,28.932166470078000
4027,Yuma,Arizona,-113.905618757,32.7696188927,188.1505342541120
5001,Arkansas,Arkansas,-91.3749047506,34.2908080523,550.1649326635760
5003,Ashley,Arkansas,-91.7684475565,33.1912219797,500.7759136751250
5005,Baxter,Arkansas,-92.3369721117,36.2871782318,503.0712314445420
5007,Benton,Arkansas,-94.2561015344,36.3387382969,526.285089630102
5009,Boone,Arkansas,-93.0915633723,36.3085986469,565.4384800273540
5011,Bradley,Arkansas,-92.1624016443,33.4664224376,552.7183805665630
5013,Calhoun,Arkansas,-92.5030441645,33.5580341574,523.2324150119400
5015,Carroll,Arkansas,-93.5381811083,36.3410829938,583.2395388465230
5017,Chicot,Arkansas,-91.2939728213,33.2672553197,507.92113959183500
5019,Clark,Arkansas,-93.1763674899,34.0509558643,517.2875508379820
5021,Clay,Arkansas,-90.4173835629,36.3683942057,556.9508793560640
5023,Cleburne,Arkansas,-92.0267180322,35.5381064958,505.31181280413500
5025,Cleveland,Arkansas,-92.1851454385,33.8983618624,545.8696757908700
5027,Columbia,Arkansas,-93.227308885,33.2142871374,567.7526035191610
5029,Conway,Arkansas,-92.7013072101,35.2622207059,536.4088662340510
5031,Craighead,Arkansas,-90.632841255,35.8307887047,579.418133743086
5033,Crawford,Arkansas,-94.2429568096,35.5884840734,527.8759534166280
5035,Crittenden,Arkansas,-90.3088719897,35.2079371348,576.6856055740340
5037,Cross,Arkansas,-90.771226853,35.2957261162,546.8771435594280
5039,Dallas,Arkansas,-92.6544402046,33.9698311293,516.6270725647440
5041,Desha,Arkansas,-91.2539442656,33.8333331807,586.767269932385
5043,Drew,Arkansas,-91.720023319,33.5894557062,580.6410420478660
5045,Faulkner,Arkansas,-92.332041157,35.1469781265,538.5818905651620
5047,Franklin,Arkansas,-93.8906143781,35.5123637272,595.5770992412830
5049,Fulton,Arkansas,-91.8182352994,36.3816695474,599.7381396429770
5051,Garland,Arkansas,-93.150399652,34.5767017575,519.1211202514500
5053,Grant,Arkansas,-92.4235830486,34.2900177408,544.7769203519710
5055,Greene,Arkansas,-90.5590717273,36.117697723,537.8483214972070
5057,Hempstead,Arkansas,-93.6684431539,33.7353045888,575.8210004662730
5059,Hot,Arkansas,,,126.3274955996790
5061,Howard,Arkansas,-93.9934933573,34.0887429323,570.7565126756250
5063,Independence,Arkansas,-91.5697116529,35.7415534129,539.0079490875800
5065,Izard,Arkansas,-91.9134102959,36.0948699143,583.842473648682
5067,Jackson,Arkansas,-91.2145376687,35.5992402368,509.72227713961200
5069,Jefferson,Arkansas,-91.9315146225,34.2687844437,518.4465067682460
5071,Johnson,Arkansas,-93.4598811569,35.5701227411,593.5521520370610
5073,Lafayette,Arkansas,-93.6070389924,33.2409810885,550.8080429437980
5075,Lawrence,Arkansas,-91.1070801351,36.0412452465,539.930574602249
5077,Lee,Arkansas,-90.7820673213,34.7806229431,582.6964321984610
5079,Lincoln,Arkansas,-91.7333211971,33.9574736745,583.5565559656200
5081,Little,Arkansas,,,142.93507961143300
5083,Logan,Arkansas,-93.7162169926,35.2153385104,533.0389856866290
5085,Lonoke,Arkansas,-91.8887898981,34.7542368128,598.6641481971800
5087,Madison,Arkansas,-93.7245618667,36.0109653302,558.0052878945460
5089,Marion,Arkansas,-92.6842202167,36.2683474959,578.322532881152
5091,Miller,Arkansas,-93.8915614277,33.3121471783,579.7122641989050
5093,Mississippi,Arkansas,-90.0541660119,35.7639016515,508.8700382758600
5095,Monroe,Arkansas,-91.2038921969,34.6778362856,571.7555616310680
5097,Montgomery,Arkansas,-93.6595529416,34.5387970384,589.5164553721670
5099,Nevada,Arkansas,-93.3071433023,33.6639660687,528.3490159510350
5101,Newton,Arkansas,-93.2178669264,35.9199743544,588.143547852415
5103,Ouachita,Arkansas,-92.8819343531,33.5933550412,532.8988574218750
5105,Perry,Arkansas,-92.9314699116,34.9473737476,501.37258817457100
5107,Phillips,Arkansas,-90.8480221032,34.42829125,562.0655757923090
5109,Pike,Arkansas,-93.6563416658,34.1634980417,594.3158660123810
5111,Poinsett,Arkansas,-90.6629400421,35.5740321244,530.5119869620750
5113,Polk,Arkansas,-94.2280604373,34.4858849277,519.0926527759760
5115,Pope,Arkansas,-93.0341542751,35.447636026,544.0806055871380
5117,Prairie,Arkansas,-91.5527759528,34.8297827954,502.7122280020970
5119,Pulaski,Arkansas,-92.3119257562,34.7699753373,543.8300567443970
5121,Randolph,Arkansas,-91.0277165202,36.341483312,595.1307077040250
5123,St.,Arkansas,,,186.05583071454600
5125,Saline,Arkansas,-92.676575561,34.6466183905,538.4579810892770
5127,Scott,Arkansas,-94.0632792993,34.8607684689,594.6076641398770
5129,Searcy,Arkansas,-92.6995245166,35.9109060184,546.1799716733640
5131,Sebastian,Arkansas,-94.2741206259,35.1993218755,504.0775224561730
5133,Sevier,Arkansas,-94.2412727038,33.9972551652,572.1318617592630
5135,Sharp,Arkansas,-91.4798585278,36.1611646374,579.3951898230220
5137,Stone,Arkansas,-92.1567129536,35.8598655553,534.1054345563840
5139,Union,Arkansas,-92.5972913761,33.171357538,526.8231081163870
5141,Van,Arkansas,,,143.15026011067400
5143,Washington,Arkansas,-94.2155848036,35.9790563044,570.7045625678380
5145,White,Arkansas,-91.7455472673,35.2562753346,516.6417050973080
5147,Woodruff,Arkansas,-91.2430822004,35.1863303424,531.393194821796
5149,Yell,Arkansas,-93.4112514229,35.0025779761,569.0700328970140
6001,Alameda,California,-121.917998966,37.6504930265,170.799096743243
6003,Alpine,California,-119.82065303,38.5972506332,139.76456184403200
6005,Amador,California,-120.651115621,38.446389504,109.74665091191500
6007,Butte,California,-121.600671735,39.6669293633,166.92739891087200
6009,Calaveras,California,-120.554132098,38.204606803,118.07308839229500
6011,Colusa,California,-122.237029616,39.177573113,135.88645662738300
6013,Contra,California,,,197.11333949553600
6015,Del,California,,,155.37233219666800
6017,El,California,,,114.23969570264500
6019,Fresno,California,-119.649322632,36.7581801263,122.90557627879300
6021,Glenn,California,-122.392206808,39.5984047698,143.9484833141120
6023,Humboldt,California,-123.915819446,40.7050090829,158.88696976539400
6025,Imperial,California,-115.365336962,33.0395904342,174.75038133772300
6027,Inyo,California,-117.410789686,36.5111268089,131.53553918142800
6029,Kern,California,-118.729900424,35.3428473738,175.8595873850170
6031,Kings,California,-119.815502709,36.0753604529,163.8647119235270
6033,Lake,California,-122.753183909,39.0996453445,189.27742625181000
6035,Lassen,California,-120.594332834,40.6735903894,158.99843058114700
6037,Los,California,,,192.03602511101500
6039,Madera,California,-119.762644507,37.2180440575,113.21897663515500
6041,Marin,California,-122.748858563,38.05518334,157.6114795571000
6043,Mariposa,California,-119.905517029,37.5815223099,104.62925005570200
6045,Mendocino,California,-123.431553907,39.4336238198,105.08477892495900
6047,Merced,California,-120.717688,37.191870471,182.9634715182230
6049,Modoc,California,-120.725028959,41.5898335739,133.59818395489400
6051,Mono,California,-118.886709262,37.938990343,174.19781468658400
6053,Monterey,California,-121.308901554,36.2397743956,121.94216069632900
6055,Napa,California,-122.330538465,38.5064964441,167.29610433763400
6057,Nevada,California,-120.768752113,39.301369579,105.82172248146100
6059,Orange,California,-117.776142822,33.6769134328,101.10169269374700
6061,Placer,California,-120.717645936,39.0634313879,156.49819956980200
6063,Plumas,California,-120.838597596,40.0046824769,194.04658985289300
6065,Riverside,California,-115.993845895,33.7436800499,187.2045687806890
6067,Sacramento,California,-121.344253814,38.4493208547,127.25757939816600
6069,San,California,,,140.12848081663100
6071,San,California,,,174.21323077676000
6073,San,California,,,182.87199863977200
6075,San,California,,,159.447149243369
6077,San,California,,,101.87629823990400
6079,San,California,,,118.84729777145400
6081,San,California,,,169.62590647829800
6083,Santa,California,,,118.77922609530600
6085,Santa,California,,,122.50338779827900
6087,Santa,California,,,162.89695198125500
6089,Shasta,California,-122.040521531,40.7637666014,130.60479894344400
6091,Sierra,California,-120.515996378,39.5804001016,194.25805621520500
6093,Siskiyou,California,-122.540367763,41.5926866339,103.84778955327600
6095,Solano,California,-121.940024418,38.2669127871,144.18419315849600
6097,Sonoma,California,-122.922544658,38.525292575,194.55348823768700
6099,Stanislaus,California,-120.997682895,37.5591374435,143.53793604405600
6101,Sutter,California,-121.694849665,39.0345595213,163.81579755884200
6103,Tehama,California,-122.233884853,40.1257361849,100.33244990172400
6105,Trinity,California,-123.112627727,40.6506935615,189.76341065405800
6107,Tulare,California,-118.80047248,36.220156659,111.48693247916000
6109,Tuolumne,California,-119.95475358,38.0276014047,159.01817311221000
6111,Ventura,California,-119.126027193,34.3575285169,145.656213255419
6113,Yolo,California,-121.90161702,38.6866603948,179.95866391562100
6115,Yuba,California,-121.351262732,39.2690076722,164.50817129141700
8001,Adams,Colorado,-104.337801716,39.8736400746,15.15462574405190
8003,Alamosa,Colorado,-105.788288197,37.5728931402,5.777090434551690
8005,Arapahoe,Colorado,-104.339234024,39.6497752303,25.819703347017400
8007,Archuleta,Colorado,-107.048288324,37.1936094363,23.80233359851370
8009,Baca,Colorado,-102.560476646,37.3191787991,21.34520363894340
8011,Bent,Colorado,-103.071704571,37.9550855775,1.885740080332620
8013,Boulder,Colorado,-105.35770567,40.0924597674,21.25171281321620
8014,"Broomfield,",Colorado,,,196.15717412152200
8015,Chaffee,Colorado,-106.194066665,38.7469030854,3.6909939061925200
8017,Cheyenne,Colorado,-102.603395824,38.8279397207,27.068709609054900
8019,Clear,Colorado,,,175.0145249809710
8021,Conejos,Colorado,-106.191627951,37.2006875346,27.254629222877300
8023,Costilla,Colorado,-105.428249706,37.2779522735,12.08498483527400
8025,Crowley,Colorado,-103.784825661,38.326661062,15.980358570856500
8027,Custer,Colorado,-105.367471778,38.1086779015,24.905665510255700
8029,Delta,Colorado,-107.862876811,38.8613737904,25.45675590505800
8031,"Denver,",Colorado,,,174.33164417941900
8033,Dolores,Colorado,-108.517265273,37.7516108062,10.221902781471600
8035,Douglas,Colorado,-104.929559461,39.3297243092,1.733466660437020
8037,Eagle,Colorado,-106.695299259,39.6278256159,23.282043118593200
8039,Elbert,Colorado,-104.13588983,39.2865595002,17.66979410663540
8041,El,Colorado,,,182.22065732879500
8043,Fremont,Colorado,-105.439657054,38.4729724659,10.150127018536100
8045,Garfield,Colorado,-107.903956154,39.599307179,15.365371489694200
8047,Gilpin,Colorado,-105.522621196,39.8575436237,29.166811646776400
8049,Grand,Colorado,-106.118358313,40.102614944,15.514625407176100
8051,Gunnison,Colorado,-107.031700114,38.6667977063,2.121267716737310
8053,Hinsdale,Colorado,-107.300311758,37.8213415755,4.796134080062560
8055,Huerfano,Colorado,-104.960584534,37.6846796381,7.31229938237299
8057,Jackson,Colorado,-106.342794688,40.6664326842,17.87409448192800
8059,Jefferson,Colorado,-105.250466793,39.5864284092,7.800012037420200
8061,Kiowa,Colorado,-102.740340455,38.4326851414,10.280336152535400
8063,Kit,Colorado,,,182.98654907447100
8065,Lake,Colorado,-106.344837734,39.2023794705,26.06047794383580
8067,La,Colorado,,,182.88006039542800
8069,Larimer,Colorado,-105.461144451,40.6664172232,9.371479757444030
8071,Las,Colorado,,,101.9530922262720
8073,Lincoln,Colorado,-103.513965366,38.9880685587,28.305891022942000
8075,Logan,Colorado,-103.110095731,40.7246687188,27.674497285219900
8077,Mesa,Colorado,-108.466440182,39.0182904955,6.122076334456140
8079,Mineral,Colorado,-106.924094646,37.6689956825,12.403333428086900
8081,Moffat,Colorado,-108.207290604,40.61842222,4.614279130967310
8083,Montezuma,Colorado,-108.596669828,37.3384339705,5.8063310853965000
8085,Montrose,Colorado,-108.269451135,38.4021560325,28.358838313447900
8087,Morgan,Colorado,-103.809822237,40.2627443761,8.44433798104938
8089,Otero,Colorado,-103.716445685,37.9027017254,18.782956683577200
8091,Ouray,Colorado,-107.76931682,38.1554971802,1.144569619302290
8093,Park,Colorado,-105.717174716,39.1193028617,17.86064567480110
8095,Phillips,Colorado,-102.357579601,40.5938843197,15.003604227871400
8097,Pitkin,Colorado,-106.916577749,39.2171057452,10.553557068403300
8099,Prowers,Colorado,-102.393348977,37.9551831858,7.100065574083300
8101,Pueblo,Colorado,-104.512845555,38.1734202345,22.971921619772200
8103,Rio,Colorado,,,133.85014934696900
8105,Rio,Colorado,,,199.7732073648810
8107,Routt,Colorado,-106.991193187,40.4850679408,27.87218114173090
8109,Saguache,Colorado,-106.281555562,38.0805527548,15.68479264815990
8111,San,Colorado,,,153.6828279817510
8113,San,Colorado,,,101.06313651374800
8115,Sedgwick,Colorado,-102.351791195,40.8759049641,27.5700200248341
8117,Summit,Colorado,-106.116379137,39.634170806,12.596947618876100
8119,Teller,Colorado,-105.161826391,38.8821720468,10.867263546529700
8121,Washington,Colorado,-103.201252881,39.9710617874,29.99949742658690
8123,Weld,Colorado,-104.392531357,40.5548298977,11.023883285766100
8125,Yuma,Colorado,-102.424226323,40.0028993432,18.55917768336950
9001,Fairfield,Connecticut,-73.3712046145,41.2249600832,534.4657386843250
9003,Hartford,Connecticut,-72.7328122495,41.8064287933,504.7101700076800
9005,Litchfield,Connecticut,-73.2453207905,41.7924983178,563.2815635027350
9007,Middlesex,Connecticut,-72.5231194296,41.4353818043,585.7205066419440
9009,New,Connecticut,,,193.21081651443100
9011,New,Connecticut,,,172.938480178558
9013,Tolland,Connecticut,-72.3365016791,41.855065982,513.0515678869830
9015,Windham,Connecticut,-71.9874782796,41.8300455104,571.3038851674100
10001,Kent,Delaware,-75.5046137018,39.0959545402,570.8555937775440
10003,New,Delaware,,,165.46392319288300
10005,Sussex,Delaware,-75.3395417153,38.6832973547,551.3609855677090
11001,District,District of Columbia,,,180.1293547846140
12001,Alachua,Florida,-82.3577015483,29.6747549911,566.0392843119980
12003,Baker,Florida,-82.2845872684,30.331070985,569.8791762766880
12005,Bay,Florida,-85.6326228076,30.237646533,571.8556093014280
12007,Bradford,Florida,-82.1687777662,29.9499595746,582.0591302752280
12009,Brevard,Florida,-80.7012054832,28.300314142,507.6028663495510
12011,Broward,Florida,-80.4558842537,26.1518560378,584.0128462919780
12013,Calhoun,Florida,-85.1972071433,30.4060343343,579.6619733366530
12015,Charlotte,Florida,-81.9503159678,26.8998432654,515.1503439635470
12017,Citrus,Florida,-82.5201067311,28.8475696914,502.89006668638700
12019,Clay,Florida,-81.8578845259,29.9830664456,556.4432100199620
12021,Collier,Florida,-81.3809730552,26.0992389901,553.7160195792560
12023,Columbia,Florida,-82.6215388925,30.2242399397,550.3083254744990
12027,DeSoto,Florida,-81.8094429515,27.1863023348,536.0199265201750
12029,Dixie,Florida,-83.1870324531,29.5812415277,527.5128529706110
12031,Duval,Florida,-81.6480093213,30.3354403303,550.6758182684140
12033,Escambia,Florida,-87.3413643298,30.6143960313,594.4641826839280
12035,Flagler,Florida,-81.2929913884,29.4711426482,589.3514987380010
12037,Franklin,Florida,-84.8004565948,29.8116835857,537.8050605052890
12039,Gadsden,Florida,-84.6135993294,30.5794688821,546.367326786907
12041,Gilchrist,Florida,-82.8003665306,29.7258227162,538.2689504037230
12043,Glades,Florida,-81.1890293853,26.9564459351,578.8722735387950
12045,Gulf,Florida,-85.2610062794,29.9086211231,570.9314033530290
12047,Hamilton,Florida,-82.9479591393,30.4964266893,582.8603716898460
12049,Hardee,Florida,-81.8100059395,27.4927094815,582.6935118838860
12051,Hendry,Florida,-81.1659012496,26.5534898513,541.9921559278760
12053,Hernando,Florida,-82.4684895116,28.5561708513,578.4457508633360
12055,Highlands,Florida,-81.3410379056,27.3433797347,501.0882181880130
12057,Hillsborough,Florida,-82.346916153,27.9062278359,596.7393953978040
12059,Holmes,Florida,-85.8141023534,30.8678906078,580.141146204055
12061,Indian,Florida,,,104.87910711797500
12063,Jackson,Florida,-85.2154596916,30.7953911236,572.9161628061020
12065,Jefferson,Florida,-83.9004744786,30.4234582107,579.7885045499550
12067,Lafayette,Florida,-83.1810673054,29.9855183221,580.349311114511
12069,Lake,Florida,-81.7113031676,28.7614688332,580.199606172316
12071,Lee,Florida,-81.9154527285,26.5756896561,572.7976811283980
12073,Leon,Florida,-84.2778815189,30.458037893,513.3837790342740
12075,Levy,Florida,-82.7886132018,29.2822055783,549.7141885657930
12077,Liberty,Florida,-84.8829111582,30.2413631478,513.8775044724970
12079,Madison,Florida,-83.4701228264,30.4441430277,515.7530471179020
12081,Manatee,Florida,-82.3575458711,27.4775188749,579.5320029878600
12083,Marion,Florida,-82.0566756823,29.2102022904,502.8104562777550
12085,Martin,Florida,-80.3984639525,27.0816164392,502.2856057197390
12086,Miami-Dade,Florida,-80.4986673175,25.6089674858,567.1927800807850
12087,Monroe,Florida,-81.1856924179,25.0467803277,541.1005181590560
12089,Nassau,Florida,-81.7714179132,30.6105780997,589.5763033281710
12091,Okaloosa,Florida,-86.5921750794,30.6650297247,505.85106095224700
12093,Okeechobee,Florida,-80.888585011,27.3863036127,563.1966191957290
12095,Orange,Florida,-81.3234735281,28.5144162588,509.2352249687160
12097,Osceola,Florida,-81.1494997552,28.0626646156,553.9392284584190
12099,Palm,Florida,,,126.28701752750200
12101,Pasco,Florida,-82.438869799,28.3067419076,511.23342789503000
12103,Pinellas,Florida,-82.7395539464,27.9026762041,593.4051559355630
12105,Polk,Florida,-81.6976853961,27.9488714857,570.7524855249990
12107,Putnam,Florida,-81.7443041288,29.6086348479,555.144015973305
12109,St.,Florida,,,151.70831373438100
12111,St.,Florida,,,127.37676205962900
12113,Santa,Florida,,,138.2523309758440
12115,Sarasota,Florida,-82.3649735213,27.1824778115,524.9995922719620
12117,Seminole,Florida,-81.2363275276,28.7169755783,567.6010893571950
12119,Sumter,Florida,-82.0809953636,28.7048225353,531.9512938769800
12121,Suwannee,Florida,-82.9914923725,30.1956117481,589.5241866228110
12123,Taylor,Florida,-83.6189726465,30.0195666061,529.2411279671790
12125,Union,Florida,-82.3714410129,30.0438391148,548.1282079836090
12127,Volusia,Florida,-81.1485743573,29.0634475051,562.6883930669790
12129,Wakulla,Florida,-84.3756074885,30.1477719789,568.6453876562170
12131,Walton,Florida,-86.1715163089,30.6184688458,584.8534961888340
12133,Washington,Florida,-85.6653287163,30.6105923313,544.767365637846
13001,Appling,Georgia,-82.288983582,31.7492803518,504.3969397687160
13003,Atkinson,Georgia,-82.8799928978,31.2971083422,534.693122156653
13005,Bacon,Georgia,-82.4526850982,31.5536748311,593.0665210800650
13007,Baker,Georgia,-84.4446694741,31.326183927,516.9593888900480
13009,Baldwin,Georgia,-83.2495906334,33.0692757535,579.8679921818590
13011,Banks,Georgia,-83.4973801652,34.3541370113,529.3614737633400
13013,Barrow,Georgia,-83.7127549805,33.9931962064,584.18759125887
13015,Bartow,Georgia,-84.8403384771,34.2376620909,568.4332073775350
13017,Ben,Georgia,,,190.17277369106800
13019,Berrien,Georgia,-83.229622,31.2760599041,594.9168307359550
13021,Bibb,Georgia,-83.6974200138,32.8064982238,512.4404862619820
13023,Bleckley,Georgia,-83.3278388255,32.4344414462,587.9596471187120
13025,Brantley,Georgia,-81.9818955745,31.1968761426,551.3320961222900
13027,Brooks,Georgia,-83.5802119065,30.8419677363,561.9810954485510
13029,Bryan,Georgia,-81.4424722248,32.013224335,578.4663448683920
13031,Bulloch,Georgia,-81.7431781429,32.3968141786,573.5013300112060
13033,Burke,Georgia,-82.0007811537,33.0611535027,514.234130245623
13035,Butts,Georgia,-83.9571695116,33.2878507429,512.4623841474490
13037,Calhoun,Georgia,-84.6245076946,31.5291972743,562.7039530714540
13039,Camden,Georgia,-81.6363849358,30.9224883015,595.8752002964230
13043,Candler,Georgia,-82.0736728222,32.403442782,522.9441470897160
13045,Carroll,Georgia,-85.0797630545,33.5827978515,539.4254135648630
13047,Catoosa,Georgia,-85.1382470065,34.9036574214,586.0698237891050
13049,Charlton,Georgia,-82.1376881412,30.7817272016,511.14638671836400
13051,Chatham,Georgia,-81.0939703133,31.9739511211,555.1809877355500
13053,Chattahoochee,Georgia,-84.7870462059,32.346971275,517.0882439389160
13055,Chattooga,Georgia,-85.3452913609,34.4750152607,541.7963863294930
13057,Cherokee,Georgia,-84.4761934266,34.2439383654,586.3358004557620
13059,Clarke,Georgia,-83.3673290793,33.9511687467,503.0824117757260
