,Unnamed: 0,temp,longitude,latitude,cat
57,57.0,8.81072038512662,-96.2158791652355,35.8868295214616,cold
58,58.0,9.60027626323876,-94.7873187360113,41.3472999068005,cold
59,59.0,1.42481304542508,-91.5459210870537,36.3032049245384,cold
60,60.0,6.27142322366982,-95.3839468014505,39.1116768781745,cold
61,61.0,6.24488319699743,-96.347248843578,38.1841073940867,cold
62,62.0,4.79437461198512,-96.2483382376855,39.3951891757056,cold
63,63.0,7.74793653358688,-91.9341426554631,42.3052873301745,cold
64,64.0,6.55207327732085,-92.793068827332,35.3225291609432,cold
65,65.0,5.91867610523534,-92.1354914453472,36.8257880966222,cold
66,66.0,1.21086005875683,-91.6013227267935,41.1501130873071,cold
67,67.0,7.11753624221178,-92.8139964332131,40.974017059208094,cold
68,68.0,3.8853569137417914,-99.1883583712264,35.5441101004047,cold
69,69.0,9.49026464229141,-94.7406206705355,38.7556707501251,cold
70,70.0,6.36776050363934,-91.3449089404724,35.3332953283858,cold
71,71.0,6.42797037358582,-96.8803500734403,37.8460180109297,cold
72,72.0,9.23370215699691,-98.7047418459884,36.79909834344,cold
73,73.0,6.79923813399756,-96.3632940179805,35.6322635998699,cold
74,74.0,2.1797994394538,-96.4793009515717,36.0238216943735,cold
75,75.0,4.10950615300433,-92.9183117017862,41.7093118791587,cold
76,76.0,8.98702248057907,-97.1411890371244,40.3573159905845,cold
77,77.0,2.47623068045806,-94.1567408297615,41.4601159813944,cold
78,78.0,5.04687233072014,-94.9505860076759,37.8709230983312,cold
79,79.0,4.58810758066502,-99.0129846598802,36.2311436683038,cold
80,80.0,9.41398301802074,-93.1077493824936,36.4393513730518,cold
81,81.0,9.4901039781106,-95.5624179177555,41.8558630812022,cold
82,82.0,6.64120725251327,-98.6301019125911,41.484268090318,cold
83,83.0,3.22431356758606,-93.7652087683626,37.6244777871385,cold
84,84.0,4.60923592254878,-93.3600777326955,37.5940095547374,cold
85,85.0,8.20141155477937,-97.1969681124892,35.8788881863687,cold
86,86.0,2.14363226106683,-90.074260978039,41.8759770774802,cold
87,87.0,8.44326565639886,-90.170068867246,38.7496308291459,cold
88,88.0,8.82975957296616,-91.1006416390027,41.3597537926426,cold
89,89.0,5.5250247135335,-96.5321392891568,42.3060981734595,cold
90,90.0,7.41097467489349,-96.7868787014223,40.9724785535496,cold
91,91.0,9.6219665353987,-91.0480260538896,35.9429566829473,cold
92,92.0,4.84322248996582,-95.224888929669,35.1418691050921,cold
93,93.0,9.47329011656397,-98.886660748467,38.327673563448094,cold
94,94.0,7.23300953230937,-96.6436065292871,37.8338626301936,cold
95,95.0,9.2270256062596,-90.1647328002116,40.250945994865,cold
96,96.0,9.42556058460815,-93.3321969754516,40.9950217934866,cold
97,97.0,7.1700060402184,-95.9864145734841,39.5536227556239,cold
98,98.0,7.24568755116223,-99.3896207629045,42.0352438314049,cold
99,99.0,7.71535056305697,-95.6940441710947,37.53003319400791,cold
100,,1.9871765836958377,-121.6955621451997,43.804498221678465,hot
101,,7.802609140940557,-124.86158155569125,41.96712016357877,hot
102,,5.660349351890145,-120.2953870569574,44.827026320430704,hot
103,,3.644158343321311,-120.3819194968305,46.082880064742156,hot
104,,1.4727994878153101,-121.23390073533737,46.90940033672291,hot
105,,8.909406738400705,-122.31181741677761,42.55887704587235,hot
106,,2.9421921682451773,-120.83834973048069,42.6698938394918,hot
107,,4.78713054715346,-122.40693739538813,42.16312678011208,hot
108,,4.184906671056506,-121.03703573037754,38.59831160105745,hot
109,,5.070908543736248,-124.10392835836669,41.074536015706414,hot
110,,7.205885569394054,-120.01886647314372,38.26605244597323,hot
111,,3.8243346471898616,-124.80384128896102,39.43278343869535,hot
112,,1.1725868120062537,-122.21315426541177,46.93547506055284,hot
113,,1.544324064333007,-123.03561591410735,41.89040236404858,hot
114,,1.9222867347349086,-123.16889366087928,38.569906236413985,hot
115,,8.052669766735363,-120.1168471870115,38.4428699271121,hot
116,,9.163965055803635,-120.42073084560923,40.13893486732137,hot
117,,4.98746277381132,-124.62547683391774,41.682175379408605,hot
118,,5.2826843613334695,-121.15288565833637,41.09183743642215,hot
119,,3.5474088953175054,-121.12457533438852,36.8728080167438,hot
120,,3.016046522768569,-121.35372496153414,46.08348564262208,hot
121,,9.928679875802525,-121.00892972574387,35.173447608013205,hot
122,,2.8283689987603733,-121.24704623855483,37.4109610724521,hot
123,,3.0115762051446966,-120.27599006022072,38.01252578927474,hot
124,,7.80468982825205,-120.59096898595504,44.549622848307024,hot
125,,8.066301629751756,-121.00039014209253,42.66766898088617,hot
126,,7.435816205037943,-123.58581211371624,39.604170941558095,hot
127,,4.016091785011872,-122.69543735483877,37.062161380213745,hot
128,,6.284462330711749,-121.60545215835644,42.1083276249066,hot
129,,2.4720318656475766,-121.95305300419889,37.7464194469024,hot
130,,2.6051760655276843,-121.54093476543024,35.41013221690209,hot
131,,9.401443182161625,-121.16490775637985,45.470759544896055,hot
132,,4.7697111675077455,-121.09323007482074,41.68357116232421,hot
133,,8.385460179941173,-124.27013248099348,35.47087233683903,hot
134,,3.454521706016433,-124.16191791157347,38.13240693467004,hot
135,,4.904547778297463,-122.09971089919559,44.70689756277066,hot
136,,1.7475398790160863,-123.38869899415013,46.66511285776641,hot
137,,4.458185865863798,-120.823749826973,39.06205704045302,hot
138,,8.177264507354092,-121.46938784802646,38.14563671541155,hot
139,,8.677343488604617,-120.35707084932093,35.25815218944366,hot
140,,7.264700366166417,-123.0358534075188,36.17472489366071,hot
141,,8.116264736497747,-124.8358908585445,41.8787699976054,hot
142,,6.42314678855717,-121.43159527158527,35.39212280057296,hot
143,,4.105295537589551,-120.9862629239892,35.959377102625496,hot
144,,1.1033477934875,-124.36852722287782,35.297659664934805,hot
145,,7.065024448665626,-120.23017830152479,41.481890547517274,hot
146,,6.043385369137695,-123.60555563905322,45.34191498069674,hot
147,,1.5989513230404553,-124.6828525577298,42.269601472530596,hot
148,,7.112918484545835,-122.79855644138333,39.42390999987054,hot
149,,7.820660866313194,-124.98348422193845,44.46205260647707,hot
150,,3.2049162830275737,-124.9317274845335,46.186442065282165,hot
151,,7.613511565962623,-121.67441558238632,37.21008982314776,hot
152,,1.6384578879122313,-122.08344368358031,35.23888209429371,hot
153,,1.0384723939729392,-122.46476346508405,35.94800736503235,hot
154,,6.4933669612875295,-123.32565263825137,44.58958559650881,hot
155,,8.635289575924826,-120.04856944786346,37.7976336481799,hot
156,,6.148066999578397,-121.73487478565798,44.67256622706509,hot
157,,1.5873083469663627,-124.28731915522245,36.70972026947825,hot
158,,5.454882052146347,-121.54202639099329,46.40530060384325,hot
159,,7.266471445887501,-120.1915837216436,35.30720282697589,hot
160,,7.097866885528326,-120.22414343944841,36.309462705682925,hot
161,,7.787438610539094,-121.91004482078053,37.41870565663631,hot
162,,6.4919700639339375,-123.52879025351918,39.28703176855037,hot
163,,1.8586358309682398,-121.64603921898977,41.60224409138576,hot
164,,7.891976573021667,-123.6897369760035,43.25235979942634,hot
165,,8.371712927982578,-121.37396892441042,39.47571703811376,hot
166,,9.136304880607238,-124.1845782398466,39.48212912384402,hot
167,,9.457645761495515,-122.61611359667911,37.801777444592005,hot
168,,7.080491464485393,-120.1926994111316,46.03130673146001,hot
169,,7.157160630079424,-124.4647827412191,38.20510529775649,hot
170,,4.571362219313313,-123.89926410130258,36.49879918190714,hot
171,,5.032313768774923,-124.19879965223879,40.38641486926779,hot
172,,4.884235256220206,-120.68621579589598,45.410074528858374,hot
173,,1.9483014863149357,-123.73837320781529,43.5155956453739,hot
174,,8.961270529516202,-122.59891746014446,43.25931799399484,hot
175,,4.646970155098507,-124.08801600506827,35.24171530368293,hot
176,,8.978423189322701,-124.19158088618552,43.43802234825927,hot
177,,7.834199706963335,-123.9637470059494,37.952763694981044,hot
178,,1.3198201586340368,-121.55313962515564,42.46446933667299,hot
179,,7.938513604411159,-123.01687470920498,40.55354071859581,hot
180,,8.720544510031207,-124.55765610832684,35.38706194180222,hot
181,,9.879370717746077,-120.38977682210543,45.52787849924925,hot
182,,9.027453986388384,-124.82149058119163,44.8749581628131,hot
183,,3.4599795191393246,-123.86870556916685,44.20108786558015,hot
184,,5.178945019184664,-124.10024667680267,37.240994861791556,hot
185,,7.08960957133033,-122.69313505263372,43.33932820764055,hot
186,,4.854871064086069,-121.90404529817994,42.20104860373955,hot
187,,5.968564064539547,-123.41343406066493,44.93455597740639,hot
188,,8.905283706834204,-123.16271036297196,38.78906424007001,hot
189,,2.5851397746259885,-122.08216535467379,36.343198913822604,hot
190,,9.455750267893517,-122.63786959644933,35.53612711093939,hot
191,,9.316719779809716,-120.18112065153785,40.487750515038016,hot
192,,1.0825931845583385,-123.32232773225554,39.094566176276714,hot
193,,1.1374679868248618,-124.86218310979295,41.5212927529379,hot
194,,3.7999374663001637,-124.9061745444602,42.220971260289076,hot
195,,2.6322242605141213,-123.6621534440937,42.20257282964408,hot
196,,4.049293401427458,-124.09404756770607,38.355149586012985,hot
197,,6.700198126156494,-121.46828909930824,42.15162778149423,hot
198,,3.2095597436729975,-120.61150117279577,36.93328205205613,hot
199,,2.7279819603360806,-124.13168387910224,43.5840744572752,hot
