,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIPS,NAME,STATE,longitude,latitude,precipitation
66,66,66,66,1133,Winston,Alabama,-87.3736834128,34.1492251125,587.9606897375352
67,67,67,67,2013,Aleutians,Alaska,,,125.44540554667932
68,68,68,68,2016,Aleutians,Alaska,,,188.4258679194706
69,69,69,69,2020,"Anchorage,",Alaska,,,125.28156576445906
70,70,70,70,2050,Bethel,Alaska,-160.195267975,60.8490903436,119.46809506273028
71,71,71,71,2060,Bristol,Alaska,,,109.38500783481558
72,72,72,72,2068,Denali,Alaska,-150.011714676,63.6716419513,181.23728659187933
73,73,73,73,2070,Dillingham,Alaska,-158.348270189,59.7139951133,136.25300795028446
74,74,74,74,2090,Fairbanks,Alaska,,,143.4855283732906
75,75,75,75,2100,Haines,Alaska,-135.470092205,59.0758951471,413.4722543560754
76,76,76,76,2105,Hoonah–Angoon,Alaska,,,174.8553545467974
77,77,77,77,2110,"Juneau,",Alaska,,,172.51700891946226
78,78,78,78,2122,Kenai,Alaska,,,168.86218279442338
79,79,79,79,2130,Ketchikan,Alaska,,,144.27995694118158
80,80,80,80,2150,Kodiak,Alaska,,,103.60038937169908
81,81,81,81,2158,Kusilvak,Alaska,-163.525464784,62.160012711,176.15807769736122
82,82,82,82,2164,Lake,Alaska,,,106.22647203015909
83,83,83,83,2170,Matanuska-Susitna,Alaska,-149.580200458,62.3046703274,141.60068587564805
84,84,84,84,2180,Nome,Alaska,-164.244322616,64.8354505226,143.2125333737854
85,85,85,85,2185,North,Alaska,,,133.0389273503019
86,86,86,86,2188,Northwest,Alaska,,,132.77892139120627
87,87,87,87,2195,Petersburg,Alaska,-133.002459292,57.1140130761,542.8407543567027
88,88,88,88,2198,Prince,Alaska,,,126.7747942591096
89,89,89,89,2220,"Sitka,",Alaska,,,103.43893328579708
90,90,90,90,2230,"Skagway,",Alaska,,,151.44670892122554
91,91,91,91,2240,Southeast,Alaska,,,112.7883724742482
92,92,92,92,2261,Valdez–Cordova,Alaska,,,172.91517363113567
93,93,93,93,2275,"Wrangell,",Alaska,,,116.09934008045668
94,94,94,94,2282,"Yakutat,",Alaska,,,147.95969710519125
95,95,95,95,2290,Yukon–Koyukuk,Alaska,,,192.43288906858407
96,96,96,96,60010,Eastern,American Samoa,-170.627332642,-14.2674550886,198.2373104682607
97,97,97,97,60020,Manu'a,American Samoa,-169.53673492,-14.2084357923,173.62277443876906
98,98,98,98,60030,Rose,American Samoa,,,119.18865625104608
99,99,99,99,60040,Swain's,American Samoa,,,136.5721012868068
100,100,100,100,60050,Western,American Samoa,-170.784527256,-14.3355554126,121.6557719259378
101,101,101,101,4001,Apache,Arizona,-109.488828707,35.3955080611,25.899965422983755
102,102,102,102,4003,Cochise,Arizona,-109.751263137,31.8796370864,5.060115866436138
103,103,103,103,4005,Coconino,Arizona,-111.770512718,35.8386956734,24.608536224698412
104,104,104,104,4007,Gila,Arizona,-110.811737097,33.7997498678,27.735906269436526
105,105,105,105,4009,Graham,Arizona,-109.887451628,32.9326627045,18.034056364483348
106,106,106,106,4011,Greenlee,Arizona,-109.240355413,33.2154016682,5.24702618692525
107,107,107,107,4012,La,Arizona,,,197.90733857115023
108,108,108,108,4013,Maricopa,Arizona,-112.491486812,33.3489778227,19.58732129739641
109,109,109,109,4015,Mohave,Arizona,-113.757910618,35.7040584995,136.75017415717076
110,110,110,110,4017,Navajo,Arizona,-110.321396004,35.3995733714,15.62998665292339
111,111,111,111,4019,Pima,Arizona,-111.789863499,32.097399026,1.8973380412275045
112,112,112,112,4021,Pinal,Arizona,-111.344739896,32.9043665122,6.063555806509492
113,113,113,113,4023,Santa,Arizona,,,188.15136876598825
114,114,114,114,4025,Yavapai,Arizona,-112.553944833,34.5998564246,28.932166470078016
115,115,115,115,4027,Yuma,Arizona,-113.905618757,32.7696188927,188.1505342541124
116,116,116,116,5001,Arkansas,Arkansas,-91.3749047506,34.2908080523,550.1649326635761
117,117,117,117,5003,Ashley,Arkansas,-91.7684475565,33.1912219797,500.7759136751247
118,118,118,118,5005,Baxter,Arkansas,-92.3369721117,36.2871782318,503.0712314445416
119,119,119,119,5007,Benton,Arkansas,-94.2561015344,36.3387382969,526.285089630102
120,120,120,120,5009,Boone,Arkansas,-93.0915633723,36.3085986469,565.4384800273535
121,121,121,121,5011,Bradley,Arkansas,-92.1624016443,33.4664224376,552.7183805665634
122,122,122,122,5013,Calhoun,Arkansas,-92.5030441645,33.5580341574,523.2324150119398
123,123,123,123,5015,Carroll,Arkansas,-93.5381811083,36.3410829938,583.2395388465233
124,124,124,124,5017,Chicot,Arkansas,-91.2939728213,33.2672553197,507.92113959183536
125,125,125,125,5019,Clark,Arkansas,-93.1763674899,34.0509558643,517.2875508379816
126,126,126,126,5021,Clay,Arkansas,-90.4173835629,36.3683942057,556.9508793560641
127,127,127,127,5023,Cleburne,Arkansas,-92.0267180322,35.5381064958,505.31181280413495
128,128,128,128,5025,Cleveland,Arkansas,-92.1851454385,33.8983618624,545.8696757908696
129,129,129,129,5027,Columbia,Arkansas,-93.227308885,33.2142871374,567.7526035191609
130,130,130,130,5029,Conway,Arkansas,-92.7013072101,35.2622207059,536.4088662340511
131,131,131,131,5031,Craighead,Arkansas,-90.632841255,35.8307887047,579.418133743086
132,132,132,132,5033,Crawford,Arkansas,-94.2429568096,35.5884840734,527.8759534166279
133,133,133,133,5035,Crittenden,Arkansas,-90.3088719897,35.2079371348,576.6856055740344
134,134,134,134,5037,Cross,Arkansas,-90.771226853,35.2957261162,546.8771435594283
135,135,135,135,5039,Dallas,Arkansas,-92.6544402046,33.9698311293,516.6270725647436
136,136,136,136,5041,Desha,Arkansas,-91.2539442656,33.8333331807,586.767269932385
137,137,137,137,5043,Drew,Arkansas,-91.720023319,33.5894557062,580.6410420478663
138,138,138,138,5045,Faulkner,Arkansas,-92.332041157,35.1469781265,538.5818905651618
139,139,139,139,5047,Franklin,Arkansas,-93.8906143781,35.5123637272,595.5770992412833
140,140,140,140,5049,Fulton,Arkansas,-91.8182352994,36.3816695474,599.7381396429765
141,141,141,141,5051,Garland,Arkansas,-93.150399652,34.5767017575,519.1211202514503
142,142,142,142,5053,Grant,Arkansas,-92.4235830486,34.2900177408,544.7769203519707
143,143,143,143,5055,Greene,Arkansas,-90.5590717273,36.117697723,537.8483214972067
144,144,144,144,5057,Hempstead,Arkansas,-93.6684431539,33.7353045888,575.8210004662725
145,145,145,145,5059,Hot,Arkansas,,,126.3274955996787
146,146,146,146,5061,Howard,Arkansas,-93.9934933573,34.0887429323,570.7565126756253
147,147,147,147,5063,Independence,Arkansas,-91.5697116529,35.7415534129,539.0079490875796
148,148,148,148,5065,Izard,Arkansas,-91.9134102959,36.0948699143,583.842473648682
149,149,149,149,5067,Jackson,Arkansas,-91.2145376687,35.5992402368,509.722277139612
150,150,150,150,5069,Jefferson,Arkansas,-91.9315146225,34.2687844437,518.4465067682457
151,151,151,151,5071,Johnson,Arkansas,-93.4598811569,35.5701227411,593.5521520370614
152,152,152,152,5073,Lafayette,Arkansas,-93.6070389924,33.2409810885,550.8080429437981
153,153,153,153,5075,Lawrence,Arkansas,-91.1070801351,36.0412452465,539.930574602249
154,154,154,154,5077,Lee,Arkansas,-90.7820673213,34.7806229431,582.6964321984609
155,155,155,155,5079,Lincoln,Arkansas,-91.7333211971,33.9574736745,583.5565559656199
156,156,156,156,5081,Little,Arkansas,,,142.93507961143268
157,157,157,157,5083,Logan,Arkansas,-93.7162169926,35.2153385104,533.0389856866292
158,158,158,158,5085,Lonoke,Arkansas,-91.8887898981,34.7542368128,598.6641481971803
159,159,159,159,5087,Madison,Arkansas,-93.7245618667,36.0109653302,558.0052878945462
160,160,160,160,5089,Marion,Arkansas,-92.6842202167,36.2683474959,578.322532881152
161,161,161,161,5091,Miller,Arkansas,-93.8915614277,33.3121471783,579.7122641989047
162,162,162,162,5093,Mississippi,Arkansas,-90.0541660119,35.7639016515,508.8700382758601
163,163,163,163,5095,Monroe,Arkansas,-91.2038921969,34.6778362856,571.7555616310681
164,164,164,164,5097,Montgomery,Arkansas,-93.6595529416,34.5387970384,589.5164553721673
165,165,165,165,5099,Nevada,Arkansas,-93.3071433023,33.6639660687,528.3490159510345
166,166,166,166,5101,Newton,Arkansas,-93.2178669264,35.9199743544,588.143547852415
167,167,167,167,5103,Ouachita,Arkansas,-92.8819343531,33.5933550412,532.8988574218747
168,168,168,168,5105,Perry,Arkansas,-92.9314699116,34.9473737476,501.3725881745706
169,169,169,169,5107,Phillips,Arkansas,-90.8480221032,34.42829125,562.0655757923088
170,170,170,170,5109,Pike,Arkansas,-93.6563416658,34.1634980417,594.3158660123814
171,171,171,171,5111,Poinsett,Arkansas,-90.6629400421,35.5740321244,530.5119869620752
172,172,172,172,5113,Polk,Arkansas,-94.2280604373,34.4858849277,519.0926527759755
173,173,173,173,5115,Pope,Arkansas,-93.0341542751,35.447636026,544.0806055871377
174,174,174,174,5117,Prairie,Arkansas,-91.5527759528,34.8297827954,502.7122280020966
175,175,175,175,5119,Pulaski,Arkansas,-92.3119257562,34.7699753373,543.8300567443974
176,176,176,176,5121,Randolph,Arkansas,-91.0277165202,36.341483312,595.1307077040246
177,177,177,177,5123,St.,Arkansas,,,186.0558307145456
178,178,178,178,5125,Saline,Arkansas,-92.676575561,34.6466183905,538.4579810892769
179,179,179,179,5127,Scott,Arkansas,-94.0632792993,34.8607684689,594.6076641398773
180,180,180,180,5129,Searcy,Arkansas,-92.6995245166,35.9109060184,546.1799716733643
181,181,181,181,5131,Sebastian,Arkansas,-94.2741206259,35.1993218755,504.0775224561731
182,182,182,182,5133,Sevier,Arkansas,-94.2412727038,33.9972551652,572.1318617592625
183,183,183,183,5135,Sharp,Arkansas,-91.4798585278,36.1611646374,579.3951898230215
184,184,184,184,5137,Stone,Arkansas,-92.1567129536,35.8598655553,534.1054345563838
185,185,185,185,5139,Union,Arkansas,-92.5972913761,33.171357538,526.8231081163865
186,186,186,186,5141,Van,Arkansas,,,143.15026011067377
187,187,187,187,5143,Washington,Arkansas,-94.2155848036,35.9790563044,570.7045625678379
188,188,188,188,5145,White,Arkansas,-91.7455472673,35.2562753346,516.6417050973084
189,189,189,189,5147,Woodruff,Arkansas,-91.2430822004,35.1863303424,531.393194821796
190,190,190,190,5149,Yell,Arkansas,-93.4112514229,35.0025779761,569.0700328970141
191,191,191,191,6001,Alameda,California,-121.917998966,37.6504930265,558.1189221583257
192,192,192,192,6003,Alpine,California,-119.82065303,38.5972506332,558.9494075754297
193,193,193,193,6005,Amador,California,-120.651115621,38.446389504,420.7060902798016
194,194,194,194,6007,Butte,California,-121.600671735,39.6669293633,433.2164622799017
195,195,195,195,6009,Calaveras,California,-120.554132098,38.204606803,514.6599539882335
196,196,196,196,6011,Colusa,California,-122.237029616,39.177573113,441.52768373851274
197,197,197,197,6013,Contra,California,,,197.1133394955361
198,198,198,198,6015,Del,California,,,155.37233219666763
199,199,199,199,6017,El,California,,,114.23969570264472
200,200,200,200,6019,Fresno,California,-119.649322632,36.7581801263,427.61283181827554
201,201,201,201,6021,Glenn,California,-122.392206808,39.5984047698,401.4490020388628
202,202,202,202,6023,Humboldt,California,-123.915819446,40.7050090829,545.4991131706054
203,203,203,203,6025,Imperial,California,-115.365336962,33.0395904342,556.5792645643087
204,204,204,204,6027,Inyo,California,-117.410789686,36.5111268089,505.7084897438279
205,205,205,205,6029,Kern,California,-118.729900424,35.3428473738,484.1452101709835
206,206,206,206,6031,Kings,California,-119.815502709,36.0753604529,409.80919407589704
207,207,207,207,6033,Lake,California,-122.753183909,39.0996453445,475.0716897514189
208,208,208,208,6035,Lassen,California,-120.594332834,40.6735903894,540.247868603633
209,209,209,209,6037,Los,California,,,192.03602511101536
210,210,210,210,6039,Madera,California,-119.762644507,37.2180440575,404.80442140590134
211,211,211,211,6041,Marin,California,-122.748858563,38.05518334,544.0968913184333
212,212,212,212,6043,Mariposa,California,-119.905517029,37.5815223099,475.84912396186957
213,213,213,213,6045,Mendocino,California,-123.431553907,39.4336238198,436.67086837408795
214,214,214,214,6047,Merced,California,-120.717688,37.191870471,499.7606315138829
215,215,215,215,6049,Modoc,California,-120.725028959,41.5898335739,492.4207283510855
216,216,216,216,6051,Mono,California,-118.886709262,37.938990343,469.9589238021568
217,217,217,217,6053,Monterey,California,-121.308901554,36.2397743956,540.4054247367785
218,218,218,218,6055,Napa,California,-122.330538465,38.5064964441,468.1754940469185
219,219,219,219,6057,Nevada,California,-120.768752113,39.301369579,456.1408829926427
220,220,220,220,6059,Orange,California,-117.776142822,33.6769134328,405.08383772621784
221,221,221,221,6061,Placer,California,-120.717645936,39.0634313879,591.270770319243
222,222,222,222,6063,Plumas,California,-120.838597596,40.0046824769,444.7613494085879
223,223,223,223,6065,Riverside,California,-115.993845895,33.7436800499,555.412139342472
224,224,224,224,6067,Sacramento,California,-121.344253814,38.4493208547,491.14245590459007
225,225,225,225,6069,San,California,,,140.12848081663117
226,226,226,226,6071,San,California,,,174.21323077675976
227,227,227,227,6073,San,California,,,182.8719986397724
228,228,228,228,6075,San,California,,,159.447149243369
229,229,229,229,6077,San,California,,,101.87629823990372
230,230,230,230,6079,San,California,,,118.84729777145353
231,231,231,231,6081,San,California,,,169.62590647829776
232,232,232,232,6083,Santa,California,,,118.77922609530604
233,233,233,233,6085,Santa,California,,,122.50338779827852
234,234,234,234,6087,Santa,California,,,162.89695198125503
235,235,235,235,6089,Shasta,California,-122.040521531,40.7637666014,574.5613195987053
236,236,236,236,6091,Sierra,California,-120.515996378,39.5804001016,436.86412295787125
237,237,237,237,6093,Siskiyou,California,-122.540367763,41.5926866339,471.2807794518129
238,238,238,238,6095,Solano,California,-121.940024418,38.2669127871,499.0547335548196
239,239,239,239,6097,Sonoma,California,-122.922544658,38.525292575,496.8966751578313
240,240,240,240,6099,Stanislaus,California,-120.997682895,37.5591374435,518.3721053540655
241,241,241,241,6101,Sutter,California,-121.694849665,39.0345595213,490.4524514002762
242,242,242,242,6103,Tehama,California,-122.233884853,40.1257361849,485.0334564394906
243,243,243,243,6105,Trinity,California,-123.112627727,40.6506935615,545.2161542795882
244,244,244,244,6107,Tulare,California,-118.80047248,36.220156659,446.0949828142688
245,245,245,245,6109,Tuolumne,California,-119.95475358,38.0276014047,565.1358454923759
246,246,246,246,6111,Ventura,California,-119.126027193,34.3575285169,418.58238566240874
247,247,247,247,6113,Yolo,California,-121.90161702,38.6866603948,565.7197210636303
248,248,248,248,6115,Yuba,California,-121.351262732,39.2690076722,562.8262326388335
249,249,249,249,8001,Adams,Colorado,-104.337801716,39.8736400746,15.15462574405193
250,250,250,250,8003,Alamosa,Colorado,-105.788288197,37.5728931402,5.777090434551694
251,251,251,251,8005,Arapahoe,Colorado,-104.339234024,39.6497752303,25.81970334701744
252,252,252,252,8007,Archuleta,Colorado,-107.048288324,37.1936094363,23.80233359851374
253,253,253,253,8009,Baca,Colorado,-102.560476646,37.3191787991,21.34520363894344
254,254,254,254,8011,Bent,Colorado,-103.071704571,37.9550855775,1.885740080332623
255,255,255,255,8013,Boulder,Colorado,-105.35770567,40.0924597674,21.25171281321615
256,256,256,256,8014,"Broomfield,",Colorado,,,196.1571741215216
257,257,257,257,8015,Chaffee,Colorado,-106.194066665,38.7469030854,3.690993906192524
258,258,258,258,8017,Cheyenne,Colorado,-102.603395824,38.8279397207,27.068709609054885
259,259,259,259,8019,Clear,Colorado,,,175.0145249809709
260,260,260,260,8021,Conejos,Colorado,-106.191627951,37.2006875346,27.254629222877284
261,261,261,261,8023,Costilla,Colorado,-105.428249706,37.2779522735,12.08498483527395
262,262,262,262,8025,Crowley,Colorado,-103.784825661,38.326661062,15.980358570856476
263,263,263,263,8027,Custer,Colorado,-105.367471778,38.1086779015,24.905665510255663
264,264,264,264,8029,Delta,Colorado,-107.862876811,38.8613737904,25.45675590505801
265,265,265,265,8031,"Denver,",Colorado,,,174.33164417941882
266,266,266,266,8033,Dolores,Colorado,-108.517265273,37.7516108062,10.221902781471586
267,267,267,267,8035,Douglas,Colorado,-104.929559461,39.3297243092,1.733466660437022
268,268,268,268,8037,Eagle,Colorado,-106.695299259,39.6278256159,23.282043118593226
269,269,269,269,8039,Elbert,Colorado,-104.13588983,39.2865595002,17.66979410663541
270,270,270,270,8041,El,Colorado,,,182.22065732879528
271,271,271,271,8043,Fremont,Colorado,-105.439657054,38.4729724659,10.15012701853606
272,272,272,272,8045,Garfield,Colorado,-107.903956154,39.599307179,15.365371489694184
273,273,273,273,8047,Gilpin,Colorado,-105.522621196,39.8575436237,29.16681164677641
274,274,274,274,8049,Grand,Colorado,-106.118358313,40.102614944,15.514625407176114
275,275,275,275,8051,Gunnison,Colorado,-107.031700114,38.6667977063,2.121267716737308
276,276,276,276,8053,Hinsdale,Colorado,-107.300311758,37.8213415755,4.796134080062558
277,277,277,277,8055,Huerfano,Colorado,-104.960584534,37.6846796381,7.31229938237299
278,278,278,278,8057,Jackson,Colorado,-106.342794688,40.6664326842,17.87409448192801
279,279,279,279,8059,Jefferson,Colorado,-105.250466793,39.5864284092,7.800012037420204
280,280,280,280,8061,Kiowa,Colorado,-102.740340455,38.4326851414,10.280336152535432
281,281,281,281,8063,Kit,Colorado,,,182.9865490744708
282,282,282,282,8065,Lake,Colorado,-106.344837734,39.2023794705,26.06047794383577
283,283,283,283,8067,La,Colorado,,,182.8800603954276
284,284,284,284,8069,Larimer,Colorado,-105.461144451,40.6664172232,9.371479757444028
285,285,285,285,8071,Las,Colorado,,,101.9530922262719
286,286,286,286,8073,Lincoln,Colorado,-103.513965366,38.9880685587,28.305891022942
287,287,287,287,8075,Logan,Colorado,-103.110095731,40.7246687188,27.674497285219893
288,288,288,288,8077,Mesa,Colorado,-108.466440182,39.0182904955,6.122076334456138
289,289,289,289,8079,Mineral,Colorado,-106.924094646,37.6689956825,12.403333428086906
290,290,290,290,8081,Moffat,Colorado,-108.207290604,40.61842222,4.614279130967308
291,291,291,291,8083,Montezuma,Colorado,-108.596669828,37.3384339705,5.8063310853965024
292,292,292,292,8085,Montrose,Colorado,-108.269451135,38.4021560325,28.358838313447876
293,293,293,293,8087,Morgan,Colorado,-103.809822237,40.2627443761,8.44433798104938
294,294,294,294,8089,Otero,Colorado,-103.716445685,37.9027017254,18.78295668357716
295,295,295,295,8091,Ouray,Colorado,-107.76931682,38.1554971802,1.144569619302287
296,296,296,296,8093,Park,Colorado,-105.717174716,39.1193028617,17.86064567480111
297,297,297,297,8095,Phillips,Colorado,-102.357579601,40.5938843197,15.003604227871406
298,298,298,298,8097,Pitkin,Colorado,-106.916577749,39.2171057452,10.553557068403316
299,299,299,299,8099,Prowers,Colorado,-102.393348977,37.9551831858,7.100065574083301
300,300,300,300,8101,Pueblo,Colorado,-104.512845555,38.1734202345,22.971921619772186
301,301,301,301,8103,Rio,Colorado,,,133.85014934696852
302,302,302,302,8105,Rio,Colorado,,,199.7732073648808
303,303,303,303,8107,Routt,Colorado,-106.991193187,40.4850679408,27.87218114173092
304,304,304,304,8109,Saguache,Colorado,-106.281555562,38.0805527548,15.68479264815991
305,305,305,305,8111,San,Colorado,,,153.6828279817509
306,306,306,306,8113,San,Colorado,,,101.06313651374792
307,307,307,307,8115,Sedgwick,Colorado,-102.351791195,40.8759049641,27.5700200248341
308,308,308,308,8117,Summit,Colorado,-106.116379137,39.634170806,12.596947618876072
309,309,309,309,8119,Teller,Colorado,-105.161826391,38.8821720468,10.867263546529704
310,310,310,310,8121,Washington,Colorado,-103.201252881,39.9710617874,29.99949742658685
311,311,311,311,8123,Weld,Colorado,-104.392531357,40.5548298977,11.023883285766065
312,312,312,312,8125,Yuma,Colorado,-102.424226323,40.0028993432,18.55917768336948
313,313,313,313,9001,Fairfield,Connecticut,-73.3712046145,41.2249600832,534.4657386843251
314,314,314,314,9003,Hartford,Connecticut,-72.7328122495,41.8064287933,504.7101700076804
315,315,315,315,9005,Litchfield,Connecticut,-73.2453207905,41.7924983178,563.2815635027346
316,316,316,316,9007,Middlesex,Connecticut,-72.5231194296,41.4353818043,585.7205066419438
317,317,317,317,9009,New,Connecticut,,,193.2108165144313
318,318,318,318,9011,New,Connecticut,,,172.938480178558
319,319,319,319,9013,Tolland,Connecticut,-72.3365016791,41.855065982,513.0515678869829
320,320,320,320,9015,Windham,Connecticut,-71.9874782796,41.8300455104,571.3038851674095
321,321,321,321,10001,Kent,Delaware,-75.5046137018,39.0959545402,570.8555937775443
322,322,322,322,10003,New,Delaware,,,165.46392319288276
323,323,323,323,10005,Sussex,Delaware,-75.3395417153,38.6832973547,551.3609855677092
324,324,324,324,11001,District,District of Columbia,,,180.1293547846137
325,325,325,325,12001,Alachua,Florida,-82.3577015483,29.6747549911,566.0392843119981
326,326,326,326,12003,Baker,Florida,-82.2845872684,30.331070985,569.8791762766882
327,327,327,327,12005,Bay,Florida,-85.6326228076,30.237646533,571.8556093014279
328,328,328,328,12007,Bradford,Florida,-82.1687777662,29.9499595746,582.0591302752276
329,329,329,329,12009,Brevard,Florida,-80.7012054832,28.300314142,507.6028663495505
330,330,330,330,12011,Broward,Florida,-80.4558842537,26.1518560378,584.0128462919781
331,331,331,331,12013,Calhoun,Florida,-85.1972071433,30.4060343343,579.6619733366526
332,332,332,332,12015,Charlotte,Florida,-81.9503159678,26.8998432654,515.1503439635467
333,333,333,333,12017,Citrus,Florida,-82.5201067311,28.8475696914,502.89006668638666
334,334,334,334,12019,Clay,Florida,-81.8578845259,29.9830664456,556.4432100199623
335,335,335,335,12021,Collier,Florida,-81.3809730552,26.0992389901,553.7160195792557
336,336,336,336,12023,Columbia,Florida,-82.6215388925,30.2242399397,550.3083254744994
337,337,337,337,12027,DeSoto,Florida,-81.8094429515,27.1863023348,536.0199265201751
338,338,338,338,12029,Dixie,Florida,-83.1870324531,29.5812415277,527.5128529706113
339,339,339,339,12031,Duval,Florida,-81.6480093213,30.3354403303,550.6758182684137
