FIPS,Name,State,precipitation
2232,Skagway-Hoonah-Angoon,AK,141.87714689743900
2240,Southeast Fairbanks,AK,156.17036071135300
2261,Valdez-Cordova,AK,181.68843341635800
2270,Wade Hampton,AK,160.9364840127910
2280,Wrangell-Petersburg,AK,187.56317940040800
2282,Yakutat,AK,184.2246216627380
2290,Yukon-Koyukuk,AK,121.6650956638090
4001,Apache,AZ,517.0667545229430
4003,Cochise,AZ,181.07969681279300
4005,Coconino,AZ,193.1664216662330
4007,Gila,AZ,151.45595974584300
4009,Graham,AZ,198.9014933458480
4011,Greenlee,AZ,132.49781752399000
4012,La Paz,AZ,577.6632091332730
4013,Maricopa,AZ,117.95374623784200
4015,Mohave,AZ,114.04892428101400
4017,Navajo,AZ,580.1174151761190
4019,Pima,AZ,140.05436238001300
4021,Pinal,AZ,596.8750188006550
4023,Santa Cruz,AZ,175.22849997402600
4025,Yavapai,AZ,130.06130568982900
4027,Yuma,AZ,556.6531448572220
5001,Arkansas,AR,170.21979587570700
5003,Ashley,AR,148.4213445720030
5005,Baxter,AR,116.81153477868400
5007,Benton,AR,570.4498580244280
5009,Boone,AR,157.6984175981330
5011,Bradley,AR,192.36346599847200
5013,Calhoun,AR,157.6580663923920
5015,Carroll,AR,138.89349071112700
5017,Chicot,AR,148.52625915819000
5019,Clark,AR,169.48971451742600
5021,Clay,AR,132.4097944149720
5023,Cleburne,AR,114.40162030258200
5025,Cleveland,AR,151.84377384211700
5027,Columbia,AR,162.84406622694600
5029,Conway,AR,196.72474547512100
5031,Craighead,AR,151.15716197595000
5033,Crawford,AR,164.09733677612500
5035,Crittenden,AR,114.2366985100410
5037,Cross,AR,103.87776910590000
5039,Dallas,AR,103.61335947851100
5041,Desha,AR,145.41842009226500
5043,Drew,AR,585.4115320963480
5045,Faulkner,AR,181.44703993612400
5047,Franklin,AR,559.4990234588360
5049,Fulton,AR,182.3644086410430
5051,Garland,AR,165.44730634323800
5053,Grant,AR,166.56826827126000
5055,Greene,AR,131.9498835551610
5057,Hempstead,AR,520.4086143729080
5059,Hot Spring,AR,538.91093403478
5061,Howard,AR,549.1048847401630
5063,Independence,AR,536.9890976182010
5065,Izard,AR,117.44560122744200
5067,Jackson,AR,507.73351395272800
5069,Jefferson,AR,109.20780064907500
5071,Johnson,AR,158.81570411017400
5073,Lafayette,AR,177.82158278904500
5075,Lawrence,AR,197.61282375223700
5077,Lee,AR,599.6389416290490
5079,Lincoln,AR,136.680642110444
5081,Little River,AR,148.34584549843200
5083,Logan,AR,127.96132197989100
5085,Lonoke,AR,171.40144450765200
5087,Madison,AR,500.19851596611600
5089,Marion,AR,574.5083907163660
5091,Miller,AR,122.7340118529280
5093,Mississippi,AR,566.0794064211590
5095,Monroe,AR,112.05929505550300
5097,Montgomery,AR,140.56978018256800
5099,Nevada,AR,185.7377944517920
5101,Newton,AR,110.44092343240800
5103,Ouachita,AR,192.10619375319300
5105,Perry,AR,526.2794260433450
5107,Phillips,AR,124.03837154700800
5109,Pike,AR,164.04321842428300
5111,Poinsett,AR,575.1698211765450
5113,Polk,AR,514.1517749880700
5115,Pope,AR,156.67467457883900
5117,Prairie,AR,101.06575262841400
5119,Pulaski,AR,115.03166965354700
5121,Randolph,AR,161.69689459859100
5123,St Francis,AR,15.67161953396760
5125,Saline,AR,22.458790561171400
5127,Scott,AR,140.94662012343200
5129,Searcy,AR,180.7937297683060
5131,Sebastian,AR,595.5914175683570
5133,Sevier,AR,157.98431813696200
5135,Sharp,AR,102.22661825808600
5137,Stone,AR,538.5190413030040
5139,Union,AR,523.6293926748780
5141,Van Buren,AR,524.8132877742990
5143,Washington,AR,549.9333725047090
5145,White,AR,119.41425656196300
5147,Woodruff,AR,543.048509901279
5149,Yell,AR,165.85228179038700
6001,Alameda,CA,173.80161316346200
6003,Alpine,CA,142.1748321627020
6005,Amador,CA,115.50961144264200
6007,Butte,CA,122.19927829140800
6009,Calaveras,CA,189.03580364898700
6011,Colusa,CA,198.5378476201920
6013,Contra Costa,CA,121.38572934732200
6015,Del Norte,CA,183.39810934767300
6017,El Dorado,CA,140.31215612009000
6019,Fresno,CA,190.38585964617200
6021,Glenn,CA,134.03537630945400
6023,Humboldt,CA,159.3649968851450
6025,Imperial,CA,16.431994744794700
6027,Inyo,CA,160.66873961752400
6029,Kern,CA,128.47309313514200
6031,Kings,CA,0.4251485563747780
6033,Lake,CA,138.17937165364200
6035,Lassen,CA,118.67036559822900
6037,Los Angeles,CA,194.13248199373500
6039,Madera,CA,588.2120855065560
6041,Marin,CA,195.92756513224500
6043,Mariposa,CA,135.50974724935200
6045,Mendocino,CA,157.3469075582630
6047,Merced,CA,149.67045061662800
6049,Modoc,CA,574.5329200919050
6051,Mono,CA,167.17737495885500
6053,Monterey,CA,184.74414501363800
6055,Napa,CA,123.50861132156000
6057,Nevada,CA,152.88296640671700
6059,Orange,CA,117.69574350631700
6061,Placer,CA,547.1837642789570
6063,Plumas,CA,182.23081448601700
6065,Riverside,CA,595.2369927661130
6067,Sacramento,CA,185.38160321721100
6069,San Benito,CA,153.69919358446500
6071,San Bernardino,CA,188.36669761608000
6073,San Diego,CA,164.42389952719600
6075,San Francisco,CA,133.57331861671400
6077,San Joaquin,CA,116.82072143138600
6079,San Luis Obispo,CA,555.684263070755
6081,San Mateo,CA,162.39008452841500
6083,Santa Barbara,CA,196.50950742813800
6085,Santa Clara,CA,135.2621102447220
6087,Santa Cruz,CA,518.7549705206760
6089,Shasta,CA,177.85963591963400
6091,Sierra,CA,565.0764312022450
6093,Siskiyou,CA,100.62726146289300
6095,Solano,CA,591.0912060407360
6097,Sonoma,CA,120.73038903458600
6099,Stanislaus,CA,145.57155875811900
6101,Sutter,CA,552.6056099171010
6103,Tehama,CA,516.6781174373490
6105,Trinity,CA,100.2963838403790
6107,Tulare,CA,157.6289557725670
6109,Tuolumne,CA,120.25714055321000
6111,Ventura,CA,548.0212275879730
6113,Yolo,CA,572.8842323058530
6115,Yuba,CA,564.1057857104710
8001,Adams,CO,118.74321138575100
8003,Alamosa,CO,568.6001406964290
8005,Arapahoe,CO,118.86627048981800
8007,Archuleta,CO,520.4784893224750
8009,Baca,CO,529.9637387363250
8011,Bent,CO,160.66739970867500
8013,Boulder,CO,130.29274463474800
8015,Chaffee,CO,510.83560613909900
8017,Cheyenne,CO,103.10114161728100
8019,Clear Creek,CO,192.17408610525400
8021,Conejos,CO,589.3203015883400
8023,Costilla,CO,161.33373026509900
8025,Crowley,CO,553.8956518295970
8027,Custer,CO,129.8896882807820
8029,Delta,CO,157.34375990816900
8031,Denver,CO,160.64155031063100
8033,Dolores,CO,149.8802998231980
8035,Douglas,CO,506.1844581692980
8037,Eagle,CO,191.60798605418500
8039,Elbert,CO,1.2983004742436400
8041,El Paso,CO,550.7071164247860
8043,Fremont,CO,158.81409229723000
8045,Garfield,CO,102.25271911203400
8047,Gilpin,CO,157.3792968632830
8049,Grand,CO,521.6337458546800
8051,Gunnison,CO,155.77358710231200
8053,Hinsdale,CO,520.4839256919530
8055,Huerfano,CO,191.16304062119300
8057,Jackson,CO,199.95355663415500
8059,Jefferson,CO,141.9486930148030
8061,Kiowa,CO,107.34760367397600
8063,Kit Carson,CO,158.71805697330500
8065,Lake,CO,137.27690767296900
8067,La Plata,CO,122.84077163801300
8069,Larimer,CO,127.64479410364700
8071,Las Animas,CO,197.88018274198600
8073,Lincoln,CO,163.83188919701200
8075,Logan,CO,109.68268259283500
8077,Mesa,CO,154.93600410533900
8079,Mineral,CO,195.19545600253000
8081,Moffat,CO,172.28262721348300
8083,Montezuma,CO,142.0403692864830
8085,Montrose,CO,22.5625609677719
8087,Morgan,CO,27.33035916166370
8089,Otero,CO,163.8162367403750
8091,Ouray,CO,151.56142473875400
8093,Park,CO,144.40828627907800
8095,Phillips,CO,529.8902155511170
8097,Pitkin,CO,110.4269671687910
8099,Prowers,CO,132.0310428349480
8101,Pueblo,CO,123.70611195263100
8103,Rio Blanco,CO,115.19523864256700
8105,Rio Grande,CO,597.1794421898460
8107,Routt,CO,145.74562156608500
8109,Saguache,CO,107.12450203329800
8111,San Juan,CO,151.2989295483300
8113,San Miguel,CO,109.51796046151200
8115,Sedgwick,CO,170.36738475387200
8117,Summit,CO,103.32248144346600
8119,Teller,CO,118.33335240291400
8121,Washington,CO,199.95308736326500
8123,Weld,CO,105.57195295817300
8125,Yuma,CO,26.51026495450850
9001,Fairfield,CT,167.6308238026080
9003,Hartford,CT,119.24951418079300
9005,Litchfield,CT,191.78898175676600
9007,Middlesex,CT,126.93611956349500
9009,New Haven,CT,146.09169179488800
9011,New London,CT,22.946774750217600
9013,Tolland,CT,27.265121564690000
9015,Windham,CT,534.842637436322
10001,Kent,DE,190.876037192328
10003,New Castle,DE,113.13054308989600
10005,Sussex,DE,580.3406356113190
11001,Washington,DC,536.1835428558180
12001,Alachua,FL,177.65022470288300
12003,Baker,FL,555.7447450113510
12005,Bay,FL,536.4168503822960
12007,Bradford,FL,522.8940795872090
12009,Brevard,FL,570.2707313789030
12011,Broward,FL,569.6341356738000
12013,Calhoun,FL,153.02360639108700
12015,Charlotte,FL,176.62028131280200
12017,Citrus,FL,186.14120344503300
12019,Clay,FL,522.3680681523320
12021,Collier,FL,565.4172105949290
12023,Columbia,FL,151.26525909869400
12027,De Soto,FL,139.60229555920000
12029,Dixie,FL,526.6776151013660
12031,Duval,FL,188.12762849781700
12033,Escambia,FL,139.03714544017100
12035,Flagler,FL,599.9572341704530
12037,Franklin,FL,595.0901903624350
12039,Gadsden,FL,181.32485259303500
12041,Gilchrist,FL,104.12772221453800
12043,Glades,FL,152.91967431775900
12045,Gulf,FL,590.9369955680450
12047,Hamilton,FL,527.56893398172
12049,Hardee,FL,178.21432329723300
12051,Hendry,FL,567.0901453754840
12053,Hernando,FL,133.0953768320720
12055,Highlands,FL,160.75091517325200
12057,Hillsborough,FL,134.09950571070100
12059,Holmes,FL,137.78740619300100
12061,Indian River,FL,157.97143115843400
12063,Jackson,FL,504.13098278578300
12065,Jefferson,FL,168.4683920416150
12067,Lafayette,FL,164.2666896653420
12069,Lake,FL,111.18977268787100
12071,Lee,FL,504.4365026506350
12073,Leon,FL,189.6356901031090
12075,Levy,FL,162.23532238024100
12077,Liberty,FL,142.6364680118670
12079,Madison,FL,105.45407638285400
12081,Manatee,FL,184.26301178981900
12083,Marion,FL,192.6905128678210
12085,Martin,FL,176.42880666570300
12086,Miami-Dade,FL,139.23188146791300
12087,Monroe,FL,148.61395305453000
12089,Nassau,FL,166.64846162834300
12091,Okaloosa,FL,143.04880992520700
12093,Okeechobee,FL,188.1784449141220
12095,Orange,FL,153.2160136649350
12097,Osceola,FL,199.8916471418190
12099,Palm Beach,FL,150.7532962848310
12101,Pasco,FL,184.76366196198100
12103,Pinellas,FL,140.19518461937100
12105,Polk,FL,119.76351073774700
12107,Putnam,FL,557.3540769819990
12109,St Johns,FL,594.4844422698100
12111,St Lucie,FL,140.47266607297100
12113,Santa Rosa,FL,181.12243336735500
12115,Sarasota,FL,136.81856405744900
12117,Seminole,FL,109.60737753787100
12119,Sumter,FL,156.2182126266340
12121,Suwannee,FL,171.08980326064500
12123,Taylor,FL,580.0550500452500
12125,Union,FL,171.82127703948000
12127,Volusia,FL,169.06122423548700
12129,Wakulla,FL,117.54122623433400
12131,Walton,FL,150.27743557664400
12133,Washington,FL,153.3839336668460
13001,Appling,GA,160.0040112887480
13003,Atkinson,GA,547.3674426568580
13005,Bacon,GA,183.80775258974100
13007,Baker,GA,167.29280676123300
13009,Baldwin,GA,136.11609214288500
13011,Banks,GA,104.12206510604700
13013,Barrow,GA,579.3700357070430
13015,Bartow,GA,576.3504356564830
13017,Ben Hill,GA,146.70904623872700
13019,Berrien,GA,599.8402869849410
13021,Bibb,GA,111.49640560936700
13023,Bleckley,GA,103.60511692784400
13025,Brantley,GA,191.48503589996800
13027,Brooks,GA,599.0048968935460
13029,Bryan,GA,523.3966374097480
13031,Bulloch,GA,548.7269120190820
13033,Burke,GA,541.157506891727
13035,Butts,GA,5.315390797173350
13037,Calhoun,GA,176.80092315483700
13039,Camden,GA,520.5307498163200
13043,Candler,GA,142.31567160619300
13045,Carroll,GA,101.03974186405800
13047,Catoosa,GA,179.83294664792900
13049,Charlton,GA,126.09172039346300
13051,Chatham,GA,500.6013498753790
13053,Chattahoochee,GA,161.14113708742700
13055,Chattooga,GA,149.02739171702500
13057,Cherokee,GA,158.10433220479500
13059,Clarke,GA,175.71276944262800
13061,Clay,GA,145.37877224655400
13063,Clayton,GA,518.1877565736470
13065,Clinch,GA,186.14403911921000
13067,Cobb,GA,197.9388906638530
13069,Coffee,GA,182.51862302621400
13071,Colquitt,GA,581.425934916255
13073,Columbia,GA,598.4791452050940
13075,Cook,GA,539.9080767494010
13077,Coweta,GA,565.9755234548720
13079,Crawford,GA,504.8847624619370
13081,Crisp,GA,598.32960740826
13083,Dade,GA,112.72895857119000
13085,Dawson,GA,150.93726927768500
13087,Decatur,GA,517.3535394850200
13089,De Kalb,GA,132.79075928828300
13091,Dodge,GA,530.3950751600360
13093,Dooly,GA,133.092101880219
13095,Dougherty,GA,113.52391432889900
13097,Douglas,GA,185.53459011492900
13099,Early,GA,142.1142586705840
13101,Echols,GA,199.75159800817800
13103,Effingham,GA,146.69939917932100
13105,Elbert,GA,101.70242682481900
13107,Emanuel,GA,123.0915406922050
13109,Evans,GA,180.4842828645850
13111,Fannin,GA,148.1135933444460
13113,Fayette,GA,131.92420286265300
13115,Floyd,GA,164.8547027452300
13117,Forsyth,GA,550.3775097619130
13119,Franklin,GA,190.4302239135770
13121,Fulton,GA,187.0634580482300
13123,Gilmer,GA,193.35814453658700
13125,Glascock,GA,106.25001081577300
13127,Glynn,GA,130.33935663460100
13129,Gordon,GA,170.91699442106500
13131,Grady,GA,578.7791376005040
13133,Greene,GA,134.8256647713500
13135,Gwinnett,GA,532.1011428532150
13137,Habersham,GA,179.83310248896800
13139,Hall,GA,587.2124973745450
13141,Hancock,GA,192.73426462594500
13143,Haralson,GA,110.93407149171800
13145,Harris,GA,147.2923897487920
13147,Hart,GA,147.11846718992100
13149,Heard,GA,136.86668038064200
13151,Henry,GA,506.504481114294
13153,Houston,GA,164.11401457044300
13155,Irwin,GA,121.32491970209800
13157,Jackson,GA,525.8445293368280
13159,Jasper,GA,116.25422048689000
13161,Jeff Davis,GA,174.15488644529600
13163,Jefferson,GA,189.1191512730000
13165,Jenkins,GA,140.52387083030400
13167,Johnson,GA,145.76365218696000
13169,Jones,GA,140.1691578082890
13171,Lamar,GA,138.24991997450300
13173,Lanier,GA,158.68859505875500
13175,Laurens,GA,119.91011517489800
13177,Lee,GA,162.43727199703800
13179,Liberty,GA,25.78136419879550
13181,Lincoln,GA,160.86797802020400
13183,Long,GA,133.84307507091900
13185,Lowndes,GA,142.8929222270390
13187,Lumpkin,GA,190.60120496056000
13189,McDuffie,GA,193.34265554280800
13191,McIntosh,GA,178.72069010904200
13193,Macon,GA,118.72296105682200
13195,Madison,GA,154.38709837667900
13197,Marion,GA,141.46261649380700
13199,Meriwether,GA,141.92528501842600
13201,Miller,GA,161.67698428229400
13205,Mitchell,GA,122.65425328950800
13207,Monroe,GA,137.3199794785350
13209,Montgomery,GA,556.6530835159210
13211,Morgan,GA,585.919904092345
13213,Murray,GA,147.6491777683960
13215,Muscogee,GA,101.08647305655400
13217,Newton,GA,180.3823389113060
13219,Oconee,GA,117.23661742814900
13221,Oglethorpe,GA,175.52597600704500
13223,Paulding,GA,151.74935369786900
13225,Peach,GA,150.26933782396400
13227,Pickens,GA,522.9501998718010
13229,Pierce,GA,137.30597874805000
13231,Pike,GA,522.7992992467420
13233,Polk,GA,552.8279618627380
13235,Pulaski,GA,585.730843621254
13237,Putnam,GA,185.02666481936200
13239,Quitman,GA,168.8788186055700
13241,Rabun,GA,568.819705116516
13243,Randolph,GA,532.1984431380360
13245,Richmond,GA,507.3570960028830
13247,Rockdale,GA,176.3481081165780
13249,Schley,GA,500.4909196437310
13251,Screven,GA,174.46015398544000
13253,Seminole,GA,523.1372140486420
13255,Spalding,GA,599.1325176243380
13257,Stephens,GA,169.82748452716600
13259,Stewart,GA,134.49693732500400
13261,Sumter,GA,147.25705432920500
13263,Talbot,GA,174.6322993158380
13265,Taliaferro,GA,158.63282420405100
13267,Tattnall,GA,158.28318613095500
13269,Taylor,GA,127.60390642242500
13271,Telfair,GA,116.62965914738100
13273,Terrell,GA,105.0928312125290
13275,Thomas,GA,105.03070970745800
13277,Tift,GA,129.9290383804120
13279,Toombs,GA,157.13357337520100
13281,Towns,GA,145.58691211385000
13283,Treutlen,GA,167.64275688468600
13285,Troup,GA,186.76238105425500
13287,Turner,GA,122.65371882883800
13289,Twiggs,GA,158.87526048063900
13291,Union,GA,134.12960046341000
13293,Upson,GA,109.95268884645300
13295,Walker,GA,140.04022178338200
13297,Walton,GA,545.3928426536210
13299,Ware,GA,170.8109796411750
13301,Warren,GA,559.4635993905580
13303,Washington,GA,138.94660641336900
13305,Wayne,GA,155.56982884760500
13307,Webster,GA,180.23283932933200
13309,Wheeler,GA,110.54035908428100
13311,White,GA,104.49471016642900
13313,Whitfield,GA,177.10710711851500
13315,Wilcox,GA,1.484443771876990
13317,Wilkes,GA,183.78524038282500
13319,Wilkinson,GA,190.58520448166500
13321,Worth,GA,157.26325039666800
15001,Hawaii,HI,172.64668233745600
15003,Honolulu,HI,174.09306350499200
15007,Kauai,HI,530.1417775874000
15009,Maui,HI,186.80153504833200
16001,Ada,ID,578.3918905633510
16003,Adams,ID,127.19599929205800
16005,Bannock,ID,162.97752048528400
16007,Bear Lake,ID,584.2290279392150
16009,Benewah,ID,599.0900384105740
16011,Bingham,ID,139.83918317941800
16013,Blaine,ID,147.46788722879100
16015,Boise,ID,197.92210493987300
16017,Bonner,ID,191.5692983123030
16019,Bonneville,ID,176.464911059715
16021,Boundary,ID,194.9933565788960
16023,Butte,ID,132.21619711862600
16025,Camas,ID,157.90493146051200
16027,Canyon,ID,133.40483199623100
16029,Caribou,ID,193.39843684547800
16031,Cassia,ID,145.4596373560600
16033,Clark,ID,174.48700169840600
16035,Clearwater,ID,508.5544782542690
16037,Custer,ID,181.77674845017800
16039,Elmore,ID,150.9269987317450
16041,Franklin,ID,526.0016133980510
16043,Fremont,ID,185.8717829974820
16045,Gem,ID,554.5033758234420
16047,Gooding,ID,560.9727106523070
16049,Idaho,ID,150.0719908609460
16051,Jefferson,ID,144.93049529216900
16053,Jerome,ID,132.8786535608300
16055,Kootenai,ID,129.52592037212000
16057,Latah,ID,113.20843345781300
16059,Lemhi,ID,137.3625461489240
16061,Lewis,ID,176.71801782859400
16063,Lincoln,ID,130.780255808594
16065,Madison,ID,531.7439749767030
16067,Minidoka,ID,593.1850366333060
16069,Nez Perce,ID,116.1870435072060
16071,Oneida,ID,192.65453783018900
16073,Owyhee,ID,162.39175999650400
16075,Payette,ID,573.515088854328
16077,Power,ID,125.69175111676500
16079,Shoshone,ID,135.88387643912300
16081,Teton,ID,583.4770665441570
16083,Twin Falls,ID,187.12620164713700
16085,Valley,ID,509.77642657497400
16087,Washington,ID,520.5876857632370
17001,Adams,IL,6.109123650879560
17003,Alexander,IL,183.14944449456000
17005,Bond,IL,116.26610284119400
17007,Boone,IL,105.75294571708200
17009,Brown,IL,198.81130895098100
17011,Bureau,IL,142.08722020343300
17013,Calhoun,IL,184.2620400134170
17015,Carroll,IL,159.06048417492700
17017,Cass,IL,11.248743056613000
17019,Champaign,IL,147.23311069484800
17021,Christian,IL,120.777119058468
17023,Clark,IL,192.3852588996580
17025,Clay,IL,130.37583418761500
17027,Clinton,IL,168.69937800724300
17029,Coles,IL,100.04713257798900
17031,Cook,IL,138.09878766818000
17033,Crawford,IL,148.69967403095300
17035,Cumberland,IL,174.22132610245100
17037,De Kalb,IL,113.93044540590400
17039,De Witt,IL,158.10567520084200
17041,Douglas,IL,145.71860982126400
17043,Du Page,IL,110.1071007188880
17045,Edgar,IL,151.6109999105600
17047,Edwards,IL,124.97191517625200
17049,Effingham,IL,186.48963007324500
17051,Fayette,IL,545.3451541801540
17053,Ford,IL,580.4914341544410
17055,Franklin,IL,185.9382766429870
17057,Fulton,IL,146.79861356604200
17059,Gallatin,IL,148.52673326423400
17061,Greene,IL,558.9577802024420
17063,Grundy,IL,123.1124683237250
17065,Hamilton,IL,155.80781389932400
17067,Hancock,IL,147.5563619444060
17069,Hardin,IL,543.5742019510770
17071,Henderson,IL,533.5307046855410
17073,Henry,IL,196.62604820866700
17075,Iroquois,IL,156.4971459772900
17077,Jackson,IL,134.57320691421300
17079,Jasper,IL,512.5627633822120
17081,Jefferson,IL,189.40051623677800
17083,Jersey,IL,177.37020167503000
17085,Jo Daviess,IL,138.7526447494730
17087,Johnson,IL,590.3065306910290
17089,Kane,IL,159.2329687869480
17091,Kankakee,IL,102.84976303461300
17093,Kendall,IL,572.3125769231240
17095,Knox,IL,187.0519077156600
17097,Lake,IL,139.58441119685200
17099,La Salle,IL,172.96806340078500
17101,Lawrence,IL,100.8984649112560
17103,Lee,IL,561.8099347328820
17105,Livingston,IL,198.33032203532500
17107,Logan,IL,136.37980514887000
17109,McDonough,IL,148.26346123600400
17111,McHenry,IL,198.23144823888700
17113,McLean,IL,116.18701223055200
17115,Macon,IL,120.38415003689200
17117,Macoupin,IL,100.69087375922300
17119,Madison,IL,199.767876464996
17121,Marion,IL,179.23717746070800
17123,Marshall,IL,8.83511329070062
17125,Mason,IL,169.65933975256300
17127,Massac,IL,198.5043106797090
17129,Menard,IL,173.51923751404800
17131,Mercer,IL,556.4482798715910
17133,Monroe,IL,150.99158881439600
17135,Montgomery,IL,193.92443091120800
17137,Morgan,IL,107.5446650696500
17139,Moultrie,IL,26.985257125577700
17141,Ogle,IL,198.59050116957500
17143,Peoria,IL,113.3488188480490
17145,Perry,IL,135.74013371759000
17147,Piatt,IL,132.12539544928500
17149,Pike,IL,124.20987097763800
17151,Pope,IL,181.39206047847800
17153,Pulaski,IL,517.4166859597510
17155,Putnam,IL,139.17353122898400
17157,Randolph,IL,130.71260345461100
17159,Richland,IL,110.80791941595500
17161,Rock Island,IL,557.9985560232550
17163,St Clair,IL,161.16584940015200
17165,Saline,IL,185.87347600501100
17167,Sangamon,IL,537.2317275634710
17169,Schuyler,IL,142.10569431800100
17171,Scott,IL,135.02521645241800
17173,Shelby,IL,131.28611554199600
17175,Stark,IL,107.72243885434500
17177,Stephenson,IL,199.47407794524900
17179,Tazewell,IL,195.57991970292
17181,Union,IL,100.50521806744500
17183,Vermilion,IL,548.97800559569
17185,Wabash,IL,196.50244262614600
17187,Warren,IL,175.16722601045700
17189,Washington,IL,159.48246725840500
17191,Wayne,IL,543.4261847103100
17193,White,IL,166.85768011850300
17195,Whiteside,IL,131.63290428365000
17197,Will,IL,581.4528925717330
17199,Williamson,IL,104.85078465626400
17201,Winnebago,IL,160.63136945081000
17203,Woodford,IL,106.87368831876600
18001,Adams,IN,500.57975076358900
18003,Allen,IN,512.5927649936880
18005,Bartholomew,IN,188.46648710101500
18007,Benton,IN,563.6942280898280
18009,Blackford,IN,563.8908686674170
18011,Boone,IN,519.5375471311410
18013,Brown,IN,192.19661197060800
18015,Carroll,IN,122.08264161083400
18017,Cass,IN,145.26386951564700
18019,Clark,IN,124.90298640014800
18021,Clay,IN,183.58201566224100
18023,Clinton,IN,147.3400041355650
18025,Crawford,IN,101.93111628933100
18027,Daviess,IN,118.72994946055200
18029,Dearborn,IN,146.21981823352800
18031,Decatur,IN,143.9317897330070
18033,De Kalb,IN,191.47886148845100
18035,Delaware,IN,158.59882854863300
18037,Dubois,IN,586.6958485161390
18039,Elkhart,IN,110.70686540643200
18041,Fayette,IN,186.7117283650020
18043,Floyd,IN,549.4168436474240
18045,Fountain,IN,121.05265372702400
18047,Franklin,IN,102.29320231388800
18049,Fulton,IN,105.4605168395790
18051,Gibson,IN,103.19780870496800
18053,Grant,IN,186.86198549827400
18055,Greene,IN,126.21515182281500
18057,Hamilton,IN,527.851037495427
18059,Hancock,IN,124.80930556962700
18061,Harrison,IN,557.8043440350780
18063,Hendricks,IN,154.7582016439580
18065,Henry,IN,148.7105195607570
18067,Howard,IN,109.23553749513100
18069,Huntington,IN,172.97554317155600
18071,Jackson,IN,113.19700307768400
18073,Jasper,IN,173.33806329074600
