,Unnamed: 0.1,Unnamed: 0,Country,Year,Percentage
124,124,124,Germany,1981,88.4304199242929
125,125,125,Germany,1982,88.8501942841903
126,126,126,Germany,1983,88.4554320920364
127,127,127,Germany,1984,89.103120620205
128,128,128,Germany,1985,87.982673666738
129,129,129,Germany,1986,89.0403257285608
130,130,130,Germany,1987,88.5896061342272
131,131,131,Germany,1988,87.8042934246597
132,132,132,Germany,1989,87.8162793169836
133,133,133,Germany,1990,87.8040384858938
134,134,134,Germany,1991,87.9682790093077
135,135,135,Germany,1992,88.1886966562063
136,136,136,Germany,1993,88.6714017021263
137,137,137,Germany,1994,88.6119839222838
138,138,138,Germany,1995,87.499455863362
139,139,139,Germany,1996,87.9718650323225
140,140,140,Germany,1997,87.722060462104
141,141,141,Germany,1998,87.0436516581661
142,142,142,Germany,1999,87.2364857400975
143,143,143,Germany,2000,88.1665313331077
144,144,144,Germany,2001,87.8580111048788
145,145,145,Germany,2002,87.651241373246
146,146,146,Germany,2003,87.1373050026523
147,147,147,Germany,2004,87.1842940124191
148,148,148,Germany,2005,87.4658439182351
149,149,149,Germany,2006,86.586066579312
150,150,150,Germany,2007,87.4671339271413
151,151,151,Germany,2008,86.5749573502479
152,152,152,Germany,2009,87.4035464613191
153,153,153,Germany,2010,86.2337214473271
154,154,154,Germany,2011,86.9594242339106
155,155,155,Germany,2012,87.1612716736582
156,156,156,Germany,2013,87.2681157421556
157,157,157,Germany,2014,86.0804750122403
158,158,158,Germany,2015,86.8072877603652
159,159,159,Germany,2016,86.2810770409014
160,160,160,Germany,2017,85.940507595037
161,161,161,Germany,2018,86.7921495432694
162,162,162,Germany,2019,86.2022536843542
163,163,163,Germany,2020,86.5599678732563
164,164,164,Canada,1980,94.30349619250165
165,165,165,Canada,1981,95.13800354242719
166,166,166,Canada,1982,94.53416657170288
167,167,167,Canada,1983,94.00467497527549
168,168,168,Canada,1984,94.42304405725469
169,169,169,Canada,1985,93.82490804535632
170,170,170,Canada,1986,93.72713323987081
171,171,171,Canada,1987,94.3778125839338
172,172,172,Canada,1988,94.23166964874939
173,173,173,Canada,1989,93.11797408485377
174,174,174,Canada,1990,93.43239965084963
175,175,175,Canada,1991,93.4377047085751
176,176,176,Canada,1992,92.67879957326421
177,177,177,Canada,1993,93.24052038008752
178,178,178,Canada,1994,92.25438959428159
179,179,179,Canada,1995,92.1778227109757
180,180,180,Canada,1996,93.07967221554438
181,181,181,Canada,1997,92.3903532373575
182,182,182,Canada,1998,91.72005128091762
183,183,183,Canada,1999,92.75090035705236
184,184,184,Canada,2000,92.14975069976562
185,185,185,Canada,2001,92.13038022206742
186,186,186,Canada,2002,91.32896446835608
187,187,187,Canada,2003,91.44270841511593
188,188,188,Canada,2004,91.98735680695728
189,189,189,Canada,2005,91.62867760571683
190,190,190,Canada,2006,91.04398690743857
191,191,191,Canada,2007,91.05019811991649
192,192,192,Canada,2008,91.40476186458753
193,193,193,Canada,2009,90.79131633158809
194,194,194,Canada,2010,90.99087644137661
195,195,195,Canada,2011,90.93325306467253
196,196,196,Canada,2012,90.66209772468133
197,197,197,Canada,2013,90.76847208595765
198,198,198,Canada,2014,90.76421154533793
199,199,199,Canada,2015,89.5697172312508
200,200,200,Canada,2016,89.16209557284247
201,201,201,Canada,2017,89.77966385244117
202,202,202,Canada,2018,90.24953222963535
203,203,203,Canada,2019,89.27073899397628
204,204,204,Canada,2020,89.96302016290548
205,205,205,Denmark,1980,94.13837229405372
206,206,206,Denmark,1981,93.29045984803474
207,207,207,Denmark,1982,93.05358453778436
208,208,208,Denmark,1983,93.68257975525636
209,209,209,Denmark,1984,93.50382934886926
210,210,210,Denmark,1985,93.19717797410624
211,211,211,Denmark,1986,92.56744364929672
212,212,212,Denmark,1987,92.77162890243603
213,213,213,Denmark,1988,93.39044830754884
214,214,214,Denmark,1989,93.25819705114566
215,215,215,Denmark,1990,92.40842827030976
216,216,216,Denmark,1991,92.4802313788505
217,217,217,Denmark,1992,92.33195875163273
218,218,218,Denmark,1993,91.6965247944758
219,219,219,Denmark,1994,92.10987825356013
220,220,220,Denmark,1995,91.67406677621382
221,221,221,Denmark,1996,91.06140263918093
222,222,222,Denmark,1997,91.9216743270842
223,223,223,Denmark,1998,91.04675395172538
224,224,224,Denmark,1999,91.65076822138752
225,225,225,Denmark,2000,90.77374685069002
226,226,226,Denmark,2001,90.58390473986704
227,227,227,Denmark,2002,91.47115833273386
228,228,228,Denmark,2003,90.5468013097873
229,229,229,Denmark,2004,90.31129197086425
230,230,230,Denmark,2005,90.7428676514819
231,231,231,Denmark,2006,90.48816742671993
232,232,232,Denmark,2007,90.3394149563121
233,233,233,Denmark,2008,89.30011658455453
234,234,234,Denmark,2009,89.62127614138282
235,235,235,Denmark,2010,90.11844786775056
236,236,236,Denmark,2011,89.35644781358114
237,237,237,Denmark,2012,90.08434881259126
238,238,238,Denmark,2013,89.4851891320758
239,239,239,Denmark,2014,89.19474483172093
240,240,240,Denmark,2015,88.59368264546713
241,241,241,Denmark,2016,88.59608622033454
242,242,242,Denmark,2017,88.35745703161435
243,243,243,Denmark,2018,88.79270529680645
244,244,244,Denmark,2019,88.00588125995193
245,245,245,Denmark,2020,88.66892413021705
246,246,246,United States,1980,91.96939595627931
247,247,247,United States,1981,93.88614494962104
248,248,248,United States,1982,93.32927397845268
249,249,249,United States,1983,92.5676478468946
250,250,250,United States,1984,92.45007965997875
251,251,251,United States,1985,91.45418138970425
252,252,252,United States,1986,92.48224359022664
253,253,253,United States,1987,92.18484256853569
254,254,254,United States,1988,92.2368411035353
255,255,255,United States,1989,91.08743303634692
256,256,256,United States,1990,90.80495080594156
257,257,257,United States,1991,91.09411534876104
258,258,258,United States,1992,92.47937277199944
259,259,259,United States,1993,90.97296267208898
260,260,260,United States,1994,90.0017704128084
261,261,261,United States,1995,90.69003739980865
262,262,262,United States,1996,91.87282329091305
263,263,263,United States,1997,89.71067625942837
264,264,264,United States,1998,89.54058608856604
265,265,265,United States,1999,91.3386066843211
266,266,266,United States,2000,89.80365489035692
267,267,267,United States,2001,89.12161808475317
268,268,268,United States,2002,91.16881622365275
269,269,269,United States,2003,90.25212167795809
270,270,270,United States,2004,89.8830854798561
271,271,271,United States,2005,90.7721181282742
272,272,272,United States,2006,89.40507886100868
273,273,273,United States,2007,89.62704211865366
274,274,274,United States,2008,88.98072988014376
275,275,275,United States,2009,89.32636081810197
276,276,276,United States,2010,88.62664730556554
277,277,277,United States,2011,89.6532117215857
278,278,278,United States,2012,88.7112570457868
279,279,279,United States,2013,88.1781208311011
280,280,280,United States,2014,89.98771801929198
281,281,281,United States,2015,88.22005151591533
282,282,282,United States,2016,87.59073250410904
283,283,283,United States,2017,89.04217293375727
284,284,284,United States,2018,87.8957869464864
285,285,285,United States,2019,89.00394202542097
286,286,286,United States,2020,87.95810645006485
