price,odometer,age
48995.0,64417.0,6.0
71895.0,30500.0,4.0
14500.0,94000.0,19.0
36988.0,22424.0,3.0
19990.0,11951.0,4.0
34990.0,22272.0,3.0
35995.0,62000.0,6.0
25590.0,38282.0,5.0
27990.0,61445.0,10.0
24990.0,14043.0,2.0
33990.0,1000.0,1.0
59995.0,58106.0,4.0
38000.0,1400.0,66.0
35395.0,49425.0,3.0
36995.0,65284.0,5.0
68000.0,640626.0,7.0
2500.0,238347.0,25.0
31995.0,99000.0,6.0
45000.0,39000.0,5.0
12000.0,159400.0,13.0
6000.0,200676.0,32.0
12500.0,1000.0,48.0
6975.0,128000.0,7.0
8500.0,138764.0,14.0
36900.0,21517.0,4.0
4200.0,130000.0,21.0
13795.0,120210.0,8.0
2000.0,168000.0,19.0
8500.0,128000.0,13.0
7000.0,118000.0,19.0
8500.0,1.0,64.0
39999.0,89125.0,3.0
36250.0,92687.0,7.0
31990.0,56909.0,2.0
20000.0,100000.0,4.0
24990.0,5334.0,2.0
24590.0,42253.0,4.0
6500.0,151000.0,35.0
22590.0,20346.0,6.0
34990.0,3464.0,4.0
36885.0,61400.0,4.0
29990.0,19699.0,2.0
38590.0,26539.0,4.0
14500.0,146200.0,13.0
17900.0,176000.0,8.0
9000.0,58000.0,22.0
17900.0,291000.0,5.0
22990.0,34443.0,4.0
31990.0,4108.0,1.0
23590.0,36070.0,3.0
29990.0,30727.0,4.0
5500.0,237000.0,15.0
34590.0,29073.0,4.0
27590.0,10592.0,2.0
3700.0,163671.0,15.0
16590.0,42749.0,3.0
33590.0,33424.0,2.0
19990.0,29254.0,4.0
35590.0,19458.0,3.0
15000.0,115532.0,16.0
11000.0,120000.0,11.0
12500.0,108000.0,21.0
5600.0,80000.0,9.0
14500.0,95000.0,25.0
13500.0,187000.0,17.0
9250.0,64556.0,59.0
7500.0,101000.0,9.0
9597.0,145789.0,7.0
13351.0,59491.0,6.0
9663.0,106992.0,5.0
12208.0,62095.0,9.0
6950.0,175000.0,14.0
8997.0,164000.0,10.0
3000.0,250000.0,21.0
82000.0,6100.0,2.0
3900.0,196000.0,21.0
69995.0,51431.0,3.0
44995.0,50847.0,3.0
33590.0,57923.0,7.0
44995.0,70316.0,4.0
68995.0,68326.0,4.0
29990.0,59613.0,8.0
34990.0,34425.0,5.0
24995.0,117740.0,8.0
54995.0,71127.0,7.0
25990.0,15575.0,7.0
31990.0,9261.0,1.0
25999.0,118000.0,21.0
32950.0,78853.0,15.0
29950.0,117288.0,14.0
30000.0,99100.0,17.0
10500.0,109370.0,10.0
15900.0,175000.0,13.0
34590.0,13970.0,4.0
29990.0,26460.0,5.0
33590.0,55251.0,7.0
27788.0,90010.0,4.0
13495.0,101314.0,13.0
19990.0,6054.0,4.0
11975.0,164000.0,10.0
2600.0,69000.0,47.0
32950.0,83708.0,23.0
7975.0,147000.0,13.0
10999.0,112512.0,15.0
34999.0,74885.0,5.0
34799.0,93650.0,7.0
20999.0,117527.0,6.0
34999.0,30620.0,2.0
27995.0,117219.0,7.0
20999.0,117133.0,5.0
17498.0,83280.0,7.0
37995.0,5295.0,2.0
21995.0,102719.0,8.0
6000.0,115000.0,9.0
3800.0,47408.0,47.0
6500.0,115000.0,10.0
6975.0,161000.0,12.0
26990.0,41335.0,4.0
18590.0,13110.0,3.0
23990.0,83754.0,8.0
29590.0,32833.0,3.0
30590.0,19673.0,3.0
24590.0,60987.0,7.0
36590.0,7619.0,2.0
5675.0,115800.0,10.0
36990.0,5471.0,2.0
8975.0,121000.0,14.0
29900.0,113006.0,10.0
17999.0,108000.0,13.0
16000.0,109813.0,20.0
12399.0,53000.0,5.0
9999.0,35000.0,8.0
15399.0,67000.0,6.0
14499.0,84000.0,7.0
25999.0,79000.0,7.0
16799.0,69000.0,6.0
2950.0,257000.0,26.0
4975.0,139000.0,10.0
5900.0,164035.0,20.0
32000.0,2000.0,0.0
8000.0,214000.0,17.0
15500.0,53522.0,7.0
25950.0,42001.0,31.0
45950.0,143909.0,7.0
52950.0,106554.0,6.0
35950.0,113869.0,3.0
33950.0,82790.0,10.0
21950.0,112081.0,6.0
35950.0,157159.0,10.0
49950.0,124119.0,6.0
46950.0,94550.0,11.0
20950.0,192825.0,3.0
35950.0,106874.0,3.0
35950.0,102365.0,3.0
24950.0,153801.0,8.0
24950.0,130375.0,14.0
7975.0,157000.0,7.0
6975.0,142000.0,15.0
8500.0,206000.0,25.0
66995.0,39326.0,5.0
36999.0,97747.0,6.0
20950.0,117996.0,10.0
25997.0,112215.0,15.0
3900.0,200000.0,14.0
12950.0,148947.0,18.0
8995.0,120469.0,4.0
10495.0,156612.0,10.0
8995.0,162740.0,12.0
5995.0,123998.0,8.0
8995.0,160618.0,11.0
6995.0,139675.0,8.0
6700.0,94204.0,14.0
42995.0,61897.0,3.0
32999.0,124821.0,7.0
3700.0,155000.0,34.0
27999.0,55999.0,9.0
24995.0,88000.0,4.0
57995.0,15114.0,1.0
43995.0,52582.0,6.0
62995.0,30478.0,2.0
34395.0,15174.0,2.0
8975.0,144000.0,5.0
39950.0,86351.0,6.0
49997.0,58476.0,3.0
42995.0,42141.0,5.0
8997.0,164000.0,10.0
27999.0,14260.0,9.0
8997.0,164000.0,10.0
1500.0,100000.0,44.0
13975.0,161000.0,8.0
44995.0,69897.0,6.0
36590.0,79156.0,8.0
17000.0,94000.0,6.0
31990.0,52733.0,3.0
24590.0,40784.0,4.0
31590.0,2195.0,1.0
28990.0,12567.0,1.0
31990.0,34729.0,5.0
25990.0,10572.0,3.0
22590.0,10667.0,1.0
28990.0,70703.0,9.0
35990.0,2600.0,0.0
2700.0,189000.0,19.0
31590.0,27440.0,5.0
48990.0,68024.0,10.0
19990.0,79396.0,8.0
19990.0,57181.0,8.0
19990.0,62039.0,8.0
25990.0,21480.0,2.0
69990.0,1353.0,2.0
30990.0,41124.0,4.0
27500.0,216000.0,7.0
9000.0,100000.0,44.0
46995.0,94472.0,8.0
29990.0,19374.0,5.0
49495.0,54955.0,3.0
15000.0,175000.0,15.0
14500.0,99999.0,72.0
59990.0,19102.0,2.0
4499.0,177400.0,14.0
23995.0,74000.0,10.0
78995.0,61965.0,2.0
29600.0,19000.0,2.0
89995.0,3313.0,0.0
6998.0,139011.0,12.0
5998.0,181954.0,14.0
13998.0,92543.0,8.0
14998.0,70417.0,6.0
16393.0,150057.0,11.0
16884.0,122345.0,7.0
16029.0,131604.0,5.0
13220.0,68817.0,6.0
12432.0,82808.0,5.0
7000.0,140342.0,14.0
7900.0,109000.0,13.0
45995.0,51712.0,5.0
32995.0,89268.0,7.0
32995.0,89268.0,7.0
13500.0,267000.0,36.0
94995.0,15566.0,2.0
5500.0,21.0,49.0
3900.0,160879.0,14.0
14800.0,198000.0,25.0
77995.0,6050.0,1.0
39900.0,197334.0,8.0
11000.0,78000.0,4.0
4900.0,151370.0,15.0
13250.0,61000.0,6.0
28900.0,110854.0,7.0
31900.0,130410.0,7.0
4000.0,190000.0,24.0
6000.0,372000.0,22.0
32990.0,40405.0,7.0
34990.0,27451.0,4.0
29990.0,25196.0,4.0
35590.0,4265.0,2.0
19590.0,83600.0,8.0
35990.0,40831.0,3.0
16590.0,39649.0,6.0
