,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,X,Y,class
93,93,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,73.79585723925679,30.34730680760247,class1
94,94,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,66.41169428367586,28.722719436919867,class1
95,95,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.57731295242915,101.11348195382593,class1
96,96,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,105.28381386413355,60.47923796379908,class1
97,97,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,42.521835716412696,125.83388221888583,class1
98,98,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,71.99352734871043,54.797162696020834,class1
99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,125.4892603604194,61.96465756711648,class1
100,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.63664967783305,62.38328949314893,class1
101,101,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,103.64722110862432,87.04334558040642,class1
102,102,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,84.51271648695598,61.962618361807976,class1
103,103,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,64.91632705132199,71.32589492805789,class1
104,104,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,44.84424418139681,69.29762945404036,class1
105,105,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,45.76987989542157,80.19782591854542,class1
106,106,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,128.4535306385786,60.14894541552926,class1
107,107,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,113.77321108809815,53.77373253655779,class1
108,108,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,50.881272397240934,61.968786241872635,class1
109,109,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,-8.32022118718453,39.59077869163937,class1
110,110,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,58.951067417636416,111.67506231668594,class1
111,111,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,39.17876181189859,77.23708439519491,class1
112,112,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,96.77275133976576,35.277347989777965,class1
113,113,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,63.816579042808044,115.85891248220315,class1
114,114,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,54.87365398754601,114.51016739541495,class1
115,115,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,55.64075818750416,86.71227241559009,class1
116,116,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,63.08680016725882,60.35597924144019,class1
117,117,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,54.85526677621089,22.56280749317716,class1
118,118,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,79.54992276030478,102.90725049600226,class1
119,119,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,96.64330197661201,74.80287560565725,class1
120,120,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,113.20892432968614,84.70749661861517,class1
121,121,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,146.43549465201687,51.04024545373079,class1
122,122,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,55.900079918868634,61.52253035369307,class1
123,123,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,98.12576399500358,59.209636282815744,class1
124,124,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,-2.2869170901040263,84.91845215324565,class1
125,125,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,122.29277240574118,98.24732189533466,class1
126,126,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,55.33103935908972,40.98122818005112,class1
127,127,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,70.32228784390014,51.722050271816784,class1
128,128,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,86.03146899728533,86.28380491417744,class1
129,129,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,53.488232222885934,83.195330842431,class1
130,130,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,90.0537735398334,13.93799589168946,class1
131,131,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,54.17631796662814,96.42012249891992,class1
132,132,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,76.8526436157233,99.86338719767019,class1
133,133,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,108.32493842580345,78.2160804010996,class1
134,134,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,46.428437026918466,58.02472487281685,class1
135,135,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,79.04901623601015,93.91766908246339,class1
136,136,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,50.09918681801466,63.44952672928348,class1
137,137,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,55.94268304368972,29.06103183677149,class1
138,138,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,77.52687869830697,36.47832432797044,class1
139,139,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,87.9053112507246,86.8463848097116,class1
140,140,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,29.0302647340443,80.90424237904618,class1
141,141,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,98.3685077564621,67.40418516409876,class1
142,142,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,33.776645713276096,86.84226939178004,class1
143,143,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,68.07416577925724,116.3102251535047,class1
144,144,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,89.62919772461807,80.12420234341727,class1
145,145,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,58.61895287581571,32.09659795859453,class1
146,146,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,82.18383858029742,37.844686601196216,class1
147,147,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,89.00362270914209,61.331913289141035,class1
148,148,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,82.10098108358447,40.8739256813197,class1
149,149,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,93.92346005903744,59.674658815394665,class1
150,150,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,65.92408320866981,73.63349307198222,class1
151,151,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,97.16605291929041,54.69997300612172,class1
152,152,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,16.924822706101573,58.97267554199676,class1
153,153,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,118.46243313570207,80.46736958476255,class1
154,154,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,89.98533151876184,89.54633235706825,class1
155,155,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,107.84442772319187,107.52842795092782,class1
156,156,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,73.46223994722557,148.72555097042067,class1
157,157,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,58.57171723568578,75.79293524139763,class1
158,158,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,70.96838225618015,72.0351776096567,class1
159,159,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,102.57567274785481,36.71555147037052,class1
160,160,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,76.00661787977269,46.54293940159751,class1
161,161,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,58.7178246810862,21.461265414794156,class1
162,162,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,95.02154771179842,31.285473177151957,class1
163,163,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,101.14816049843931,73.51087753605594,class1
164,164,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,78.9727324857182,39.321769274783605,class1
165,165,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,83.33474572318741,40.15061813084448,class1
166,166,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,72.4044142046272,23.24268366560664,class1
167,167,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,59.62207976251784,103.21396112399066,class1
168,168,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,70.47933867485511,49.07678293272406,class1
169,169,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,94.44125345025026,110.09060511520202,class1
170,170,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,52.766347207374054,80.56350325303028,class1
171,171,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,112.36709301201157,84.56660871096828,class1
172,172,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,46.46247420756049,53.99943722224492,class1
173,173,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,50.789407333405464,43.859853863279035,class1
174,174,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,77.45004084195757,32.96668022533758,class1
175,175,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,77.5415825520131,106.66088330361175,class1
176,176,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,66.84140227389652,45.409095810618794,class1
177,177,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,91.57446264145653,97.03963965440639,class1
178,178,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,79.70043118368287,81.74837846374677,class1
179,179,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,56.365230079298954,105.76872916076516,class1
180,180,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,86.23122972568252,88.7244247893789,class1
181,181,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,45.48881471554242,90.30859465097411,class1
182,182,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,99.19971741904433,13.421525644677956,class1
183,183,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,22.941361499602436,38.40510465731187,class1
184,184,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,114.7445256906226,116.92358492723568,class1
185,185,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,72.8747342560586,51.21680496516803,class1
186,186,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,38.094014886843354,48.61801297957895,class1
187,187,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,32.274086021574284,119.05220425335393,class1
188,188,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,54.143843774291476,98.30513281221315,class1
189,189,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,102.28586399193541,87.73662503373282,class1
190,190,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,45.86499332372441,83.64702267565619,class1
191,191,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,96.56759376486545,77.4286151893964,class1
192,192,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,112.43609060643877,63.81813333353605,class1
193,193,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,79.89469340091732,44.99035119216399,class1
194,194,194.0,194.0,194.0,194.0,194.0,194.0,194.0,194.0,127.02037208424925,74.31039082243127,class1
195,195,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,92.72038276291761,66.71546067294801,class1
196,196,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,31.118047413508386,75.8995734364409,class1
197,197,197.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,55.82167760501606,39.83042778701645,class1
198,198,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,92.91622687232112,18.22391215567086,class1
199,199,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,102.54746958742223,113.83327219331551,class1
200,200,200.0,200.0,200.0,,,,,,120.80624903650694,68.81095259031747,class1
201,201,201.0,201.0,201.0,,,,,,98.6967678999105,77.01916060780331,class1
202,202,202.0,202.0,202.0,,,,,,64.00705834412723,63.24429055299061,class1
203,203,203.0,203.0,203.0,,,,,,99.37541400268628,74.41007215403752,class1
204,204,204.0,204.0,204.0,,,,,,48.95469186116591,74.62449901749498,class1
205,205,205.0,205.0,205.0,,,,,,89.63918705998528,105.98675735165858,class1
206,206,206.0,206.0,206.0,,,,,,64.16377413867363,127.62379717742076,class1
207,207,207.0,207.0,207.0,,,,,,57.77588316311392,15.998164618748447,class1
208,208,208.0,208.0,208.0,,,,,,56.664992891164346,97.93278793399247,class1
209,209,209.0,209.0,209.0,,,,,,83.67661675309952,62.8489403848553,class1
210,210,210.0,210.0,210.0,,,,,,82.73196775927502,37.54883350075513,class1
211,211,211.0,211.0,211.0,,,,,,-16.537224533334793,123.43771606642756,class1
212,212,212.0,212.0,212.0,,,,,,66.22459182818005,27.84771126782382,class1
213,213,213.0,213.0,213.0,,,,,,53.615415250223066,81.79456237430352,class1
214,214,214.0,214.0,214.0,,,,,,60.814733032703714,0.7658560150498062,class1
215,215,215.0,215.0,215.0,,,,,,61.85400820214302,86.18479694621453,class1
216,216,216.0,216.0,216.0,,,,,,64.61676537065541,78.82383430581781,class1
217,217,217.0,217.0,217.0,,,,,,58.61450558752538,89.79417800240412,class1
218,218,218.0,218.0,218.0,,,,,,96.04694559231251,85.43457393267175,class1
219,219,219.0,219.0,219.0,,,,,,65.05590836536093,15.915285772252638,class1
220,220,220.0,220.0,220.0,,,,,,60.434612357675405,78.33854412665724,class1
221,221,221.0,221.0,221.0,,,,,,89.02701281948397,72.74713387675082,class1
222,222,222.0,222.0,222.0,,,,,,114.34927394793155,118.65840785090727,class1
223,223,223.0,223.0,223.0,,,,,,33.9652429449904,53.9025997331556,class1
224,224,224.0,224.0,224.0,,,,,,19.850045011025962,71.33364727043326,class1
225,225,225.0,225.0,225.0,,,,,,102.42661980934874,56.49263324937726,class1
226,226,226.0,226.0,226.0,,,,,,47.899696479937994,88.96513375865581,class1
227,227,227.0,227.0,227.0,,,,,,76.99991513873628,10.254018099720895,class1
228,228,228.0,228.0,228.0,,,,,,103.94029473433366,68.74290043208306,class1
229,229,229.0,229.0,229.0,,,,,,36.83712530422786,44.17778402840145,class1
230,230,230.0,230.0,230.0,,,,,,57.33500218546827,64.56292128312961,class1
231,231,231.0,231.0,231.0,,,,,,55.612433577969185,31.872631284325124,class1
232,232,232.0,232.0,232.0,,,,,,28.967762278589277,65.10264442282799,class1
233,233,233.0,233.0,233.0,,,,,,92.61665031466259,85.76479460167478,class1
234,234,234.0,234.0,234.0,,,,,,114.04987356197647,90.17242964202305,class1
235,235,235.0,235.0,235.0,,,,,,133.03653342365047,102.9192186898918,class1
236,236,236.0,236.0,236.0,,,,,,30.124359097484003,77.27751615008634,class1
237,237,237.0,237.0,237.0,,,,,,17.64799864719955,61.53704760205577,class1
238,238,238.0,238.0,238.0,,,,,,40.14472364711739,32.84892315121839,class1
239,239,239.0,239.0,239.0,,,,,,39.05117826503052,26.86722004571343,class1
240,240,240.0,240.0,240.0,,,,,,65.72027737741315,13.27526189979536,class1
241,241,241.0,241.0,241.0,,,,,,59.88468089858502,57.11984035378346,class1
242,242,242.0,242.0,242.0,,,,,,80.51243896660239,58.273287195049036,class1
243,243,243.0,243.0,243.0,,,,,,65.02849503677639,84.5158550063506,class1
244,244,244.0,244.0,244.0,,,,,,51.887147992500736,100.73663648601408,class1
245,245,245.0,245.0,245.0,,,,,,55.74325475308935,84.39731355981462,class1
246,246,246.0,246.0,246.0,,,,,,54.36490137874064,69.4820876303726,class1
247,247,247.0,247.0,247.0,,,,,,50.64497797202789,111.20872162168517,class1
248,248,248.0,248.0,248.0,,,,,,39.83055250361674,68.34009817331734,class1
249,249,249.0,249.0,249.0,,,,,,22.767049159966696,40.94725957708362,class1
250,250,250.0,250.0,250.0,,,,,,72.90068972847357,94.97830502489154,class1
251,251,251.0,251.0,251.0,,,,,,85.42294319943473,99.15704498839833,class1
252,252,252.0,252.0,252.0,,,,,,26.74805150855741,57.567824623953584,class1
253,253,253.0,253.0,253.0,,,,,,68.6363392812992,59.232921242471654,class1
254,254,254.0,254.0,254.0,,,,,,28.29288208246092,91.25526671795288,class1
255,255,255.0,255.0,255.0,,,,,,33.96995254325651,103.30551333517802,class1
256,256,256.0,256.0,256.0,,,,,,55.396202929455924,78.72999541562606,class1
257,257,257.0,257.0,257.0,,,,,,37.931686100073854,122.95277502844743,class1
258,258,258.0,258.0,258.0,,,,,,23.967833873027345,89.95038737989472,class1
259,259,259.0,259.0,259.0,,,,,,23.39954898513647,115.90480535721801,class1
260,260,260.0,260.0,260.0,,,,,,81.66406556367377,84.79532351994759,class1
261,261,261.0,261.0,261.0,,,,,,51.93432517435066,65.48386825341464,class1
262,262,262.0,262.0,262.0,,,,,,78.34627398218935,143.19117261927767,class1
263,263,263.0,263.0,263.0,,,,,,42.170566182866985,18.153109695428398,class1
264,264,264.0,264.0,264.0,,,,,,46.94288015847353,105.25977242370973,class1
265,265,265.0,265.0,265.0,,,,,,46.38109580857661,49.89669253411553,class1
266,266,266.0,266.0,266.0,,,,,,84.78104262748396,39.79085228044999,class1
267,267,267.0,267.0,267.0,,,,,,96.09128035322715,77.52497166924002,class1
268,268,268.0,268.0,268.0,,,,,,57.63733316434967,101.86798680378728,class1
