,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,iata,name,city,state,country,latitude,longitude,death
67,67,67,67,67,0M0,Dumas Municipal,Dumas,AR,USA,0.0,0.0,0.0
68,68,68,68,68,0M1,Scott,Parsons,TN,USA,0.0,0.0,0.0
69,69,69,69,69,0M4,Benton County,Camden,TN,USA,0.0,0.0,0.0
70,70,70,70,70,0M5,Humphreys County,Waverly,TN,USA,0.0,0.0,0.0
71,71,71,71,71,0M6,Panola County,Batesville,MS,USA,0.0,0.0,0.0
72,72,72,72,72,0M8,Byerley,Lake Providence,LA,USA,0.0,0.0,0.0
73,73,73,73,73,0O3,Calaveras Co-Maury Rasmussen,San Andreas,CA,USA,38.14611639,-120.6481733,39.0
74,74,74,74,74,0O4,Corning Municipal,Corning,CA,USA,39.94376806,-122.1713781,40.0
75,75,75,75,75,0O5,University,Davis,CA,USA,38.53146222,-121.7864906,25.0
76,76,76,76,76,0Q5,Shelter Cove,Shelter Cove,CA,USA,40.02764333,-124.0733639,30.0
77,77,77,77,77,0Q6,Shingletown,Shingletown,CA,USA,40.52210111,-121.8177683,17.0
78,78,78,78,78,0R0,Columbia-Marion County,Columbia,MS,USA,0.0,0.0,0.0
79,79,79,79,79,0R1,Atmore Municipal,Atmore,AL,USA,0.0,0.0,0.0
80,80,80,80,80,0R3,Abbeville Chris Crusta Memorial,Abbeville,LA,USA,29.97576083,-92.08415167,0.0
81,81,81,81,81,0R4,Concordia Parish,Vidalia,LA,USA,0.0,0.0,0.0
82,82,82,82,82,0R5,David G Joyce,Winnfield,LA,USA,0.0,0.0,0.0
83,83,83,83,83,0R7,Red River,Coushatta,LA,USA,0.0,0.0,0.0
84,84,84,84,84,0S7,Dorothy Scott,Oroville,WA,USA,48.958965,-119.4119622,34.0
85,85,85,85,85,0S9,Jefferson County International,Port Townsend,WA,USA,48.04981361,-122.8012792,28.0
86,86,86,86,86,0V2,Harriet Alexander,Salida,CO,USA,0.0,0.0,45.0
87,87,87,87,87,0V3,Pioneer Village,Minden,NE,USA,0.0,0.0,27.0
88,88,88,88,88,0V4,Brookneal/Campbell County,Brookneal,VA,USA,0.0,0.0,0.0
89,89,89,89,89,0V6,Mission Sioux,Mission,SD,USA,0.0,0.0,0.0
90,90,90,90,90,0V7,Kayenta,Kayenta,AZ,USA,0.0,0.0,34.0
91,91,91,91,91,10C,Galt,Chicago/Greenwood/Wonderlake,IL,USA,0.0,0.0,0.0
92,92,92,92,92,10D,Winsted Municipal,Winsted,MN,USA,0.0,0.0,0.0
93,93,93,93,93,10G,Holmes County,Millersburg,OH,USA,0.0,0.0,0.0
94,94,94,94,94,10N,Wallkill,Wallkill,NY,USA,41.62787111,-74.13375583,0.0
95,95,95,95,95,10U,Owyhee,Owyhee,NV,USA,41.95323306,-116.1876014,0.0
96,96,96,96,96,11A,Clayton Municipal,Clayton,AL,USA,0.0,0.0,0.0
97,97,97,97,97,11D,Clarion Cty,Clarion,PA,USA,0.0,0.0,0.0
98,98,98,98,98,11IS,Schaumburg Heliport,Chicago/Schaumburg,IL,USA,0.0,0.0,0.0
99,99,99,99,99,11J,Early County,Blakely,GA,USA,0.0,0.0,0.0
100,100,100,100,100,11R,Brenham Municipal,Brenham,TX,USA,30.219,-96.37427778,0.0
101,101,101,101,101,12C,Rochelle Municipal,Rochelle,IL,USA,0.0,0.0,0.0
102,102,102,102,102,12D,Tower Municipal,Tower,MN,USA,0.0,0.0,0.0
103,103,103,103,103,12J,Brewton Municipal,Brewton,AL,USA,31.05126306,-87.06796833,0.0
104,104,104,104,104,12K,Superior Municipal,Superior,NE,USA,0.0,0.0,23.0
105,105,105,105,105,12Y,Le Sueur Municipal,Le Sueur,MN,USA,44.43746472,-93.91274083,0.0
106,106,106,106,106,13C,Lakeview,Lakeview,MI,USA,0.0,0.0,0.0
107,107,107,107,107,13K,Eureka Municipal,Eureka,KS,USA,0.0,0.0,0.0
108,108,108,108,108,13N,Trinca,Andover,NJ,USA,40.96676444,-74.78016556,0.0
109,109,109,109,109,14J,Carl Folsom,Elba,AL,USA,0.0,0.0,0.0
110,110,110,110,110,14M,Hollandale Municipal,Hollandale,MS,USA,0.0,0.0,0.0
111,111,111,111,111,14Y,Todd Field,Long Prairie,MN,USA,0.0,0.0,0.0
112,112,112,112,112,15F,Haskell Municipal,Haskell,TX,USA,33.19155556,-99.71793056,0.0
113,113,113,113,113,15J,Cook County,Adel,GA,USA,0.0,0.0,0.0
114,114,114,114,114,15M,Luka,Luka,MS,USA,0.0,0.0,0.0
115,115,115,115,115,15Z,McCarthy 2,McCarthy,AK,USA,61.43706083,-142.9037372,0.0
116,116,116,116,116,16A,Nunapitchuk,Nunapitchuk,AK,USA,60.90582833,-162.4391158,0.0
117,117,117,117,117,16G,Seneca County,Tiffin,OH,USA,0.0,0.0,0.0
118,118,118,118,118,16J,Dawson Municipal,Dawson,GA,USA,0.0,0.0,0.0
119,119,119,119,119,16S,Myrtle Creek Municipal,Myrtle Creek,OR,USA,42.99845056,-123.3095092,49.0
120,120,120,120,120,17G,Port Bucyrus-Crawford County,Bucyrus,OH,USA,0.0,0.0,0.0
121,121,121,121,121,17J,Donalsonville Municipal,Donalsonville,GA,USA,0.0,0.0,0.0
122,122,122,122,122,17K,Boise City,Boise City,OK,USA,0.0,0.0,0.0
123,123,123,123,123,17M,Magee Municipal,Magee,MS,USA,0.0,0.0,0.0
124,124,124,124,124,17N,Cross Keys,Cross Keys,NJ,USA,0.0,0.0,0.0
125,125,125,125,125,17Z,Manokotak,Manokotak,AK,USA,58.98896583,-159.0499739,0.0
126,126,126,126,126,18A,Franklin County,Canon,GA,USA,0.0,0.0,0.0
127,127,127,127,127,18I,McCreary County,Pine Knot,KY,USA,0.0,0.0,0.0
128,128,128,128,128,19A,Jackson County,Jefferson,GA,USA,0.0,0.0,0.0
129,129,129,129,129,19M,C A Moore,Lexington,MS,USA,0.0,0.0,0.0
130,130,130,130,130,19N,Camden,Berlin,NJ,USA,39.77842056,-74.94780389,0.0
131,131,131,131,131,19P,Port Protection SPB,Port Protection,AK,USA,56.32880417,-133.6100844,0.0
132,132,132,132,132,1A3,Martin Campbell,Copperhill,TN,USA,35.01619111,-84.34631083,0.0
133,133,133,133,133,1A5,Macon County,Franklin,NC,USA,0.0,0.0,0.0
134,134,134,134,134,1A6,Middlesboro-Bell County,Middlesboro,KY,USA,0.0,0.0,0.0
135,135,135,135,135,1A7,Jackson County,Gainesboro,TN,USA,0.0,0.0,0.0
136,136,136,136,136,1A9,Autauga County,Prattville,AL,USA,0.0,0.0,0.0
137,137,137,137,137,1B0,Dexter Regional,Dexter,ME,USA,45.00839444,-69.23976722,0.0
138,138,138,138,138,1B1,Columbia Cty,Hudson,NY,USA,42.29130028,-73.71031944,0.0
139,139,139,139,139,1B3,Fair Haven,Fair Haven,VT,USA,43.61534389,-73.27455556,0.0
140,140,140,140,140,1B9,Mansfield Municipal,Mansfield,MA,USA,42.00013306,-71.19677139,0.0
141,141,141,141,141,1C5,Clow,Chicago/Plainfield,IL,USA,0.0,0.0,0.0
142,142,142,142,142,1D1,Milbank Municipal,Milbank,SD,USA,45.23053806,-96.56596556,0.0
143,143,143,143,143,1D2,Canton -Plymouth -  Mettetal,Plymouth,MI,USA,0.0,0.0,0.0
144,144,144,144,144,1D3,Platte Municipal,Platte,SD,USA,0.0,0.0,0.0
145,145,145,145,145,1D6,Hector Municipal,Hector,MN,USA,0.0,0.0,0.0
146,146,146,146,146,1D7,Webster Municipal,Webster,SD,USA,0.0,0.0,0.0
147,147,147,147,147,1D8,Redfield Municipal,Redfield,SD,USA,44.86247611,-98.52953972,0.0
148,148,148,148,148,1F0,Downtown Ardmore,Ardmore,OK,USA,0.0,0.0,0.0
149,149,149,149,149,1F1,Lake Murray State Park,Overbrook,OK,USA,0.0,0.0,0.0
150,150,150,150,150,1F4,Madill Municipal,Madill,OK,USA,0.0,0.0,0.0
151,151,151,151,151,1F9,Bridgeport Municipal,Bridgeport,TX,USA,0.0,0.0,0.0
152,152,152,152,152,1G0,Wood County,Bowling Green,OH,USA,41.391,-83.63013889,0.0
153,153,153,153,153,1G3,Kent State University,Kent,OH,USA,41.15186167,-81.41658306,0.0
154,154,154,154,154,1G4,Grand Canyon West,Peach Springs,AZ,USA,0.0,0.0,22.0
155,155,155,155,155,1G5,Freedom,Medina,OH,USA,41.13144444,-81.76491667,0.0
156,156,156,156,156,1G6,Michael,Cicero,NY,USA,0.0,0.0,0.0
157,157,157,157,157,1H0,Creve Coeur,St Louis,MO,USA,0.0,0.0,0.0
158,158,158,158,158,1H2,Effingham County Memorial,Effingham,IL,USA,0.0,0.0,0.0
159,159,159,159,159,1H3,Linn State Tech. College,Linn,MO,USA,0.0,0.0,0.0
160,160,160,160,160,1H8,Casey Municipal,Casey,IL,USA,0.0,0.0,0.0
161,161,161,161,161,1I5,Freehold,Freehold,NY,USA,42.36425,-74.06596806,0.0
162,162,162,162,162,1I9,Delphi Municipal,Delphi,IN,USA,0.0,0.0,0.0
163,163,163,163,163,1J0,Tri-County,Bonifay,FL,USA,0.0,0.0,0.0
164,164,164,164,164,1K2,Lindsay Municipal,Lindsay,OK,USA,34.85007333,-97.58642028,0.0
165,165,165,165,165,1K4,David J. Perry,Goldsby,OK,USA,35.1550675,-97.47039389,0.0
166,166,166,166,166,1K5,Waynoka Municipal,Waynoka,OK,USA,0.0,0.0,0.0
167,167,167,167,167,1K9,Satanta Municipal,Satanta,KS,USA,0.0,0.0,0.0
168,168,168,168,168,1L0,St. John the Baptist Parish,Reserve,LA,USA,0.0,0.0,0.0
169,169,169,169,169,1L1,Lincoln Co,Panaca,NV,USA,37.78746444,-114.4216567,0.0
170,170,170,170,170,1L7,Escalante Municipal,Escalante,UT,USA,37.74532639,-111.5701653,22.0
171,171,171,171,171,1L9,Parowan,Parowan,UT,USA,37.85969694,-112.816055,19.0
172,172,172,172,172,1M1,North Little Rock Municipal,No Lit Rock,AR,USA,0.0,0.0,0.0
173,173,173,173,173,1M2,Belzoni Municipal,Belzoni,MS,USA,0.0,0.0,0.0
174,174,174,174,174,1M4,Posey,Haleyville,AL,USA,34.28034806,-87.60044139,0.0
175,175,175,175,175,1M5,Portland Municipal,Portland,TN,USA,0.0,0.0,0.0
176,176,176,176,176,1M7,Fulton,Fulton,KY,USA,0.0,0.0,0.0
177,177,177,177,177,1MO,Mountain Grove Memorial,Mountain Grove,MO,USA,37.12071889,-92.311245,0.0
178,178,178,178,178,1N2,Spadaro,East Moriches,NY,USA,40.82787639,-72.74871083,0.0
179,179,179,179,179,1N4,Woodbine Muni,Woodbine,NJ,USA,39.21915,-74.794765,0.0
180,180,180,180,180,1N7,Blairstown,Blairstown,NJ,USA,40.97114556,-74.99747556,0.0
181,181,181,181,181,1N9,Allentown Queen City Muni,Allentown,PA,USA,0.0,0.0,0.0
182,182,182,182,182,1ND3,Hamry,Kindred,ND,USA,46.6485775,-97.00564306,0.0
183,183,183,183,183,1O1,Grandfield Municipal,Grandfield,OK,USA,0.0,0.0,0.0
184,184,184,184,184,1O2,Lampson,Lakeport,CA,USA,38.99017472,-122.8997175,37.0
185,185,185,185,185,1O3,Lodi,Lodi,CA,USA,38.20241667,-121.2684167,24.0
186,186,186,186,186,1O4,Thomas Municipal,Thomas,OK,USA,0.0,0.0,0.0
187,187,187,187,187,1O6,Dunsmuir Municipal-Mott,Dunsmuir,CA,USA,41.26320889,-122.2719528,35.0
188,188,188,188,188,1R1,Jena,Jena,LA,USA,0.0,0.0,0.0
189,189,189,189,189,1R7,Brookhaven-Lincoln County,Brookhaven,MS,USA,0.0,0.0,0.0
190,190,190,190,190,1R8,Bay Minette Municipal,Bay Minette,AL,USA,0.0,0.0,0.0
191,191,191,191,191,1S0,Pierce County,Puyallup,WA,USA,47.10391667,-122.2871944,21.0
192,192,192,192,192,1S3,Tillitt,Forsyth,MT,USA,0.0,0.0,0.0
193,193,193,193,193,1S5,Sunnyside Municipal,Sunnyside,WA,USA,46.32763139,-119.9705964,11.0
194,194,194,194,194,1S6,Priest River Muni,Priest River,ID,USA,48.19018611,-116.9093644,36.0
195,195,195,195,195,1U7,Bear Lake County,Paris,ID,USA,0.0,0.0,10.0
196,196,196,196,196,1V0,Navajo State Park,Navajo Dam,NM,USA,36.80833833,-107.6514444,0.0
197,197,197,197,197,1V2,Grant County,Hyannis,NE,USA,0.0,0.0,15.0
198,198,198,198,198,1V5,Boulder Muni,Boulder,CO,USA,0.0,0.0,39.0
199,199,199,199,199,1V6,Fremont County,Canon City,CO,USA,38.42838111,-105.1054994,15.0
200,200,200,200,200,1V9,Blake,Delta,CO,USA,0.0,0.0,16.0
201,201,201,201,201,20A,Robbins,Oneonta,AL,USA,0.0,0.0,0.0
202,202,202,202,202,20M,Macon Municipal,Macon,MS,USA,0.0,0.0,0.0
203,203,203,203,203,20N,Kingston-Ulster,Kingston,NY,USA,41.9852525,-73.96409722,0.0
204,204,204,204,204,20U,Beach,Beach,ND,USA,0.0,0.0,0.0
205,205,205,205,205,20V,McElroy Airfield,Kremmling,CO,USA,0.0,0.0,47.0
206,206,206,206,206,21D,Lake Elmo,St Paul,MN,USA,0.0,0.0,0.0
207,207,207,207,207,21F,Jacksboro Municipal,Jacksboro,TX,USA,0.0,0.0,0.0
208,208,208,208,208,22B,Mountain Meadow Airstrip,Burlington,CT,USA,41.77287528,-73.01121667,0.0
209,209,209,209,209,22I,Vinton County,McArthur,OH,USA,0.0,0.0,0.0
210,210,210,210,210,22M,Pontotoc County,Pontotoc,MS,USA,0.0,0.0,0.0
211,211,211,211,211,22N,Carbon Cty-Jake Arner Memorial,Lehighton,PA,USA,0.0,0.0,0.0
212,212,212,212,212,23J,Herlong,Jacksonville,FL,USA,0.0,0.0,0.0
213,213,213,213,213,23M,Clarke County,Quitman,MS,USA,0.0,0.0,0.0
214,214,214,214,214,23N,Bayport Aerodrome,Bayport,NY,USA,40.75843139,-73.05372083,0.0
215,215,215,215,215,23R,Devine Municipal,Devine,TX,USA,0.0,0.0,0.0
216,216,216,216,216,24A,Jackson County,Sylva,NC,USA,35.3168625,-83.20936806,0.0
217,217,217,217,217,24J,Suwannee County,Live Oak,FL,USA,0.0,0.0,0.0
218,218,218,218,218,24N,Jicarilla Apache Nation,Dulce,NM,USA,0.0,0.0,0.0
219,219,219,219,219,25J,Cuthbert-Randolph,Cuthbert,GA,USA,0.0,0.0,0.0
220,220,220,220,220,25M,Ripley,Ripley,MS,USA,0.0,0.0,0.0
221,221,221,221,221,25R,International,Edinburg,TX,USA,0.0,0.0,0.0
222,222,222,222,222,26A,Ashland/Lineville,Ashland/Lineville,AL,USA,0.0,0.0,0.0
223,223,223,223,223,26N,Ocean City Muni cipal,Ocean City,NJ,USA,39.26347222,-74.60747222,0.0
224,224,224,224,224,26R,Jackson County,Edna/Ganado,TX,USA,0.0,0.0,0.0
225,225,225,225,225,26U,McDermitt State,McDermitt,OR,USA,42.00211083,-117.7231972,47.0
226,226,226,226,226,27A,Elbert County-Patz,Elberton,GA,USA,0.0,0.0,0.0
227,227,227,227,227,27D,Myers,Canby,MN,USA,44.72801889,-96.26309972,0.0
228,228,228,228,228,27J,Newberry Municipal,Newberry,SC,USA,0.0,0.0,0.0
229,229,229,229,229,27K,Georgetown-Scott County,Georgetown,KY,USA,38.23442528,-84.43468667,0.0
230,230,230,230,230,28J,Kay Larkin,Palatka,FL,USA,0.0,0.0,0.0
231,231,231,231,231,29D,Grove City,Grove City,PA,USA,41.14597611,-80.16592194,0.0
232,232,232,232,232,29G,Portage County,Ravenna,OH,USA,0.0,0.0,0.0
233,233,233,233,233,29S,Gardiner,Gardiner,MT,USA,0.0,0.0,0.0
234,234,234,234,234,2A0,Mark Anton,Dayton,TN,USA,35.48624611,-84.93109722,0.0
235,235,235,235,235,2A1,Jamestown Municipal,Jamestown,TN,USA,36.34970833,-84.94664472,0.0
236,236,236,236,236,2A3,Larsen Bay,Larsen Bay,AK,USA,57.53510667,-153.9784169,0.0
237,237,237,237,237,2A9,Kotlik,Kotlik,AK,USA,63.03116111,-163.5299278,0.0
238,238,238,238,238,2AK,Lime Village,Lime Village,AK,USA,61.35848528,-155.4403508,0.0
239,239,239,239,239,2B3,Parlin,Newport,NH,USA,43.38812944,-72.18925417,0.0
240,240,240,240,240,2B7,Pittsfield Municipal,Pittsfield,ME,USA,44.76852778,-69.37441667,0.0
241,241,241,241,241,2B9,Post Mills,Post Mills,VT,USA,43.884235,-72.25370333,0.0
242,242,242,242,242,2D1,Barber,Alliance,OH,USA,0.0,0.0,0.0
243,243,243,243,243,2D5,Oakes Municipal,Oakes,ND,USA,46.17301972,-98.07987556,0.0
244,244,244,244,244,2F5,Lamesa Municipal,Lamesa,TX,USA,0.0,0.0,0.0
245,245,245,245,245,2F6,Skiatook Municipal,Skiatook,OK,USA,36.357035,-96.01138556,0.0
246,246,246,246,246,2F7,Commerce Municipal,Commerce,TX,USA,33.29288889,-95.89641806,0.0
247,247,247,247,247,2F8,Morehouse Memorial,Bastrop,LA,USA,0.0,0.0,0.0
248,248,248,248,248,2G2,Jefferson County Airpark,Steubenville,OH,USA,0.0,0.0,0.0
249,249,249,249,249,2G3,Connellsville,Connellsville,PA,USA,39.95893667,-79.65713306,0.0
250,250,250,250,250,2G4,Garrett County,Oakland,MD,USA,0.0,0.0,0.0
251,251,251,251,251,2G9,Somerset County,Somerset,PA,USA,0.0,0.0,0.0
252,252,252,252,252,2H0,Shelby County,Shelbyville,IL,USA,39.41042861,-88.8454325,0.0
253,253,253,253,253,2H2,Aurora Memorial Municipal,Aurora,MO,USA,0.0,0.0,0.0
254,254,254,254,254,2I0,Madisonville Municipal,Madisonville,KY,USA,37.35502778,-87.39963889,0.0
255,255,255,255,255,2I5,Chanute,Rantoul,IL,USA,0.0,0.0,0.0
256,256,256,256,256,2IS,Airglades,Clewiston,FL,USA,0.0,0.0,0.0
257,257,257,257,257,2J2,Liberty County,Hinesville,GA,USA,0.0,0.0,0.0
258,258,258,258,258,2J3,Louisville Municipal,Louisville,GA,USA,0.0,0.0,0.0
259,259,259,259,259,2J5,Millen,Millen,GA,USA,32.89376972,-81.96511583,0.0
260,260,260,260,260,2J9,Quincy Municipal,Quincy,FL,USA,0.0,0.0,0.0
261,261,261,261,261,2K3,Stanton County Municipal,Johnson,KS,USA,37.58271111,-101.73281,0.0
262,262,262,262,262,2K4,Scott,Mangum,OK,USA,34.89172583,-99.52675667,0.0
263,263,263,263,263,2K5,Telida,Telida,AK,USA,63.39387278,-153.2689733,0.0
264,264,264,264,264,2M0,Princeton-Caldwell County,Princeton,KY,USA,0.0,0.0,0.0
265,265,265,265,265,2M2,Lawrenceburg Municipal,Lawrenceburg,TN,USA,0.0,0.0,0.0
266,266,266,266,266,2M3,Sallisaw Municipal,Sallisaw,OK,USA,35.43816667,-94.80277778,0.0
267,267,267,267,267,2M4,G. V. Montgomery,Forest,MS,USA,0.0,0.0,0.0
268,268,268,268,268,2M8,Charles W. Baker,Millington,TN,USA,35.27897583,-89.93147611,0.0
269,269,269,269,269,2O1,Gansner,Quincy,CA,USA,39.94378056,-120.9468983,11.0
270,270,270,270,270,2O3,Angwin-Parrett,Angwin,CA,USA,38.57851778,-122.4352572,18.0
271,271,271,271,271,2O6,Chowchilla,Chowchilla,CA,USA,37.11244417,-120.2468406,10.0
272,272,272,272,272,2O7,Independence,Independence,CA,USA,36.81382111,-118.2050956,0.0
273,273,273,273,273,2O8,Hinton Municipal,Hinton,OK,USA,0.0,0.0,0.0
274,274,274,274,274,2P2,Washington Island,Washington Island,WI,USA,0.0,0.0,0.0
275,275,275,275,275,2Q3,Yolo Co-Davis/Woodland/Winters,Davis/Woodland/Winters,CA,USA,38.5790725,-121.8566322,11.0
276,276,276,276,276,2R0,Waynesboro Municipal,Waynesboro,MS,USA,0.0,0.0,0.0
277,277,277,277,277,2R4,Peter Prince,Milton,FL,USA,0.0,0.0,0.0
278,278,278,278,278,2R5,St Elmo,St Elmo,AL,USA,0.0,0.0,0.0
279,279,279,279,279,2R9,Karnes County,Kenedy,TX,USA,0.0,0.0,0.0
280,280,280,280,280,2S1,Vashon Municipal,Vashon,WA,USA,47.45815333,-122.4773506,16.0
281,281,281,281,281,2S6,Sportsman Airpark,Newberg,OR,USA,45.29567333,-122.9553783,42.0
282,282,282,282,282,2S7,Chiloquin State,Chiloquin,OR,USA,42.58319167,-121.8761261,16.0
283,283,283,283,283,2S8,Wilbur,Wilbur,WA,USA,47.75320639,-118.7438936,46.0
284,284,284,284,284,2T1,Muleshoe Municipal,Muleshoe,TX,USA,34.18513639,-102.6410981,0.0
285,285,285,285,285,2V1,Stevens,Pagosa Springs,CO,USA,37.277505,-107.0558742,11.0
286,286,286,286,286,2V2,Vance Brand,Longmont,CO,USA,0.0,0.0,37.0
287,287,287,287,287,2V5,Wray Municipal,Wray,CO,USA,0.0,0.0,20.0
288,288,288,288,288,2V6,Yuma Municipal,Yuma,CO,USA,0.0,0.0,0.0
289,289,289,289,289,2W5,Maryland,Indian Head,MD,USA,38.60053667,-77.07296917,0.0
290,290,290,290,290,2W6,Captain Walter Francis Duke Regional,Leonardtown,MD,USA,0.0,0.0,0.0
