xDom,yDom,class
114.8930501587,21.2258338459,B
45.5852771068,94.6865686343,A
40.9979869274,41.8774443666,B
103.8497266496,6.1406743811,B
40.3217848327,24.2056575495,B
3.8265557932,8.8610293344,B
-1.8432931635,22.3455648476,B
50.0356209261,29.4607904204,C
0.5368866443,36.5097037806,B
82.9372061615,38.7128963221,B
53.9793703535,69.0187480694,A
30.6531140738,16.3922400940,B
33.5326454870,5.1616572726,B
31.7701476070,43.2249459694,B
69.8592689880,111.7499579947,A
42.5409673877,1.6814217344,B
7.9854951234,9.3044982576,B
92.0696616458,44.5645119271,C
13.9540003030,13.5160356564,B
-4.4225875246,28.4686703903,C
70.4578828672,85.5034270891,A
102.5558366817,10.9388133754,A
37.6334057084,35.6273441849,B
32.4047163099,9.7251264701,C
27.6350909999,65.7169440958,A
82.7976283754,77.5988680639,A
99.6247227109,19.0544609726,C
105.7573948380,12.1069376846,B
73.3358345801,75.7869166985,A
48.1083999334,100.4398624701,A
31.0439532015,93.2708307449,A
25.2357039489,38.6710171681,B
41.0403567437,48.2987372214,B
79.0041260982,30.9037196201,C
22.8276501977,66.6489193583,A
29.0813690243,15.2389036022,A
-2.0221849133,25.3634633380,B
20.0347049313,-2.6274044877,B
43.3423263961,76.8294273504,B
18.2086730025,21.1509103982,A
36.5171832801,104.2984395515,A
91.6380534406,6.5730340674,C
23.1636867955,98.5290549309,A
81.2172132671,11.1590468843,B
81.8572496616,20.5281829778,C
42.1523267085,50.5521757245,C
22.9976380048,72.5555038365,A
18.1083028793,78.1491066750,A
17.7783199093,54.8068307490,B
60.1707335756,51.7840041269,C
77.7904854762,19.4131607268,B
47.2857161501,98.7107608816,A
106.0957236423,41.9681369209,A
46.0685184886,12.4921637665,B
30.0509027983,102.3482115636,A
27.2655242518,1.3654059315,C
86.5344956744,7.3387910311,A
103.4225313559,18.3179498406,A
80.1866289841,29.4737631981,C
24.9235680992,61.1280954414,A
72.0966574165,111.4007833380,A
47.8336299868,63.4732859388,A
98.6627244555,40.8573677584,B
42.8649278782,52.4359701958,A
15.7653062026,29.0279201036,B
0.1848226155,5.1295923946,B
92.4655618052,23.3836137605,A
25.5994939035,34.8222586020,B
34.8869426258,22.6671008451,B
47.8962276567,1.8327351749,B
66.8109626428,65.6242602529,A
26.4895899011,25.8259617191,A
31.9922565878,27.3695137012,B
29.4188094428,37.8654836249,A
103.9312341433,25.5023400614,A
78.4612718373,47.2677548048,A
25.8626788102,49.8282743334,C
54.4873749314,100.2221114081,A
39.7886235830,77.7178801028,A
37.9561722672,71.1836450286,B
48.3026697072,2.9603975841,B
114.6800961051,40.4411542155,C
70.5755767102,106.5207642155,A
90.3648696313,18.2514650229,B
23.4172897723,-9.1611897483,C
98.4134634697,36.2464282125,C
23.2674226804,69.0635854678,A
12.1403267544,54.0043811758,B
51.8365858133,117.3106260005,C
84.0168377517,32.4550203237,B
22.9569929603,67.6628745561,A
38.9005197512,89.2730851458,A
86.3233423937,31.5145732045,A
81.2464247737,76.3869032974,A
47.3458670255,103.4325172049,A
89.7505184559,24.2826160294,A
54.1187445703,18.5918549738,B
-5.4238038960,25.9807168150,B
47.2848143551,35.9066319667,B
26.0647407115,90.3558503206,A
82.1443537583,42.9885580433,C
57.4826692017,102.7866425353,A
67.9341299134,23.1906424110,B
66.2836760788,15.6385124070,A
24.7005702165,6.1290846190,A
82.0821296297,38.7288184463,A
24.0636831462,74.1287446198,A
46.2304246719,90.0600043976,A
40.2867378646,70.1870153408,A
69.2677415720,70.5962108707,C
19.6928417790,16.1718982259,A
23.1563064632,19.2657764599,B
64.0759748627,105.6245641481,A
83.9902883500,73.8607196891,A
49.1922219966,32.3539932996,A
19.6768305105,36.5695075448,A
87.3662540251,57.7399268877,C
106.5322519087,25.7115375087,C
75.3203339606,87.4679391323,A
104.0806269750,32.1771430221,A
46.3064862058,18.2804137371,C
65.9962940943,82.6791537056,A
84.7703832083,30.5679125422,C
26.7720579831,56.1293771073,A
90.5545227615,2.9205520953,C
32.6216074189,32.8651673121,B
108.1967295229,10.3132169065,C
116.4584120611,36.7019439013,C
70.3291660452,48.1421147203,C
97.7212728614,53.6827411083,C
18.2196277137,3.8079621974,A
35.4322210428,11.1833381097,B
31.3386900254,30.8278613444,B
49.6616942489,41.3546710652,B
78.7699070844,106.1371926033,A
19.0449478289,25.8745008559,B
29.9132068084,49.5745767394,B
87.7295843871,22.1916135388,A
20.2687125311,22.6698306896,B
51.5391010352,46.7653705797,B
103.0584233579,25.1965303487,C
63.2127916917,113.8104784375,A
26.7143429039,55.7281054419,B
64.6137347926,32.1346692674,C
90.3476822328,42.1574104039,C
32.3806357659,13.0919814995,B
34.0607002310,-0.8935651408,B
80.9004797961,56.2357649806,C
63.9075905294,81.0814758657,A
33.3892035427,60.4816619806,C
107.6930350465,18.6320789691,C
87.9021259085,48.5827787396,B
69.6913697121,21.8396104346,A
74.1731119846,89.3936605396,A
36.5524794218,93.2339862763,A
27.5088654193,64.6480946146,A
100.8616028267,28.1119701599,A
-4.7133832499,28.5360409425,B
98.1147620923,28.7208112052,B
54.6509818711,13.3363921896,B
91.7468744597,35.6581515057,C
50.5178523283,12.7792645556,B
36.3335359579,35.8217839801,A
9.1244358264,-3.4891031569,B
31.4976647737,95.2844928483,A
67.2225195670,113.4920943702,A
80.4223645865,12.6558252684,C
29.8910123273,100.7373120014,A
92.9781244220,35.4935989312,C
34.0968781416,65.2522933099,A
109.1895057505,48.5310355864,A
26.5330797939,43.0917043830,B
38.6606019699,2.6875627109,B
59.3840153932,109.7719334125,A
57.6633752203,37.8940511847,C
31.1706795754,-0.1248454025,A
90.9800413540,23.8568624917,C
112.9661213362,21.0739884692,A
74.1264986749,47.9743253518,A
100.5724258010,25.0642141557,C
34.8394805593,52.5484887662,A
6.3144481629,16.8930214285,B
16.2318714849,-7.8713914786,B
32.1738643310,30.7982607961,B
75.8047220956,72.8328893912,A
53.0804379324,101.7320024030,A
52.7003689843,17.6335606798,B
78.1015551745,24.8530689350,B
-0.0730362226,15.6119847545,B
73.5182556454,12.6482109780,C
56.2240876811,86.6309918715,A
25.2446744919,3.1675209223,B
69.7009504653,44.5583933201,A
14.9775528174,41.7260676260,B
65.2073697178,69.7739833433,A
54.3333873461,15.0552616669,B
71.0953552728,97.9446771409,C
17.5961657183,13.5894960929,C
3.7568687861,20.2019326123,B
78.9249016205,14.2147924255,A
87.4940865659,42.3260861700,A
22.6344550553,-8.9409583061,B
40.9331298092,0.0415351661,B
92.9599867349,5.7865288369,C
43.2049779145,8.6476070423,C
62.5178564123,94.1039758247,A
49.5069094197,96.6242799337,A
14.5385042100,46.7667197158,C
80.5462441482,69.2066971910,A
58.0523338045,9.0518412265,A
36.5382209749,63.5991902831,B
81.1908176685,39.4498454341,C
54.2604747938,78.5002256908,A
19.0907156030,90.6268356622,A
8.2868761320,45.4380337158,B
109.7234084127,13.7178619193,C
93.1888018468,10.3913673763,C
44.8494520596,66.6847022212,A
40.6973306948,75.9877319414,A
55.0026986795,39.4958336895,B
63.1899372414,115.0688860124,A
19.7259191746,70.4650778763,A
59.6611826730,91.2372352357,C
56.4449204452,60.7127431791,A
79.9825744648,45.4708398969,C
67.7157812826,105.7652151347,A
34.7018061346,116.9369794356,A
-4.4060861377,11.8739560897,A
34.6444464832,117.3655833484,A
33.3143399564,38.1251536059,B
15.4811185523,8.1174725235,B
31.5772653493,59.5347938443,B
49.3151995543,74.9791342675,A
43.5265288544,71.4061027044,A
28.7733934831,91.4150623909,A
54.5026779021,30.9017813505,A
114.3164323775,23.7309787799,B
85.3077015862,43.0475689101,A
102.0951999877,37.0833600364,C
61.7449745634,102.7311547642,A
103.9153229860,7.3934761185,C
21.6868119407,65.7787527040,A
31.8371187944,95.1433651555,A
71.2307770455,46.0418188370,C
32.3399624107,86.5455556942,A
-3.9780528492,23.3075102585,B
70.0986341439,83.6158319815,A
83.3103430581,40.9839616314,B
66.8821365908,25.4034805150,C
99.7935724134,21.1417292900,C
72.2862050658,96.8298997480,A
50.2472510006,24.8903536611,C
53.9502587742,38.9313430578,B
71.8345873399,44.9908401970,C
66.5026144998,19.5175066335,B
33.0586048909,19.8034817658,B
64.0433921752,31.4142941558,C
89.2768668301,36.1987294651,B
73.2897523543,26.8975310598,C
57.8507987376,109.8679959108,A
5.3275087494,35.5329746626,B
56.2714504192,5.8663309640,C
-5.2980459376,31.9615794042,C
24.5104182769,48.0411908937,B
101.5798671300,8.1032863682,B
25.2314925562,98.0925303954,A
0.9161233225,30.6604902661,B
14.3286839086,86.9964421423,A
25.6269564328,76.4489847560,A
59.8282119423,61.4518077728,A
62.9389412900,84.4678963793,A
103.6934060470,23.3821263260,C
13.2345254018,28.3271717147,B
75.1124083355,9.6076524853,C
27.9890533897,52.5084436889,A
55.9787319678,77.9670630807,A
47.2350864039,57.1939531068,A
32.7868279284,52.6725127174,B
28.1281821350,19.1388409525,B
41.3784637822,87.3120765936,A
45.9363400332,28.1038501922,A
72.8400553871,13.0549423326,C
-4.0928909752,30.9263883699,B
46.4441324269,53.1524417857,A
116.2598262870,37.3813201286,C
61.8566905742,70.0149778525,A
84.4351135625,44.0369919388,A
48.9845678366,73.9348690523,A
99.0474538465,40.2483779458,C
66.2234146648,25.7118443959,C
37.0310317380,-7.1230195281,A
31.9172526475,47.8453702140,B
102.6666386031,47.1106704264,C
13.2602744985,30.4141870112,B
25.9893147437,9.8588168731,B
105.1340629200,10.5395918172,C
32.3745451167,-7.5759952387,B
72.8014423870,41.4617658983,A
5.3484285039,31.3356165494,B
4.0556402383,4.7637185405,B
23.0099298337,1.6899153649,C
58.3663146275,60.1646461635,A
29.8959269168,101.7266668499,A
18.8612916958,1.2791227212,B
90.5049145524,2.4739488781,C
8.8892020323,42.1985854706,B
20.2287118019,41.9422147753,A
75.6483322634,32.8323655429,C
108.1589671986,45.4984314874,A
83.6674474803,16.8901706766,C
5.9597717210,22.5801119041,B
7.6113396091,26.9250192062,B
74.2761974635,68.5990196683,B
69.1822495973,34.8128719818,B
111.1865798539,35.1411620402,B
74.5421456184,82.2936697358,A
70.5781003555,37.3210479751,C
3.0827526900,9.9688082216,B
78.7283129996,48.4202478150,C
28.5562507268,-3.1812961081,B
87.5760533324,55.6613896806,C
45.7590215639,10.7116391144,B
104.9185579573,29.4221630543,C
55.7320683151,81.3964056273,A
48.4842701350,93.1604302624,A
66.8880953266,102.6092256952,A
75.4184535246,61.4288560271,A
56.8409584215,90.3858509196,A
85.7012110641,54.5123308280,C
36.6477421452,59.0395431541,C
39.7193750944,29.5909803823,A
37.8889835386,-6.8733131003,A
43.9676781544,96.4879317138,B
25.9880783155,64.6159879099,A
28.3507206239,33.0215805158,A
63.7328456980,26.2526651658,C
62.1539096895,53.9573721514,A
4.2122225249,-0.6768447752,B
10.0322628039,18.1650523528,B
114.4914063578,32.4334578679,C
39.6608751850,27.1693146675,C
40.9969291004,-3.4330610499,B
37.5311356868,98.8122332262,A
51.4140183372,73.0674561149,A
100.0454803799,22.8710960555,B
74.9925636426,100.0037838299,A
34.7847702480,44.4560816008,C
59.6788868386,112.4963556294,C
43.3558271632,114.8184476947,A
95.6595533592,26.3464049752,A
71.8908834159,24.7968061490,C
-2.1647449998,12.3911192609,B
46.1906770538,42.1550396932,C
103.2555830794,26.4748868428,B
49.4100716663,116.7432456276,A
59.1078655237,51.4413979305,A
80.6497646012,49.5642505479,C
37.5260394539,34.1288770338,A
39.5075396822,34.5884303391,C
34.9487885743,-4.0372083131,B
33.7961920921,51.0403556793,B
46.7047575231,46.2907031407,B
42.9756068113,84.9409969116,A
110.0201944383,18.8534198370,C
31.9723338365,107.1156601599,B
22.4713249193,59.1902012446,B
112.2280118958,30.6454307599,C
64.2340399438,71.9993131397,C
72.0187626252,85.9575677822,A
63.7042667963,73.4385963131,A
23.7135038590,91.8175437524,A
40.5899958081,71.4070506401,A
21.2728949492,86.7803539776,A
58.2910707797,61.3715924365,A
83.3087045955,5.3028943967,C
16.8853203260,23.4652326916,B
44.0181466501,27.4387469164,B
79.3199921568,86.3941153495,A
16.6394261300,73.9093079873,A
79.0757512748,46.8323868713,C
103.7537707488,11.3989831495,C
20.6398734365,-3.1584085066,B
77.9649517316,20.1788800195,C
46.7533131693,66.8820679469,A
22.0901171860,25.6494363020,A
37.6875498108,30.1612736414,C
60.1915562980,114.7298392091,A
106.5479347015,19.6526199814,B
2.6446440317,31.8584516680,C
67.0899000488,95.8312253113,A
35.2811882769,93.6817928882,A
86.4275532281,18.3458507096,C
83.3024771590,15.1278863577,A
21.6557324676,80.2066699029,B
97.4511547957,44.2922405333,B
60.8669446338,17.9638308949,A
14.3869518152,-5.4627085296,B
105.0659682109,22.2205650319,A
100.6627165052,7.3694204256,C
82.8895955507,5.1532980145,B
91.9630262875,56.5348887954,C
69.0338473278,86.3996297767,A
47.0437314813,93.2911296235,A
97.9880587638,35.5432685687,B
81.4503710443,77.6019095047,A
55.3396603071,10.3103653946,B
30.2242062947,65.2234668987,A
76.8625249187,85.7870222645,A
94.1881706120,39.6590678263,B
51.0670273223,111.0312746263,A
83.1698221773,72.2367310351,C
81.1537215617,15.1594895609,C
14.5723229539,45.4814362436,B
79.2855482704,105.5834821513,A
83.0913613198,42.9085885788,C
66.0258264857,106.9622723085,A
83.8688697638,13.8145328565,C
21.2234101729,52.2577392817,C
95.9996310028,43.6688501879,A
-4.0257594135,21.8139462731,A
27.8835394833,43.4615832485,B
43.4174662009,11.8788796201,B
9.7846852597,32.5491827579,B
55.7676481162,55.9859604662,A
83.8941553450,10.2767583113,C
72.0701739057,92.1816437598,A
11.5970927019,45.4053938856,B
4.4932699750,48.6564020621,B
56.9393460329,93.0106897378,A
43.2942954987,82.7082540497,A
28.1752524817,53.9975347968,B
87.0530640493,30.5970653478,B
112.0938622851,46.7308341797,C
25.4209413760,8.3943863511,B
14.6979043649,27.9109369625,A
26.2114336829,57.6683813294,C
46.4097479349,82.6213126365,B
39.4278381140,8.1493843787,A
40.2646058787,52.1257508396,B
64.4215109380,87.3016077879,A
33.3528005171,22.3818199001,C
77.2534721643,10.0674997705,C
12.4363853102,29.0886396678,B
28.9251172096,91.7120653991,A
110.2750256345,18.3510934128,A
72.6631571392,18.2237371301,C
84.3910633475,35.0681316276,C
84.1640918722,21.8078576509,B
101.6186425674,24.6953916466,C
11.7743968875,50.2453217246,C
90.0992004028,48.3407254589,A
45.9016093305,109.1637914629,A
52.5083180945,81.6869580918,A
71.4533631121,30.2457075332,C
71.0862992780,81.1389406271,A
69.3786755756,29.4962585878,C
37.7888266445,55.7213773622,C
72.6841864091,50.2169975446,B
5.3123899655,45.9446076594,B
45.2959818348,73.8008328313,A
26.4936481738,70.0742587988,A
102.1157403948,49.5720419501,B
3.7188553394,46.8757868524,B
50.4708548685,9.6656707377,B
103.7096256796,20.4182108836,C
70.5246166348,29.1825416203,A
30.0975911719,98.8624730197,A
103.2571885132,37.0467705544,B
70.4644302034,108.4952239077,B
46.7978250766,6.5062336329,C
60.5381285681,81.5429694962,A
10.8640253533,11.5475324003,B
80.0706596192,104.2178755197,A
5.5721324267,40.3726012473,C
34.5148649251,82.0271947072,A
10.2382226957,21.3211343160,B
75.7465440478,12.1170045811,A
38.1521489973,58.5609497754,A
79.8724845926,11.6941647336,B
4.4625367668,51.5147817790,B
110.6671411154,35.8416285400,B
22.0132840793,2.5810492568,B
58.5239582622,84.9752609270,A
85.8423944707,8.0605693375,C
54.1410920263,20.4664700860,C
12.8828305566,14.7731214702,C
38.2186304621,-1.9336491131,B
99.5701625575,15.4006772582,A
113.4353487272,24.5247824198,B
109.3431588198,10.8417622686,C
46.8396128806,49.7970938485,A
8.5770114471,46.1404559312,B
36.4043652169,42.8830452534,B
-0.8468299807,30.4580037431,B
41.7233897814,73.4672262831,A
112.4884978107,38.4424289097,C
78.7822504429,68.6684353214,A
-0.4405274184,42.0822126619,B
93.5194361523,24.6544842903,C
93.6239724836,44.6235464652,A
20.1848867147,66.5798385180,A
21.1686939963,35.1093603956,B
49.3107456312,32.9779163722,C
37.7079596233,54.2785716702,A
61.0757173776,28.9020056088,B
107.2369610111,14.8655465973,C
56.0992420170,56.1832835346,A
44.7585401100,98.2878895436,A
107.1270591982,24.6874458033,C
29.9639221836,14.8647857603,C
92.7875293667,29.9919422266,B
78.7142310643,66.7637478885,A
6.4864113398,27.2359461010,B
116.1690130443,26.7244431897,C
94.3178386739,46.2677026849,C
71.6202880942,103.5420253627,A
53.4439700506,2.7619488033,C
100.2039314774,47.2622990353,B
84.1784957197,51.0543524326,B
92.0297202522,10.6939943049,B
84.6363543021,86.9538348886,A
79.6671516476,91.0796712919,A
27.9053140902,112.9281839280,A
62.4525903671,27.8476833050,C
22.6180270349,62.9053622862,A
107.2710757319,38.7247872056,C
32.9687754176,72.7350593368,A
47.1671934817,118.6068520547,A
25.2391321137,107.0090853691,A
102.8635874570,42.9005547176,B
33.4434289234,-5.1305487706,A
36.4650979516,104.9667445995,A
87.2195755556,22.9239530919,C
72.3608130870,64.4925389680,A
87.1799351381,34.5492791772,B
58.3635633686,118.8050717743,A
85.0953697659,49.6224181793,A
60.9175782006,116.2866506860,A
23.6107811413,96.0324615013,C
23.2803252264,45.2046070886,B
43.6764820733,7.7845048555,C
82.4762998693,90.2485259023,A
27.6096080397,2.8291990424,B
48.3840662189,76.3822345522,A
21.3910756390,51.0964571838,A
40.2286089163,76.3853452355,A
71.1483299706,24.4238467515,B
57.4612466488,90.5072639452,A
34.2945094486,26.8629381614,A
92.7486230297,49.2505458375,C
15.8110687525,56.7092523154,B
-5.4727687780,19.1997223148,B
36.8012944359,19.7723812553,C
96.8456350064,55.9155035285,B
34.7291417539,6.4067660047,B
22.2701731180,12.6059177616,B
60.8475794726,68.3106209524,A
35.8834705556,52.1029300196,C
101.3859000793,6.9755438381,B
73.5283631948,75.8096324701,A
-3.2957297660,23.7289032247,B
28.1624544823,98.6015508472,A
73.7029598880,44.6518503239,B
47.7953465024,60.1174497245,A
40.6384047889,29.4304757561,A
74.9820821002,62.3020226379,A
96.3042073831,11.6749311482,C
78.8272620293,76.6325133246,A
20.9265419535,78.8654999691,C
22.2271929302,1.1612670532,A
4.2722977782,14.2788526638,C
51.7197219369,91.5007515788,A
81.4775157478,76.5579774985,A
23.2850756258,72.0126407213,B
25.7793619267,107.8570820130,A
76.9803971584,43.3979592369,C
98.8540509813,14.1379855738,A
63.0258585701,24.7743384810,A
108.9391213684,49.2514088399,B
65.5618363877,33.3542702870,A
25.1703738862,59.8937243187,A
21.4299953530,104.5184225197,A
87.9549814644,51.1213255866,C
82.5474592936,11.4918405624,A
87.2798894907,9.1539360006,C
18.2933170766,12.8563031920,B
2.1054118843,29.9117801845,B
105.4450277289,27.8866428532,A
65.1624878354,65.4113238607,A
66.4722909920,24.3557714281,B
40.0041321220,64.0660358911,A
115.6327080695,38.8483098591,C
45.0444165618,68.3611121161,A
91.2911945306,35.3937426298,C
27.3217267246,-1.7058892074,B
18.6146601411,25.0924070488,A
15.3244158298,37.1939693900,A
100.1821400418,29.5119417627,C
29.8597123898,74.4447639924,B
25.8711501166,86.6525677865,C
36.2364089321,53.6762395556,C
9.3554321931,23.3964699330,B
48.9543420799,111.7115458307,A
74.5035739656,107.2254290940,A
74.8909655456,34.9667259146,C
27.4329454176,104.8581927228,A
30.3136494384,67.5835373820,A
38.8527443165,29.4227999491,B
37.5790160260,12.9570243114,A
35.2676836866,59.8999966708,A
32.6411595949,81.9335295763,A
93.8165605604,31.4200209543,C
21.1445485907,0.8715551203,A
41.1056821015,-4.2514019032,B
54.9079719340,35.7066987325,B
28.8854007525,62.8765753627,B
68.0345942700,46.9716822380,C
85.2922570880,83.5879188935,A
63.8808880853,93.8480438930,A
49.2118033826,-2.0214125731,B
30.3826042088,-3.8459265866,A
75.6599192578,32.5077593394,A
57.5393258405,105.5848716923,A
30.3655300946,82.1959751335,A
11.6514944496,12.3163478975,C
71.6880458844,34.0871462516,A
34.2831683747,93.9360071615,A
105.8054345817,8.5369921965,C
104.4144545855,20.4777966545,A
32.2652486104,2.2417666804,B
82.2510260944,48.5605462070,B
99.1007373502,18.8279030258,C
22.6653121995,39.7193884000,C
95.4850974526,46.1622659105,C
67.6756685463,26.1303472453,C
34.8277460543,24.3283687038,C
101.4999638265,9.4517289172,A
37.7262712180,10.7623117885,B
80.2684045747,22.5333404177,C
38.9428490564,68.5241695192,A
24.8331416472,35.7149343317,B
19.1858927251,70.0231636617,A
57.8836276688,37.9499218512,B
94.4853717779,38.1550620687,B
8.6922116921,6.0542834427,A
59.1833874803,96.0831353018,A
73.2307787548,102.1271015827,A
15.8138419621,29.4361525092,B
53.0866580108,10.2861898194,A
113.8347116815,32.0451030610,C
50.6535805695,35.3938177770,B
25.2107923454,14.8838394625,B
23.1705378979,34.3846415942,B
32.2372672066,-6.5268362155,B
55.5029298654,74.2770330783,B
33.6115888473,56.1978220236,C
60.9870739135,117.0163601192,A
11.1474528520,7.2342421692,B
64.8739440714,108.3985972331,A
58.2671759129,65.9895106044,A
75.8574794278,77.9265471978,A
76.9846743989,33.0855240745,C
48.8345190487,104.2166278454,A
71.0081166454,106.5848241833,A
-1.0538708720,23.3740607980,B
83.0557956309,32.2075477951,A
100.7059813172,19.2197133625,C
34.4419513679,45.4286510666,B
87.8299062306,10.2434850546,C
57.1396438049,65.4062886551,A
32.2047379815,82.6592164861,A
43.1848109531,89.2575774628,A
3.4567938920,45.3582592942,B
76.7050940370,73.2896831437,B
4.7026077379,31.4744437592,B
