,Unnamed: 0,xDom,yDom,class
150,150.0,67.2139054599,85.851042056,A
151,151.0,116.0869625326,21.9526767674,B
152,152.0,48.886973771,46.0093789675,B
153,153.0,22.959809749,69.6740014569,A
154,154.0,28.6278719061,64.0770394411,B
155,155.0,13.3266000065,56.0567302906,A
156,156.0,90.6048318842,42.2536628848,A
157,157.0,39.4157817368,99.2636376152,A
158,158.0,20.0995951841,-8.3623564959,C
159,159.0,36.2977187985,109.9835454554,B
160,160.0,99.2654905914,42.7453117713,C
161,161.0,5.7242889292,17.3508567829,B
162,162.0,65.3415103415,35.9432473787,A
163,163.0,33.6198342857,16.4656960689,B
164,164.0,94.9323031688,45.2901657012,C
165,165.0,3.5881342612,41.5526221129,C
166,166.0,71.2817709376,43.6670349221,C
167,167.0,89.4135691768,57.0263507499,A
168,168.0,27.3298153884,26.2621225822,B
169,169.0,113.7178804744,16.1938322248,B
170,170.0,57.5000801934,72.9346861878,A
171,171.0,73.4762601986,96.2326340834,A
172,172.0,-0.0315487727,39.1789527675,B
173,173.0,14.6937103841,-2.6630939714,B
174,174.0,95.0789454022,47.438613748,C
175,175.0,80.7389930893,36.1689627756,C
176,176.0,66.4791739794,29.8593108469,C
177,177.0,62.3459300266,53.6034961152,A
178,178.0,96.51376166,12.6689791268,C
179,179.0,60.1316934168,116.9015425124,A
180,180.0,66.6214498406,76.9159886229,B
181,181.0,18.9035846882,56.9589617118,B
182,182.0,84.4933998429,38.5111059512,A
183,183.0,4.1786733904,1.7341712818,B
184,184.0,33.8094111093,26.3574913858,B
185,185.0,26.6915166771,95.6842560917,A
186,186.0,100.2868711305,52.8941871188,A
187,187.0,21.631499644,53.2093336979,B
188,188.0,93.5963825983,19.331200279,C
189,189.0,39.1923350357,16.8820002289,B
190,190.0,38.7575616606,55.2891274297,A
191,191.0,36.2646666363,104.7310036731,B
192,192.0,93.5658009154,8.5130558589,C
193,193.0,83.8293917306,51.2153068,A
194,194.0,81.5038434625,100.2396063121,A
195,195.0,114.8930501587,21.2258338459,B
196,196.0,45.5852771068,94.6865686343,A
197,197.0,40.9979869274,41.8774443666,B
198,198.0,103.8497266496,6.1406743811,B
199,199.0,40.3217848327,24.2056575495,B
200,200.0,3.8265557932,8.8610293344,B
201,201.0,-1.8432931635,22.3455648476,B
202,202.0,50.0356209261,29.4607904204,C
203,203.0,0.5368866443,36.5097037806,B
204,204.0,82.9372061615,38.7128963221,B
205,205.0,53.9793703535,69.0187480694,A
206,206.0,30.6531140738,16.392240094,B
207,207.0,33.532645487,5.1616572726,B
208,208.0,31.770147607,43.2249459694,B
209,209.0,69.859268988,111.7499579947,A
210,210.0,42.5409673877,1.6814217344,B
211,211.0,7.9854951234,9.3044982576,B
212,212.0,92.0696616458,44.5645119271,C
213,213.0,13.954000303,13.5160356564,B
214,214.0,-4.4225875246,28.4686703903,C
215,215.0,70.4578828672,85.5034270891,A
216,216.0,102.5558366817,10.9388133754,A
217,217.0,37.6334057084,35.6273441849,B
218,218.0,32.4047163099,9.7251264701,C
219,219.0,27.6350909999,65.7169440958,A
220,220.0,82.7976283754,77.5988680639,A
221,221.0,99.6247227109,19.0544609726,C
222,222.0,105.757394838,12.1069376846,B
223,223.0,73.3358345801,75.7869166985,A
224,224.0,48.1083999334,100.4398624701,A
225,225.0,31.0439532015,93.2708307449,A
226,226.0,25.2357039489,38.6710171681,B
227,227.0,41.0403567437,48.2987372214,B
228,228.0,79.0041260982,30.9037196201,C
229,229.0,22.8276501977,66.6489193583,A
230,230.0,29.0813690243,15.2389036022,A
231,231.0,-2.0221849133,25.363463338,B
232,232.0,20.0347049313,-2.6274044877,B
233,233.0,43.3423263961,76.8294273504,B
234,234.0,18.2086730025,21.1509103982,A
235,235.0,36.5171832801,104.2984395515,A
236,236.0,91.6380534406,6.5730340674,C
237,237.0,23.1636867955,98.5290549309,A
238,238.0,81.2172132671,11.1590468843,B
239,239.0,81.8572496616,20.5281829778,C
240,240.0,42.1523267085,50.5521757245,C
241,241.0,22.9976380048,72.5555038365,A
242,242.0,18.1083028793,78.149106675,A
243,243.0,17.7783199093,54.806830749,B
244,244.0,60.1707335756,51.7840041269,C
245,245.0,77.7904854762,19.4131607268,B
246,246.0,47.2857161501,98.7107608816,A
247,247.0,106.0957236423,41.9681369209,A
248,248.0,46.0685184886,12.4921637665,B
249,249.0,30.0509027983,102.3482115636,A
250,250.0,27.2655242518,1.3654059315,C
251,251.0,86.5344956744,7.3387910311,A
252,252.0,103.4225313559,18.3179498406,A
253,253.0,80.1866289841,29.4737631981,C
254,254.0,24.9235680992,61.1280954414,A
255,255.0,72.0966574165,111.400783338,A
256,256.0,47.8336299868,63.4732859388,A
257,257.0,98.6627244555,40.8573677584,B
258,258.0,42.8649278782,52.4359701958,A
259,259.0,15.7653062026,29.0279201036,B
260,260.0,0.1848226155,5.1295923946,B
261,261.0,92.4655618052,23.3836137605,A
262,262.0,25.5994939035,34.822258602,B
263,263.0,34.8869426258,22.6671008451,B
264,264.0,47.8962276567,1.8327351749,B
265,265.0,66.8109626428,65.6242602529,A
266,266.0,26.4895899011,25.8259617191,A
267,267.0,31.9922565878,27.3695137012,B
268,268.0,29.4188094428,37.8654836249,A
269,269.0,103.9312341433,25.5023400614,A
270,270.0,78.4612718373,47.2677548048,A
271,271.0,25.8626788102,49.8282743334,C
272,272.0,54.4873749314,100.2221114081,A
273,273.0,39.788623583,77.7178801028,A
274,274.0,37.9561722672,71.1836450286,B
275,275.0,48.3026697072,2.9603975841,B
276,276.0,114.6800961051,40.4411542155,C
277,277.0,70.5755767102,106.5207642155,A
278,278.0,90.3648696313,18.2514650229,B
279,279.0,23.4172897723,-9.1611897483,C
280,280.0,98.4134634697,36.2464282125,C
281,281.0,23.2674226804,69.0635854678,A
282,282.0,12.1403267544,54.0043811758,B
283,283.0,51.8365858133,117.3106260005,C
284,284.0,84.0168377517,32.4550203237,B
285,285.0,22.9569929603,67.6628745561,A
286,286.0,38.9005197512,89.2730851458,A
287,287.0,86.3233423937,31.5145732045,A
288,288.0,81.2464247737,76.3869032974,A
289,289.0,47.3458670255,103.4325172049,A
290,290.0,89.7505184559,24.2826160294,A
291,291.0,54.1187445703,18.5918549738,B
292,292.0,-5.423803896,25.980716815,B
293,293.0,47.2848143551,35.9066319667,B
294,294.0,26.0647407115,90.3558503206,A
295,295.0,82.1443537583,42.9885580433,C
296,296.0,57.4826692017,102.7866425353,A
297,297.0,67.9341299134,23.190642411,B
298,298.0,66.2836760788,15.638512407,A
299,299.0,24.7005702165,6.129084619,A
300,300.0,82.0821296297,38.7288184463,A
301,301.0,24.0636831462,74.1287446198,A
302,302.0,46.2304246719,90.0600043976,A
303,303.0,40.2867378646,70.1870153408,A
304,304.0,69.267741572,70.5962108707,C
305,305.0,19.692841779,16.1718982259,A
306,306.0,23.1563064632,19.2657764599,B
307,307.0,64.0759748627,105.6245641481,A
308,308.0,83.99028835,73.8607196891,A
309,309.0,49.1922219966,32.3539932996,A
310,310.0,19.6768305105,36.5695075448,A
311,311.0,87.3662540251,57.7399268877,C
312,312.0,106.5322519087,25.7115375087,C
313,313.0,75.3203339606,87.4679391323,A
314,314.0,104.080626975,32.1771430221,A
315,315.0,46.3064862058,18.2804137371,C
316,316.0,65.9962940943,82.6791537056,A
317,317.0,84.7703832083,30.5679125422,C
318,318.0,26.7720579831,56.1293771073,A
319,319.0,90.5545227615,2.9205520953,C
320,320.0,32.6216074189,32.8651673121,B
321,321.0,108.1967295229,10.3132169065,C
322,322.0,116.4584120611,36.7019439013,C
323,323.0,70.3291660452,48.1421147203,C
324,324.0,97.7212728614,53.6827411083,C
325,325.0,18.2196277137,3.8079621974,A
326,326.0,35.4322210428,11.1833381097,B
327,327.0,31.3386900254,30.8278613444,B
328,328.0,49.6616942489,41.3546710652,B
329,329.0,78.7699070844,106.1371926033,A
330,330.0,19.0449478289,25.8745008559,B
331,331.0,29.9132068084,49.5745767394,B
332,332.0,87.7295843871,22.1916135388,A
333,333.0,20.2687125311,22.6698306896,B
334,334.0,51.5391010352,46.7653705797,B
335,335.0,103.0584233579,25.1965303487,C
336,336.0,63.2127916917,113.8104784375,A
337,337.0,26.7143429039,55.7281054419,B
338,338.0,64.6137347926,32.1346692674,C
339,339.0,90.3476822328,42.1574104039,C
340,340.0,32.3806357659,13.0919814995,B
341,341.0,34.060700231,-0.8935651408,B
342,342.0,80.9004797961,56.2357649806,C
343,343.0,63.9075905294,81.0814758657,A
344,344.0,33.3892035427,60.4816619806,C
345,345.0,107.6930350465,18.6320789691,C
346,346.0,87.9021259085,48.5827787396,B
347,347.0,69.6913697121,21.8396104346,A
348,348.0,74.1731119846,89.3936605396,A
349,349.0,36.5524794218,93.2339862763,A
350,350.0,27.5088654193,64.6480946146,A
351,351.0,100.8616028267,28.1119701599,A
352,352.0,-4.7133832499,28.5360409425,B
353,353.0,98.1147620923,28.7208112052,B
354,354.0,54.6509818711,13.3363921896,B
355,355.0,91.7468744597,35.6581515057,C
356,356.0,50.5178523283,12.7792645556,B
357,357.0,36.3335359579,35.8217839801,A
358,358.0,9.1244358264,-3.4891031569,B
359,359.0,31.4976647737,95.2844928483,A
360,360.0,67.222519567,113.4920943702,A
361,361.0,80.4223645865,12.6558252684,C
362,362.0,29.8910123273,100.7373120014,A
363,363.0,92.978124422,35.4935989312,C
364,364.0,34.0968781416,65.2522933099,A
365,365.0,109.1895057505,48.5310355864,A
366,366.0,26.5330797939,43.091704383,B
367,367.0,38.6606019699,2.6875627109,B
368,368.0,59.3840153932,109.7719334125,A
369,369.0,57.6633752203,37.8940511847,C
370,370.0,31.1706795754,-0.1248454025,A
371,371.0,90.980041354,23.8568624917,C
372,372.0,112.9661213362,21.0739884692,A
373,373.0,74.1264986749,47.9743253518,A
374,374.0,100.572425801,25.0642141557,C
375,375.0,34.8394805593,52.5484887662,A
376,376.0,6.3144481629,16.8930214285,B
377,377.0,16.2318714849,-7.8713914786,B
378,378.0,32.173864331,30.7982607961,B
379,379.0,75.8047220956,72.8328893912,A
380,380.0,53.0804379324,101.732002403,A
381,381.0,52.7003689843,17.6335606798,B
382,382.0,78.1015551745,24.853068935,B
383,383.0,-0.0730362226,15.6119847545,B
384,384.0,73.5182556454,12.648210978,C
385,385.0,56.2240876811,86.6309918715,A
386,386.0,25.2446744919,3.1675209223,B
387,387.0,69.7009504653,44.5583933201,A
388,388.0,14.9775528174,41.726067626,B
389,389.0,65.2073697178,69.7739833433,A
390,390.0,54.3333873461,15.0552616669,B
391,391.0,71.0953552728,97.9446771409,C
392,392.0,17.5961657183,13.5894960929,C
393,393.0,3.7568687861,20.2019326123,B
394,394.0,78.9249016205,14.2147924255,A
395,395.0,87.4940865659,42.32608617,A
396,396.0,22.6344550553,-8.9409583061,B
397,397.0,40.9331298092,0.0415351661,B
398,398.0,92.9599867349,5.7865288369,C
399,399.0,43.2049779145,8.6476070423,C
400,400.0,62.5178564123,94.1039758247,A
401,401.0,49.5069094197,96.6242799337,A
402,402.0,14.53850421,46.7667197158,C
403,403.0,80.5462441482,69.206697191,A
404,404.0,58.0523338045,9.0518412265,A
405,405.0,36.5382209749,63.5991902831,B
406,406.0,81.1908176685,39.4498454341,C
407,407.0,54.2604747938,78.5002256908,A
408,408.0,19.090715603,90.6268356622,A
409,409.0,8.286876132,45.4380337158,B
410,410.0,109.7234084127,13.7178619193,C
411,411.0,93.1888018468,10.3913673763,C
412,412.0,44.8494520596,66.6847022212,A
413,413.0,40.6973306948,75.9877319414,A
414,414.0,55.0026986795,39.4958336895,B
415,415.0,63.1899372414,115.0688860124,A
416,416.0,19.7259191746,70.4650778763,A
417,417.0,59.661182673,91.2372352357,C
418,418.0,56.4449204452,60.7127431791,A
419,419.0,79.9825744648,45.4708398969,C
420,420.0,67.7157812826,105.7652151347,A
421,421.0,34.7018061346,116.9369794356,A
422,422.0,-4.4060861377,11.8739560897,A
423,423.0,34.6444464832,117.3655833484,A
424,424.0,33.3143399564,38.1251536059,B
425,425.0,15.4811185523,8.1174725235,B
426,426.0,31.5772653493,59.5347938443,B
427,427.0,49.3151995543,74.9791342675,A
428,428.0,43.5265288544,71.4061027044,A
429,429.0,28.7733934831,91.4150623909,A
430,430.0,54.5026779021,30.9017813505,A
431,431.0,114.3164323775,23.7309787799,B
432,432.0,85.3077015862,43.0475689101,A
433,433.0,102.0951999877,37.0833600364,C
434,434.0,61.7449745634,102.7311547642,A
435,435.0,103.915322986,7.3934761185,C
436,436.0,21.6868119407,65.778752704,A
437,437.0,31.8371187944,95.1433651555,A
438,438.0,71.2307770455,46.041818837,C
439,439.0,32.3399624107,86.5455556942,A
440,440.0,-3.9780528492,23.3075102585,B
441,441.0,70.0986341439,83.6158319815,A
442,442.0,83.3103430581,40.9839616314,B
443,443.0,66.8821365908,25.403480515,C
444,444.0,99.7935724134,21.14172929,C
445,445.0,72.2862050658,96.829899748,A
446,446.0,50.2472510006,24.8903536611,C
447,447.0,53.9502587742,38.9313430578,B
448,448.0,71.8345873399,44.990840197,C
449,449.0,66.5026144998,19.5175066335,B
450,450.0,33.0586048909,19.8034817658,B
451,451.0,64.0433921752,31.4142941558,C
452,452.0,89.2768668301,36.1987294651,B
453,453.0,73.2897523543,26.8975310598,C
454,454.0,57.8507987376,109.8679959108,A
455,455.0,5.3275087494,35.5329746626,B
456,456.0,56.2714504192,5.866330964,C
457,457.0,-5.2980459376,31.9615794042,C
458,458.0,24.5104182769,48.0411908937,B
459,459.0,101.57986713,8.1032863682,B
460,460.0,25.2314925562,98.0925303954,A
461,461.0,0.9161233225,30.6604902661,B
462,462.0,14.3286839086,86.9964421423,A
463,463.0,25.6269564328,76.448984756,A
464,464.0,59.8282119423,61.4518077728,A
465,465.0,62.93894129,84.4678963793,A
466,466.0,103.693406047,23.382126326,C
467,467.0,13.2345254018,28.3271717147,B
468,468.0,75.1124083355,9.6076524853,C
469,469.0,27.9890533897,52.5084436889,A
470,470.0,55.9787319678,77.9670630807,A
471,471.0,47.2350864039,57.1939531068,A
472,472.0,32.7868279284,52.6725127174,B
473,473.0,28.128182135,19.1388409525,B
474,474.0,41.3784637822,87.3120765936,A
475,475.0,45.9363400332,28.1038501922,A
476,476.0,72.8400553871,13.0549423326,C
477,477.0,-4.0928909752,30.9263883699,B
478,478.0,46.4441324269,53.1524417857,A
479,479.0,116.259826287,37.3813201286,C
480,480.0,61.8566905742,70.0149778525,A
481,481.0,84.4351135625,44.0369919388,A
482,482.0,48.9845678366,73.9348690523,A
483,483.0,99.0474538465,40.2483779458,C
484,484.0,66.2234146648,25.7118443959,C
485,485.0,37.031031738,-7.1230195281,A
486,486.0,31.9172526475,47.845370214,B
487,487.0,102.6666386031,47.1106704264,C
488,488.0,13.2602744985,30.4141870112,B
489,489.0,25.9893147437,9.8588168731,B
490,490.0,105.13406292,10.5395918172,C
491,491.0,32.3745451167,-7.5759952387,B
492,492.0,72.801442387,41.4617658983,A
493,493.0,5.3484285039,31.3356165494,B
494,494.0,4.0556402383,4.7637185405,B
495,495.0,23.0099298337,1.6899153649,C
496,496.0,58.3663146275,60.1646461635,A
497,497.0,29.8959269168,101.7266668499,A
498,498.0,18.8612916958,1.2791227212,B
499,499.0,90.5049145524,2.4739488781,C
500,500.0,8.8892020323,42.1985854706,B
501,501.0,20.2287118019,41.9422147753,A
502,502.0,75.6483322634,32.8323655429,C
503,503.0,108.1589671986,45.4984314874,A
504,504.0,83.6674474803,16.8901706766,C
505,505.0,5.959771721,22.5801119041,B
506,506.0,7.6113396091,26.9250192062,B
507,507.0,74.2761974635,68.5990196683,B
508,508.0,69.1822495973,34.8128719818,B
509,509.0,111.1865798539,35.1411620402,B
510,510.0,74.5421456184,82.2936697358,A
511,511.0,70.5781003555,37.3210479751,C
512,512.0,3.08275269,9.9688082216,B
513,513.0,78.7283129996,48.420247815,C
514,514.0,28.5562507268,-3.1812961081,B
515,515.0,87.5760533324,55.6613896806,C
516,516.0,45.7590215639,10.7116391144,B
517,517.0,104.9185579573,29.4221630543,C
518,518.0,55.7320683151,81.3964056273,A
519,519.0,48.484270135,93.1604302624,A
520,520.0,66.8880953266,102.6092256952,A
521,521.0,75.4184535246,61.4288560271,A
522,522.0,56.8409584215,90.3858509196,A
523,523.0,85.7012110641,54.512330828,C
524,524.0,36.6477421452,59.0395431541,C
525,525.0,39.7193750944,29.5909803823,A
526,526.0,37.8889835386,-6.8733131003,A
527,527.0,43.9676781544,96.4879317138,B
528,528.0,25.9880783155,64.6159879099,A
529,529.0,28.3507206239,33.0215805158,A
530,530.0,63.732845698,26.2526651658,C
531,531.0,62.1539096895,53.9573721514,A
532,532.0,4.2122225249,-0.6768447752,B
533,533.0,10.0322628039,18.1650523528,B
534,534.0,114.4914063578,32.4334578679,C
535,535.0,39.660875185,27.1693146675,C
536,536.0,40.9969291004,-3.4330610499,B
537,537.0,37.5311356868,98.8122332262,A
538,538.0,51.4140183372,73.0674561149,A
539,539.0,100.0454803799,22.8710960555,B
540,540.0,74.9925636426,100.0037838299,A
541,541.0,34.784770248,44.4560816008,C
542,542.0,59.6788868386,112.4963556294,C
543,543.0,43.3558271632,114.8184476947,A
544,544.0,95.6595533592,26.3464049752,A
545,545.0,71.8908834159,24.796806149,C
546,546.0,-2.1647449998,12.3911192609,B
547,547.0,46.1906770538,42.1550396932,C
548,548.0,103.2555830794,26.4748868428,B
549,549.0,49.4100716663,116.7432456276,A
550,550.0,59.1078655237,51.4413979305,A
551,551.0,80.6497646012,49.5642505479,C
552,552.0,37.5260394539,34.1288770338,A
553,553.0,39.5075396822,34.5884303391,C
554,554.0,34.9487885743,-4.0372083131,B
555,555.0,33.7961920921,51.0403556793,B
556,556.0,46.7047575231,46.2907031407,B
557,557.0,42.9756068113,84.9409969116,A
558,558.0,110.0201944383,18.853419837,C
559,559.0,31.9723338365,107.1156601599,B
560,560.0,22.4713249193,59.1902012446,B
561,561.0,112.2280118958,30.6454307599,C
562,562.0,64.2340399438,71.9993131397,C
563,563.0,72.0187626252,85.9575677822,A
564,564.0,63.7042667963,73.4385963131,A
565,565.0,23.713503859,91.8175437524,A
566,566.0,40.5899958081,71.4070506401,A
567,567.0,21.2728949492,86.7803539776,A
568,568.0,58.2910707797,61.3715924365,A
569,569.0,83.3087045955,5.3028943967,C
570,570.0,16.885320326,23.4652326916,B
571,571.0,44.0181466501,27.4387469164,B
572,572.0,79.3199921568,86.3941153495,A
573,573.0,16.63942613,73.9093079873,A
574,574.0,79.0757512748,46.8323868713,C
575,575.0,103.7537707488,11.3989831495,C
576,576.0,20.6398734365,-3.1584085066,B
577,577.0,77.9649517316,20.1788800195,C
578,578.0,46.7533131693,66.8820679469,A
579,579.0,22.090117186,25.649436302,A
580,580.0,37.6875498108,30.1612736414,C
581,581.0,60.191556298,114.7298392091,A
582,582.0,106.5479347015,19.6526199814,B
583,583.0,2.6446440317,31.858451668,C
584,584.0,67.0899000488,95.8312253113,A
585,585.0,35.2811882769,93.6817928882,A
586,586.0,86.4275532281,18.3458507096,C
587,587.0,83.302477159,15.1278863577,A
588,588.0,21.6557324676,80.2066699029,B
589,589.0,97.4511547957,44.2922405333,B
590,590.0,60.8669446338,17.9638308949,A
591,591.0,14.3869518152,-5.4627085296,B
592,592.0,105.0659682109,22.2205650319,A
593,593.0,100.6627165052,7.3694204256,C
594,594.0,82.8895955507,5.1532980145,B
595,595.0,91.9630262875,56.5348887954,C
596,596.0,69.0338473278,86.3996297767,A
597,597.0,47.0437314813,93.2911296235,A
598,598.0,97.9880587638,35.5432685687,B
599,599.0,81.4503710443,77.6019095047,A
600,600.0,55.3396603071,10.3103653946,B
601,601.0,30.2242062947,65.2234668987,A
602,602.0,76.8625249187,85.7870222645,A
603,603.0,94.188170612,39.6590678263,B
604,604.0,51.0670273223,111.0312746263,A
605,605.0,83.1698221773,72.2367310351,C
606,606.0,81.1537215617,15.1594895609,C
607,607.0,14.5723229539,45.4814362436,B
608,608.0,79.2855482704,105.5834821513,A
609,609.0,83.0913613198,42.9085885788,C
610,610.0,66.0258264857,106.9622723085,A
611,611.0,83.8688697638,13.8145328565,C
612,612.0,21.2234101729,52.2577392817,C
613,613.0,95.9996310028,43.6688501879,A
614,614.0,-4.0257594135,21.8139462731,A
615,615.0,27.8835394833,43.4615832485,B
616,616.0,43.4174662009,11.8788796201,B
617,617.0,9.7846852597,32.5491827579,B
618,618.0,55.7676481162,55.9859604662,A
619,619.0,83.894155345,10.2767583113,C
620,620.0,72.0701739057,92.1816437598,A
621,621.0,11.5970927019,45.4053938856,B
622,622.0,4.493269975,48.6564020621,B
623,623.0,56.9393460329,93.0106897378,A
624,624.0,43.2942954987,82.7082540497,A
625,625.0,28.1752524817,53.9975347968,B
626,626.0,87.0530640493,30.5970653478,B
627,627.0,112.0938622851,46.7308341797,C
628,628.0,25.420941376,8.3943863511,B
629,629.0,14.6979043649,27.9109369625,A
630,630.0,26.2114336829,57.6683813294,C
631,631.0,46.4097479349,82.6213126365,B
632,632.0,39.427838114,8.1493843787,A
633,633.0,40.2646058787,52.1257508396,B
634,634.0,64.421510938,87.3016077879,A
635,635.0,33.3528005171,22.3818199001,C
636,636.0,77.2534721643,10.0674997705,C
