,FIPS,NAME,STATE,longitude,latitude,precipitation
85,4017,Navajo,Arizona,-110.321396004,35.3995733714,2.153022276342007
86,4019,Pima,Arizona,-111.789863499,32.097399026,4.719961483895717
87,4021,Pinal,Arizona,-111.344739896,32.9043665122,20.062605852082168
88,4025,Yavapai,Arizona,-112.553944833,34.5998564246,29.908851901634925
89,4027,Yuma,Arizona,-113.905618757,32.7696188927,139.3836044160098
90,5001,Arkansas,Arkansas,-91.3749047506,34.2908080523,567.4866062433659
91,5003,Ashley,Arkansas,-91.7684475565,33.1912219797,560.6429318430614
92,5005,Baxter,Arkansas,-92.3369721117,36.2871782318,547.0227634355475
93,5007,Benton,Arkansas,-94.2561015344,36.3387382969,557.3662389206179
94,5009,Boone,Arkansas,-93.0915633723,36.3085986469,589.3202136591808
95,5011,Bradley,Arkansas,-92.1624016443,33.4664224376,577.7206990015482
96,5013,Calhoun,Arkansas,-92.5030441645,33.5580341574,599.8217644185012
97,5015,Carroll,Arkansas,-93.5381811083,36.3410829938,541.7821421262464
98,5017,Chicot,Arkansas,-91.2939728213,33.2672553197,576.7527162232534
99,5019,Clark,Arkansas,-93.1763674899,34.0509558643,565.6964405948937
100,5021,Clay,Arkansas,-90.4173835629,36.3683942057,559.6685978844777
101,5023,Cleburne,Arkansas,-92.0267180322,35.5381064958,584.5005511544546
102,5025,Cleveland,Arkansas,-92.1851454385,33.8983618624,568.2213479472553
103,5027,Columbia,Arkansas,-93.227308885,33.2142871374,599.8902839602677
104,5029,Conway,Arkansas,-92.7013072101,35.2622207059,501.82292571364064
105,5031,Craighead,Arkansas,-90.632841255,35.8307887047,504.85192059107123
106,5033,Crawford,Arkansas,-94.2429568096,35.5884840734,515.803640548968
107,5035,Crittenden,Arkansas,-90.3088719897,35.2079371348,525.8568308008494
108,5037,Cross,Arkansas,-90.771226853,35.2957261162,576.5251373985166
109,5039,Dallas,Arkansas,-92.6544402046,33.9698311293,589.2387259826569
110,5041,Desha,Arkansas,-91.2539442656,33.8333331807,535.8464777862124
111,5043,Drew,Arkansas,-91.720023319,33.5894557062,581.8165085358402
112,5045,Faulkner,Arkansas,-92.332041157,35.1469781265,536.7599349584524
113,5047,Franklin,Arkansas,-93.8906143781,35.5123637272,560.0301024795722
114,5049,Fulton,Arkansas,-91.8182352994,36.3816695474,507.3255204528513
115,5051,Garland,Arkansas,-93.150399652,34.5767017575,596.2801331619842
116,5053,Grant,Arkansas,-92.4235830486,34.2900177408,557.5954427139883
117,5055,Greene,Arkansas,-90.5590717273,36.117697723,582.1340749703062
118,5057,Hempstead,Arkansas,-93.6684431539,33.7353045888,580.6298621720425
119,5061,Howard,Arkansas,-93.9934933573,34.0887429323,568.4620950577937
120,5063,Independence,Arkansas,-91.5697116529,35.7415534129,587.3542971904842
121,5065,Izard,Arkansas,-91.9134102959,36.0948699143,513.546376686302
122,5067,Jackson,Arkansas,-91.2145376687,35.5992402368,500.49182662471804
123,5069,Jefferson,Arkansas,-91.9315146225,34.2687844437,502.35707628757206
124,5071,Johnson,Arkansas,-93.4598811569,35.5701227411,522.4334501588614
125,5073,Lafayette,Arkansas,-93.6070389924,33.2409810885,524.6371064299761
126,5075,Lawrence,Arkansas,-91.1070801351,36.0412452465,506.67783589822363
127,5077,Lee,Arkansas,-90.7820673213,34.7806229431,510.96792276748704
128,5079,Lincoln,Arkansas,-91.7333211971,33.9574736745,527.7835212204304
129,5083,Logan,Arkansas,-93.7162169926,35.2153385104,518.9349059801829
130,5085,Lonoke,Arkansas,-91.8887898981,34.7542368128,598.5853361739065
131,5087,Madison,Arkansas,-93.7245618667,36.0109653302,567.8500363044286
132,5089,Marion,Arkansas,-92.6842202167,36.2683474959,537.0452797521257
133,5091,Miller,Arkansas,-93.8915614277,33.3121471783,595.8662307593628
134,5093,Mississippi,Arkansas,-90.0541660119,35.7639016515,527.2825867228552
135,5095,Monroe,Arkansas,-91.2038921969,34.6778362856,517.0429228593003
136,5097,Montgomery,Arkansas,-93.6595529416,34.5387970384,526.5517145342953
137,5099,Nevada,Arkansas,-93.3071433023,33.6639660687,509.9734238873058
138,5101,Newton,Arkansas,-93.2178669264,35.9199743544,567.2141898048849
139,5103,Ouachita,Arkansas,-92.8819343531,33.5933550412,566.3802531034598
140,5105,Perry,Arkansas,-92.9314699116,34.9473737476,592.3393299340804
141,5107,Phillips,Arkansas,-90.8480221032,34.42829125,508.30105147765437
142,5109,Pike,Arkansas,-93.6563416658,34.1634980417,597.7078077689183
143,5111,Poinsett,Arkansas,-90.6629400421,35.5740321244,560.7680439022
144,5113,Polk,Arkansas,-94.2280604373,34.4858849277,530.6380469107366
145,5115,Pope,Arkansas,-93.0341542751,35.447636026,550.8828174541546
146,5117,Prairie,Arkansas,-91.5527759528,34.8297827954,535.5496965446417
147,5119,Pulaski,Arkansas,-92.3119257562,34.7699753373,563.9733855078097
148,5121,Randolph,Arkansas,-91.0277165202,36.341483312,540.0104526601018
149,5125,Saline,Arkansas,-92.676575561,34.6466183905,572.8798942146925
150,5127,Scott,Arkansas,-94.0632792993,34.8607684689,562.178322377053
151,5129,Searcy,Arkansas,-92.6995245166,35.9109060184,562.0114606727108
152,5131,Sebastian,Arkansas,-94.2741206259,35.1993218755,594.9884514113749
153,5133,Sevier,Arkansas,-94.2412727038,33.9972551652,579.6333010042158
154,5135,Sharp,Arkansas,-91.4798585278,36.1611646374,513.5564193854026
155,5137,Stone,Arkansas,-92.1567129536,35.8598655553,561.313389526527
156,5139,Union,Arkansas,-92.5972913761,33.171357538,530.3857215159387
157,5143,Washington,Arkansas,-94.2155848036,35.9790563044,518.1720247238233
158,5145,White,Arkansas,-91.7455472673,35.2562753346,543.6722588041662
159,5147,Woodruff,Arkansas,-91.2430822004,35.1863303424,557.9177044367543
160,5149,Yell,Arkansas,-93.4112514229,35.0025779761,534.1773394344825
161,6001,Alameda,California,-121.917998966,37.6504930265,119.11903522594062
162,6003,Alpine,California,-119.82065303,38.5972506332,142.19804295420155
163,6005,Amador,California,-120.651115621,38.446389504,162.9758164389249
164,6007,Butte,California,-121.600671735,39.6669293633,169.6054608357628
165,6009,Calaveras,California,-120.554132098,38.204606803,193.7729423413653
166,6011,Colusa,California,-122.237029616,39.177573113,131.9373855063743
167,6019,Fresno,California,-119.649322632,36.7581801263,121.15740529072498
168,6021,Glenn,California,-122.392206808,39.5984047698,198.48744791684248
169,6023,Humboldt,California,-123.915819446,40.7050090829,181.05357993693931
170,6025,Imperial,California,-115.365336962,33.0395904342,133.510331070562
171,6027,Inyo,California,-117.410789686,36.5111268089,199.05526854196944
172,6029,Kern,California,-118.729900424,35.3428473738,129.8754382853605
173,6031,Kings,California,-119.815502709,36.0753604529,107.83943626503977
174,6033,Lake,California,-122.753183909,39.0996453445,142.15937227139395
175,6035,Lassen,California,-120.594332834,40.6735903894,136.36122892643442
176,6039,Madera,California,-119.762644507,37.2180440575,136.1909932552812
177,6041,Marin,California,-122.748858563,38.05518334,121.16320165814606
178,6043,Mariposa,California,-119.905517029,37.5815223099,111.10201910559124
179,6045,Mendocino,California,-123.431553907,39.4336238198,176.68684829989806
180,6047,Merced,California,-120.717688,37.191870471,105.96154965303259
181,6049,Modoc,California,-120.725028959,41.5898335739,186.68620520310645
182,6051,Mono,California,-118.886709262,37.938990343,173.52088362113622
183,6053,Monterey,California,-121.308901554,36.2397743956,190.28071495747196
184,6055,Napa,California,-122.330538465,38.5064964441,181.76892243786665
185,6057,Nevada,California,-120.768752113,39.301369579,171.09309734843112
186,6059,Orange,California,-117.776142822,33.6769134328,107.66367167552148
187,6061,Placer,California,-120.717645936,39.0634313879,100.86748838469319
188,6063,Plumas,California,-120.838597596,40.0046824769,144.28402764174044
189,6065,Riverside,California,-115.993845895,33.7436800499,148.54910763073505
190,6067,Sacramento,California,-121.344253814,38.4493208547,166.73262736770232
191,6089,Shasta,California,-122.040521531,40.7637666014,165.47020518956958
192,6091,Sierra,California,-120.515996378,39.5804001016,159.38084018341425
193,6093,Siskiyou,California,-122.540367763,41.5926866339,190.1414884214247
194,6095,Solano,California,-121.940024418,38.2669127871,140.9513658502304
195,6097,Sonoma,California,-122.922544658,38.525292575,102.88664626331206
196,6099,Stanislaus,California,-120.997682895,37.5591374435,169.42145541165604
197,6101,Sutter,California,-121.694849665,39.0345595213,134.38263058979035
198,6103,Tehama,California,-122.233884853,40.1257361849,137.79251778730168
199,6105,Trinity,California,-123.112627727,40.6506935615,106.61077004730602
200,6107,Tulare,California,-118.80047248,36.220156659,190.05792762013346
201,6109,Tuolumne,California,-119.95475358,38.0276014047,156.69182763831742
202,6111,Ventura,California,-119.126027193,34.3575285169,142.9008227763361
203,6113,Yolo,California,-121.90161702,38.6866603948,128.43859717715105
204,6115,Yuba,California,-121.351262732,39.2690076722,165.85551659148848
205,8001,Adams,Colorado,-104.337801716,39.8736400746,14.279777477015417
206,8003,Alamosa,Colorado,-105.788288197,37.5728931402,15.68681161185193
207,8005,Arapahoe,Colorado,-104.339234024,39.6497752303,4.1030211323719135
208,8007,Archuleta,Colorado,-107.048288324,37.1936094363,14.158171155089024
209,8009,Baca,Colorado,-102.560476646,37.3191787991,21.040780730238453
210,8011,Bent,Colorado,-103.071704571,37.9550855775,10.22732567739294
211,8013,Boulder,Colorado,-105.35770567,40.0924597674,15.645320731270411
212,8015,Chaffee,Colorado,-106.194066665,38.7469030854,8.274789327751039
213,8017,Cheyenne,Colorado,-102.603395824,38.8279397207,15.914206809042923
214,8021,Conejos,Colorado,-106.191627951,37.2006875346,23.46461356176538
215,8023,Costilla,Colorado,-105.428249706,37.2779522735,18.866354479868647
216,8025,Crowley,Colorado,-103.784825661,38.326661062,19.373263565061485
217,8027,Custer,Colorado,-105.367471778,38.1086779015,5.254243475928626
218,8029,Delta,Colorado,-107.862876811,38.8613737904,10.928468563980172
219,8033,Dolores,Colorado,-108.517265273,37.7516108062,5.628784847246529
220,8035,Douglas,Colorado,-104.929559461,39.3297243092,21.816884883917712
221,8037,Eagle,Colorado,-106.695299259,39.6278256159,5.158280280851346
222,8039,Elbert,Colorado,-104.13588983,39.2865595002,20.85319099699299
223,8043,Fremont,Colorado,-105.439657054,38.4729724659,12.358531979338558
224,8045,Garfield,Colorado,-107.903956154,39.599307179,7.066394914534129
225,8047,Gilpin,Colorado,-105.522621196,39.8575436237,15.497798946632104
226,8049,Grand,Colorado,-106.118358313,40.102614944,2.4879906162817864
227,8051,Gunnison,Colorado,-107.031700114,38.6667977063,28.167479793816288
228,8053,Hinsdale,Colorado,-107.300311758,37.8213415755,2.152305479570975
229,8055,Huerfano,Colorado,-104.960584534,37.6846796381,7.659034776829339
230,8057,Jackson,Colorado,-106.342794688,40.6664326842,18.179848507138242
231,8059,Jefferson,Colorado,-105.250466793,39.5864284092,17.871735514889366
232,8061,Kiowa,Colorado,-102.740340455,38.4326851414,15.06700073800173
233,8065,Lake,Colorado,-106.344837734,39.2023794705,15.982625970740816
234,8069,Larimer,Colorado,-105.461144451,40.6664172232,12.515041746974955
235,8073,Lincoln,Colorado,-103.513965366,38.9880685587,0.20547547641310948
236,8075,Logan,Colorado,-103.110095731,40.7246687188,29.715131316880267
237,8077,Mesa,Colorado,-108.466440182,39.0182904955,21.176048595725746
238,8079,Mineral,Colorado,-106.924094646,37.6689956825,21.212658041613143
239,8081,Moffat,Colorado,-108.207290604,40.61842222,28.166817249401777
240,8083,Montezuma,Colorado,-108.596669828,37.3384339705,16.819823527310117
241,8085,Montrose,Colorado,-108.269451135,38.4021560325,6.914659870541303
242,8087,Morgan,Colorado,-103.809822237,40.2627443761,12.72052846766909
243,8089,Otero,Colorado,-103.716445685,37.9027017254,11.231658555980983
244,8091,Ouray,Colorado,-107.76931682,38.1554971802,14.08824673056123
245,8093,Park,Colorado,-105.717174716,39.1193028617,10.815216953058979
246,8095,Phillips,Colorado,-102.357579601,40.5938843197,17.376421101824917
247,8097,Pitkin,Colorado,-106.916577749,39.2171057452,27.189832250980032
248,8099,Prowers,Colorado,-102.393348977,37.9551831858,6.120452800574854
249,8101,Pueblo,Colorado,-104.512845555,38.1734202345,26.094830079544845
250,8107,Routt,Colorado,-106.991193187,40.4850679408,9.079990405349305
251,8109,Saguache,Colorado,-106.281555562,38.0805527548,15.500426619934894
252,8115,Sedgwick,Colorado,-102.351791195,40.8759049641,26.430615073322397
253,8117,Summit,Colorado,-106.116379137,39.634170806,21.988399321562405
254,8119,Teller,Colorado,-105.161826391,38.8821720468,5.380722378215715
255,8121,Washington,Colorado,-103.201252881,39.9710617874,13.236614394215625
256,8123,Weld,Colorado,-104.392531357,40.5548298977,12.493304067036732
257,8125,Yuma,Colorado,-102.424226323,40.0028993432,10.570710858997154
258,9001,Fairfield,Connecticut,-73.3712046145,41.2249600832,572.6134480620018
259,9003,Hartford,Connecticut,-72.7328122495,41.8064287933,509.54554394669674
260,9005,Litchfield,Connecticut,-73.2453207905,41.7924983178,599.023876658081
261,9007,Middlesex,Connecticut,-72.5231194296,41.4353818043,575.8192585345045
262,9013,Tolland,Connecticut,-72.3365016791,41.855065982,531.9138285616996
263,9015,Windham,Connecticut,-71.9874782796,41.8300455104,512.6715794208664
264,10001,Kent,Delaware,-75.5046137018,39.0959545402,523.8819338190142
265,10005,Sussex,Delaware,-75.3395417153,38.6832973547,519.5135547507434
266,12001,Alachua,Florida,-82.3577015483,29.6747549911,585.2189783140257
267,12003,Baker,Florida,-82.2845872684,30.331070985,576.0915342006317
268,12005,Bay,Florida,-85.6326228076,30.237646533,573.5690346302541
269,12007,Bradford,Florida,-82.1687777662,29.9499595746,564.845072169122
270,12009,Brevard,Florida,-80.7012054832,28.300314142,546.3917400046033
271,12011,Broward,Florida,-80.4558842537,26.1518560378,534.2575585646873
272,12013,Calhoun,Florida,-85.1972071433,30.4060343343,583.1000189175645
273,12015,Charlotte,Florida,-81.9503159678,26.8998432654,553.8510754427671
274,12017,Citrus,Florida,-82.5201067311,28.8475696914,599.6884235604857
275,12019,Clay,Florida,-81.8578845259,29.9830664456,511.6479296659856
276,12021,Collier,Florida,-81.3809730552,26.0992389901,557.3673470619469
277,12023,Columbia,Florida,-82.6215388925,30.2242399397,538.5382909470542
278,12027,DeSoto,Florida,-81.8094429515,27.1863023348,515.8260480506699
279,12029,Dixie,Florida,-83.1870324531,29.5812415277,529.1420480081712
280,12031,Duval,Florida,-81.6480093213,30.3354403303,532.0052710107078
281,12033,Escambia,Florida,-87.3413643298,30.6143960313,538.4712633821059
282,12035,Flagler,Florida,-81.2929913884,29.4711426482,581.8053090013208
283,12037,Franklin,Florida,-84.8004565948,29.8116835857,507.1328513762927
284,12039,Gadsden,Florida,-84.6135993294,30.5794688821,529.936409774341
285,12041,Gilchrist,Florida,-82.8003665306,29.7258227162,570.2923169547629
286,12043,Glades,Florida,-81.1890293853,26.9564459351,522.7295687438924
287,12045,Gulf,Florida,-85.2610062794,29.9086211231,543.9219999783111
288,12047,Hamilton,Florida,-82.9479591393,30.4964266893,561.0786026490857
289,12049,Hardee,Florida,-81.8100059395,27.4927094815,509.5741028891601
290,12051,Hendry,Florida,-81.1659012496,26.5534898513,561.0041490205264
291,12053,Hernando,Florida,-82.4684895116,28.5561708513,559.0174487677648
292,12055,Highlands,Florida,-81.3410379056,27.3433797347,526.4896969928541
293,12057,Hillsborough,Florida,-82.346916153,27.9062278359,521.8521286092431
294,12059,Holmes,Florida,-85.8141023534,30.8678906078,575.4666365687069
295,12063,Jackson,Florida,-85.2154596916,30.7953911236,544.3460626547411
296,12065,Jefferson,Florida,-83.9004744786,30.4234582107,577.6456722686194
297,12067,Lafayette,Florida,-83.1810673054,29.9855183221,556.117898181535
298,12069,Lake,Florida,-81.7113031676,28.7614688332,534.9700200371136
299,12071,Lee,Florida,-81.9154527285,26.5756896561,564.534532282855
300,12073,Leon,Florida,-84.2778815189,30.458037893,547.0961976336374
301,12075,Levy,Florida,-82.7886132018,29.2822055783,580.8004814920324
302,12077,Liberty,Florida,-84.8829111582,30.2413631478,556.2989749843395
303,12079,Madison,Florida,-83.4701228264,30.4441430277,570.9964637726498
304,12081,Manatee,Florida,-82.3575458711,27.4775188749,578.1174512850131
305,12083,Marion,Florida,-82.0566756823,29.2102022904,587.7689456948181
306,12085,Martin,Florida,-80.3984639525,27.0816164392,587.0936831871786
307,12086,Miami-Dade,Florida,-80.4986673175,25.6089674858,519.782042671446
308,12087,Monroe,Florida,-81.1856924179,25.0467803277,553.5460231367431
309,12089,Nassau,Florida,-81.7714179132,30.6105780997,563.8858866803637
310,12091,Okaloosa,Florida,-86.5921750794,30.6650297247,588.6568944210442
311,12093,Okeechobee,Florida,-80.888585011,27.3863036127,542.3479016666764
312,12095,Orange,Florida,-81.3234735281,28.5144162588,581.5241865099487
313,12097,Osceola,Florida,-81.1494997552,28.0626646156,589.4549624218258
314,12101,Pasco,Florida,-82.438869799,28.3067419076,522.1369453386153
315,12103,Pinellas,Florida,-82.7395539464,27.9026762041,501.76640815409075
316,12105,Polk,Florida,-81.6976853961,27.9488714857,585.2485542705676
317,12107,Putnam,Florida,-81.7443041288,29.6086348479,550.5791111651574
318,12115,Sarasota,Florida,-82.3649735213,27.1824778115,577.2347126128142
319,12117,Seminole,Florida,-81.2363275276,28.7169755783,559.9483809614605
320,12119,Sumter,Florida,-82.0809953636,28.7048225353,506.0313277144768
321,12121,Suwannee,Florida,-82.9914923725,30.1956117481,554.1043763746063
322,12123,Taylor,Florida,-83.6189726465,30.0195666061,500.68753934437854
323,12125,Union,Florida,-82.3714410129,30.0438391148,519.0184341278386
324,12127,Volusia,Florida,-81.1485743573,29.0634475051,524.3846835812526
325,12129,Wakulla,Florida,-84.3756074885,30.1477719789,509.7072664438673
326,12131,Walton,Florida,-86.1715163089,30.6184688458,538.2054292211378
327,12133,Washington,Florida,-85.6653287163,30.6105923313,598.267060514853
328,13001,Appling,Georgia,-82.288983582,31.7492803518,523.4744408064412
329,13003,Atkinson,Georgia,-82.8799928978,31.2971083422,566.8121280855278
330,13005,Bacon,Georgia,-82.4526850982,31.5536748311,533.376061498055
331,13007,Baker,Georgia,-84.4446694741,31.326183927,521.9563637786924
332,13009,Baldwin,Georgia,-83.2495906334,33.0692757535,504.06824181809714
333,13011,Banks,Georgia,-83.4973801652,34.3541370113,510.09161838490644
334,13013,Barrow,Georgia,-83.7127549805,33.9931962064,518.0271322247866
335,13015,Bartow,Georgia,-84.8403384771,34.2376620909,539.2299617441
336,13019,Berrien,Georgia,-83.229622,31.2760599041,552.3435008949892
337,13021,Bibb,Georgia,-83.6974200138,32.8064982238,524.4362364369639
338,13023,Bleckley,Georgia,-83.3278388255,32.4344414462,524.3339290486812
339,13025,Brantley,Georgia,-81.9818955745,31.1968761426,508.41195150360244
340,13027,Brooks,Georgia,-83.5802119065,30.8419677363,543.9002516515575
341,13029,Bryan,Georgia,-81.4424722248,32.013224335,502.0409044391108
342,13031,Bulloch,Georgia,-81.7431781429,32.3968141786,559.8204986559836
343,13033,Burke,Georgia,-82.0007811537,33.0611535027,527.7122294571134
344,13035,Butts,Georgia,-83.9571695116,33.2878507429,578.8121250370519
345,13037,Calhoun,Georgia,-84.6245076946,31.5291972743,504.78276543639964
346,13039,Camden,Georgia,-81.6363849358,30.9224883015,577.1641734173137
347,13043,Candler,Georgia,-82.0736728222,32.403442782,596.5362530020524
348,13045,Carroll,Georgia,-85.0797630545,33.5827978515,516.9863376275468
349,13047,Catoosa,Georgia,-85.1382470065,34.9036574214,506.80374296453
350,13049,Charlton,Georgia,-82.1376881412,30.7817272016,530.7761257188369
351,13051,Chatham,Georgia,-81.0939703133,31.9739511211,519.3099797209795
352,13053,Chattahoochee,Georgia,-84.7870462059,32.346971275,502.52997315274206
353,13055,Chattooga,Georgia,-85.3452913609,34.4750152607,530.7204946293516
354,13057,Cherokee,Georgia,-84.4761934266,34.2439383654,514.612213590771
355,13059,Clarke,Georgia,-83.3673290793,33.9511687467,509.92502526042534
356,13061,Clay,Georgia,-84.9801029119,31.6262755156,504.79449827304643
357,13063,Clayton,Georgia,-84.3576542517,33.5419006063,518.6120968682338
358,13065,Clinch,Georgia,-82.7062370645,30.9149468971,567.3228924025724
359,13067,Cobb,Georgia,-84.5766842461,33.9414815247,503.04616947714396
360,13069,Coffee,Georgia,-82.8492009827,31.5492717947,579.81575771872
361,13071,Colquitt,Georgia,-83.7688482856,31.1883904668,595.6638381295755
362,13073,Columbia,Georgia,-82.2640527023,33.5441179101,569.4820999086295
363,13075,Cook,Georgia,-83.4304650673,31.1539910285,533.1386727079308
364,13077,Coweta,Georgia,-84.7633607428,33.3534616689,551.1886719563524
365,13079,Crawford,Georgia,-83.9863423246,32.7145016626,571.0200673522249
366,13081,Crisp,Georgia,-83.768102221,31.9229299181,532.6421976973329
367,13083,Dade,Georgia,-85.5045272078,34.854520662,541.4019454354944
368,13085,Dawson,Georgia,-84.1706356875,34.4442980744,575.6482194245808
369,13087,Decatur,Georgia,-84.5790701498,30.8783441069,506.48821074496414
370,13089,DeKalb,Georgia,-84.226432416,33.7715468713,510.4776948828025
371,13091,Dodge,Georgia,-83.168399978,32.1721824488,502.53250741311626
372,13093,Dooly,Georgia,-83.7987668507,32.1571759799,555.8523109284725
373,13095,Dougherty,Georgia,-84.2162536823,31.5333740309,549.5006475871398
374,13097,Douglas,Georgia,-84.7679728373,33.701828378,590.4579135825396
