,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIPS,Name,State,Rate
84,84,84,84,84,84,84,84,2188,Northwest Arctic,AK,0.0
85,85,85,85,85,85,85,85,2201,Prince of Wales-Outer Ketchikan,AK,0.0
86,86,86,86,86,86,86,86,2220,Sitka,AK,0.0
87,87,87,87,87,87,87,87,2232,Skagway-Hoonah-Angoon,AK,0.0
88,88,88,88,88,88,88,88,2240,Southeast Fairbanks,AK,0.0
89,89,89,89,89,89,89,89,2261,Valdez-Cordova,AK,0.0
90,90,90,90,90,90,90,90,2270,Wade Hampton,AK,0.0
91,91,91,91,91,91,91,91,2280,Wrangell-Petersburg,AK,0.0
92,92,92,92,92,92,92,92,2282,Yakutat,AK,0.0
93,93,93,93,93,93,93,93,2290,Yukon-Koyukuk,AK,0.0
94,94,94,94,94,94,94,94,4001,Apache,AZ,0.0
95,95,95,95,95,95,95,95,4003,Cochise,AZ,0.0
96,96,96,96,96,96,96,96,4005,Coconino,AZ,0.0
97,97,97,97,97,97,97,97,4007,Gila,AZ,0.0
98,98,98,98,98,98,98,98,4009,Graham,AZ,0.0
99,99,99,99,99,99,99,99,4011,Greenlee,AZ,0.0
100,100,100,100,100,100,100,100,4012,La Paz,AZ,0.0
101,101,101,101,101,101,101,101,4013,Maricopa,AZ,0.0
102,102,102,102,102,102,102,102,4015,Mohave,AZ,0.0
103,103,103,103,103,103,103,103,4017,Navajo,AZ,0.0
104,104,104,104,104,104,104,104,4019,Pima,AZ,0.0
105,105,105,105,105,105,105,105,4021,Pinal,AZ,0.0
106,106,106,106,106,106,106,106,4023,Santa Cruz,AZ,0.0
107,107,107,107,107,107,107,107,4025,Yavapai,AZ,0.0
108,108,108,108,108,108,108,108,4027,Yuma,AZ,0.0
109,109,109,109,109,109,109,109,5001,Arkansas,AR,0.0
110,110,110,110,110,110,110,110,5003,Ashley,AR,0.0
111,111,111,111,111,111,111,111,5005,Baxter,AR,0.0
112,112,112,112,112,112,112,112,5007,Benton,AR,0.0
113,113,113,113,113,113,113,113,5009,Boone,AR,0.0
114,114,114,114,114,114,114,114,5011,Bradley,AR,0.0
115,115,115,115,115,115,115,115,5013,Calhoun,AR,0.0
116,116,116,116,116,116,116,116,5015,Carroll,AR,0.0
117,117,117,117,117,117,117,117,5017,Chicot,AR,0.0
118,118,118,118,118,118,118,118,5019,Clark,AR,0.0
119,119,119,119,119,119,119,119,5021,Clay,AR,0.0
120,120,120,120,120,120,120,120,5023,Cleburne,AR,0.0
121,121,121,121,121,121,121,121,5025,Cleveland,AR,0.0
122,122,122,122,122,122,122,122,5027,Columbia,AR,0.0
123,123,123,123,123,123,123,123,5029,Conway,AR,0.0
124,124,124,124,124,124,124,124,5031,Craighead,AR,0.0
125,125,125,125,125,125,125,125,5033,Crawford,AR,0.0
126,126,126,126,126,126,126,126,5035,Crittenden,AR,0.0
127,127,127,127,127,127,127,127,5037,Cross,AR,0.0
128,128,128,128,128,128,128,128,5039,Dallas,AR,0.0
129,129,129,129,129,129,129,129,5041,Desha,AR,0.0
130,130,130,130,130,130,130,130,5043,Drew,AR,0.0
131,131,131,131,131,131,131,131,5045,Faulkner,AR,0.0
132,132,132,132,132,132,132,132,5047,Franklin,AR,0.0
133,133,133,133,133,133,133,133,5049,Fulton,AR,0.0
134,134,134,134,134,134,134,134,5051,Garland,AR,0.0
135,135,135,135,135,135,135,135,5053,Grant,AR,0.0
136,136,136,136,136,136,136,136,5055,Greene,AR,0.0
137,137,137,137,137,137,137,137,5057,Hempstead,AR,0.0
138,138,138,138,138,138,138,138,5059,Hot Spring,AR,0.0
139,139,139,139,139,139,139,139,5061,Howard,AR,0.0
140,140,140,140,140,140,140,140,5063,Independence,AR,0.0
141,141,141,141,141,141,141,141,5065,Izard,AR,0.0
142,142,142,142,142,142,142,142,5067,Jackson,AR,0.0
143,143,143,143,143,143,143,143,5069,Jefferson,AR,0.0
144,144,144,144,144,144,144,144,5071,Johnson,AR,0.0
145,145,145,145,145,145,145,145,5073,Lafayette,AR,0.0
146,146,146,146,146,146,146,146,5075,Lawrence,AR,0.0
147,147,147,147,147,147,147,147,5077,Lee,AR,0.0
148,148,148,148,148,148,148,148,5079,Lincoln,AR,0.0
149,149,149,149,149,149,149,149,5081,Little River,AR,0.0
150,150,150,150,150,150,150,150,5083,Logan,AR,0.0
151,151,151,151,151,151,151,151,5085,Lonoke,AR,0.0
152,152,152,152,152,152,152,152,5087,Madison,AR,0.0
153,153,153,153,153,153,153,153,5089,Marion,AR,0.0
154,154,154,154,154,154,154,154,5091,Miller,AR,0.0
155,155,155,155,155,155,155,155,5093,Mississippi,AR,0.0
156,156,156,156,156,156,156,156,5095,Monroe,AR,0.0
157,157,157,157,157,157,157,157,5097,Montgomery,AR,0.0
158,158,158,158,158,158,158,158,5099,Nevada,AR,0.0
159,159,159,159,159,159,159,159,5101,Newton,AR,0.0
160,160,160,160,160,160,160,160,5103,Ouachita,AR,0.0
161,161,161,161,161,161,161,161,5105,Perry,AR,0.0
162,162,162,162,162,162,162,162,5107,Phillips,AR,0.0
163,163,163,163,163,163,163,163,5109,Pike,AR,0.0
164,164,164,164,164,164,164,164,5111,Poinsett,AR,0.0
165,165,165,165,165,165,165,165,5113,Polk,AR,0.0
166,166,166,166,166,166,166,166,5115,Pope,AR,0.0
167,167,167,167,167,167,167,167,5117,Prairie,AR,0.0
168,168,168,168,168,168,168,168,5119,Pulaski,AR,0.0
169,169,169,169,169,169,169,169,5121,Randolph,AR,0.0
170,170,170,170,170,170,170,170,5123,St Francis,AR,0.0
171,171,171,171,171,171,171,171,5125,Saline,AR,0.0
172,172,172,172,172,172,172,172,5127,Scott,AR,0.0
173,173,173,173,173,173,173,173,5129,Searcy,AR,0.0
174,174,174,174,174,174,174,174,5131,Sebastian,AR,0.0
175,175,175,175,175,175,175,175,5133,Sevier,AR,0.0
176,176,176,176,176,176,176,176,5135,Sharp,AR,0.0
177,177,177,177,177,177,177,177,5137,Stone,AR,0.0
178,178,178,178,178,178,178,178,5139,Union,AR,0.0
179,179,179,179,179,179,179,179,5141,Van Buren,AR,0.0
180,180,180,180,180,180,180,180,5143,Washington,AR,0.0
181,181,181,181,181,181,181,181,5145,White,AR,0.0
182,182,182,182,182,182,182,182,5147,Woodruff,AR,0.0
183,183,183,183,183,183,183,183,5149,Yell,AR,0.0
184,184,184,184,184,184,184,184,6001,Alameda,CA,1000.0
185,185,185,185,185,185,185,185,6003,Alpine,CA,1000.0
186,186,186,186,186,186,186,186,6005,Amador,CA,1000.0
187,187,187,187,187,187,187,187,6007,Butte,CA,1000.0
188,188,188,188,188,188,188,188,6009,Calaveras,CA,1000.0
189,189,189,189,189,189,189,189,6011,Colusa,CA,1000.0
190,190,190,190,190,190,190,190,6013,Contra Costa,CA,1000.0
191,191,191,191,191,191,191,191,6015,Del Norte,CA,1000.0
192,192,192,192,192,192,192,192,6017,El Dorado,CA,1000.0
193,193,193,193,193,193,193,193,6019,Fresno,CA,1000.0
194,194,194,194,194,194,194,194,6021,Glenn,CA,1000.0
195,195,195,195,195,195,195,195,6023,Humboldt,CA,1000.0
196,196,196,196,196,196,196,196,6025,Imperial,CA,1000.0
197,197,197,197,197,197,197,197,6027,Inyo,CA,0.0
198,198,198,198,198,198,198,198,6029,Kern,CA,1000.0
199,199,199,199,199,199,199,199,6031,Kings,CA,1000.0
200,200,200,200,200,200,200,200,6033,Lake,CA,0.0
201,201,201,201,201,201,201,201,6035,Lassen,CA,1000.0
202,202,202,202,202,202,202,202,6037,Los Angeles,CA,1000.0
203,203,203,203,203,203,203,203,6039,Madera,CA,1000.0
204,204,204,204,204,204,204,204,6041,Marin,CA,1000.0
205,205,205,205,205,205,205,205,6043,Mariposa,CA,1000.0
206,206,206,206,206,206,206,206,6045,Mendocino,CA,1000.0
207,207,207,207,207,207,207,207,6047,Merced,CA,1000.0
208,208,208,208,208,208,208,208,6049,Modoc,CA,1000.0
209,209,209,209,209,209,209,209,6051,Mono,CA,1000.0
210,210,210,210,210,210,210,210,6053,Monterey,CA,1000.0
211,211,211,211,211,211,211,211,6055,Napa,CA,0.0
212,212,212,212,212,212,212,212,6057,Nevada,CA,1000.0
213,213,213,213,213,213,213,213,6059,Orange,CA,0.0
214,214,214,214,214,214,214,214,6061,Placer,CA,1000.0
215,215,215,215,215,215,215,215,6063,Plumas,CA,1000.0
216,216,216,216,216,216,216,216,6065,Riverside,CA,1000.0
217,217,217,217,217,217,217,217,6067,Sacramento,CA,1000.0
218,218,218,218,218,218,218,218,6069,San Benito,CA,1000.0
219,219,219,219,219,219,219,219,6071,San Bernardino,CA,1000.0
220,220,220,220,220,220,220,220,6073,San Diego,CA,1000.0
221,221,221,221,221,221,221,221,6075,San Francisco,CA,1000.0
222,222,222,222,222,222,222,222,6077,San Joaquin,CA,1000.0
223,223,223,223,223,223,223,223,6079,San Luis Obispo,CA,1000.0
224,224,224,224,224,224,224,224,6081,San Mateo,CA,1000.0
225,225,225,225,225,225,225,225,6083,Santa Barbara,CA,1000.0
226,226,226,226,226,226,226,226,6085,Santa Clara,CA,1000.0
227,227,227,227,227,227,227,227,6087,Santa Cruz,CA,1000.0
228,228,228,228,228,228,228,228,6089,Shasta,CA,1000.0
229,229,229,229,229,229,229,229,6091,Sierra,CA,1000.0
230,230,230,230,230,230,230,230,6093,Siskiyou,CA,1000.0
231,231,231,231,231,231,231,231,6095,Solano,CA,1000.0
232,232,232,232,232,232,232,232,6097,Sonoma,CA,1000.0
233,233,233,233,233,233,233,233,6099,Stanislaus,CA,1000.0
234,234,234,234,234,234,234,234,6101,Sutter,CA,1000.0
235,235,235,235,235,235,235,235,6103,Tehama,CA,1000.0
236,236,236,236,236,236,236,236,6105,Trinity,CA,0.0
237,237,237,237,237,237,237,237,6107,Tulare,CA,1000.0
238,238,238,238,238,238,238,238,6109,Tuolumne,CA,1000.0
239,239,239,239,239,239,239,239,6111,Ventura,CA,1000.0
240,240,240,240,240,240,240,240,6113,Yolo,CA,1000.0
241,241,241,241,241,241,241,241,6115,Yuba,CA,1000.0
242,242,242,242,242,242,242,242,8001,Adams,CO,0.0
243,243,243,243,243,243,243,243,8003,Alamosa,CO,0.0
244,244,244,244,244,244,244,244,8005,Arapahoe,CO,0.0
245,245,245,245,245,245,245,245,8007,Archuleta,CO,0.0
246,246,246,246,246,246,246,246,8009,Baca,CO,0.0
247,247,247,247,247,247,247,247,8011,Bent,CO,0.0
248,248,248,248,248,248,248,248,8013,Boulder,CO,0.0
249,249,249,249,249,249,249,249,8015,Chaffee,CO,0.0
250,250,250,250,250,250,250,250,8017,Cheyenne,CO,0.0
251,251,251,251,251,251,251,251,8019,Clear Creek,CO,0.0
252,252,252,252,252,252,252,252,8021,Conejos,CO,0.0
253,253,253,253,253,253,253,253,8023,Costilla,CO,0.0
254,254,254,254,254,254,254,254,8025,Crowley,CO,0.0
255,255,255,255,255,255,255,255,8027,Custer,CO,0.0
256,256,256,256,256,256,256,256,8029,Delta,CO,0.0
257,257,257,257,257,257,257,257,8031,Denver,CO,0.0
258,258,258,258,258,258,258,258,8033,Dolores,CO,0.0
259,259,259,259,259,259,259,259,8035,Douglas,CO,0.0
260,260,260,260,260,260,260,260,8037,Eagle,CO,0.0
261,261,261,261,261,261,261,261,8039,Elbert,CO,0.0
262,262,262,262,262,262,262,262,8041,El Paso,CO,0.0
263,263,263,263,263,263,263,263,8043,Fremont,CO,0.0
264,264,264,264,264,264,264,264,8045,Garfield,CO,0.0
265,265,265,265,265,265,265,265,8047,Gilpin,CO,0.0
266,266,266,266,266,266,266,266,8049,Grand,CO,0.0
267,267,267,267,267,267,267,267,8051,Gunnison,CO,0.0
268,268,268,268,268,268,268,268,8053,Hinsdale,CO,0.0
269,269,269,269,269,269,269,269,8055,Huerfano,CO,0.0
270,270,270,270,270,270,270,270,8057,Jackson,CO,0.0
271,271,271,271,271,271,271,271,8059,Jefferson,CO,0.0
272,272,272,272,272,272,272,272,8061,Kiowa,CO,0.0
273,273,273,273,273,273,273,273,8063,Kit Carson,CO,0.0
274,274,274,274,274,274,274,274,8065,Lake,CO,0.0
275,275,275,275,275,275,275,275,8067,La Plata,CO,0.0
276,276,276,276,276,276,276,276,8069,Larimer,CO,0.0
277,277,277,277,277,277,277,277,8071,Las Animas,CO,0.0
278,278,278,278,278,278,278,278,8073,Lincoln,CO,0.0
279,279,279,279,279,279,279,279,8075,Logan,CO,0.0
280,280,280,280,280,280,280,280,8077,Mesa,CO,0.0
281,281,281,281,281,281,281,281,8079,Mineral,CO,0.0
282,282,282,282,282,282,282,282,8081,Moffat,CO,0.0
283,283,283,283,283,283,283,283,8083,Montezuma,CO,0.0
284,284,284,284,284,284,284,284,8085,Montrose,CO,0.0
285,285,285,285,285,285,285,285,8087,Morgan,CO,0.0
286,286,286,286,286,286,286,286,8089,Otero,CO,0.0
287,287,287,287,287,287,287,287,8091,Ouray,CO,0.0
288,288,288,288,288,288,288,288,8093,Park,CO,0.0
289,289,289,289,289,289,289,289,8095,Phillips,CO,0.0
290,290,290,290,290,290,290,290,8097,Pitkin,CO,0.0
291,291,291,291,291,291,291,291,8099,Prowers,CO,0.0
292,292,292,292,292,292,292,292,8101,Pueblo,CO,0.0
293,293,293,293,293,293,293,293,8103,Rio Blanco,CO,0.0
294,294,294,294,294,294,294,294,8105,Rio Grande,CO,0.0
295,295,295,295,295,295,295,295,8107,Routt,CO,0.0
296,296,296,296,296,296,296,296,8109,Saguache,CO,0.0
297,297,297,297,297,297,297,297,8111,San Juan,CO,0.0
298,298,298,298,298,298,298,298,8113,San Miguel,CO,0.0
299,299,299,299,299,299,299,299,8115,Sedgwick,CO,0.0
300,300,300,300,300,300,300,300,8117,Summit,CO,0.0
301,301,301,301,301,301,301,301,8119,Teller,CO,0.0
302,302,302,302,302,302,302,302,8121,Washington,CO,0.0
303,303,303,303,303,303,303,303,8123,Weld,CO,0.0
304,304,304,304,304,304,304,304,8125,Yuma,CO,0.0
305,305,305,305,305,305,305,305,9001,Fairfield,CT,0.0
306,306,306,306,306,306,306,306,9003,Hartford,CT,0.0
307,307,307,307,307,307,307,307,9005,Litchfield,CT,0.0
308,308,308,308,308,308,308,308,9007,Middlesex,CT,0.0
309,309,309,309,309,309,309,309,9009,New Haven,CT,0.0
310,310,310,310,310,310,310,310,9011,New London,CT,0.0
311,311,311,311,311,311,311,311,9013,Tolland,CT,0.0
312,312,312,312,312,312,312,312,9015,Windham,CT,0.0
313,313,313,313,313,313,313,313,10001,Kent,DE,0.0
314,314,314,314,314,314,314,314,10003,New Castle,DE,0.0
315,315,315,315,315,315,315,315,10005,Sussex,DE,0.0
316,316,316,316,316,316,316,316,11001,Washington,DC,0.0
317,317,317,317,317,317,317,317,12001,Alachua,FL,0.0
318,318,318,318,318,318,318,318,12003,Baker,FL,1000.0
319,319,319,319,319,319,319,319,12005,Bay,FL,0.0
320,320,320,320,320,320,320,320,12007,Bradford,FL,1000.0
321,321,321,321,321,321,321,321,12009,Brevard,FL,0.0
322,322,322,322,322,322,322,322,12011,Broward,FL,1000.0
323,323,323,323,323,323,323,323,12013,Calhoun,FL,0.0
324,324,324,324,324,324,324,324,12015,Charlotte,FL,1000.0
325,325,325,325,325,325,325,325,12017,Citrus,FL,0.0
326,326,326,326,326,326,326,326,12019,Clay,FL,1000.0
327,327,327,327,327,327,327,327,12021,Collier,FL,1000.0
328,328,328,328,328,328,328,328,12023,Columbia,FL,1000.0
329,329,329,329,329,329,329,329,12027,De Soto,FL,0.0
330,330,330,330,330,330,330,330,12029,Dixie,FL,1000.0
331,331,331,331,331,331,331,331,12031,Duval,FL,1000.0
332,332,332,332,332,332,332,332,12033,Escambia,FL,1000.0
333,333,333,333,333,333,333,333,12035,Flagler,FL,1000.0
334,334,334,334,334,334,334,334,12037,Franklin,FL,1000.0
335,335,335,335,335,335,335,335,12039,Gadsden,FL,1000.0
336,336,336,336,336,336,336,336,12041,Gilchrist,FL,1000.0
337,337,337,337,337,337,337,337,12043,Glades,FL,0.0
338,338,338,338,338,338,338,338,12045,Gulf,FL,0.0
339,339,339,339,339,339,339,339,12047,Hamilton,FL,1000.0
340,340,340,340,340,340,340,340,12049,Hardee,FL,1000.0
341,341,341,341,341,341,341,341,12051,Hendry,FL,1000.0
342,342,342,342,342,342,342,342,12053,Hernando,FL,0.0
343,343,343,343,343,343,343,343,12055,Highlands,FL,1000.0
344,344,344,344,344,344,344,344,12057,Hillsborough,FL,1000.0
345,345,345,345,345,345,345,345,12059,Holmes,FL,0.0
346,346,346,346,346,346,346,346,12061,Indian River,FL,0.0
347,347,347,347,347,347,347,347,12063,Jackson,FL,0.0
348,348,348,348,348,348,348,348,12065,Jefferson,FL,1000.0
349,349,349,349,349,349,349,349,12067,Lafayette,FL,0.0
350,350,350,350,350,350,350,350,12069,Lake,FL,1000.0
351,351,351,351,351,351,351,351,12071,Lee,FL,1000.0
352,352,352,352,352,352,352,352,12073,Leon,FL,1000.0
353,353,353,353,353,353,353,353,12075,Levy,FL,0.0
354,354,354,354,354,354,354,354,12077,Liberty,FL,0.0
355,355,355,355,355,355,355,355,12079,Madison,FL,0.0
356,356,356,356,356,356,356,356,12081,Manatee,FL,0.0
357,357,357,357,357,357,357,357,12083,Marion,FL,1000.0
358,358,358,358,358,358,358,358,12085,Martin,FL,1000.0
359,359,359,359,359,359,359,359,12086,Miami-Dade,FL,1000.0
360,360,360,360,360,360,360,360,12087,Monroe,FL,0.0
361,361,361,361,361,361,361,361,12089,Nassau,FL,1000.0
362,362,362,362,362,362,362,362,12091,Okaloosa,FL,0.0
363,363,363,363,363,363,363,363,12093,Okeechobee,FL,0.0
364,364,364,364,364,364,364,364,12095,Orange,FL,0.0
365,365,365,365,365,365,365,365,12097,Osceola,FL,0.0
366,366,366,366,366,366,366,366,12099,Palm Beach,FL,0.0
367,367,367,367,367,367,367,367,12101,Pasco,FL,1000.0
368,368,368,368,368,368,368,368,12103,Pinellas,FL,1000.0
369,369,369,369,369,369,369,369,12105,Polk,FL,1000.0
370,370,370,370,370,370,370,370,12107,Putnam,FL,1000.0
371,371,371,371,371,371,371,371,12109,St Johns,FL,0.0
372,372,372,372,372,372,372,372,12111,St Lucie,FL,1000.0
373,373,373,373,373,373,373,373,12113,Santa Rosa,FL,0.0
374,374,374,374,374,374,374,374,12115,Sarasota,FL,1000.0
375,375,375,375,375,375,375,375,12117,Seminole,FL,0.0
376,376,376,376,376,376,376,376,12119,Sumter,FL,0.0
377,377,377,377,377,377,377,377,12121,Suwannee,FL,1000.0
378,378,378,378,378,378,378,378,12123,Taylor,FL,0.0
379,379,379,379,379,379,379,379,12125,Union,FL,1000.0
380,380,380,380,380,380,380,380,12127,Volusia,FL,0.0
381,381,381,381,381,381,381,381,12129,Wakulla,FL,0.0
382,382,382,382,382,382,382,382,12131,Walton,FL,0.0
383,383,383,383,383,383,383,383,12133,Washington,FL,0.0
384,384,384,384,384,384,384,384,13001,Appling,GA,0.0
385,385,385,385,385,385,385,385,13003,Atkinson,GA,0.0
386,386,386,386,386,386,386,386,13005,Bacon,GA,0.0
387,387,387,387,387,387,387,387,13007,Baker,GA,0.0
388,388,388,388,388,388,388,388,13009,Baldwin,GA,0.0
389,389,389,389,389,389,389,389,13011,Banks,GA,0.0
390,390,390,390,390,390,390,390,13013,Barrow,GA,0.0
391,391,391,391,391,391,391,391,13015,Bartow,GA,0.0
392,392,392,392,392,392,392,392,13017,Ben Hill,GA,0.0
393,393,393,393,393,393,393,393,13019,Berrien,GA,0.0
394,394,394,394,394,394,394,394,13021,Bibb,GA,0.0
395,395,395,395,395,395,395,395,13023,Bleckley,GA,0.0
396,396,396,396,396,396,396,396,13025,Brantley,GA,0.0
397,397,397,397,397,397,397,397,13027,Brooks,GA,0.0
398,398,398,398,398,398,398,398,13029,Bryan,GA,0.0
399,399,399,399,399,399,399,399,13031,Bulloch,GA,0.0
400,400,400,400,400,400,400,400,13033,Burke,GA,0.0
401,401,401,401,401,401,401,401,13035,Butts,GA,0.0
402,402,402,402,402,402,402,402,13037,Calhoun,GA,0.0
403,403,403,403,403,403,403,403,13039,Camden,GA,0.0
404,404,404,404,404,404,404,404,13043,Candler,GA,0.0
405,405,405,405,405,405,405,405,13045,Carroll,GA,0.0
406,406,406,406,406,406,406,406,13047,Catoosa,GA,0.0
407,407,407,407,407,407,407,407,13049,Charlton,GA,0.0
408,408,408,408,408,408,408,408,13051,Chatham,GA,0.0
409,409,409,409,409,409,409,409,13053,Chattahoochee,GA,0.0
410,410,410,410,410,410,410,410,13055,Chattooga,GA,0.0
411,411,411,411,411,411,411,411,13057,Cherokee,GA,0.0
412,412,412,412,412,412,412,412,13059,Clarke,GA,0.0
413,413,413,413,413,413,413,413,13061,Clay,GA,0.0
414,414,414,414,414,414,414,414,13063,Clayton,GA,0.0
415,415,415,415,415,415,415,415,13065,Clinch,GA,0.0
416,416,416,416,416,416,416,416,13067,Cobb,GA,0.0
417,417,417,417,417,417,417,417,13069,Coffee,GA,0.0
418,418,418,418,418,418,418,418,13071,Colquitt,GA,0.0
419,419,419,419,419,419,419,419,13073,Columbia,GA,0.0
420,420,420,420,420,420,420,420,13075,Cook,GA,0.0
421,421,421,421,421,421,421,421,13077,Coweta,GA,0.0
422,422,422,422,422,422,422,422,13079,Crawford,GA,0.0
423,423,423,423,423,423,423,423,13081,Crisp,GA,0.0
424,424,424,424,424,424,424,424,13083,Dade,GA,0.0
425,425,425,425,425,425,425,425,13085,Dawson,GA,0.0
426,426,426,426,426,426,426,426,13087,Decatur,GA,0.0
427,427,427,427,427,427,427,427,13089,De Kalb,GA,0.0
428,428,428,428,428,428,428,428,13091,Dodge,GA,0.0
429,429,429,429,429,429,429,429,13093,Dooly,GA,0.0
430,430,430,430,430,430,430,430,13095,Dougherty,GA,0.0
431,431,431,431,431,431,431,431,13097,Douglas,GA,0.0
432,432,432,432,432,432,432,432,13099,Early,GA,0.0
433,433,433,433,433,433,433,433,13101,Echols,GA,0.0
434,434,434,434,434,434,434,434,13103,Effingham,GA,0.0
435,435,435,435,435,435,435,435,13105,Elbert,GA,0.0
436,436,436,436,436,436,436,436,13107,Emanuel,GA,0.0
437,437,437,437,437,437,437,437,13109,Evans,GA,0.0
