xDom,yDom,class
39.2306983448,88.4406651322,Zlale
85.8272256702,31.64737817,Zlale
86.6228733357,55.6521357135,Kepdon
44.6286841721,-2.8951896498,Slashead
44.4166185219,92.739751382,Kepdon
108.6458000014,28.5451032589,Zlale
85.3567468672,29.0711195662,Slashead
42.7966270871,113.4805170271,Zlale
70.1669112908,23.1514132167,Kepdon
55.063599795,53.1378736666,Kepdon
51.7459632636,113.3702945379,Slashead
7.1620121533,47.3417587887,Slashead
24.5605556628,2.1791869699,Kepdon
99.0472848516,38.8218024119,Zlale
37.6667172077,79.4058082799,Kepdon
40.2219883299,92.6689522568,Kepdon
26.8335264711,92.6142945775,Kepdon
42.3229864472,-3.0005888543,Slashead
50.8157169673,0.5828281575,Kepdon
6.7207521864,49.3740925494,Slashead
57.1853675246,99.2274238044,Slashead
34.3294679983,1.0982691959,Kepdon
28.9375506068,108.9583523752,Kepdon
53.8982554379,35.5237181502,Slashead
8.5462634944,23.1167199182,Slashead
85.8343206071,54.5609557509,Zlale
26.5971982003,12.7004759151,Zlale
14.1045624875,87.5686033873,Kepdon
36.7653800655,11.8843292957,Slashead
24.4898183287,65.1794855822,Kepdon
77.5071565844,77.9025417115,Kepdon
23.6771145183,98.5523554228,Kepdon
48.5934758171,51.9517933368,Kepdon
66.5072592097,85.458723357,Kepdon
88.6208455555,49.8026012839,Zlale
60.8815319665,91.275372336,Kepdon
67.2139054599,85.851042056,Kepdon
116.0869625326,21.9526767674,Slashead
48.886973771,46.0093789675,Slashead
22.959809749,69.6740014569,Kepdon
28.6278719061,64.0770394411,Slashead
13.3266000065,56.0567302906,Kepdon
90.6048318842,42.2536628848,Kepdon
39.4157817368,99.2636376152,Kepdon
20.0995951841,-8.3623564959,Zlale
36.2977187985,109.9835454554,Slashead
99.2654905914,42.7453117713,Zlale
5.7242889292,17.3508567829,Slashead
65.3415103415,35.9432473787,Kepdon
33.6198342857,16.4656960689,Slashead
94.9323031688,45.2901657012,Zlale
3.5881342612,41.5526221129,Zlale
71.2817709376,43.6670349221,Zlale
89.4135691768,57.0263507499,Kepdon
27.3298153884,26.2621225822,Slashead
113.7178804744,16.1938322248,Slashead
57.5000801934,72.9346861878,Kepdon
73.4762601986,96.2326340834,Kepdon
-0.0315487727,39.1789527675,Slashead
14.6937103841,-2.6630939714,Slashead
95.0789454022,47.438613748,Zlale
80.7389930893,36.1689627756,Zlale
66.4791739794,29.8593108469,Zlale
62.3459300266,53.6034961152,Kepdon
96.51376166,12.6689791268,Zlale
60.1316934168,116.9015425124,Kepdon
66.6214498406,76.9159886229,Slashead
18.9035846882,56.9589617118,Slashead
84.4933998429,38.5111059512,Kepdon
4.1786733904,1.7341712818,Slashead
33.8094111093,26.3574913858,Slashead
26.6915166771,95.6842560917,Kepdon
100.2868711305,52.8941871188,Kepdon
21.631499644,53.2093336979,Slashead
93.5963825983,19.331200279,Zlale
39.1923350357,16.8820002289,Slashead
38.7575616606,55.2891274297,Kepdon
36.2646666363,104.7310036731,Slashead
93.5658009154,8.5130558589,Zlale
83.8293917306,51.2153068,Kepdon
81.5038434625,100.2396063121,Kepdon
114.8930501587,21.2258338459,Slashead
45.5852771068,94.6865686343,Kepdon
40.9979869274,41.8774443666,Slashead
103.8497266496,6.1406743811,Slashead
40.3217848327,24.2056575495,Slashead
3.8265557932,8.8610293344,Slashead
-1.8432931635,22.3455648476,Slashead
50.0356209261,29.4607904204,Zlale
0.5368866443,36.5097037806,Slashead
82.9372061615,38.7128963221,Slashead
53.9793703535,69.0187480694,Kepdon
30.6531140738,16.392240094,Slashead
33.532645487,5.1616572726,Slashead
31.770147607,43.2249459694,Slashead
69.859268988,111.7499579947,Kepdon
42.5409673877,1.6814217344,Slashead
7.9854951234,9.3044982576,Slashead
92.0696616458,44.5645119271,Zlale
13.954000303,13.5160356564,Slashead
-4.4225875246,28.4686703903,Zlale
70.4578828672,85.5034270891,Kepdon
102.5558366817,10.9388133754,Kepdon
37.6334057084,35.6273441849,Slashead
32.4047163099,9.7251264701,Zlale
27.6350909999,65.7169440958,Kepdon
82.7976283754,77.5988680639,Kepdon
99.6247227109,19.0544609726,Zlale
105.757394838,12.1069376846,Slashead
73.3358345801,75.7869166985,Kepdon
48.1083999334,100.4398624701,Kepdon
31.0439532015,93.2708307449,Kepdon
25.2357039489,38.6710171681,Slashead
41.0403567437,48.2987372214,Slashead
79.0041260982,30.9037196201,Zlale
22.8276501977,66.6489193583,Kepdon
29.0813690243,15.2389036022,Kepdon
-2.0221849133,25.363463338,Slashead
20.0347049313,-2.6274044877,Slashead
43.3423263961,76.8294273504,Slashead
18.2086730025,21.1509103982,Kepdon
36.5171832801,104.2984395515,Kepdon
91.6380534406,6.5730340674,Zlale
23.1636867955,98.5290549309,Kepdon
81.2172132671,11.1590468843,Slashead
81.8572496616,20.5281829778,Zlale
42.1523267085,50.5521757245,Zlale
22.9976380048,72.5555038365,Kepdon
18.1083028793,78.149106675,Kepdon
17.7783199093,54.806830749,Slashead
60.1707335756,51.7840041269,Zlale
77.7904854762,19.4131607268,Slashead
47.2857161501,98.7107608816,Kepdon
106.0957236423,41.9681369209,Kepdon
46.0685184886,12.4921637665,Slashead
30.0509027983,102.3482115636,Kepdon
27.2655242518,1.3654059315,Zlale
86.5344956744,7.3387910311,Kepdon
103.4225313559,18.3179498406,Kepdon
80.1866289841,29.4737631981,Zlale
24.9235680992,61.1280954414,Kepdon
72.0966574165,111.400783338,Kepdon
47.8336299868,63.4732859388,Kepdon
98.6627244555,40.8573677584,Slashead
42.8649278782,52.4359701958,Kepdon
15.7653062026,29.0279201036,Slashead
0.1848226155,5.1295923946,Slashead
92.4655618052,23.3836137605,Kepdon
25.5994939035,34.822258602,Slashead
34.8869426258,22.6671008451,Slashead
47.8962276567,1.8327351749,Slashead
66.8109626428,65.6242602529,Kepdon
26.4895899011,25.8259617191,Kepdon
31.9922565878,27.3695137012,Slashead
29.4188094428,37.8654836249,Kepdon
103.9312341433,25.5023400614,Kepdon
78.4612718373,47.2677548048,Kepdon
25.8626788102,49.8282743334,Zlale
54.4873749314,100.2221114081,Kepdon
39.788623583,77.7178801028,Kepdon
37.9561722672,71.1836450286,Slashead
48.3026697072,2.9603975841,Slashead
114.6800961051,40.4411542155,Zlale
70.5755767102,106.5207642155,Kepdon
90.3648696313,18.2514650229,Slashead
23.4172897723,-9.1611897483,Zlale
98.4134634697,36.2464282125,Zlale
23.2674226804,69.0635854678,Kepdon
12.1403267544,54.0043811758,Slashead
51.8365858133,117.3106260005,Zlale
84.0168377517,32.4550203237,Slashead
22.9569929603,67.6628745561,Kepdon
38.9005197512,89.2730851458,Kepdon
86.3233423937,31.5145732045,Kepdon
81.2464247737,76.3869032974,Kepdon
47.3458670255,103.4325172049,Kepdon
89.7505184559,24.2826160294,Kepdon
54.1187445703,18.5918549738,Slashead
-5.423803896,25.980716815,Slashead
47.2848143551,35.9066319667,Slashead
26.0647407115,90.3558503206,Kepdon
82.1443537583,42.9885580433,Zlale
57.4826692017,102.7866425353,Kepdon
67.9341299134,23.190642411,Slashead
66.2836760788,15.638512407,Kepdon
24.7005702165,6.129084619,Kepdon
82.0821296297,38.7288184463,Kepdon
24.0636831462,74.1287446198,Kepdon
46.2304246719,90.0600043976,Kepdon
40.2867378646,70.1870153408,Kepdon
69.267741572,70.5962108707,Zlale
19.692841779,16.1718982259,Kepdon
23.1563064632,19.2657764599,Slashead
64.0759748627,105.6245641481,Kepdon
83.99028835,73.8607196891,Kepdon
49.1922219966,32.3539932996,Kepdon
19.6768305105,36.5695075448,Kepdon
87.3662540251,57.7399268877,Zlale
106.5322519087,25.7115375087,Zlale
75.3203339606,87.4679391323,Kepdon
104.080626975,32.1771430221,Kepdon
46.3064862058,18.2804137371,Zlale
65.9962940943,82.6791537056,Kepdon
84.7703832083,30.5679125422,Zlale
26.7720579831,56.1293771073,Kepdon
90.5545227615,2.9205520953,Zlale
32.6216074189,32.8651673121,Slashead
108.1967295229,10.3132169065,Zlale
116.4584120611,36.7019439013,Zlale
70.3291660452,48.1421147203,Zlale
97.7212728614,53.6827411083,Zlale
18.2196277137,3.8079621974,Kepdon
35.4322210428,11.1833381097,Slashead
31.3386900254,30.8278613444,Slashead
49.6616942489,41.3546710652,Slashead
78.7699070844,106.1371926033,Kepdon
19.0449478289,25.8745008559,Slashead
29.9132068084,49.5745767394,Slashead
87.7295843871,22.1916135388,Kepdon
20.2687125311,22.6698306896,Slashead
51.5391010352,46.7653705797,Slashead
103.0584233579,25.1965303487,Zlale
63.2127916917,113.8104784375,Kepdon
26.7143429039,55.7281054419,Slashead
64.6137347926,32.1346692674,Zlale
90.3476822328,42.1574104039,Zlale
32.3806357659,13.0919814995,Slashead
34.060700231,-0.8935651408,Slashead
80.9004797961,56.2357649806,Zlale
63.9075905294,81.0814758657,Kepdon
33.3892035427,60.4816619806,Zlale
107.6930350465,18.6320789691,Zlale
87.9021259085,48.5827787396,Slashead
69.6913697121,21.8396104346,Kepdon
74.1731119846,89.3936605396,Kepdon
36.5524794218,93.2339862763,Kepdon
27.5088654193,64.6480946146,Kepdon
100.8616028267,28.1119701599,Kepdon
-4.7133832499,28.5360409425,Slashead
98.1147620923,28.7208112052,Slashead
54.6509818711,13.3363921896,Slashead
91.7468744597,35.6581515057,Zlale
50.5178523283,12.7792645556,Slashead
36.3335359579,35.8217839801,Kepdon
9.1244358264,-3.4891031569,Slashead
31.4976647737,95.2844928483,Kepdon
67.222519567,113.4920943702,Kepdon
80.4223645865,12.6558252684,Zlale
29.8910123273,100.7373120014,Kepdon
92.978124422,35.4935989312,Zlale
34.0968781416,65.2522933099,Kepdon
109.1895057505,48.5310355864,Kepdon
26.5330797939,43.091704383,Slashead
38.6606019699,2.6875627109,Slashead
59.3840153932,109.7719334125,Kepdon
57.6633752203,37.8940511847,Zlale
31.1706795754,-0.1248454025,Kepdon
90.980041354,23.8568624917,Zlale
112.9661213362,21.0739884692,Kepdon
74.1264986749,47.9743253518,Kepdon
100.572425801,25.0642141557,Zlale
34.8394805593,52.5484887662,Kepdon
6.3144481629,16.8930214285,Slashead
16.2318714849,-7.8713914786,Slashead
32.173864331,30.7982607961,Slashead
75.8047220956,72.8328893912,Kepdon
53.0804379324,101.732002403,Kepdon
52.7003689843,17.6335606798,Slashead
78.1015551745,24.853068935,Slashead
-0.0730362226,15.6119847545,Slashead
73.5182556454,12.648210978,Zlale
56.2240876811,86.6309918715,Kepdon
25.2446744919,3.1675209223,Slashead
69.7009504653,44.5583933201,Kepdon
14.9775528174,41.726067626,Slashead
65.2073697178,69.7739833433,Kepdon
54.3333873461,15.0552616669,Slashead
71.0953552728,97.9446771409,Zlale
17.5961657183,13.5894960929,Zlale
3.7568687861,20.2019326123,Slashead
78.9249016205,14.2147924255,Kepdon
87.4940865659,42.32608617,Kepdon
22.6344550553,-8.9409583061,Slashead
40.9331298092,0.0415351661,Slashead
92.9599867349,5.7865288369,Zlale
43.2049779145,8.6476070423,Zlale
62.5178564123,94.1039758247,Kepdon
49.5069094197,96.6242799337,Kepdon
14.53850421,46.7667197158,Zlale
80.5462441482,69.206697191,Kepdon
58.0523338045,9.0518412265,Kepdon
36.5382209749,63.5991902831,Slashead
81.1908176685,39.4498454341,Zlale
54.2604747938,78.5002256908,Kepdon
19.090715603,90.6268356622,Kepdon
8.286876132,45.4380337158,Slashead
109.7234084127,13.7178619193,Zlale
93.1888018468,10.3913673763,Zlale
44.8494520596,66.6847022212,Kepdon
40.6973306948,75.9877319414,Kepdon
55.0026986795,39.4958336895,Slashead
63.1899372414,115.0688860124,Kepdon
19.7259191746,70.4650778763,Kepdon
59.661182673,91.2372352357,Zlale
56.4449204452,60.7127431791,Kepdon
79.9825744648,45.4708398969,Zlale
67.7157812826,105.7652151347,Kepdon
34.7018061346,116.9369794356,Kepdon
-4.4060861377,11.8739560897,Kepdon
34.6444464832,117.3655833484,Kepdon
33.3143399564,38.1251536059,Slashead
15.4811185523,8.1174725235,Slashead
31.5772653493,59.5347938443,Slashead
49.3151995543,74.9791342675,Kepdon
43.5265288544,71.4061027044,Kepdon
28.7733934831,91.4150623909,Kepdon
54.5026779021,30.9017813505,Kepdon
114.3164323775,23.7309787799,Slashead
85.3077015862,43.0475689101,Kepdon
102.0951999877,37.0833600364,Zlale
61.7449745634,102.7311547642,Kepdon
103.915322986,7.3934761185,Zlale
21.6868119407,65.778752704,Kepdon
31.8371187944,95.1433651555,Kepdon
71.2307770455,46.041818837,Zlale
32.3399624107,86.5455556942,Kepdon
-3.9780528492,23.3075102585,Slashead
70.0986341439,83.6158319815,Kepdon
83.3103430581,40.9839616314,Slashead
66.8821365908,25.403480515,Zlale
99.7935724134,21.14172929,Zlale
72.2862050658,96.829899748,Kepdon
50.2472510006,24.8903536611,Zlale
53.9502587742,38.9313430578,Slashead
71.8345873399,44.990840197,Zlale
66.5026144998,19.5175066335,Slashead
33.0586048909,19.8034817658,Slashead
64.0433921752,31.4142941558,Zlale
89.2768668301,36.1987294651,Slashead
73.2897523543,26.8975310598,Zlale
57.8507987376,109.8679959108,Kepdon
5.3275087494,35.5329746626,Slashead
56.2714504192,5.866330964,Zlale
-5.2980459376,31.9615794042,Zlale
24.5104182769,48.0411908937,Slashead
101.57986713,8.1032863682,Slashead
25.2314925562,98.0925303954,Kepdon
0.9161233225,30.6604902661,Slashead
14.3286839086,86.9964421423,Kepdon
25.6269564328,76.448984756,Kepdon
59.8282119423,61.4518077728,Kepdon
62.93894129,84.4678963793,Kepdon
103.693406047,23.382126326,Zlale
13.2345254018,28.3271717147,Slashead
75.1124083355,9.6076524853,Zlale
27.9890533897,52.5084436889,Kepdon
55.9787319678,77.9670630807,Kepdon
47.2350864039,57.1939531068,Kepdon
32.7868279284,52.6725127174,Slashead
28.128182135,19.1388409525,Slashead
41.3784637822,87.3120765936,Kepdon
45.9363400332,28.1038501922,Kepdon
72.8400553871,13.0549423326,Zlale
-4.0928909752,30.9263883699,Slashead
46.4441324269,53.1524417857,Kepdon
116.259826287,37.3813201286,Zlale
61.8566905742,70.0149778525,Kepdon
84.4351135625,44.0369919388,Kepdon
48.9845678366,73.9348690523,Kepdon
99.0474538465,40.2483779458,Zlale
66.2234146648,25.7118443959,Zlale
37.031031738,-7.1230195281,Kepdon
31.9172526475,47.845370214,Slashead
102.6666386031,47.1106704264,Zlale
13.2602744985,30.4141870112,Slashead
25.9893147437,9.8588168731,Slashead
105.13406292,10.5395918172,Zlale
32.3745451167,-7.5759952387,Slashead
72.801442387,41.4617658983,Kepdon
5.3484285039,31.3356165494,Slashead
4.0556402383,4.7637185405,Slashead
23.0099298337,1.6899153649,Zlale
58.3663146275,60.1646461635,Kepdon
29.8959269168,101.7266668499,Kepdon
18.8612916958,1.2791227212,Slashead
90.5049145524,2.4739488781,Zlale
8.8892020323,42.1985854706,Slashead
20.2287118019,41.9422147753,Kepdon
75.6483322634,32.8323655429,Zlale
108.1589671986,45.4984314874,Kepdon
83.6674474803,16.8901706766,Zlale
5.959771721,22.5801119041,Slashead
7.6113396091,26.9250192062,Slashead
74.2761974635,68.5990196683,Slashead
69.1822495973,34.8128719818,Slashead
111.1865798539,35.1411620402,Slashead
74.5421456184,82.2936697358,Kepdon
70.5781003555,37.3210479751,Zlale
3.08275269,9.9688082216,Slashead
78.7283129996,48.420247815,Zlale
28.5562507268,-3.1812961081,Slashead
87.5760533324,55.6613896806,Zlale
45.7590215639,10.7116391144,Slashead
104.9185579573,29.4221630543,Zlale
55.7320683151,81.3964056273,Kepdon
48.484270135,93.1604302624,Kepdon
66.8880953266,102.6092256952,Kepdon
75.4184535246,61.4288560271,Kepdon
56.8409584215,90.3858509196,Kepdon
85.7012110641,54.512330828,Zlale
36.6477421452,59.0395431541,Zlale
39.7193750944,29.5909803823,Kepdon
37.8889835386,-6.8733131003,Kepdon
43.9676781544,96.4879317138,Slashead
25.9880783155,64.6159879099,Kepdon
28.3507206239,33.0215805158,Kepdon
63.732845698,26.2526651658,Zlale
62.1539096895,53.9573721514,Kepdon
4.2122225249,-0.6768447752,Slashead
10.0322628039,18.1650523528,Slashead
114.4914063578,32.4334578679,Zlale
39.660875185,27.1693146675,Zlale
40.9969291004,-3.4330610499,Slashead
37.5311356868,98.8122332262,Kepdon
51.4140183372,73.0674561149,Kepdon
100.0454803799,22.8710960555,Slashead
74.9925636426,100.0037838299,Kepdon
34.784770248,44.4560816008,Zlale
59.6788868386,112.4963556294,Zlale
43.3558271632,114.8184476947,Kepdon
95.6595533592,26.3464049752,Kepdon
71.8908834159,24.796806149,Zlale
-2.1647449998,12.3911192609,Slashead
46.1906770538,42.1550396932,Zlale
103.2555830794,26.4748868428,Slashead
49.4100716663,116.7432456276,Kepdon
59.1078655237,51.4413979305,Kepdon
80.6497646012,49.5642505479,Zlale
37.5260394539,34.1288770338,Kepdon
39.5075396822,34.5884303391,Zlale
34.9487885743,-4.0372083131,Slashead
33.7961920921,51.0403556793,Slashead
46.7047575231,46.2907031407,Slashead
42.9756068113,84.9409969116,Kepdon
110.0201944383,18.853419837,Zlale
31.9723338365,107.1156601599,Slashead
22.4713249193,59.1902012446,Slashead
112.2280118958,30.6454307599,Zlale
64.2340399438,71.9993131397,Zlale
72.0187626252,85.9575677822,Kepdon
63.7042667963,73.4385963131,Kepdon
23.713503859,91.8175437524,Kepdon
40.5899958081,71.4070506401,Kepdon
21.2728949492,86.7803539776,Kepdon
58.2910707797,61.3715924365,Kepdon
83.3087045955,5.3028943967,Zlale
16.885320326,23.4652326916,Slashead
44.0181466501,27.4387469164,Slashead
79.3199921568,86.3941153495,Kepdon
16.63942613,73.9093079873,Kepdon
79.0757512748,46.8323868713,Zlale
103.7537707488,11.3989831495,Zlale
20.6398734365,-3.1584085066,Slashead
77.9649517316,20.1788800195,Zlale
46.7533131693,66.8820679469,Kepdon
22.090117186,25.649436302,Kepdon
37.6875498108,30.1612736414,Zlale
60.191556298,114.7298392091,Kepdon
106.5479347015,19.6526199814,Slashead
2.6446440317,31.858451668,Zlale
67.0899000488,95.8312253113,Kepdon
35.2811882769,93.6817928882,Kepdon
86.4275532281,18.3458507096,Zlale
83.302477159,15.1278863577,Kepdon
21.6557324676,80.2066699029,Slashead
97.4511547957,44.2922405333,Slashead
60.8669446338,17.9638308949,Kepdon
14.3869518152,-5.4627085296,Slashead
105.0659682109,22.2205650319,Kepdon
100.6627165052,7.3694204256,Zlale
82.8895955507,5.1532980145,Slashead
91.9630262875,56.5348887954,Zlale
69.0338473278,86.3996297767,Kepdon
47.0437314813,93.2911296235,Kepdon
97.9880587638,35.5432685687,Slashead
81.4503710443,77.6019095047,Kepdon
55.3396603071,10.3103653946,Slashead
30.2242062947,65.2234668987,Kepdon
76.8625249187,85.7870222645,Kepdon
94.188170612,39.6590678263,Slashead
51.0670273223,111.0312746263,Kepdon
83.1698221773,72.2367310351,Zlale
81.1537215617,15.1594895609,Zlale
14.5723229539,45.4814362436,Slashead
79.2855482704,105.5834821513,Kepdon
83.0913613198,42.9085885788,Zlale
66.0258264857,106.9622723085,Kepdon
83.8688697638,13.8145328565,Zlale
21.2234101729,52.2577392817,Zlale
95.9996310028,43.6688501879,Kepdon
-4.0257594135,21.8139462731,Kepdon
27.8835394833,43.4615832485,Slashead
43.4174662009,11.8788796201,Slashead
9.7846852597,32.5491827579,Slashead
55.7676481162,55.9859604662,Kepdon
83.894155345,10.2767583113,Zlale
72.0701739057,92.1816437598,Kepdon
11.5970927019,45.4053938856,Slashead
4.493269975,48.6564020621,Slashead
56.9393460329,93.0106897378,Kepdon
43.2942954987,82.7082540497,Kepdon
28.1752524817,53.9975347968,Slashead
87.0530640493,30.5970653478,Slashead
112.0938622851,46.7308341797,Zlale
25.420941376,8.3943863511,Slashead
14.6979043649,27.9109369625,Kepdon
26.2114336829,57.6683813294,Zlale
46.4097479349,82.6213126365,Slashead
39.427838114,8.1493843787,Kepdon
40.2646058787,52.1257508396,Slashead
64.421510938,87.3016077879,Kepdon
33.3528005171,22.3818199001,Zlale
77.2534721643,10.0674997705,Zlale
12.4363853102,29.0886396678,Slashead
28.9251172096,91.7120653991,Kepdon
110.2750256345,18.3510934128,Kepdon
72.6631571392,18.2237371301,Zlale
84.3910633475,35.0681316276,Zlale
84.1640918722,21.8078576509,Slashead
101.6186425674,24.6953916466,Zlale
11.7743968875,50.2453217246,Zlale
90.0992004028,48.3407254589,Kepdon
45.9016093305,109.1637914629,Kepdon
52.5083180945,81.6869580918,Kepdon
71.4533631121,30.2457075332,Zlale
71.086299278,81.1389406271,Kepdon
69.3786755756,29.4962585878,Zlale
37.7888266445,55.7213773622,Zlale
72.6841864091,50.2169975446,Slashead
5.3123899655,45.9446076594,Slashead
45.2959818348,73.8008328313,Kepdon
26.4936481738,70.0742587988,Kepdon
102.1157403948,49.5720419501,Slashead
3.7188553394,46.8757868524,Slashead
50.4708548685,9.6656707377,Slashead
103.7096256796,20.4182108836,Zlale
70.5246166348,29.1825416203,Kepdon
30.0975911719,98.8624730197,Kepdon
103.2571885132,37.0467705544,Slashead
70.4644302034,108.4952239077,Slashead
46.7978250766,6.5062336329,Zlale
60.5381285681,81.5429694962,Kepdon
10.8640253533,11.5475324003,Slashead
80.0706596192,104.2178755197,Kepdon
5.5721324267,40.3726012473,Zlale
34.5148649251,82.0271947072,Kepdon
10.2382226957,21.321134316,Slashead
75.7465440478,12.1170045811,Kepdon
38.1521489973,58.5609497754,Kepdon
79.8724845926,11.6941647336,Slashead
4.4625367668,51.514781779,Slashead
110.6671411154,35.84162854,Slashead
22.0132840793,2.5810492568,Slashead
58.5239582622,84.975260927,Kepdon
85.8423944707,8.0605693375,Zlale
54.1410920263,20.466470086,Zlale
12.8828305566,14.7731214702,Zlale
38.2186304621,-1.9336491131,Slashead
99.5701625575,15.4006772582,Kepdon
113.4353487272,24.5247824198,Slashead
109.3431588198,10.8417622686,Zlale
46.8396128806,49.7970938485,Kepdon
8.5770114471,46.1404559312,Slashead
36.4043652169,42.8830452534,Slashead
-0.8468299807,30.4580037431,Slashead
41.7233897814,73.4672262831,Kepdon
112.4884978107,38.4424289097,Zlale
78.7822504429,68.6684353214,Kepdon
-0.4405274184,42.0822126619,Slashead
93.5194361523,24.6544842903,Zlale
93.6239724836,44.6235464652,Kepdon
20.1848867147,66.579838518,Kepdon
21.1686939963,35.1093603956,Slashead
49.3107456312,32.9779163722,Zlale
37.7079596233,54.2785716702,Kepdon
61.0757173776,28.9020056088,Slashead
107.2369610111,14.8655465973,Zlale
56.099242017,56.1832835346,Kepdon
44.75854011,98.2878895436,Kepdon
107.1270591982,24.6874458033,Zlale
29.9639221836,14.8647857603,Zlale
92.7875293667,29.9919422266,Slashead
78.7142310643,66.7637478885,Kepdon
6.4864113398,27.235946101,Slashead
116.1690130443,26.7244431897,Zlale
94.3178386739,46.2677026849,Zlale
71.6202880942,103.5420253627,Kepdon
53.4439700506,2.7619488033,Zlale
100.2039314774,47.2622990353,Slashead
84.1784957197,51.0543524326,Slashead
92.0297202522,10.6939943049,Slashead
84.6363543021,86.9538348886,Kepdon
79.6671516476,91.0796712919,Kepdon
27.9053140902,112.928183928,Kepdon
62.4525903671,27.847683305,Zlale
22.6180270349,62.9053622862,Kepdon
107.2710757319,38.7247872056,Zlale
32.9687754176,72.7350593368,Kepdon
47.1671934817,118.6068520547,Kepdon
25.2391321137,107.0090853691,Kepdon
