,Unnamed: 0,xDom,yDom,class
280,280,98.4134634697,36.2464282125,Zlale
281,281,23.2674226804,69.0635854678,Kepdon
282,282,12.1403267544,54.0043811758,Slashead
283,283,51.8365858133,117.3106260005,Zlale
284,284,84.0168377517,32.4550203237,Slashead
285,285,22.9569929603,67.6628745561,Kepdon
286,286,38.9005197512,89.2730851458,Kepdon
287,287,86.3233423937,31.5145732045,Kepdon
288,288,81.2464247737,76.3869032974,Kepdon
289,289,47.3458670255,103.4325172049,Kepdon
290,290,89.7505184559,24.2826160294,Kepdon
291,291,54.1187445703,18.5918549738,Slashead
292,292,-5.423803896,25.980716815,Slashead
293,293,47.2848143551,35.9066319667,Slashead
294,294,26.0647407115,90.3558503206,Kepdon
295,295,82.1443537583,42.9885580433,Zlale
296,296,57.4826692017,102.7866425353,Kepdon
297,297,67.9341299134,23.190642411,Slashead
298,298,66.2836760788,15.638512407,Kepdon
299,299,24.7005702165,6.129084619,Kepdon
300,300,82.0821296297,38.7288184463,Kepdon
301,301,24.0636831462,74.1287446198,Kepdon
302,302,46.2304246719,90.0600043976,Kepdon
303,303,40.2867378646,70.1870153408,Kepdon
304,304,69.267741572,70.5962108707,Zlale
305,305,19.692841779,16.1718982259,Kepdon
306,306,23.1563064632,19.2657764599,Slashead
307,307,64.0759748627,105.6245641481,Kepdon
308,308,83.99028835,73.8607196891,Kepdon
309,309,49.1922219966,32.3539932996,Kepdon
310,310,19.6768305105,36.5695075448,Kepdon
311,311,87.3662540251,57.7399268877,Zlale
312,312,106.5322519087,25.7115375087,Zlale
313,313,75.3203339606,87.4679391323,Kepdon
314,314,104.080626975,32.1771430221,Kepdon
315,315,46.3064862058,18.2804137371,Zlale
316,316,65.9962940943,82.6791537056,Kepdon
317,317,84.7703832083,30.5679125422,Zlale
318,318,26.7720579831,56.1293771073,Kepdon
319,319,90.5545227615,2.9205520953,Zlale
320,320,32.6216074189,32.8651673121,Slashead
321,321,108.1967295229,10.3132169065,Zlale
322,322,116.4584120611,36.7019439013,Zlale
323,323,70.3291660452,48.1421147203,Zlale
324,324,97.7212728614,53.6827411083,Zlale
325,325,18.2196277137,3.8079621974,Kepdon
326,326,35.4322210428,11.1833381097,Slashead
327,327,31.3386900254,30.8278613444,Slashead
328,328,49.6616942489,41.3546710652,Slashead
329,329,78.7699070844,106.1371926033,Kepdon
330,330,19.0449478289,25.8745008559,Slashead
331,331,29.9132068084,49.5745767394,Slashead
332,332,87.7295843871,22.1916135388,Kepdon
333,333,20.2687125311,22.6698306896,Slashead
334,334,51.5391010352,46.7653705797,Slashead
335,335,103.0584233579,25.1965303487,Zlale
336,336,63.2127916917,113.8104784375,Kepdon
337,337,26.7143429039,55.7281054419,Slashead
338,338,64.6137347926,32.1346692674,Zlale
339,339,90.3476822328,42.1574104039,Zlale
340,340,32.3806357659,13.0919814995,Slashead
341,341,34.060700231,-0.8935651408,Slashead
342,342,80.9004797961,56.2357649806,Zlale
343,343,63.9075905294,81.0814758657,Kepdon
344,344,33.3892035427,60.4816619806,Zlale
345,345,107.6930350465,18.6320789691,Zlale
346,346,87.9021259085,48.5827787396,Slashead
347,347,69.6913697121,21.8396104346,Kepdon
348,348,74.1731119846,89.3936605396,Kepdon
349,349,36.5524794218,93.2339862763,Kepdon
350,350,27.5088654193,64.6480946146,Kepdon
351,351,100.8616028267,28.1119701599,Kepdon
352,352,-4.7133832499,28.5360409425,Slashead
353,353,98.1147620923,28.7208112052,Slashead
354,354,54.6509818711,13.3363921896,Slashead
355,355,91.7468744597,35.6581515057,Zlale
356,356,50.5178523283,12.7792645556,Slashead
357,357,36.3335359579,35.8217839801,Kepdon
358,358,9.1244358264,-3.4891031569,Slashead
359,359,31.4976647737,95.2844928483,Kepdon
360,360,67.222519567,113.4920943702,Kepdon
361,361,80.4223645865,12.6558252684,Zlale
362,362,29.8910123273,100.7373120014,Kepdon
363,363,92.978124422,35.4935989312,Zlale
364,364,34.0968781416,65.2522933099,Kepdon
365,365,109.1895057505,48.5310355864,Kepdon
366,366,26.5330797939,43.091704383,Slashead
367,367,38.6606019699,2.6875627109,Slashead
368,368,59.3840153932,109.7719334125,Kepdon
369,369,57.6633752203,37.8940511847,Zlale
370,370,31.1706795754,-0.1248454025,Kepdon
371,371,90.980041354,23.8568624917,Zlale
372,372,112.9661213362,21.0739884692,Kepdon
373,373,74.1264986749,47.9743253518,Kepdon
374,374,100.572425801,25.0642141557,Zlale
375,375,34.8394805593,52.5484887662,Kepdon
376,376,6.3144481629,16.8930214285,Slashead
377,377,16.2318714849,-7.8713914786,Slashead
378,378,32.173864331,30.7982607961,Slashead
379,379,75.8047220956,72.8328893912,Kepdon
380,380,53.0804379324,101.732002403,Kepdon
381,381,52.7003689843,17.6335606798,Slashead
382,382,78.1015551745,24.853068935,Slashead
383,383,-0.0730362226,15.6119847545,Slashead
384,384,73.5182556454,12.648210978,Zlale
385,385,56.2240876811,86.6309918715,Kepdon
386,386,25.2446744919,3.1675209223,Slashead
387,387,69.7009504653,44.5583933201,Kepdon
388,388,14.9775528174,41.726067626,Slashead
389,389,65.2073697178,69.7739833433,Kepdon
390,390,54.3333873461,15.0552616669,Slashead
391,391,71.0953552728,97.9446771409,Zlale
392,392,17.5961657183,13.5894960929,Zlale
393,393,3.7568687861,20.2019326123,Slashead
394,394,78.9249016205,14.2147924255,Kepdon
395,395,87.4940865659,42.32608617,Kepdon
396,396,22.6344550553,-8.9409583061,Slashead
397,397,40.9331298092,0.0415351661,Slashead
398,398,92.9599867349,5.7865288369,Zlale
399,399,43.2049779145,8.6476070423,Zlale
400,400,62.5178564123,94.1039758247,Kepdon
401,401,49.5069094197,96.6242799337,Kepdon
402,402,14.53850421,46.7667197158,Zlale
403,403,80.5462441482,69.206697191,Kepdon
404,404,58.0523338045,9.0518412265,Kepdon
405,405,36.5382209749,63.5991902831,Slashead
406,406,81.1908176685,39.4498454341,Zlale
407,407,54.2604747938,78.5002256908,Kepdon
408,408,19.090715603,90.6268356622,Kepdon
409,409,8.286876132,45.4380337158,Slashead
410,410,109.7234084127,13.7178619193,Zlale
411,411,93.1888018468,10.3913673763,Zlale
412,412,44.8494520596,66.6847022212,Kepdon
413,413,40.6973306948,75.9877319414,Kepdon
414,414,55.0026986795,39.4958336895,Slashead
415,415,63.1899372414,115.0688860124,Kepdon
416,416,19.7259191746,70.4650778763,Kepdon
417,417,59.661182673,91.2372352357,Zlale
418,418,56.4449204452,60.7127431791,Kepdon
419,419,79.9825744648,45.4708398969,Zlale
420,420,67.7157812826,105.7652151347,Kepdon
421,421,34.7018061346,116.9369794356,Kepdon
422,422,-4.4060861377,11.8739560897,Kepdon
423,423,34.6444464832,117.3655833484,Kepdon
424,424,33.3143399564,38.1251536059,Slashead
425,425,15.4811185523,8.1174725235,Slashead
426,426,31.5772653493,59.5347938443,Slashead
427,427,49.3151995543,74.9791342675,Kepdon
428,428,43.5265288544,71.4061027044,Kepdon
429,429,28.7733934831,91.4150623909,Kepdon
430,430,54.5026779021,30.9017813505,Kepdon
431,431,114.3164323775,23.7309787799,Slashead
432,432,85.3077015862,43.0475689101,Kepdon
433,433,102.0951999877,37.0833600364,Zlale
434,434,61.7449745634,102.7311547642,Kepdon
435,435,103.915322986,7.3934761185,Zlale
436,436,21.6868119407,65.778752704,Kepdon
437,437,31.8371187944,95.1433651555,Kepdon
438,438,71.2307770455,46.041818837,Zlale
439,439,32.3399624107,86.5455556942,Kepdon
440,440,-3.9780528492,23.3075102585,Slashead
441,441,70.0986341439,83.6158319815,Kepdon
442,442,83.3103430581,40.9839616314,Slashead
443,443,66.8821365908,25.403480515,Zlale
444,444,99.7935724134,21.14172929,Zlale
445,445,72.2862050658,96.829899748,Kepdon
446,446,50.2472510006,24.8903536611,Zlale
447,447,53.9502587742,38.9313430578,Slashead
448,448,71.8345873399,44.990840197,Zlale
449,449,66.5026144998,19.5175066335,Slashead
450,450,33.0586048909,19.8034817658,Slashead
451,451,64.0433921752,31.4142941558,Zlale
452,452,89.2768668301,36.1987294651,Slashead
453,453,73.2897523543,26.8975310598,Zlale
454,454,57.8507987376,109.8679959108,Kepdon
455,455,5.3275087494,35.5329746626,Slashead
456,456,56.2714504192,5.866330964,Zlale
457,457,-5.2980459376,31.9615794042,Zlale
458,458,24.5104182769,48.0411908937,Slashead
459,459,101.57986713,8.1032863682,Slashead
460,460,25.2314925562,98.0925303954,Kepdon
461,461,0.9161233225,30.6604902661,Slashead
462,462,14.3286839086,86.9964421423,Kepdon
463,463,25.6269564328,76.448984756,Kepdon
464,464,59.8282119423,61.4518077728,Kepdon
465,465,62.93894129,84.4678963793,Kepdon
466,466,103.693406047,23.382126326,Zlale
467,467,13.2345254018,28.3271717147,Slashead
468,468,75.1124083355,9.6076524853,Zlale
469,469,27.9890533897,52.5084436889,Kepdon
470,470,55.9787319678,77.9670630807,Kepdon
471,471,47.2350864039,57.1939531068,Kepdon
472,472,32.7868279284,52.6725127174,Slashead
473,473,28.128182135,19.1388409525,Slashead
474,474,41.3784637822,87.3120765936,Kepdon
475,475,45.9363400332,28.1038501922,Kepdon
476,476,72.8400553871,13.0549423326,Zlale
477,477,-4.0928909752,30.9263883699,Slashead
478,478,46.4441324269,53.1524417857,Kepdon
479,479,116.259826287,37.3813201286,Zlale
480,480,61.8566905742,70.0149778525,Kepdon
481,481,84.4351135625,44.0369919388,Kepdon
482,482,48.9845678366,73.9348690523,Kepdon
483,483,99.0474538465,40.2483779458,Zlale
484,484,66.2234146648,25.7118443959,Zlale
485,485,37.031031738,-7.1230195281,Kepdon
486,486,31.9172526475,47.845370214,Slashead
487,487,102.6666386031,47.1106704264,Zlale
488,488,13.2602744985,30.4141870112,Slashead
489,489,25.9893147437,9.8588168731,Slashead
490,490,105.13406292,10.5395918172,Zlale
491,491,32.3745451167,-7.5759952387,Slashead
492,492,72.801442387,41.4617658983,Kepdon
493,493,5.3484285039,31.3356165494,Slashead
494,494,4.0556402383,4.7637185405,Slashead
495,495,23.0099298337,1.6899153649,Zlale
496,496,58.3663146275,60.1646461635,Kepdon
497,497,29.8959269168,101.7266668499,Kepdon
498,498,18.8612916958,1.2791227212,Slashead
499,499,90.5049145524,2.4739488781,Zlale
500,500,8.8892020323,42.1985854706,Slashead
501,501,20.2287118019,41.9422147753,Kepdon
502,502,75.6483322634,32.8323655429,Zlale
503,503,108.1589671986,45.4984314874,Kepdon
504,504,83.6674474803,16.8901706766,Zlale
505,505,5.959771721,22.5801119041,Slashead
506,506,7.6113396091,26.9250192062,Slashead
507,507,74.2761974635,68.5990196683,Slashead
508,508,69.1822495973,34.8128719818,Slashead
509,509,111.1865798539,35.1411620402,Slashead
510,510,74.5421456184,82.2936697358,Kepdon
511,511,70.5781003555,37.3210479751,Zlale
512,512,3.08275269,9.9688082216,Slashead
513,513,78.7283129996,48.420247815,Zlale
514,514,28.5562507268,-3.1812961081,Slashead
515,515,87.5760533324,55.6613896806,Zlale
516,516,45.7590215639,10.7116391144,Slashead
517,517,104.9185579573,29.4221630543,Zlale
518,518,55.7320683151,81.3964056273,Kepdon
519,519,48.484270135,93.1604302624,Kepdon
520,520,66.8880953266,102.6092256952,Kepdon
521,521,75.4184535246,61.4288560271,Kepdon
522,522,56.8409584215,90.3858509196,Kepdon
523,523,85.7012110641,54.512330828,Zlale
524,524,36.6477421452,59.0395431541,Zlale
525,525,39.7193750944,29.5909803823,Kepdon
526,526,37.8889835386,-6.8733131003,Kepdon
527,527,43.9676781544,96.4879317138,Slashead
528,528,25.9880783155,64.6159879099,Kepdon
529,529,28.3507206239,33.0215805158,Kepdon
530,530,63.732845698,26.2526651658,Zlale
531,531,62.1539096895,53.9573721514,Kepdon
532,532,4.2122225249,-0.6768447752,Slashead
533,533,10.0322628039,18.1650523528,Slashead
534,534,114.4914063578,32.4334578679,Zlale
535,535,39.660875185,27.1693146675,Zlale
536,536,40.9969291004,-3.4330610499,Slashead
537,537,37.5311356868,98.8122332262,Kepdon
538,538,51.4140183372,73.0674561149,Kepdon
539,539,100.0454803799,22.8710960555,Slashead
540,540,74.9925636426,100.0037838299,Kepdon
541,541,34.784770248,44.4560816008,Zlale
542,542,59.6788868386,112.4963556294,Zlale
543,543,43.3558271632,114.8184476947,Kepdon
544,544,95.6595533592,26.3464049752,Kepdon
545,545,71.8908834159,24.796806149,Zlale
546,546,-2.1647449998,12.3911192609,Slashead
547,547,46.1906770538,42.1550396932,Zlale
548,548,103.2555830794,26.4748868428,Slashead
549,549,49.4100716663,116.7432456276,Kepdon
550,550,59.1078655237,51.4413979305,Kepdon
551,551,80.6497646012,49.5642505479,Zlale
552,552,37.5260394539,34.1288770338,Kepdon
553,553,39.5075396822,34.5884303391,Zlale
554,554,34.9487885743,-4.0372083131,Slashead
555,555,33.7961920921,51.0403556793,Slashead
556,556,46.7047575231,46.2907031407,Slashead
557,557,42.9756068113,84.9409969116,Kepdon
558,558,110.0201944383,18.853419837,Zlale
559,559,31.9723338365,107.1156601599,Slashead
560,560,22.4713249193,59.1902012446,Slashead
561,561,112.2280118958,30.6454307599,Zlale
562,562,64.2340399438,71.9993131397,Zlale
563,563,72.0187626252,85.9575677822,Kepdon
564,564,63.7042667963,73.4385963131,Kepdon
565,565,23.713503859,91.8175437524,Kepdon
566,566,40.5899958081,71.4070506401,Kepdon
567,567,21.2728949492,86.7803539776,Kepdon
568,568,58.2910707797,61.3715924365,Kepdon
569,569,83.3087045955,5.3028943967,Zlale
570,570,16.885320326,23.4652326916,Slashead
571,571,44.0181466501,27.4387469164,Slashead
572,572,79.3199921568,86.3941153495,Kepdon
573,573,16.63942613,73.9093079873,Kepdon
574,574,79.0757512748,46.8323868713,Zlale
575,575,103.7537707488,11.3989831495,Zlale
576,576,20.6398734365,-3.1584085066,Slashead
577,577,77.9649517316,20.1788800195,Zlale
578,578,46.7533131693,66.8820679469,Kepdon
579,579,22.090117186,25.649436302,Kepdon
580,580,37.6875498108,30.1612736414,Zlale
581,581,60.191556298,114.7298392091,Kepdon
582,582,106.5479347015,19.6526199814,Slashead
583,583,2.6446440317,31.858451668,Zlale
584,584,67.0899000488,95.8312253113,Kepdon
585,585,35.2811882769,93.6817928882,Kepdon
586,586,86.4275532281,18.3458507096,Zlale
587,587,83.302477159,15.1278863577,Kepdon
588,588,21.6557324676,80.2066699029,Slashead
589,589,97.4511547957,44.2922405333,Slashead
590,590,60.8669446338,17.9638308949,Kepdon
591,591,14.3869518152,-5.4627085296,Slashead
592,592,105.0659682109,22.2205650319,Kepdon
593,593,100.6627165052,7.3694204256,Zlale
594,594,82.8895955507,5.1532980145,Slashead
595,595,91.9630262875,56.5348887954,Zlale
596,596,69.0338473278,86.3996297767,Kepdon
597,597,47.0437314813,93.2911296235,Kepdon
598,598,97.9880587638,35.5432685687,Slashead
