,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIPS,NAME,STATE,longitude,latitude,precipitation
267,267,267,267,267,8035,Douglas,Colorado,-104.929559461,39.3297243092,1.733466660437022
268,268,268,268,268,8037,Eagle,Colorado,-106.695299259,39.6278256159,23.282043118593226
269,269,269,269,269,8039,Elbert,Colorado,-104.13588983,39.2865595002,17.66979410663541
270,270,270,270,270,8041,El,Colorado,,,182.22065732879528
271,271,271,271,271,8043,Fremont,Colorado,-105.439657054,38.4729724659,10.15012701853606
272,272,272,272,272,8045,Garfield,Colorado,-107.903956154,39.599307179,15.365371489694184
273,273,273,273,273,8047,Gilpin,Colorado,-105.522621196,39.8575436237,29.16681164677641
274,274,274,274,274,8049,Grand,Colorado,-106.118358313,40.102614944,15.514625407176114
275,275,275,275,275,8051,Gunnison,Colorado,-107.031700114,38.6667977063,2.121267716737308
276,276,276,276,276,8053,Hinsdale,Colorado,-107.300311758,37.8213415755,4.796134080062558
277,277,277,277,277,8055,Huerfano,Colorado,-104.960584534,37.6846796381,7.31229938237299
278,278,278,278,278,8057,Jackson,Colorado,-106.342794688,40.6664326842,17.87409448192801
279,279,279,279,279,8059,Jefferson,Colorado,-105.250466793,39.5864284092,7.800012037420204
280,280,280,280,280,8061,Kiowa,Colorado,-102.740340455,38.4326851414,10.280336152535432
281,281,281,281,281,8063,Kit,Colorado,,,182.9865490744708
282,282,282,282,282,8065,Lake,Colorado,-106.344837734,39.2023794705,26.06047794383577
283,283,283,283,283,8067,La,Colorado,,,182.8800603954276
284,284,284,284,284,8069,Larimer,Colorado,-105.461144451,40.6664172232,9.371479757444028
285,285,285,285,285,8071,Las,Colorado,,,101.9530922262719
286,286,286,286,286,8073,Lincoln,Colorado,-103.513965366,38.9880685587,28.305891022942
287,287,287,287,287,8075,Logan,Colorado,-103.110095731,40.7246687188,27.674497285219893
288,288,288,288,288,8077,Mesa,Colorado,-108.466440182,39.0182904955,6.122076334456138
289,289,289,289,289,8079,Mineral,Colorado,-106.924094646,37.6689956825,12.403333428086906
290,290,290,290,290,8081,Moffat,Colorado,-108.207290604,40.61842222,4.614279130967308
291,291,291,291,291,8083,Montezuma,Colorado,-108.596669828,37.3384339705,5.8063310853965024
292,292,292,292,292,8085,Montrose,Colorado,-108.269451135,38.4021560325,28.35883831344788
293,293,293,293,293,8087,Morgan,Colorado,-103.809822237,40.2627443761,8.44433798104938
294,294,294,294,294,8089,Otero,Colorado,-103.716445685,37.9027017254,18.78295668357716
295,295,295,295,295,8091,Ouray,Colorado,-107.76931682,38.1554971802,1.144569619302287
296,296,296,296,296,8093,Park,Colorado,-105.717174716,39.1193028617,17.86064567480111
297,297,297,297,297,8095,Phillips,Colorado,-102.357579601,40.5938843197,15.003604227871406
298,298,298,298,298,8097,Pitkin,Colorado,-106.916577749,39.2171057452,10.553557068403316
299,299,299,299,299,8099,Prowers,Colorado,-102.393348977,37.9551831858,7.100065574083301
300,300,300,300,300,8101,Pueblo,Colorado,-104.512845555,38.1734202345,22.971921619772186
301,301,301,301,301,8103,Rio,Colorado,,,133.85014934696852
302,302,302,302,302,8105,Rio,Colorado,,,199.7732073648808
303,303,303,303,303,8107,Routt,Colorado,-106.991193187,40.4850679408,27.87218114173092
304,304,304,304,304,8109,Saguache,Colorado,-106.281555562,38.0805527548,15.68479264815991
305,305,305,305,305,8111,San,Colorado,,,153.6828279817509
306,306,306,306,306,8113,San,Colorado,,,101.06313651374792
307,307,307,307,307,8115,Sedgwick,Colorado,-102.351791195,40.8759049641,27.5700200248341
308,308,308,308,308,8117,Summit,Colorado,-106.116379137,39.634170806,12.596947618876072
309,309,309,309,309,8119,Teller,Colorado,-105.161826391,38.8821720468,10.867263546529704
310,310,310,310,310,8121,Washington,Colorado,-103.201252881,39.9710617874,29.99949742658685
311,311,311,311,311,8123,Weld,Colorado,-104.392531357,40.5548298977,11.023883285766065
312,312,312,312,312,8125,Yuma,Colorado,-102.424226323,40.0028993432,18.55917768336948
313,313,313,313,313,9001,Fairfield,Connecticut,-73.3712046145,41.2249600832,435.9229491805599
314,314,314,314,314,9003,Hartford,Connecticut,-72.7328122495,41.8064287933,502.2850372568139
315,315,315,315,315,9005,Litchfield,Connecticut,-73.2453207905,41.7924983178,515.0298422426014
316,316,316,316,316,9007,Middlesex,Connecticut,-72.5231194296,41.4353818043,500.78349940133705
317,317,317,317,317,9009,New,Connecticut,,,193.2108165144313
318,318,318,318,318,9011,New,Connecticut,,,172.938480178558
319,319,319,319,319,9013,Tolland,Connecticut,-72.3365016791,41.855065982,551.9363708496793
320,320,320,320,320,9015,Windham,Connecticut,-71.9874782796,41.8300455104,474.34028793848546
321,321,321,321,321,10001,Kent,Delaware,-75.5046137018,39.0959545402,558.5849715685769
322,322,322,322,322,10003,New,Delaware,,,165.46392319288276
323,323,323,323,323,10005,Sussex,Delaware,-75.3395417153,38.6832973547,499.2625258855653
