,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,X,Y,class
59,59,59,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,85.95753954543704,89.32061884792643,class1
60,60,60,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,87.19481887783859,89.3183294219824,class1
61,61,61,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,94.06839091128019,73.23754632512782,class1
62,62,62,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,83.24384706564476,68.85957747819272,class1
63,63,63,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,85.15838593448497,82.0996938275485,class1
64,64,64,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,74.9524222976845,77.72431891411645,class1
65,65,65,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,78.6392730958311,87.36990965410747,class1
66,66,66,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,89.365853446922,75.99242878394168,class1
67,67,67,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,72.3637451706722,81.40495853384054,class1
68,68,68,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,90.0664889866716,86.81246340257826,class1
69,69,69,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,86.24607377884782,84.39045439793549,class1
70,70,70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,77.98939192545753,84.64618332191007,class1
71,71,71,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,82.52911142836393,73.23280503905215,class1
72,72,72,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,85.24303976684351,76.33211606485882,class1
73,73,73,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,79.3321531029362,77.39084719225123,class1
74,74,74,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,76.22710860948686,81.2624382177396,class1
75,75,75,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.39030536684692,82.61375189625646,class1
76,76,76,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,75.64811409930367,84.07033255496748,class1
77,77,77,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,76.6802936895337,74.55073610168517,class1
78,78,78,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,69.8761710835293,74.95931854279088,class1
79,79,79,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,73.09600483656905,69.1603157797687,class1
80,80,80,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,74.96418639982143,92.18779596760434,class1
81,81,81,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,78.20582484950043,85.29853201433893,class1
82,82,82,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,83.95375464574617,92.43269033800807,class1
83,83,83,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,84.12522880847233,91.97123317139915,class1
84,84,84,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,70.36084997167595,73.60160410204148,class1
85,85,85,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,89.94508411395739,79.09592877310318,class1
86,86,86,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,76.03431882860443,80.33571126557474,class1
87,87,87,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,80.66060376074516,75.74997406928667,class1
88,88,88,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,81.5361098839709,74.52808782030968,class1
89,89,89,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,81.66915018754801,80.79773228474954,class1
90,90,90,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,89.62336420949704,84.74771495103802,class1
91,91,91,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,74.72937359812795,84.8270278465358,class1
92,92,92,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,81.86088227397114,82.84880825506356,class1
93,93,93,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,75.75032486583142,80.59166964672123,class1
94,94,94,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,77.27306327259174,79.36619920678987,class1
95,95,95,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,87.37594366476654,80.18554070442418,class1
96,96,96,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,76.53028203152397,86.47333325470909,class1
97,97,97,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,79.54512069409793,83.0569312454139,class1
98,98,98,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,84.36237917015936,86.1383370480992,class1
99,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,71.22241820255937,78.43098511433237,class1
100,100,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.42517595339262,75.03391267547644,class1
101,101,101,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,79.52155042511504,71.1842691110326,class1
102,102,102,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,77.8049553958062,77.76139776110705,class1
103,103,103,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,77.1744573727031,86.83719323379997,class1
104,104,104,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,83.50864752814833,79.79005243466119,class1
105,105,105,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,75.07828681152589,73.58786468232472,class1
106,106,106,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,77.35594577913508,88.48754199430803,class1
107,107,107,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,86.27735099634668,83.69438235273304,class1
108,108,108,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,77.33181291487811,71.37656660561234,class1
109,109,109,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,81.07841755364107,82.31937338768911,class1
110,110,110,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,82.13200398348131,74.71337792586307,class1
111,111,111,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,70.40836232959141,77.67512932281369,class1
112,112,112,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,83.4821145224675,80.72536724092423,class1
113,113,113,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,74.33364478049889,86.18143950991538,class1
114,114,114,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,71.72071155690064,80.2528625398515,class1
115,115,115,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,83.00522883507088,95.01313513700318,class1
116,116,116,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,76.03025805891839,79.3742401485493,class1
117,117,117,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,82.80788346086847,83.99083946677312,class1
118,118,118,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,78.4111723995519,75.47773842466354,class1
119,119,119,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,75.14477463424817,81.12473938370336,class1
120,120,120,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,81.62514435109316,70.55397069003885,class1
121,121,121,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,83.46233973380605,75.34100994607824,class1
122,122,122,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,74.30764982957561,76.86155080001868,class1
123,123,123,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,82.97818288932241,90.72810419216435,class1
124,124,124,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,84.14348121011393,89.45161026894087,class1
125,125,125,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,73.50524050036879,90.17153530640977,class1
126,126,126,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,84.51368888082571,79.88866031050864,class1
127,127,127,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,83.32904196823553,68.32153094687821,class1
128,128,128,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,91.37026623715165,75.09581217329745,class1
129,129,129,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,86.08218279835339,69.76725600558386,class1
130,130,130,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,83.44714447907675,92.02755750881998,class1
131,131,131,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,73.4333388161816,85.84896516373155,class1
132,132,132,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,75.84390432530509,79.23035013516127,class1
133,133,133,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,71.77550471985523,82.05469331405395,class1
134,134,134,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,75.75942367782592,77.37741103653273,class1
135,135,135,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,87.87114858014377,83.6502738835352,class1
136,136,136,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,81.66353946520064,83.11820427234191,class1
137,137,137,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,76.30157466410532,75.72408348893318,class1
138,138,138,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,72.15581702439539,73.33578812109675,class1
139,139,139,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,81.82923513585845,77.3873673041001,class1
140,140,140,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,80.9315512236554,81.78087994699234,class1
141,141,141,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,81.28008284258746,73.83796940371246,class1
142,142,142,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,84.07033743502278,81.08607669064881,class1
143,143,143,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,82.08525148793758,77.87942484764993,class1
144,144,144,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,85.7987152046785,81.4804705436123,class1
145,145,145,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,71.81153912252914,80.41952781917608,class1
146,146,146,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,89.0937947223666,81.37367665259305,class1
147,147,147,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,84.44931283605962,79.85411269767438,class1
148,148,148,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,94.68069386805976,83.67823639854015,class1
149,149,149,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,78.13923025427546,84.4914697158781,class1
150,150,150,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,92.4179322981745,80.88586599161951,class1
151,151,151,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,88.18894907709384,77.02078771873296,class1
152,152,152,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,88.30972953145508,80.85656076870923,class1
153,153,153,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,73.45952281992427,83.80150403526984,class1
154,154,154,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,86.53342353584789,93.28654710246792,class1
155,155,155,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,86.17939536108537,85.33763060032724,class1
156,156,156,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,82.7315904045616,80.23213275916557,class1
157,157,157,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,74.19553046266338,73.84392024323941,class1
158,158,158,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,83.25300734859975,84.7773708597585,class1
159,159,159,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,74.42535364669318,73.16229311793573,class1
160,160,160,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,83.6790523418691,91.37544729082933,class1
161,161,161,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,84.54349808516176,78.39142590609522,class1
162,162,162,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,75.54407491313616,77.11347020457833,class1
163,163,163,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,93.57520445009138,67.75065882658238,class1
164,164,164,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,82.95456017332381,89.05482484315928,class1
165,165,165,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,84.95719958680259,89.35453264092115,class1
166,166,166,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,77.24404960933055,75.29979089784138,class1
167,167,167,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,74.88622440516092,73.23131392312476,class1
168,168,168,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,87.15793894368852,84.19549231190248,class1
169,169,169,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,80.62313587578105,80.23606130239156,class1
170,170,170,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,82.10088447931065,92.95799667050943,class1
171,171,171,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,80.49841970083271,81.8462754985829,class1
172,172,172,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,68.23936779946563,78.18453681700875,class1
173,173,173,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,70.11355612870436,74.15250545789931,class1
174,174,174,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,80.95233594112793,81.99792085839432,class1
175,175,175,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,74.6843953656965,87.78430536766867,class1
176,176,176,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,88.17811840196438,82.70396651059544,class1
177,177,177,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,76.06904052452002,88.6487924234623,class1
178,178,178,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,71.59644025674534,82.2575709574088,class1
179,179,179,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,84.70319471352146,75.32651546094316,class1
180,180,180,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,81.58529506916547,73.8049123976607,class1
181,181,181,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,91.46176137691711,84.49401311954135,class1
182,182,182,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,72.22596804223053,82.8339200402367,class1
183,183,183,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,78.67203202865939,79.78771846371293,class1
184,184,184,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,81.43351299530957,76.70073963652261,class1
185,185,185,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,73.45068098171075,82.28435841290788,class1
186,186,186,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,75.5965202772463,72.4305830708844,class1
187,187,187,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,83.11208276591182,87.89109745383662,class1
188,188,188,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,78.0363218499911,74.32619795757485,class1
189,189,189,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,78.60984360297671,79.58976788048693,class1
190,190,190,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,81.05080462045318,76.96556222819295,class1
191,191,191,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,72.93010949893774,80.64769692197383,class1
192,192,192,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,85.073657004417,82.37237548084921,class1
193,193,193,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,76.7744382731639,79.8641487647082,class1
194,194,194,194.0,194.0,194.0,194.0,194.0,194.0,194.0,194.0,78.14353057928224,76.69900951989474,class1
195,195,195,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,87.61320888965619,86.02373432725153,class1
196,196,196,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,72.77844888729476,75.67816306322057,class1
197,197,197,197.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,79.98157398289952,78.52693238502708,class1
198,198,198,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,84.350239442767,71.90403419877275,class1
199,199,199,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,74.03963089064307,77.07869627907485,class1
200,200,200,200.0,200.0,200.0,,,,,,78.39583026050987,88.68036688150636,class1
201,201,201,201.0,201.0,201.0,,,,,,77.51757701929652,78.78026498999463,class1
202,202,202,202.0,202.0,202.0,,,,,,76.46441596200806,78.16141647988599,class1
203,203,203,203.0,203.0,203.0,,,,,,81.5017652006806,87.176517681973,class1
204,204,204,204.0,204.0,204.0,,,,,,78.25604278378194,71.91144547509336,class1
205,205,205,205.0,205.0,205.0,,,,,,79.37371804280963,89.61081147312012,class1
206,206,206,206.0,206.0,206.0,,,,,,83.1825831358605,82.40366055629772,class1
207,207,207,207.0,207.0,207.0,,,,,,68.11331605800147,82.07356800039287,class1
208,208,208,208.0,208.0,208.0,,,,,,83.04679621365145,74.1636958650179,class1
209,209,209,209.0,209.0,209.0,,,,,,88.97876870856201,89.95259441989208,class1
210,210,210,210.0,210.0,210.0,,,,,,86.3732550695709,79.1600134432736,class1
211,211,211,211.0,211.0,211.0,,,,,,84.09233541070482,71.08140874573733,class1
212,212,212,212.0,212.0,212.0,,,,,,69.45816835953485,82.46238894505025,class1
213,213,213,213.0,213.0,213.0,,,,,,77.23636756697032,79.19992424683652,class1
214,214,214,214.0,214.0,214.0,,,,,,73.0475810295404,78.58027624907135,class1
215,215,215,215.0,215.0,215.0,,,,,,79.04864469782595,82.85483130571318,class1
216,216,216,216.0,216.0,216.0,,,,,,92.73272619069081,76.46283789138432,class1
217,217,217,217.0,217.0,217.0,,,,,,79.4295607673535,82.52949189159744,class1
218,218,218,218.0,218.0,218.0,,,,,,69.58630260244595,82.42811808507967,class1
219,219,219,219.0,219.0,219.0,,,,,,72.58328152585572,83.10182416829065,class1
220,220,220,220.0,220.0,220.0,,,,,,84.33407624665651,80.63983069175441,class1
221,221,221,221.0,221.0,221.0,,,,,,78.49117257322459,83.93658080731991,class1
222,222,222,222.0,222.0,222.0,,,,,,73.7436965645172,80.43085420943461,class1
223,223,223,223.0,223.0,223.0,,,,,,86.97120963070819,74.10965573439813,class1
224,224,224,224.0,224.0,224.0,,,,,,74.4542981308076,80.90492426990713,class1
225,225,225,225.0,225.0,225.0,,,,,,74.49331512993241,79.60512045443775,class1
226,226,226,226.0,226.0,226.0,,,,,,84.83247200960157,71.93787913471543,class1
227,227,227,227.0,227.0,227.0,,,,,,74.25853431320365,91.85946931734787,class1
228,228,228,228.0,228.0,228.0,,,,,,78.89477203445539,80.42188254336988,class1
229,229,229,229.0,229.0,229.0,,,,,,85.14442910890553,83.46284369553663,class1
230,230,230,230.0,230.0,230.0,,,,,,90.29471422281172,77.74094081651825,class1
231,231,231,231.0,231.0,231.0,,,,,,82.73269099884503,73.79430265489758,class1
232,232,232,232.0,232.0,232.0,,,,,,75.21660121706087,68.56210160209307,class1
233,233,233,233.0,233.0,233.0,,,,,,68.47403939653255,81.86735911562164,class1
234,234,234,234.0,234.0,234.0,,,,,,77.71608063530422,76.53846302094962,class1
235,235,235,235.0,235.0,235.0,,,,,,73.69506313959917,71.17548430960356,class1
236,236,236,236.0,236.0,236.0,,,,,,88.99411885986142,80.12448685184948,class1
237,237,237,237.0,237.0,237.0,,,,,,85.41131554915026,74.85743938061019,class1
238,238,238,238.0,238.0,238.0,,,,,,73.09217563173365,73.48511841611639,class1
239,239,239,239.0,239.0,239.0,,,,,,75.01803705407329,64.72707103768685,class1
240,240,240,240.0,240.0,240.0,,,,,,79.0303509142407,75.64715651755864,class1
241,241,241,241.0,241.0,241.0,,,,,,89.05888292527571,74.63390414864779,class1
242,242,242,242.0,242.0,242.0,,,,,,76.1666658380161,84.15664730328187,class1
243,243,243,243.0,243.0,243.0,,,,,,75.95696576849433,79.88035940785085,class1
244,244,244,244.0,244.0,244.0,,,,,,79.97639016995156,82.2409659839048,class1
245,245,245,245.0,245.0,245.0,,,,,,75.65095590504143,71.06142941642634,class1
246,246,246,246.0,246.0,246.0,,,,,,82.99737959675448,81.27648621352819,class1
247,247,247,247.0,247.0,247.0,,,,,,81.82505498577301,65.43867302983614,class1
248,248,248,248.0,248.0,248.0,,,,,,71.45278042683975,75.1948680601681,class1
249,249,249,249.0,249.0,249.0,,,,,,76.6255199622069,84.34986542946433,class1
250,250,250,250.0,250.0,250.0,,,,,,81.16404344855374,83.21707973658633,class1
251,251,251,251.0,251.0,251.0,,,,,,82.04951726618691,81.43054025939662,class1
252,252,252,252.0,252.0,252.0,,,,,,72.02911291822353,76.66555053421574,class1
253,253,253,253.0,253.0,253.0,,,,,,81.16211459172463,74.23626828471738,class1
254,254,254,254.0,254.0,254.0,,,,,,85.62305193890954,79.20394802461163,class1
255,255,255,255.0,255.0,255.0,,,,,,86.50079607536416,84.12835478172975,class1
